country,variant,gender,freq,year,under40mortalityper1000livebirth
834,estimates,female,5yearly,1950,434.54178
834,estimates,male,5yearly,1950,470.89927
834,estimates,female,5yearly,1955,410.89177
834,estimates,male,5yearly,1955,446.84735
834,estimates,female,5yearly,1960,393.80467
834,estimates,male,5yearly,1960,429.93351
834,estimates,female,5yearly,1965,374.19833
834,estimates,male,5yearly,1965,409.76002
834,estimates,female,5yearly,1970,349.82635
834,estimates,male,5yearly,1970,384.78983
834,estimates,female,5yearly,1975,320.48967
834,estimates,male,5yearly,1975,356.06413
834,estimates,female,5yearly,1980,310.84758
834,estimates,male,5yearly,1980,347.26815
834,estimates,female,5yearly,1985,305.05278
834,estimates,male,5yearly,1985,350.57474
834,estimates,female,5yearly,1990,322.40364
834,estimates,male,5yearly,1990,373.40995
834,estimates,female,5yearly,1995,325.94188
834,estimates,male,5yearly,1995,365.55653
834,estimates,female,5yearly,2000,286.13345
834,estimates,male,5yearly,2000,310.64382
834,estimates,female,5yearly,2005,221.64865
834,estimates,male,5yearly,2005,236.40386
834,estimates,female,5yearly,2010,162.01921
834,estimates,male,5yearly,2010,193.97959
834,medium_variant,female,5yearly,2015,118.51727
834,medium_variant,male,5yearly,2015,148.61967
834,medium_variant,female,5yearly,2020,103.22287
834,medium_variant,male,5yearly,2020,133.05054
834,medium_variant,female,5yearly,2025,90.9740099999999
834,medium_variant,male,5yearly,2025,119.53628
834,medium_variant,female,5yearly,2030,80.06103
834,medium_variant,male,5yearly,2030,107.74284
834,medium_variant,female,5yearly,2035,70.4099300000001
834,medium_variant,male,5yearly,2035,97.73276
834,medium_variant,female,5yearly,2040,62.67842
834,medium_variant,male,5yearly,2040,89.6742500000001
834,medium_variant,female,5yearly,2045,57.6038099999999
834,medium_variant,male,5yearly,2045,82.5474000000001
834,medium_variant,female,5yearly,2050,52.91261
834,medium_variant,male,5yearly,2050,75.3704300000001
834,medium_variant,female,5yearly,2055,48.88493
834,medium_variant,male,5yearly,2055,68.818
834,medium_variant,female,5yearly,2060,45.24815
834,medium_variant,male,5yearly,2060,63.0496799999999
834,medium_variant,female,5yearly,2065,41.91989
834,medium_variant,male,5yearly,2065,58.83049
834,medium_variant,female,5yearly,2070,39.15168
834,medium_variant,male,5yearly,2070,55.63361
834,medium_variant,female,5yearly,2075,36.92878
834,medium_variant,male,5yearly,2075,52.7793
834,medium_variant,female,5yearly,2080,34.84728
834,medium_variant,male,5yearly,2080,50.0846700000001
834,medium_variant,female,5yearly,2085,32.88577
834,medium_variant,male,5yearly,2085,47.48871
834,medium_variant,female,5yearly,2090,31.0156500000001
834,medium_variant,male,5yearly,2090,45.02624
834,medium_variant,female,5yearly,2095,29.2297
834,medium_variant,male,5yearly,2095,42.6531200000001
