agebroad,gender,population,global,variant,year
16plus,male,3499879.031,900,medium_variant,2040
17plus,male,3431598.235,900,medium_variant,2040
18plus,male,3363309.484,900,medium_variant,2040
20plus,male,3226565.719,900,medium_variant,2040
21plus,male,3158120.47,900,medium_variant,2040
25plus,male,2884821.803,900,medium_variant,2040
50plus,male,1346623.149,900,medium_variant,2040
60plus,male,810455.746,900,medium_variant,2040
65plus,male,596922.229,900,medium_variant,2040
70plus,male,402815.643,900,medium_variant,2040
75plus,male,241993.046,900,medium_variant,2040
80plus,male,126197.739,900,medium_variant,2040
85plus,male,55075.237,900,medium_variant,2040
90plus,male,17276.742,900,medium_variant,2040
total,male,4609834.28,900,medium_variant,2040
total,female,4638471.848,900,no_change,2040
0_4,female,414071.813,900,no_change,2040
0_14,female,1157487.391,900,no_change,2040
0_19,female,1501621.038,900,no_change,2040
0_24,female,1831411.564,900,no_change,2040
5_14,female,743415.578,900,no_change,2040
15plus,female,3480984.457,900,no_change,2040
15_24,female,673924.173,900,no_change,2040
15_49,female,2109484.766,900,no_change,2040
15_59,female,2634694.027,900,no_change,2040
15_64,female,2849981.368,900,no_change,2040
20plus,female,3136850.81,900,no_change,2040
20_64,female,2505847.721,900,no_change,2040
20_69,female,2702667.468,900,no_change,2040
25plus,female,2807060.284,900,no_change,2040
25_49,female,1435560.593,900,no_change,2040
25_64,female,2176057.195,900,no_change,2040
25_69,female,2372876.942,900,no_change,2040
50plus,female,1371499.691,900,no_change,2040
60plus,female,846290.43,900,no_change,2040
65plus,female,631003.089,900,no_change,2040
70plus,female,434183.342,900,no_change,2040
75plus,female,268412.096,900,no_change,2040
80plus,female,145167.904,900,no_change,2040
85plus,female,66163.414,900,no_change,2040
90plus,female,22446.333,900,no_change,2040
total,male,4696264.407,900,no_change,2040
0_4,male,435265.969,900,no_change,2040
0_14,male,1219590.002,900,no_change,2040
0_19,male,1584305.503,900,no_change,2040
0_24,male,1934473.586,900,no_change,2040
5_14,male,784324.033,900,no_change,2040
15plus,male,3476674.405,900,no_change,2040
15_24,male,714883.584,900,no_change,2040
15_49,male,2228101.781,900,no_change,2040
15_59,male,2748482.428,900,no_change,2040
15_64,male,2952497.414,900,no_change,2040
20plus,male,3111958.904,900,no_change,2040
20_64,male,2587781.913,900,no_change,2040
20_69,male,2769463.255,900,no_change,2040
25plus,male,2761790.821,900,no_change,2040
25_49,male,1513218.197,900,no_change,2040
25_64,male,2237613.83,900,no_change,2040
25_69,male,2419295.172,900,no_change,2040
50plus,male,1248572.624,900,no_change,2040
60plus,male,728191.977,900,no_change,2040
65plus,male,524176.991,900,no_change,2040
70plus,male,342495.649,900,no_change,2040
75plus,male,197134.786,900,no_change,2040
80plus,male,97469.904,900,no_change,2040
85plus,male,39924.659,900,no_change,2040
90plus,male,11711.91,900,no_change,2040
total,female,4545996.525,900,zero_migration,2040
0_4,female,334795.554,900,zero_migration,2040
0_14,female,985881.261,900,zero_migration,2040
0_19,female,1307708.896,900,zero_migration,2040
0_24,female,1629110.121,900,zero_migration,2040
5_14,female,651085.707,900,zero_migration,2040
15plus,female,3560115.264,900,zero_migration,2040
15_24,female,643228.86,900,zero_migration,2040
15_49,female,2099646.732,900,zero_migration,2040
15_59,female,2635355.728,900,zero_migration,2040
15_64,female,2857421.66,900,zero_migration,2040
20plus,female,3238287.629,900,zero_migration,2040
20_64,female,2535594.025,900,zero_migration,2040
20_69,female,2741722.798,900,zero_migration,2040
25plus,female,2916886.404,900,zero_migration,2040
25_49,female,1456417.872,900,zero_migration,2040
25_64,female,2214192.8,900,zero_migration,2040
25_69,female,2420321.573,900,zero_migration,2040
50plus,female,1460468.532,900,zero_migration,2040
60plus,female,924759.536,900,zero_migration,2040
65plus,female,702693.604,900,zero_migration,2040
70plus,female,496564.831,900,zero_migration,2040
75plus,female,318368.803,900,zero_migration,2040
80plus,female,180882.613,900,zero_migration,2040
85plus,female,87985.057,900,zero_migration,2040
90plus,female,32352.597,900,zero_migration,2040
total,male,4612765.77,900,zero_migration,2040
0_4,male,353342.155,900,zero_migration,2040
0_14,male,1042161.728,900,zero_migration,2040
0_19,male,1383830.656,900,zero_migration,2040
0_24,male,1725520.571,900,zero_migration,2040
5_14,male,688819.573,900,zero_migration,2040
15plus,male,3570604.042,900,zero_migration,2040
15_24,male,683358.843,900,zero_migration,2040
15_49,male,2220021.017,900,zero_migration,2040
15_59,male,2757680.887,900,zero_migration,2040
15_64,male,2972317.617,900,zero_migration,2040
20plus,male,3228935.114,900,zero_migration,2040
20_64,male,2630648.689,900,zero_migration,2040
20_69,male,2825579.023,900,zero_migration,2040
25plus,male,2887245.199,900,zero_migration,2040
25_49,male,1536662.174,900,zero_migration,2040
25_64,male,2288958.774,900,zero_migration,2040
25_69,male,2483889.108,900,zero_migration,2040
50plus,male,1350583.025,900,zero_migration,2040
60plus,male,812923.155,900,zero_migration,2040
65plus,male,598286.425,900,zero_migration,2040
70plus,male,403356.091,900,zero_migration,2040
75plus,male,242197.884,900,zero_migration,2040
80plus,male,126283.526,900,zero_migration,2040
85plus,male,55102.411,900,zero_migration,2040
90plus,male,17285.609,900,zero_migration,2040
0,female,67744.482,900,medium_variant,2041
0_1,female,135234.996,900,medium_variant,2041
0_4,female,335835.302,900,medium_variant,2041
0_14,female,988508.07,900,medium_variant,2041
0_17,female,1181678.953,900,medium_variant,2041
0_19,female,1310326.49,900,medium_variant,2041
0_24,female,1632183.878,900,medium_variant,2041
3_4,female,133428.732,900,medium_variant,2041
3_5,female,199709.638,900,medium_variant,2041
3_6,female,265719.629,900,medium_variant,2041
4_5,female,132846.603,900,medium_variant,2041
4_6,female,198856.594,900,medium_variant,2041
5_14,female,652672.768,900,medium_variant,2041
5_10,female,393943.664,900,medium_variant,2041
5_11,female,458847.292,900,medium_variant,2041
6_9,female,262572.463,900,medium_variant,2041
6_10,female,327662.758,900,medium_variant,2041
6_11,female,392566.386,900,medium_variant,2041
6_12,female,457296.487,900,medium_variant,2041
7_10,female,261652.767,900,medium_variant,2041
7_12,female,391286.496,900,medium_variant,2041
11_16,female,387567.882,900,medium_variant,2041
11_17,female,451899.987,900,medium_variant,2041
11_18,female,516209.506,900,medium_variant,2041
12_14,female,193825.476,900,medium_variant,2041
12_16,female,322664.254,900,medium_variant,2041
12_17,female,386996.359,900,medium_variant,2041
12_18,female,451305.878,900,medium_variant,2041
13_17,female,322266.258,900,medium_variant,2041
13_18,female,386575.777,900,medium_variant,2041
13_19,female,450913.795,900,medium_variant,2041
15_17,female,193170.883,900,medium_variant,2041
18_23,female,386254.294,900,medium_variant,2041
15_24,female,643675.808,900,medium_variant,2041
15_49,female,2106174.872,900,medium_variant,2041
15_59,female,2649060.475,900,medium_variant,2041
15_64,female,2873888.407,900,medium_variant,2041
20_64,female,2552069.987,900,medium_variant,2041
20_69,female,2758545.478,900,medium_variant,2041
25_49,female,1462499.064,900,medium_variant,2041
25_64,female,2230212.599,900,medium_variant,2041
25_69,female,2436688.09,900,medium_variant,2041
15plus,female,3589661.369,900,medium_variant,2041
16plus,female,3525214.755,900,medium_variant,2041
17plus,female,3460822.591,900,medium_variant,2041
18plus,female,3396490.486,900,medium_variant,2041
20plus,female,3267842.949,900,medium_variant,2041
21plus,female,3203453.375,900,medium_variant,2041
25plus,female,2945985.561,900,medium_variant,2041
50plus,female,1483486.497,900,medium_variant,2041
60plus,female,940600.894,900,medium_variant,2041
65plus,female,715772.962,900,medium_variant,2041
70plus,female,509297.471,900,medium_variant,2041
75plus,female,328815.565,900,medium_variant,2041
80plus,female,188050.688,900,medium_variant,2041
85plus,female,92466.41,900,medium_variant,2041
90plus,female,34992.513,900,medium_variant,2041
total,female,4578169.439,900,medium_variant,2041
0,male,71470.285,900,medium_variant,2041
0_1,male,142612.631,900,medium_variant,2041
0_4,male,354246.196,900,medium_variant,2041
0_14,male,1044163.48,900,medium_variant,2041
0_17,male,1248890.4,900,medium_variant,2041
0_19,male,1385360.881,900,medium_variant,2041
0_24,male,1727007.399,900,medium_variant,2041
3_4,male,140780.657,900,medium_variant,2041
3_5,male,210738.384,900,medium_variant,2041
3_6,male,280429.651,900,medium_variant,2041
4_5,male,140198.663,900,medium_variant,2041
4_6,male,209889.93,900,medium_variant,2041
5_14,male,689917.284,900,medium_variant,2041
5_10,male,416121.564,900,medium_variant,2041
5_11,male,484763.954,900,medium_variant,2041
6_9,male,277350.056,900,medium_variant,2041
6_10,male,346163.837,900,medium_variant,2041
6_11,male,414806.227,900,medium_variant,2041
6_12,male,483291.099,900,medium_variant,2041
7_10,male,276472.57,900,medium_variant,2041
7_12,male,413599.832,900,medium_variant,2041
11_16,male,410312.283,900,medium_variant,2041
11_17,male,478522.64,900,medium_variant,2041
11_18,male,546733.93,900,medium_variant,2041
12_14,male,205153.33,900,medium_variant,2041
12_16,male,341669.893,900,medium_variant,2041
12_17,male,409880.25,900,medium_variant,2041
12_18,male,478091.54,900,medium_variant,2041
13_17,male,341395.378,900,medium_variant,2041
13_18,male,409606.668,900,medium_variant,2041
13_19,male,477865.859,900,medium_variant,2041
15_17,male,204726.92,900,medium_variant,2041
18_23,male,409890.451,900,medium_variant,2041
15_24,male,682843.919,900,medium_variant,2041
15_49,male,2226904.965,900,medium_variant,2041
15_59,male,2770959.379,900,medium_variant,2041
15_64,male,2987041.793,900,medium_variant,2041
20_64,male,2645844.392,900,medium_variant,2041
20_69,male,2840113.176,900,medium_variant,2041
25_49,male,1544061.046,900,medium_variant,2041
25_64,male,2304197.874,900,medium_variant,2041
25_69,male,2498466.658,900,medium_variant,2041
15plus,male,3596067.704,900,medium_variant,2041
16plus,male,3527795.419,900,medium_variant,2041
17plus,male,3459551.141,900,medium_variant,2041
18plus,male,3391340.784,900,medium_variant,2041
20plus,male,3254870.303,900,medium_variant,2041
21plus,male,3186543.837,900,medium_variant,2041
25plus,male,2913223.785,900,medium_variant,2041
50plus,male,1369162.739,900,medium_variant,2041
60plus,male,825108.325,900,medium_variant,2041
65plus,male,609025.911,900,medium_variant,2041
70plus,male,414757.127,900,medium_variant,2041
75plus,male,251509.379,900,medium_variant,2041
80plus,male,132342.66,900,medium_variant,2041
85plus,male,58541.491,900,medium_variant,2041
90plus,male,19108.486,900,medium_variant,2041
total,male,4640231.184,900,medium_variant,2041
0,female,67892.434,900,medium_variant,2042
0_1,female,135507.021,900,medium_variant,2042
0_4,female,336809.734,900,medium_variant,2042
0_14,female,991297.802,900,medium_variant,2042
0_17,female,1184536.018,900,medium_variant,2042
0_19,female,1313085.847,900,medium_variant,2042
0_24,female,1634792.875,900,medium_variant,2042
3_4,female,133904.44,900,medium_variant,2042
3_5,female,200425.654,900,medium_variant,2042
3_6,female,266672.128,900,medium_variant,2042
4_5,female,133327,900,medium_variant,2042
4_6,female,199573.474,900,medium_variant,2042
5_14,female,654488.068,900,medium_variant,2042
5_10,female,395256.667,900,medium_variant,2042
5_11,female,460329.286,900,medium_variant,2042
6_9,female,263459.358,900,medium_variant,2042
6_10,female,328735.453,900,medium_variant,2042
6_11,female,393808.072,900,medium_variant,2042
6_12,female,458692.19,900,medium_variant,2042
7_10,female,262488.979,900,medium_variant,2042
7_12,female,392445.716,900,medium_variant,2042
11_16,female,388116.286,900,medium_variant,2042
11_17,female,452469.617,900,medium_variant,2042
11_18,female,516757.65,900,medium_variant,2042
12_14,female,194158.782,900,medium_variant,2042
12_16,female,323043.667,900,medium_variant,2042
12_17,female,387396.998,900,medium_variant,2042
12_18,female,451685.031,900,medium_variant,2042
13_17,female,322512.88,900,medium_variant,2042
13_18,female,386800.913,900,medium_variant,2042
13_19,female,451062.709,900,medium_variant,2042
15_17,female,193238.216,900,medium_variant,2042
18_23,female,385927.424,900,medium_variant,2042
15_24,female,643495.073,900,medium_variant,2042
15_49,female,2111712.564,900,medium_variant,2042
15_59,female,2659878.926,900,medium_variant,2042
15_64,female,2888582.487,900,medium_variant,2042
20_64,female,2566794.442,900,medium_variant,2042
20_69,female,2773338.842,900,medium_variant,2042
25_49,female,1468217.491,900,medium_variant,2042
25_64,female,2245087.414,900,medium_variant,2042
25_69,female,2451631.814,900,medium_variant,2042
15plus,female,3617168.148,900,medium_variant,2042
16plus,female,3552695.715,900,medium_variant,2042
17plus,female,3488283.263,900,medium_variant,2042
18plus,female,3423929.932,900,medium_variant,2042
20plus,female,3295380.103,900,medium_variant,2042
21plus,female,3231090.748,900,medium_variant,2042
25plus,female,2973673.075,900,medium_variant,2042
50plus,female,1505455.584,900,medium_variant,2042
60plus,female,957289.222,900,medium_variant,2042
65plus,female,728585.661,900,medium_variant,2042
70plus,female,522041.261,900,medium_variant,2042
75plus,female,339253.111,900,medium_variant,2042
80plus,female,195079.104,900,medium_variant,2042
85plus,female,96459.76,900,medium_variant,2042
90plus,female,37553.777,900,medium_variant,2042
total,female,4608465.95,900,medium_variant,2042
0,male,71601.036,900,medium_variant,2042
0_1,male,142832.396,900,medium_variant,2042
0_4,male,355127.506,900,medium_variant,2042
0_14,male,1046626.2,900,medium_variant,2042
0_17,male,1251269.616,900,medium_variant,2042
0_19,male,1387529.741,900,medium_variant,2042
0_24,male,1728782.715,900,medium_variant,2042
3_4,male,141228.874,900,medium_variant,2042
3_5,male,211412.251,900,medium_variant,2042
3_6,male,281324.3,900,medium_variant,2042
4_5,male,140650.445,900,medium_variant,2042
4_6,male,210562.494,900,medium_variant,2042
5_14,male,691498.694,900,medium_variant,2042
5_10,male,417325.828,900,medium_variant,2042
5_11,male,486111.804,900,medium_variant,2042
6_9,male,278165.605,900,medium_variant,2042
6_10,male,347142.451,900,medium_variant,2042
6_11,male,415928.427,900,medium_variant,2042
6_12,male,484539.799,900,medium_variant,2042
7_10,male,277230.402,900,medium_variant,2042
7_12,male,414627.75,900,medium_variant,2042
11_16,male,410639.146,900,medium_variant,2042
11_17,male,478816.282,900,medium_variant,2042
11_18,male,546949.414,900,medium_variant,2042
12_14,male,205386.89,900,medium_variant,2042
12_16,male,341853.17,900,medium_variant,2042
12_17,male,410030.306,900,medium_variant,2042
12_18,male,478163.438,900,medium_variant,2042
13_17,male,341418.934,900,medium_variant,2042
13_18,male,409552.066,900,medium_variant,2042
13_19,male,477679.059,900,medium_variant,2042
15_17,male,204643.416,900,medium_variant,2042
18_23,male,409254.023,900,medium_variant,2042
15_24,male,682156.515,900,medium_variant,2042
15_49,male,2232533.163,900,medium_variant,2042
15_59,male,2783428.643,900,medium_variant,2042
15_64,male,3003263.251,900,medium_variant,2042
20_64,male,2662359.71,900,medium_variant,2042
20_69,male,2856380.215,900,medium_variant,2042
25_49,male,1550376.648,900,medium_variant,2042
25_64,male,2321106.736,900,medium_variant,2042
25_69,male,2515127.241,900,medium_variant,2042
15plus,male,3623601.852,900,medium_variant,2042
16plus,male,3555349.916,900,medium_variant,2042
17plus,male,3487135.572,900,medium_variant,2042
18plus,male,3418958.436,900,medium_variant,2042
20plus,male,3282698.311,900,medium_variant,2042
21plus,male,3214525.635,900,medium_variant,2042
25plus,male,2941445.337,900,medium_variant,2042
50plus,male,1391068.689,900,medium_variant,2042
60plus,male,840173.209,900,medium_variant,2042
65plus,male,620338.601,900,medium_variant,2042
70plus,male,426318.096,900,medium_variant,2042
75plus,male,260693.311,900,medium_variant,2042
80plus,male,138125.181,900,medium_variant,2042
85plus,male,61499.137,900,medium_variant,2042
90plus,male,20818.664,900,medium_variant,2042
total,male,4670228.052,900,medium_variant,2042
0,female,68021.611,900,medium_variant,2043
0_1,female,135782.921,900,medium_variant,2043
0_4,female,337596.391,900,medium_variant,2043
0_14,female,993949.922,900,medium_variant,2043
0_17,female,1187282.483,900,medium_variant,2043
0_19,female,1315821.099,900,medium_variant,2043
0_24,female,1637170.37,900,medium_variant,2043
3_4,female,134313.752,900,medium_variant,2043
3_5,female,201053.022,900,medium_variant,2043
3_6,female,267520.446,900,medium_variant,2043
4_5,female,133755.729,900,medium_variant,2043
4_6,female,200223.153,900,medium_variant,2043
5_14,female,656353.531,900,medium_variant,2043
5_10,female,396527.709,900,medium_variant,2043
5_11,female,461777.289,900,medium_variant,2043
6_9,female,264319.239,900,medium_variant,2043
6_10,female,329788.439,900,medium_variant,2043
6_11,female,395038.019,900,medium_variant,2043
6_12,female,460083.479,900,medium_variant,2043
7_10,female,263321.015,900,medium_variant,2043
7_12,female,393616.055,900,medium_variant,2043
11_16,female,388789.887,900,medium_variant,2043
11_17,female,453158.383,900,medium_variant,2043
11_18,female,517463.039,900,medium_variant,2043
12_14,female,194576.242,900,medium_variant,2043
12_16,female,323540.307,900,medium_variant,2043
12_17,female,387908.803,900,medium_variant,2043
12_18,female,452213.459,900,medium_variant,2043
13_17,female,322863.343,900,medium_variant,2043
13_18,female,387167.999,900,medium_variant,2043
13_19,female,451401.959,900,medium_variant,2043
15_17,female,193332.561,900,medium_variant,2043
18_23,female,385568.529,900,medium_variant,2043
15_24,female,643220.448,900,medium_variant,2043
15_49,female,2117587.182,900,medium_variant,2043
15_59,female,2669533.524,900,medium_variant,2043
15_64,female,2902999.173,900,medium_variant,2043
20_64,female,2581127.996,900,medium_variant,2043
20_69,female,2787867.789,900,medium_variant,2043
25_49,female,1474366.734,900,medium_variant,2043
25_64,female,2259778.725,900,medium_variant,2043
25_69,female,2466518.518,900,medium_variant,2043
15plus,female,3644319.954,900,medium_variant,2043
16plus,female,3579788.625,900,medium_variant,2043
17plus,female,3515355.889,900,medium_variant,2043
18plus,female,3450987.393,900,medium_variant,2043
20plus,female,3322448.777,900,medium_variant,2043
21plus,female,3258244.744,900,medium_variant,2043
25plus,female,3001099.506,900,medium_variant,2043
50plus,female,1526732.772,900,medium_variant,2043
60plus,female,974786.43,900,medium_variant,2043
65plus,female,741320.781,900,medium_variant,2043
70plus,female,534580.988,900,medium_variant,2043
75plus,female,349601.662,900,medium_variant,2043
80plus,female,201955.764,900,medium_variant,2043
85plus,female,100019.092,900,medium_variant,2043
90plus,female,39779.544,900,medium_variant,2043
total,female,4638269.876,900,medium_variant,2043
0,male,71714.116,900,medium_variant,2043
0_1,male,143072.059,900,medium_variant,2043
0_4,male,355819.653,900,medium_variant,2043
0_14,male,1048997.115,900,medium_variant,2043
0_17,male,1253618.386,900,medium_variant,2043
0_19,male,1389768.992,900,medium_variant,2043
0_24,male,1730424.207,900,medium_variant,2043
3_4,male,141609.611,900,medium_variant,2043
3_5,male,211996.907,900,medium_variant,2043
3_6,male,282115.553,900,medium_variant,2043
4_5,male,141050.889,900,medium_variant,2043
4_6,male,211169.535,900,medium_variant,2043
5_14,male,693177.462,900,medium_variant,2043
5_10,male,418503.357,900,medium_variant,2043
5_11,male,487446.833,900,medium_variant,2043
6_9,male,278963.707,900,medium_variant,2043
6_10,male,348116.061,900,medium_variant,2043
6_11,male,417059.537,900,medium_variant,2043
6_12,male,485810.375,900,medium_variant,2043
7_10,male,277997.415,900,medium_variant,2043
7_12,male,415691.729,900,medium_variant,2043
11_16,male,411146.528,900,medium_variant,2043
11_17,male,479295.376,900,medium_variant,2043
11_18,male,547397.746,900,medium_variant,2043
12_14,male,205730.629,900,medium_variant,2043
12_16,male,342203.052,900,medium_variant,2043
12_17,male,410351.9,900,medium_variant,2043
12_18,male,478454.27,900,medium_variant,2043
13_17,male,341601.062,900,medium_variant,2043
13_18,male,409703.432,900,medium_variant,2043
13_19,male,477751.668,900,medium_variant,2043
15_17,male,204621.271,900,medium_variant,2043
18_23,male,408600.44,900,medium_variant,2043
15_24,male,681427.092,900,medium_variant,2043
15_49,male,2238497.319,900,medium_variant,2043
15_59,male,2794935.908,900,medium_variant,2043
15_64,male,3019536.73,900,medium_variant,2043
20_64,male,2678764.853,900,medium_variant,2043
20_69,male,2872653.88,900,medium_variant,2043
25_49,male,1557070.227,900,medium_variant,2043
25_64,male,2338109.638,900,medium_variant,2043
25_69,male,2531998.665,900,medium_variant,2043
15plus,male,3650805.515,900,medium_variant,2043
16plus,male,3582528.365,900,medium_variant,2043
17plus,male,3514333.092,900,medium_variant,2043
18plus,male,3446184.244,900,medium_variant,2043
20plus,male,3310033.638,900,medium_variant,2043
21plus,male,3241998.688,900,medium_variant,2043
25plus,male,2969378.423,900,medium_variant,2043
50plus,male,1412308.196,900,medium_variant,2043
60plus,male,855869.607,900,medium_variant,2043
65plus,male,631268.785,900,medium_variant,2043
70plus,male,437379.758,900,medium_variant,2043
75plus,male,269499.38,900,medium_variant,2043
80plus,male,143523.735,900,medium_variant,2043
85plus,male,63957.5,900,medium_variant,2043
90plus,male,22188.303,900,medium_variant,2043
total,male,4699802.63,900,medium_variant,2043
0,female,68130.815,900,medium_variant,2044
0_1,female,135996.355,900,medium_variant,2044
0_4,female,338229.029,900,medium_variant,2044
0_14,female,996408.679,900,medium_variant,2044
0_17,female,1189913.292,900,medium_variant,2044
0_19,female,1318474.922,900,medium_variant,2044
0_24,female,1639403.507,900,medium_variant,2044
3_4,female,134587.105,900,medium_variant,2044
3_5,female,201512.34,900,medium_variant,2044
3_6,female,268176.015,900,medium_variant,2044
4_5,female,134112.498,900,medium_variant,2044
4_6,female,200776.173,900,medium_variant,2044
5_14,female,658179.65,900,medium_variant,2044
5_10,female,397707.275,900,medium_variant,2044
5_11,female,463139.752,900,medium_variant,2044
6_9,female,265119.768,900,medium_variant,2044
6_10,female,330782.04,900,medium_variant,2044
6_11,female,396214.517,900,medium_variant,2044
6_12,female,461428.44,900,medium_variant,2044
7_10,female,264118.365,900,medium_variant,2044
7_12,female,394764.765,900,medium_variant,2044
11_16,female,389593.27,900,medium_variant,2044
11_17,female,453976.988,900,medium_variant,2044
11_18,female,518292.13,900,medium_variant,2044
12_14,female,195039.898,900,medium_variant,2044
12_16,female,324160.793,900,medium_variant,2044
12_17,female,388544.511,900,medium_variant,2044
12_18,female,452859.653,900,medium_variant,2044
13_17,female,323330.588,900,medium_variant,2044
13_18,female,387645.73,900,medium_variant,2044
13_19,female,451892.218,900,medium_variant,2044
15_17,female,193504.613,900,medium_variant,2044
18_23,female,385246.125,900,medium_variant,2044
15_24,female,642994.828,900,medium_variant,2044
15_49,female,2123807.044,900,medium_variant,2044
15_59,female,2677915.01,900,medium_variant,2044
15_64,female,2916690.731,900,medium_variant,2044
20_64,female,2594624.488,900,medium_variant,2044
20_69,female,2802399.093,900,medium_variant,2044
25_49,female,1480812.216,900,medium_variant,2044
25_64,female,2273695.903,900,medium_variant,2044
25_69,female,2481470.508,900,medium_variant,2044
15plus,female,3671151.095,900,medium_variant,2044
16plus,female,3606516.612,900,medium_variant,2044
17plus,female,3542030.2,900,medium_variant,2044
18plus,female,3477646.482,900,medium_variant,2044
20plus,female,3349084.852,900,medium_variant,2044
21plus,female,3284914.469,900,medium_variant,2044
25plus,female,3028156.267,900,medium_variant,2044
50plus,female,1547344.051,900,medium_variant,2044
60plus,female,993236.085,900,medium_variant,2044
65plus,female,754460.364,900,medium_variant,2044
70plus,female,546685.759,900,medium_variant,2044
75plus,female,359753.88,900,medium_variant,2044
80plus,female,208650.141,900,medium_variant,2044
85plus,female,103211.962,900,medium_variant,2044
90plus,female,41410.727,900,medium_variant,2044
total,female,4667559.774,900,medium_variant,2044
0,male,71808.494,900,medium_variant,2044
0_1,male,143257.002,900,medium_variant,2044
0_4,male,356367.513,900,medium_variant,2044
0_14,male,1051208.116,900,medium_variant,2044
0_17,male,1255915.944,900,medium_variant,2044
0_19,male,1392011.268,900,medium_variant,2044
0_24,male,1732011.467,900,medium_variant,2044
3_4,male,141840.999,900,medium_variant,2044
3_5,male,212398.825,900,medium_variant,2044
3_6,male,282698.785,900,medium_variant,2044
4_5,male,141376.095,900,medium_variant,2044
4_6,male,211676.055,900,medium_variant,2044
5_14,male,694840.603,900,medium_variant,2044
5_10,male,419592.29,900,medium_variant,2044
5_11,male,488703.058,900,medium_variant,2044
6_9,male,279704.431,900,medium_variant,2044
6_10,male,349034.464,900,medium_variant,2044
6_11,male,418145.232,900,medium_variant,2044
6_12,male,487047.73,900,medium_variant,2044
7_10,male,278734.504,900,medium_variant,2044
7_12,male,416747.77,900,medium_variant,2044
11_16,male,411825.298,900,medium_variant,2044
11_17,male,479956.141,900,medium_variant,2044
11_18,male,548031.705,900,medium_variant,2044
12_14,male,206137.545,900,medium_variant,2044
12_16,male,342714.53,900,medium_variant,2044
12_17,male,410845.373,900,medium_variant,2044
12_18,male,478920.937,900,medium_variant,2044
13_17,male,341942.875,900,medium_variant,2044
13_18,male,410018.439,900,medium_variant,2044
13_19,male,478038.199,900,medium_variant,2044
15_17,male,204707.828,900,medium_variant,2044
18_23,male,408007.759,900,medium_variant,2044
15_24,male,680803.351,900,medium_variant,2044
15_49,male,2244828.854,900,medium_variant,2044
15_59,male,2805265.712,900,medium_variant,2044
15_64,male,3035366.25,900,medium_variant,2044
20_64,male,2694563.098,900,medium_variant,2044
20_69,male,2889227.151,900,medium_variant,2044
25_49,male,1564025.503,900,medium_variant,2044
25_64,male,2354562.899,900,medium_variant,2044
25_69,male,2549226.952,900,medium_variant,2044
15plus,male,3677717.916,900,medium_variant,2044
16plus,male,3609361.552,900,medium_variant,2044
17plus,male,3541140.931,900,medium_variant,2044
18plus,male,3473010.088,900,medium_variant,2044
20plus,male,3336914.764,900,medium_variant,2044
21plus,male,3268959.31,900,medium_variant,2044
25plus,male,2996914.565,900,medium_variant,2044
50plus,male,1432889.062,900,medium_variant,2044
60plus,male,872452.204,900,medium_variant,2044
65plus,male,642351.666,900,medium_variant,2044
70plus,male,447687.613,900,medium_variant,2044
75plus,male,277839.503,900,medium_variant,2044
80plus,male,148525.452,900,medium_variant,2044
85plus,male,65953.705,900,medium_variant,2044
90plus,male,23008.602,900,medium_variant,2044
total,male,4728926.032,900,medium_variant,2044
total,female,5082151.965,900,constant_fertility,2045
0_4,female,467591.66,900,constant_fertility,2045
0_14,female,1291554.837,900,constant_fertility,2045
0_19,female,1662334.516,900,constant_fertility,2045
0_24,female,2013337.185,900,constant_fertility,2045
5_14,female,823963.177,900,constant_fertility,2045
15plus,female,3790597.128,900,constant_fertility,2045
15_24,female,721782.348,900,constant_fertility,2045
15_49,female,2223286.3,900,constant_fertility,2045
15_59,female,2777933.711,900,constant_fertility,2045
15_64,female,3022296.119,900,constant_fertility,2045
20plus,female,3419817.449,900,constant_fertility,2045
20_64,female,2651516.44,900,constant_fertility,2045
20_69,female,2861583.98,900,constant_fertility,2045
25plus,female,3068814.78,900,constant_fertility,2045
25_49,female,1501503.952,900,constant_fertility,2045
25_64,female,2300513.771,900,constant_fertility,2045
25_69,female,2510581.311,900,constant_fertility,2045
50plus,female,1567310.828,900,constant_fertility,2045
60plus,female,1012663.417,900,constant_fertility,2045
65plus,female,768301.009,900,constant_fertility,2045
70plus,female,558233.469,900,constant_fertility,2045
75plus,female,369630.466,900,constant_fertility,2045
80plus,female,215141.755,900,constant_fertility,2045
85plus,female,106063.392,900,constant_fertility,2045
90plus,female,42294.626,900,constant_fertility,2045
total,male,5172767.388,900,constant_fertility,2045
0_4,male,494949.309,900,constant_fertility,2045
0_14,male,1368048.652,900,constant_fertility,2045
0_19,male,1761332.491,900,constant_fertility,2045
0_24,male,2133601.115,900,constant_fertility,2045
5_14,male,873099.343,900,constant_fertility,2045
15plus,male,3804718.736,900,constant_fertility,2045
15_24,male,765552.463,900,constant_fertility,2045
15_49,male,2351900.188,900,constant_fertility,2045
15_59,male,2914691.69,900,constant_fertility,2045
15_64,male,3150796.976,900,constant_fertility,2045
20plus,male,3411434.897,900,constant_fertility,2045
20_64,male,2757513.137,900,constant_fertility,2045
20_69,male,2954321.95,900,constant_fertility,2045
25plus,male,3039166.273,900,constant_fertility,2045
25_49,male,1586347.725,900,constant_fertility,2045
25_64,male,2385244.513,900,constant_fertility,2045
25_69,male,2582053.326,900,constant_fertility,2045
50plus,male,1452818.548,900,constant_fertility,2045
