agebroad,gender,population,global,variant,year
12_17,female,230132.129,900,estimates,1971
12_18,female,266457.936,900,estimates,1971
13_17,female,190085.01,900,estimates,1971
13_18,female,226410.817,900,estimates,1971
13_19,female,261471.243,900,estimates,1971
15_17,female,112554.622,900,estimates,1971
18_23,female,196429.369,900,estimates,1971
15_24,female,336839.649,900,estimates,1971
15_49,female,870637.364,900,estimates,1971
15_59,female,1009287.09,900,estimates,1971
15_64,female,1067801.863,900,estimates,1971
20_64,female,883861.008,900,estimates,1971
20_69,female,929614.396,900,estimates,1971
25_49,female,533797.715,900,estimates,1971
25_64,female,730962.214,900,estimates,1971
25_69,female,776715.602,900,estimates,1971
15plus,female,1184079.746,900,estimates,1971
16plus,female,1146095.651,900,estimates,1971
17plus,female,1108597.78,900,estimates,1971
18plus,female,1071525.124,900,estimates,1971
20plus,female,1000138.891,900,estimates,1971
21plus,female,966667.943,900,estimates,1971
25plus,female,847240.097,900,estimates,1971
50plus,female,313442.382,900,estimates,1971
60plus,female,174792.656,900,estimates,1971
65plus,female,116277.883,900,estimates,1971
70plus,female,70524.495,900,estimates,1971
75plus,female,37843.443,900,estimates,1971
80plus,female,17375.514,900,estimates,1971
85plus,female,6089.4,900,estimates,1971
90plus,female,1488.577,900,estimates,1971
total,female,1874396.626,900,estimates,1971
0,male,57853.163,900,estimates,1971
0_1,male,111587.069,900,estimates,1971
0_4,male,270244.044,900,estimates,1971
0_14,male,720111.898,900,estimates,1971
0_17,male,837695.61,900,estimates,1971
0_19,male,912064.225,900,estimates,1971
0_24,male,1069624.693,900,estimates,1971
3_4,male,104511.669,900,estimates,1971
3_5,male,154876.183,900,estimates,1971
3_6,male,203991.526,900,estimates,1971
4_5,male,101989.196,900,estimates,1971
4_6,male,151104.539,900,estimates,1971
5_14,male,449867.854,900,estimates,1971
5_10,male,283790.103,900,estimates,1971
5_11,male,326902.494,900,estimates,1971
6_9,male,189135.733,900,estimates,1971
6_10,male,233425.589,900,estimates,1971
6_11,male,276537.98,900,estimates,1971
6_12,male,318426.034,900,estimates,1971
7_10,male,184310.246,900,estimates,1971
7_12,male,269310.691,900,estimates,1971
11_16,male,244947.146,900,estimates,1971
11_17,male,283661.463,900,estimates,1971
11_18,male,321551.857,900,estimates,1971
12_14,male,122965.36,900,estimates,1971
12_16,male,201834.755,900,estimates,1971
12_17,male,240549.072,900,estimates,1971
12_18,male,278439.466,900,estimates,1971
13_17,male,198661.018,900,estimates,1971
13_18,male,236551.412,900,estimates,1971
13_19,male,273029.633,900,estimates,1971
15_17,male,117583.712,900,estimates,1971
18_23,male,203326.061,900,estimates,1971
15_24,male,349512.795,900,estimates,1971
15_49,male,897363.651,900,estimates,1971
15_59,male,1027888.967,900,estimates,1971
15_64,male,1078667.648,900,estimates,1971
20_64,male,886715.321,900,estimates,1971
20_69,male,924005.142,900,estimates,1971
25_49,male,547850.856,900,estimates,1971
25_64,male,729154.853,900,estimates,1971
25_69,male,766444.674,900,estimates,1971
15plus,male,1163226.144,900,estimates,1971
16plus,male,1123527.845,900,estimates,1971
17plus,male,1084356.749,900,estimates,1971
18plus,male,1045642.432,900,estimates,1971
20plus,male,971273.817,900,estimates,1971
21plus,male,936570.617,900,estimates,1971
25plus,male,813713.349,900,estimates,1971
50plus,male,265862.493,900,estimates,1971
60plus,male,135337.177,900,estimates,1971
65plus,male,84558.496,900,estimates,1971
70plus,male,47268.675,900,estimates,1971
75plus,male,23119.782,900,estimates,1971
80plus,male,9538.899,900,estimates,1971
85plus,male,2973.078,900,estimates,1971
90plus,male,642.393,900,estimates,1971
total,male,1883338.042,900,estimates,1971
0,female,55536.013,900,estimates,1972
0_1,female,107376.068,900,estimates,1972
0_4,female,262175.791,900,estimates,1972
0_14,female,702464.677,900,estimates,1972
0_17,female,816065.122,900,estimates,1972
0_19,female,889244.079,900,estimates,1972
0_24,female,1048868.555,900,estimates,1972
3_4,female,102056.528,900,estimates,1972
3_5,female,151329.093,900,estimates,1972
3_6,female,199416.676,900,estimates,1972
4_5,female,99721.124,900,estimates,1972
4_6,female,147808.707,900,estimates,1972
5_14,female,440288.886,900,estimates,1972
5_10,female,277969.459,900,estimates,1972
5_11,female,320238.548,900,estimates,1972
6_9,female,185290.709,900,estimates,1972
6_10,female,228696.894,900,estimates,1972
6_11,female,270965.983,900,estimates,1972
6_12,female,312095.698,900,estimates,1972
7_10,female,180609.311,900,estimates,1972
7_12,female,264008.115,900,estimates,1972
11_16,female,238529.37,900,estimates,1972
11_17,female,275919.872,900,estimates,1972
11_18,female,312882.831,900,estimates,1972
12_14,female,120050.338,900,estimates,1972
12_16,female,196260.281,900,estimates,1972
12_17,female,233650.783,900,estimates,1972
12_18,female,270613.742,900,estimates,1972
13_17,female,192521.068,900,estimates,1972
13_18,female,229484.027,900,estimates,1972
13_19,female,265700.025,900,estimates,1972
15_17,female,113600.445,900,estimates,1972
18_23,female,203785.67,900,estimates,1972
15_24,female,346403.878,900,estimates,1972
15_49,female,889297.203,900,estimates,1972
15_59,female,1029605.211,900,estimates,1972
15_64,female,1089370.513,900,estimates,1972
20_64,female,902591.111,900,estimates,1972
20_69,female,949533.862,900,estimates,1972
25_49,female,542893.325,900,estimates,1972
25_64,female,742966.635,900,estimates,1972
25_69,female,789909.386,900,estimates,1972
15plus,female,1209243.704,900,estimates,1972
16plus,female,1170910.444,900,estimates,1972
17plus,female,1133033.761,900,estimates,1972
18plus,female,1095643.259,900,estimates,1972
20plus,female,1022464.302,900,estimates,1972
21plus,female,987510.242,900,estimates,1972
25plus,female,862839.826,900,estimates,1972
50plus,female,319946.501,900,estimates,1972
60plus,female,179638.493,900,estimates,1972
65plus,female,119873.191,900,estimates,1972
70plus,female,72930.44,900,estimates,1972
75plus,female,39337.272,900,estimates,1972
80plus,female,18146.258,900,estimates,1972
85plus,female,6573.424,900,estimates,1972
90plus,female,1641.158,900,estimates,1972
total,female,1911708.381,900,estimates,1972
0,male,58102.517,900,estimates,1972
0_1,male,111988.143,900,estimates,1972
0_4,male,273012.2,900,estimates,1972
0_14,male,732793.096,900,estimates,1972
0_17,male,851442.384,900,estimates,1972
0_19,male,927753.535,900,estimates,1972
0_24,male,1092665.971,900,estimates,1972
3_4,male,106186.474,900,estimates,1972
3_5,male,157503.768,900,estimates,1972
3_6,male,207625.587,900,estimates,1972
4_5,male,103822.859,900,estimates,1972
4_6,male,153944.678,900,estimates,1972
5_14,male,459780.896,900,estimates,1972
5_10,male,290069.381,900,estimates,1972
5_11,male,334263.162,900,estimates,1972
6_9,male,193375.424,900,estimates,1972
6_10,male,238752.087,900,estimates,1972
6_11,male,282945.868,900,estimates,1972
6_12,male,325952.017,900,estimates,1972
7_10,male,188630.268,900,estimates,1972
7_12,male,275830.198,900,estimates,1972
11_16,male,249330.732,900,estimates,1972
11_17,male,288360.803,900,estimates,1972
11_18,male,326928.09,900,estimates,1972
12_14,male,125517.734,900,estimates,1972
12_16,male,205136.951,900,estimates,1972
12_17,male,244167.022,900,estimates,1972
12_18,male,282734.309,900,estimates,1972
13_17,male,201160.873,900,estimates,1972
13_18,male,239728.16,900,estimates,1972
13_19,male,277472.024,900,estimates,1972
15_17,male,118649.288,900,estimates,1972
18_23,male,211441.067,900,estimates,1972
15_24,male,359872.875,900,estimates,1972
15_49,male,917800.979,900,estimates,1972
15_59,male,1050014.522,900,estimates,1972
15_64,male,1101857.104,900,estimates,1972
20_64,male,906896.665,900,estimates,1972
20_69,male,945139.867,900,estimates,1972
25_49,male,557928.104,900,estimates,1972
25_64,male,741984.229,900,estimates,1972
25_69,male,780227.431,900,estimates,1972
15plus,male,1189093.417,900,estimates,1972
16plus,male,1149034.425,900,estimates,1972
17plus,male,1109474.2,900,estimates,1972
18plus,male,1070444.129,900,estimates,1972
20plus,male,994132.978,900,estimates,1972
21plus,male,957790.81,900,estimates,1972
25plus,male,829220.542,900,estimates,1972
50plus,male,271292.438,900,estimates,1972
60plus,male,139078.895,900,estimates,1972
65plus,male,87236.313,900,estimates,1972
70plus,male,48993.111,900,estimates,1972
75plus,male,24053.228,900,estimates,1972
80plus,male,9999.088,900,estimates,1972
85plus,male,3228.145,900,estimates,1972
90plus,male,714.915,900,estimates,1972
total,male,1921886.513,900,estimates,1972
0,female,55643.512,900,estimates,1973
0_1,female,107672.182,900,estimates,1973
0_4,female,263802.669,900,estimates,1973
0_14,female,714036.518,900,estimates,1973
0_17,female,828924.498,900,estimates,1973
0_19,female,903080.691,900,estimates,1973
0_24,female,1069443.429,900,estimates,1973
3_4,female,103380.924,900,estimates,1973
3_5,female,153479.594,900,estimates,1973
3_6,female,202476.098,900,estimates,1973
4_5,female,101270.787,900,estimates,1973
4_6,female,150267.291,900,estimates,1973
5_14,female,450233.849,900,estimates,1973
5_10,female,283805.453,900,estimates,1973
5_11,female,327136.44,900,estimates,1973
6_9,female,189228.184,900,estimates,1973
6_10,female,233706.783,900,estimates,1973
6_11,female,277037.77,900,estimates,1973
6_12,female,319231.647,900,estimates,1973
7_10,female,184710.279,900,estimates,1973
7_12,female,270235.143,900,estimates,1973
11_16,female,243536.907,900,estimates,1973
11_17,female,281316.376,900,estimates,1973
11_18,female,318609.477,900,estimates,1973
12_14,female,123097.409,900,estimates,1973
12_16,female,200205.92,900,estimates,1973
12_17,female,237985.389,900,estimates,1973
12_18,female,275278.49,900,estimates,1973
13_17,female,195791.512,900,estimates,1973
13_18,female,233084.613,900,estimates,1973
13_19,female,269947.705,900,estimates,1973
15_17,female,114887.98,900,estimates,1973
18_23,female,210193.541,900,estimates,1973
15_24,female,355406.911,900,estimates,1973
15_49,female,908146.755,900,estimates,1973
15_59,female,1050676.306,900,estimates,1973
15_64,female,1111617.068,900,estimates,1973
20_64,female,922572.895,900,estimates,1973
20_69,female,970803.072,900,estimates,1973
25_49,female,552739.844,900,estimates,1973
25_64,female,756210.157,900,estimates,1973
25_69,female,804440.334,900,estimates,1973
15plus,female,1235095.294,900,estimates,1973
16plus,female,1196219.327,900,estimates,1973
17plus,female,1157986.783,900,estimates,1973
18plus,female,1120207.314,900,estimates,1973
20plus,female,1046051.121,900,estimates,1973
21plus,female,1009935.383,900,estimates,1973
25plus,female,879688.383,900,estimates,1973
50plus,female,326948.539,900,estimates,1973
60plus,female,184418.988,900,estimates,1973
65plus,female,123478.226,900,estimates,1973
70plus,female,75248.049,900,estimates,1973
75plus,female,40679.017,900,estimates,1973
80plus,female,18733.541,900,estimates,1973
85plus,female,6894.338,900,estimates,1973
90plus,female,1740.785,900,estimates,1973
total,female,1949131.812,900,estimates,1973
0,male,58228.634,900,estimates,1973
0_1,male,112581.351,900,estimates,1973
0_4,male,275116.841,900,estimates,1973
0_14,male,745003.712,900,estimates,1973
0_17,male,864981.703,900,estimates,1973
0_19,male,942306.422,900,estimates,1973
0_24,male,1114620.061,900,estimates,1973
3_4,male,107528.568,900,estimates,1973
3_5,male,159666.457,900,estimates,1973
3_6,male,210689.235,900,estimates,1973
4_5,male,105369.078,900,estimates,1973
4_6,male,156391.856,900,estimates,1973
5_14,male,469886.871,900,estimates,1973
5_10,male,295920.394,900,estimates,1973
5_11,male,341217.516,900,estimates,1973
6_9,male,197301.06,900,estimates,1973
6_10,male,243782.505,900,estimates,1973
6_11,male,289079.627,900,estimates,1973
6_12,male,333186.513,900,estimates,1973
7_10,male,192759.727,900,estimates,1973
7_12,male,282163.735,900,estimates,1973
11_16,male,254514.283,900,estimates,1973
11_17,male,293944.468,900,estimates,1973
11_18,male,332841.311,900,estimates,1973
12_14,male,128669.355,900,estimates,1973
12_16,male,209217.161,900,estimates,1973
12_17,male,248647.346,900,estimates,1973
12_18,male,287544.189,900,estimates,1973
13_17,male,204540.46,900,estimates,1973
13_18,male,243437.303,900,estimates,1973
13_19,male,281865.179,900,estimates,1973
15_17,male,119977.991,900,estimates,1973
18_23,male,218437.86,900,estimates,1973
15_24,male,369616.349,900,estimates,1973
15_49,male,938478.36,900,estimates,1973
15_59,male,1072895.57,900,estimates,1973
15_64,male,1125805.201,900,estimates,1973
20_64,male,928502.491,900,estimates,1973
20_69,male,967735.492,900,estimates,1973
25_49,male,568862.011,900,estimates,1973
25_64,male,756188.852,900,estimates,1973
25_69,male,795421.853,900,estimates,1973
15plus,male,1215586.596,900,estimates,1973
16plus,male,1174967.213,900,estimates,1973
17plus,male,1135038.79,900,estimates,1973
18plus,male,1095608.605,900,estimates,1973
20plus,male,1018283.886,900,estimates,1973
21plus,male,980679.171,900,estimates,1973
25plus,male,845970.247,900,estimates,1973
50plus,male,277108.236,900,estimates,1973
60plus,male,142691.026,900,estimates,1973
65plus,male,89781.395,900,estimates,1973
70plus,male,50548.394,900,estimates,1973
75plus,male,24795.989,900,estimates,1973
80plus,male,10291.508,900,estimates,1973
85plus,male,3372.56,900,estimates,1973
90plus,male,759.602,900,estimates,1973
total,male,1960590.308,900,estimates,1973
0,female,55667.327,900,estimates,1974
0_1,female,107819.708,900,estimates,1974
0_4,female,264844.12,900,estimates,1974
0_14,female,724595.58,900,estimates,1974
0_17,female,841285.659,900,estimates,1974
0_19,female,916174.78,900,estimates,1974
0_24,female,1088621.844,900,estimates,1974
3_4,female,103991.546,900,estimates,1974
3_5,female,154735.261,900,estimates,1974
3_6,female,204491.513,900,estimates,1974
4_5,female,102425.572,900,estimates,1974
4_6,female,152181.824,900,estimates,1974
5_14,female,459751.46,900,estimates,1974
5_10,female,288988.714,900,estimates,1974
5_11,female,333386.855,900,estimates,1974
6_9,female,192739.499,900,estimates,1974
6_10,female,238244.999,900,estimates,1974
6_11,female,282643.14,900,estimates,1974
6_12,female,325905.945,900,estimates,1974
7_10,female,188488.747,900,estimates,1974
7_12,female,276149.693,900,estimates,1974
11_16,female,249314.904,900,estimates,1974
11_17,female,287452.825,900,estimates,1974
11_18,female,325140.843,900,estimates,1974
12_14,female,126364.605,900,estimates,1974
12_16,female,204916.763,900,estimates,1974
12_17,female,243054.684,900,estimates,1974
12_18,female,280742.702,900,estimates,1974
13_17,female,199791.879,900,estimates,1974
13_18,female,237479.897,900,estimates,1974
13_19,female,274681,900,estimates,1974
15_17,female,116690.079,900,estimates,1974
18_23,female,215632.51,900,estimates,1974
15_24,female,364026.264,900,estimates,1974
15_49,female,927618.584,900,estimates,1974
15_59,female,1072994.001,900,estimates,1974
15_64,female,1134795.757,900,estimates,1974
20_64,female,943216.557,900,estimates,1974
20_69,female,992811.558,900,estimates,1974
25_49,female,563592.32,900,estimates,1974
25_64,female,770769.493,900,estimates,1974
25_69,female,820364.494,900,estimates,1974
15plus,female,1261919.566,900,estimates,1974
16plus,female,1222150.123,900,estimates,1974
17plus,female,1183367.408,900,estimates,1974
18plus,female,1145229.487,900,estimates,1974
20plus,female,1070340.366,900,estimates,1974
21plus,female,1033572.09,900,estimates,1974
25plus,female,897893.302,900,estimates,1974
50plus,female,334300.982,900,estimates,1974
60plus,female,188925.565,900,estimates,1974
65plus,female,127123.809,900,estimates,1974
70plus,female,77528.808,900,estimates,1974
75plus,female,41877.324,900,estimates,1974
80plus,female,19158.559,900,estimates,1974
85plus,female,7013.945,900,estimates,1974
90plus,female,1767.265,900,estimates,1974
total,female,1986515.146,900,estimates,1974
0,male,58260.686,900,estimates,1974
0_1,male,112968.755,900,estimates,1974
0_4,male,276597.4,900,estimates,1974
0_14,male,756153.406,900,estimates,1974
0_17,male,878006.866,900,estimates,1974
0_19,male,956083.43,900,estimates,1974
0_24,male,1135034.367,900,estimates,1974
3_4,male,108275.219,900,estimates,1974
3_5,male,161065.556,900,estimates,1974
3_6,male,212844.555,900,estimates,1974
4_5,male,106556.378,900,estimates,1974
4_6,male,158335.377,900,estimates,1974
5_14,male,479556.006,900,estimates,1974
5_10,male,301083.032,900,estimates,1974
5_11,male,347483.717,900,estimates,1974
6_9,male,200775.656,900,estimates,1974
6_10,male,248292.695,900,estimates,1974
6_11,male,294693.38,900,estimates,1974
6_12,male,339918.889,900,estimates,1974
7_10,male,196513.696,900,estimates,1974
7_12,male,288139.89,900,estimates,1974
11_16,male,260521.779,900,estimates,1974
11_17,male,300326.434,900,estimates,1974
11_18,male,339633.125,900,estimates,1974
12_14,male,132072.289,900,estimates,1974
12_16,male,214121.094,900,estimates,1974
12_17,male,253925.749,900,estimates,1974
12_18,male,293232.44,900,estimates,1974
13_17,male,208700.24,900,estimates,1974
13_18,male,248006.931,900,estimates,1974
13_19,male,286776.804,900,estimates,1974
15_17,male,121853.46,900,estimates,1974
18_23,male,224295.655,900,estimates,1974
15_24,male,378880.961,900,estimates,1974
15_49,male,959722.172,900,estimates,1974
15_59,male,1097032.513,900,estimates,1974
15_64,male,1150840.909,900,estimates,1974
20_64,male,950910.885,900,estimates,1974
20_69,male,991189.638,900,estimates,1974
25_49,male,580841.211,900,estimates,1974
25_64,male,771959.948,900,estimates,1974
25_69,male,812238.701,900,estimates,1974
15plus,male,1243065.223,900,estimates,1974
16plus,male,1201517.135,900,estimates,1974
17plus,male,1161016.418,900,estimates,1974
18plus,male,1121211.763,900,estimates,1974
20plus,male,1043135.199,900,estimates,1974
21plus,male,1004840.774,900,estimates,1974
25plus,male,864184.262,900,estimates,1974
50plus,male,283343.051,900,estimates,1974
60plus,male,146032.71,900,estimates,1974
65plus,male,92224.314,900,estimates,1974
70plus,male,51945.561,900,estimates,1974
75plus,male,25353.003,900,estimates,1974
80plus,male,10404.678,900,estimates,1974
85plus,male,3370.343,900,estimates,1974
90plus,male,756.262,900,estimates,1974
total,male,1999218.629,900,estimates,1974
0,female,55646.482,900,estimates,1975
0_1,female,107836.571,900,estimates,1975
0_4,female,265594.793,900,estimates,1975
0_14,female,733836.646,900,estimates,1975
0_17,female,853127.112,900,estimates,1975
0_19,female,928774.551,900,estimates,1975
0_24,female,1106270.847,900,estimates,1975
3_4,female,104541.975,900,estimates,1975
3_5,female,155699.677,900,estimates,1975
3_6,female,206017.96,900,estimates,1975
4_5,female,103084.116,900,estimates,1975
4_6,female,153402.399,900,estimates,1975
5_14,female,468241.853,900,estimates,1975
5_10,female,293258.158,900,estimates,1975
5_11,female,338658.173,900,estimates,1975
6_9,female,195662.414,900,estimates,1975
6_10,female,242100.456,900,estimates,1975
6_11,female,287500.471,900,estimates,1975
6_12,female,331822.873,900,estimates,1975
7_10,female,191782.173,900,estimates,1975
7_12,female,281504.59,900,estimates,1975
11_16,female,255580.466,900,estimates,1975
11_17,female,294274.161,900,estimates,1975
11_18,female,332321.424,900,estimates,1975
12_14,female,129583.68,900,estimates,1975
12_16,female,210180.451,900,estimates,1975
12_17,female,248874.146,900,estimates,1975
12_18,female,286921.409,900,estimates,1975
13_17,female,204551.744,900,estimates,1975
13_18,female,242599.007,900,estimates,1975
13_19,female,280199.183,900,estimates,1975
15_17,female,119290.466,900,estimates,1975
18_23,female,220037.83,900,estimates,1975
15_24,female,372434.201,900,estimates,1975
15_49,female,948030.917,900,estimates,1975
15_59,female,1096874.018,900,estimates,1975
15_64,female,1159121.378,900,estimates,1975
20_64,female,964183.473,900,estimates,1975
20_69,female,1015181.374,900,estimates,1975
25_49,female,575596.716,900,estimates,1975
25_64,female,786687.177,900,estimates,1975
25_69,female,837685.078,900,estimates,1975
15plus,female,1289934.628,900,estimates,1975
16plus,female,1249027.238,900,estimates,1975
17plus,female,1209337.857,900,estimates,1975
18plus,female,1170644.162,900,estimates,1975
20plus,female,1094996.723,900,estimates,1975
21plus,female,1057884.314,900,estimates,1975
25plus,female,917500.427,900,estimates,1975
50plus,female,341903.711,900,estimates,1975
60plus,female,193060.61,900,estimates,1975
65plus,female,130813.25,900,estimates,1975
70plus,female,79815.349,900,estimates,1975
75plus,female,42949.354,900,estimates,1975
80plus,female,19423.774,900,estimates,1975
85plus,female,6914.451,900,estimates,1975
90plus,female,1675.871,900,estimates,1975
total,female,2023771.274,900,estimates,1975
0,male,58238.721,900,estimates,1975
0_1,male,113103.817,900,estimates,1975
0_4,male,277630.082,900,estimates,1975
0_14,male,765847.209,900,estimates,1975
0_17,male,890418.991,900,estimates,1975
0_19,male,969293.769,900,estimates,1975
0_24,male,1153680.724,900,estimates,1975
3_4,male,108938.527,900,estimates,1975
3_5,male,162179.13,900,estimates,1975
3_6,male,214534.564,900,estimates,1975
4_5,male,107317.933,900,estimates,1975
4_6,male,159673.367,900,estimates,1975
5_14,male,488217.127,900,estimates,1975
5_10,male,305364.705,900,estimates,1975
5_11,male,352774.618,900,estimates,1975
6_9,male,203692.398,900,estimates,1975
6_10,male,252124.102,900,estimates,1975
6_11,male,299534.015,900,estimates,1975
6_12,male,345860.847,900,estimates,1975
7_10,male,199768.668,900,estimates,1975
7_12,male,293505.413,900,estimates,1975
11_16,male,267036.455,900,estimates,1975
11_17,male,307424.204,900,estimates,1975
11_18,male,347110.566,900,estimates,1975
12_14,male,135442.509,900,estimates,1975
12_16,male,219626.542,900,estimates,1975
12_17,male,260014.291,900,estimates,1975
12_18,male,299700.653,900,estimates,1975
13_17,male,213687.459,900,estimates,1975
13_18,male,253373.821,900,estimates,1975
13_19,male,292562.237,900,estimates,1975
15_17,male,124571.782,900,estimates,1975
18_23,male,229001.221,900,estimates,1975
15_24,male,387833.515,900,estimates,1975
15_49,male,981768.202,900,estimates,1975
15_59,male,1122737.735,900,estimates,1975
15_64,male,1177194.262,900,estimates,1975
20_64,male,973747.702,900,estimates,1975
20_69,male,1015135.189,900,estimates,1975
25_49,male,593934.687,900,estimates,1975
25_64,male,789360.747,900,estimates,1975
25_69,male,830748.234,900,estimates,1975
15plus,male,1271780.745,900,estimates,1975
16plus,male,1229045.228,900,estimates,1975
17plus,male,1187596.712,900,estimates,1975
18plus,male,1147208.963,900,estimates,1975
20plus,male,1068334.185,900,estimates,1975
21plus,male,1029686.311,900,estimates,1975
25plus,male,883947.23,900,estimates,1975
50plus,male,290012.543,900,estimates,1975
60plus,male,149043.01,900,estimates,1975
65plus,male,94586.483,900,estimates,1975
70plus,male,53198.996,900,estimates,1975
75plus,male,25728.142,900,estimates,1975
80plus,male,10319.249,900,estimates,1975
85plus,male,3192.531,900,estimates,1975
90plus,male,670.018,900,estimates,1975
total,male,2037627.954,900,estimates,1975
0,female,55638.476,900,estimates,1976
0_1,female,107631.483,900,estimates,1976
0_4,female,266059.859,900,estimates,1976
0_14,female,742879.32,900,estimates,1976
0_17,female,865237.808,900,estimates,1976
0_19,female,941770.707,900,estimates,1976
0_24,female,1123228.149,900,estimates,1976
3_4,female,105115.556,900,estimates,1976
3_5,female,156757.612,900,estimates,1976
3_6,female,207695.211,900,estimates,1976
4_5,female,103920.706,900,estimates,1976
4_6,female,154858.305,900,estimates,1976
5_14,female,476819.461,900,estimates,1976
5_10,female,297853.062,900,estimates,1976
5_11,female,344200.175,900,estimates,1976
6_9,female,198831.592,900,estimates,1976
6_10,female,246211.006,900,estimates,1976
6_11,female,292558.119,900,estimates,1976
6_12,female,337860.723,900,estimates,1976
7_10,female,195273.407,900,estimates,1976
7_12,female,286923.124,900,estimates,1976
11_16,female,261736.957,900,estimates,1976
11_17,female,301324.887,900,estimates,1976
11_18,female,339915.229,900,estimates,1976
12_14,female,132619.286,900,estimates,1976
12_16,female,215389.844,900,estimates,1976
12_17,female,254977.774,900,estimates,1976
12_18,female,293568.116,900,estimates,1976
13_17,female,209675.17,900,estimates,1976
13_18,female,248265.512,900,estimates,1976
13_19,female,286208.069,900,estimates,1976
15_17,female,122358.488,900,estimates,1976
18_23,female,223420.629,900,estimates,1976
15_24,female,380348.829,900,estimates,1976
15_49,female,968453.295,900,estimates,1976
15_59,female,1120939.043,900,estimates,1976
15_64,female,1183007.944,900,estimates,1976
20_64,female,984116.557,900,estimates,1976
20_69,female,1036176.83,900,estimates,1976
25_49,female,588104.466,900,estimates,1976
25_64,female,802659.115,900,estimates,1976
25_69,female,854719.388,900,estimates,1976
15plus,female,1317938.378,900,estimates,1976
16plus,female,1275975.782,900,estimates,1976
17plus,female,1235167.82,900,estimates,1976
18plus,female,1195579.89,900,estimates,1976
20plus,female,1119046.991,900,estimates,1976
21plus,female,1081552.352,900,estimates,1976
25plus,female,937589.549,900,estimates,1976
50plus,female,349485.083,900,estimates,1976
60plus,female,196999.335,900,estimates,1976
65plus,female,134930.434,900,estimates,1976
70plus,female,82870.161,900,estimates,1976
75plus,female,44920.529,900,estimates,1976
80plus,female,20620.71,900,estimates,1976
85plus,female,7546.134,900,estimates,1976
90plus,female,1933.92,900,estimates,1976
total,female,2060817.698,900,estimates,1976
0,male,58223.301,900,estimates,1976
0_1,male,113006.534,900,estimates,1976
0_4,male,278596.652,900,estimates,1976
0_14,male,775679.83,900,estimates,1976
0_17,male,903446.602,900,estimates,1976
0_19,male,983249.904,900,estimates,1976
0_24,male,1171916.488,900,estimates,1976
3_4,male,109759.696,900,estimates,1976
3_5,male,163577.314,900,estimates,1976
3_6,male,216619.47,900,estimates,1976
4_5,male,108361.773,900,estimates,1976
4_6,male,161403.929,900,estimates,1976
5_14,male,497083.178,900,estimates,1976
5_10,male,310177.961,900,estimates,1976
5_11,male,358517.804,900,estimates,1976
6_9,male,206990.54,900,estimates,1976
6_10,male,256360.343,900,estimates,1976
6_11,male,304700.186,900,estimates,1976
6_12,male,352007.518,900,estimates,1976
7_10,male,203318.187,900,estimates,1976
7_12,male,298965.362,900,estimates,1976
11_16,male,273353.868,900,estimates,1976
11_17,male,314671.989,900,estimates,1976
11_18,male,354924.694,900,estimates,1976
12_14,male,138565.374,900,estimates,1976
12_16,male,225014.025,900,estimates,1976
12_17,male,266332.146,900,estimates,1976
12_18,male,306584.851,900,estimates,1976
13_17,male,219024.814,900,estimates,1976
13_18,male,259277.519,900,estimates,1976
13_19,male,298828.116,900,estimates,1976
15_17,male,127766.772,900,estimates,1976
18_23,male,232621.744,900,estimates,1976
15_24,male,396236.658,900,estimates,1976
15_49,male,1002933.421,900,estimates,1976
15_59,male,1147658.741,900,estimates,1976
15_64,male,1202253.492,900,estimates,1976
20_64,male,994683.418,900,estimates,1976
20_69,male,1037004.085,900,estimates,1976
25_49,male,606696.763,900,estimates,1976
25_64,male,806016.834,900,estimates,1976
25_69,male,848337.501,900,estimates,1976
15plus,male,1300044.542,900,estimates,1976
16plus,male,1256208.028,900,estimates,1976
17plus,male,1213595.891,900,estimates,1976
18plus,male,1172277.77,900,estimates,1976
20plus,male,1092474.468,900,estimates,1976
21plus,male,1053419.798,900,estimates,1976
25plus,male,903807.884,900,estimates,1976
50plus,male,297111.121,900,estimates,1976
60plus,male,152385.801,900,estimates,1976
65plus,male,97791.05,900,estimates,1976
70plus,male,55470.383,900,estimates,1976
75plus,male,27101.526,900,estimates,1976
80plus,male,11052.975,900,estimates,1976
85plus,male,3539.335,900,estimates,1976
90plus,male,785.851,900,estimates,1976
total,male,2075724.372,900,estimates,1976
0,female,55705.625,900,estimates,1977
0_1,female,107204.199,900,estimates,1977
0_4,female,265903.997,900,estimates,1977
0_14,female,750483.445,900,estimates,1977
0_17,female,876081.415,900,estimates,1977
0_19,female,954075.59,900,estimates,1977
0_24,female,1138415.325,900,estimates,1977
3_4,female,105393.398,900,estimates,1977
3_5,female,157347.097,900,estimates,1977
3_6,female,208715.47,900,estimates,1977
4_5,female,104425.058,900,estimates,1977
4_6,female,155793.431,900,estimates,1977
5_14,female,484579.448,900,estimates,1977
5_10,female,301666.701,900,estimates,1977
5_11,female,348970.437,900,estimates,1977
6_9,female,201388.073,900,estimates,1977
6_10,female,249713.002,900,estimates,1977
6_11,female,297016.738,900,estimates,1977
6_12,female,343282.575,900,estimates,1977
7_10,female,198344.629,900,estimates,1977
7_12,female,291914.202,900,estimates,1977
11_16,female,267791.715,900,estimates,1977
11_17,female,308510.717,900,estimates,1977
11_18,female,348007.65,900,estimates,1977
12_14,female,135609.011,900,estimates,1977
12_16,female,220487.979,900,estimates,1977
