continent,variant,year,medianageofpopulation
935,estimates,1950,22.0803107822023
935,estimates,1955,21.346134691367
935,estimates,1960,20.7992397742711
935,estimates,1965,19.8777365288209
935,estimates,1970,19.5160850328695
935,estimates,1975,20.0889670183087
935,estimates,1980,20.9618420814339
935,estimates,1985,21.9780136184424
935,estimates,1990,22.9853187118343
935,estimates,1995,24.3836001141119
935,estimates,2000,25.9810019624205
935,estimates,2005,27.4299640345506
935,estimates,2010,28.8464904122277
935,constant_fertility,2015,30.3244119259634
935,constant_mortality,2015,30.3244119259634
935,estimates,2015,30.3244119259634
935,high_variant,2015,30.3244119259634
935,instant_replacement,2015,30.3244119259634
935,low_variant,2015,30.3244119259634
935,medium_variant,2015,30.3244119259634
935,momentum,2015,30.3244119259634
935,no_change,2015,30.3244119259634
935,zero_migration,2015,30.3244119259634
935,constant_fertility,2020,31.9890779081189
935,constant_mortality,2020,32.0590274727867
935,high_variant,2020,31.8082589771812
935,instant_replacement,2020,32.0101781704327
935,low_variant,2020,32.3627655175144
935,medium_variant,2020,32.0852323318315
935,momentum,2020,31.9640972519617
935,no_change,2020,31.9635828022815
935,zero_migration,2020,32.0839885445542
935,constant_fertility,2025,33.4763149186606
935,constant_mortality,2025,33.6807255523952
935,high_variant,2025,33.0097084079614
935,instant_replacement,2025,33.5711026984568
935,low_variant,2025,34.522371069042
935,medium_variant,2025,33.765664099011
935,momentum,2025,33.4261750807575
935,no_change,2025,33.3949213112075
935,zero_migration,2025,33.7619556209553
935,constant_fertility,2030,34.6782529499819
935,constant_mortality,2030,35.0885915737877
935,high_variant,2030,33.8810148388028
935,instant_replacement,2030,34.9167684209671
935,low_variant,2030,36.6096145361619
935,medium_variant,2030,35.2671785174785
935,momentum,2030,34.6015188045354
935,no_change,2030,34.5018922741352
935,zero_migration,2030,35.2494762266038
935,constant_fertility,2035,35.5062547572085
935,constant_mortality,2035,36.1918230404328
935,high_variant,2035,34.5050950659307
935,instant_replacement,2035,35.966022275712
935,low_variant,2035,38.5415570242966
935,medium_variant,2035,36.5211172754523
935,momentum,2035,35.4294582742766
935,no_change,2035,35.1961890085705
935,zero_migration,2035,36.4896735034687
935,constant_fertility,2040,36.113776910528
935,constant_mortality,2040,37.1441918757428
935,high_variant,2040,34.9734219788505
935,instant_replacement,2040,36.8790778251576
935,low_variant,2040,40.3093934973192
935,medium_variant,2040,37.6524279332171
935,momentum,2040,36.0768559501918
935,no_change,2040,35.6406909062741
935,zero_migration,2040,37.6087845870367
935,constant_fertility,2045,36.5670037763062
935,constant_mortality,2045,38.0026253378255
935,high_variant,2045,35.3238680919483
935,instant_replacement,2045,37.690475660744
935,low_variant,2045,42.0582831722182
935,medium_variant,2045,38.7065623645573
935,momentum,2045,36.595137548918
935,no_change,2045,35.923499643372
935,zero_migration,2045,38.6507128020134
935,constant_fertility,2050,36.8465624181845
935,constant_mortality,2050,38.8162646254791
935,high_variant,2050,35.4669348276389
935,instant_replacement,2050,38.402099903536
935,low_variant,2050,43.832673382389
935,medium_variant,2050,39.7392963518169
935,momentum,2050,36.9634204495756
935,no_change,2050,36.022367881262
935,zero_migration,2050,39.664979973127
935,constant_fertility,2055,36.9976091563311
935,constant_mortality,2055,39.5822186497636
935,high_variant,2055,35.841522031608
935,instant_replacement,2055,39.0287196221872
935,low_variant,2055,45.6780093411776
935,medium_variant,2055,40.7524427814576
935,momentum,2055,37.2553978117872
935,no_change,2055,35.998980125083
935,zero_migration,2055,40.6542491622074
935,constant_fertility,2060,36.9933379769914
935,constant_mortality,2060,40.2382196344779
935,high_variant,2060,36.2675609721445
935,instant_replacement,2060,39.6307899600116
935,low_variant,2060,47.5618463337584
935,medium_variant,2060,41.6801609417784
935,momentum,2060,37.463956566316
935,no_change,2060,35.794661277972
935,zero_migration,2060,41.5571449219196
935,constant_fertility,2065,36.8121526144786
935,constant_mortality,2065,40.723101143589
935,high_variant,2065,36.6832935438084
935,instant_replacement,2065,40.103099603902
935,low_variant,2065,49.3547926510273
935,medium_variant,2065,42.487911696814
935,momentum,2065,37.5502236118786
935,no_change,2065,35.4236210537328
935,zero_migration,2065,42.3437628526711
935,constant_fertility,2070,36.5010098732552
935,constant_mortality,2070,41.0646026648842
935,high_variant,2070,36.9756440998472
935,instant_replacement,2070,40.4565278850321
935,low_variant,2070,50.767192306851
935,medium_variant,2070,43.1643510329344
935,momentum,2070,37.5392500457746
935,no_change,2070,34.9593984009444
935,zero_migration,2070,43.0066715295946
935,constant_fertility,2075,36.1182733494998
935,constant_mortality,2075,41.3072902794514
935,high_variant,2075,37.1462748146304
935,instant_replacement,2075,40.7096645339711
935,low_variant,2075,51.8421639982469
935,medium_variant,2075,43.7248742712547
935,momentum,2075,37.4646765989945
935,no_change,2075,34.4872370346155
935,zero_migration,2075,43.5606464079966
935,constant_fertility,2080,35.708626116867
935,constant_mortality,2080,41.5104520679531
935,high_variant,2080,37.3071088683603
935,instant_replacement,2080,40.897962596952
935,low_variant,2080,52.6553458809505
935,medium_variant,2080,44.2091677991622
935,momentum,2080,37.3871859623139
935,no_change,2080,34.0278225006304
935,zero_migration,2080,44.0429154725853
935,constant_fertility,2085,35.2849555479441
935,constant_mortality,2085,41.7104297741553
935,high_variant,2085,37.5515629829757
935,instant_replacement,2085,41.097828340995
935,low_variant,2085,53.3394424606273
935,medium_variant,2085,44.672525408808
935,momentum,2085,37.361225552911
935,no_change,2085,33.5666839485969
935,zero_migration,2085,44.505777036078
935,constant_fertility,2090,34.8510925338928
935,constant_mortality,2090,41.895382661528
935,high_variant,2090,37.8908991739408
935,instant_replacement,2090,41.3683222068863
935,low_variant,2090,54.0545305637037
935,medium_variant,2090,45.1557163872238
935,momentum,2090,37.3804214504388
935,no_change,2090,33.085785698478
935,zero_migration,2090,44.9894938807262
935,constant_fertility,2095,34.4122841048194
935,constant_mortality,2095,42.0273350814518
935,high_variant,2095,38.2669333573859
935,instant_replacement,2095,41.6945433250112
935,low_variant,2095,54.7862821029446
935,medium_variant,2095,45.635761920803
935,momentum,2095,37.3959333882528
935,no_change,2095,32.5856217685297
935,zero_migration,2095,45.4697094864554
935,constant_fertility,2100,33.9617699296078
935,constant_mortality,2100,42.0865082700805
935,high_variant,2100,38.6085854527264
935,instant_replacement,2100,42.0231770781906
935,low_variant,2100,55.4413849515556
935,medium_variant,2100,46.0699535897346
935,momentum,2100,37.3744261423012
935,no_change,2100,32.0797468669452
935,zero_migration,2100,45.9053408524747
