continent,variant,year,medianageofpopulation
903,estimates,1950,19.2623698216979
903,estimates,1955,18.98764890316
903,estimates,1960,18.5716547741775
903,estimates,1965,18.1087161605825
903,estimates,1970,17.8199504851976
903,estimates,1975,17.6487076104256
903,estimates,1980,17.5705472248855
903,estimates,1985,17.4833405214192
903,estimates,1990,17.5803849244081
903,estimates,1995,17.9686595407607
903,estimates,2000,18.3719033985714
903,estimates,2005,18.7690494181952
903,estimates,2010,19.0869510377147
903,constant_fertility,2015,19.3508900738938
903,constant_mortality,2015,19.3508900738938
903,estimates,2015,19.3508900738938
903,high_variant,2015,19.3508900738938
903,instant_replacement,2015,19.3508900738938
903,low_variant,2015,19.3508900738938
903,medium_variant,2015,19.3508900738938
903,momentum,2015,19.3508900738938
903,no_change,2015,19.3508900738938
903,zero_migration,2015,19.3508900738938
903,constant_fertility,2020,19.4771192793467
903,constant_mortality,2020,19.7633810588372
903,high_variant,2020,19.5461001265039
903,instant_replacement,2020,21.6786562764676
903,low_variant,2020,19.9551586147057
903,medium_variant,2020,19.7506296663356
903,momentum,2020,21.6330941039566
903,no_change,2020,19.4927416100934
903,zero_migration,2020,19.7656045350001
903,constant_fertility,2025,19.5365868889903
903,constant_mortality,2025,20.4095833293246
903,high_variant,2025,19.8067210917634
903,instant_replacement,2025,23.812858266782
903,low_variant,2025,20.9419544269828
903,medium_variant,2025,20.3593717993919
903,momentum,2025,23.6744973517063
903,no_change,2025,19.5941730381308
903,zero_migration,2025,20.3826942801975
903,constant_fertility,2030,19.5435344329921
903,constant_mortality,2030,21.25082746473
903,high_variant,2030,20.1806673444876
903,instant_replacement,2030,25.8182453634508
903,low_variant,2030,22.1352614899802
903,medium_variant,2030,21.1579643425049
903,momentum,2030,25.5210934606906
903,no_change,2030,19.6611372424135
903,zero_migration,2030,21.180126550735
903,constant_fertility,2035,19.4869202189517
903,constant_mortality,2035,22.1926409803867
903,high_variant,2035,20.7190688728832
903,instant_replacement,2035,27.8441429703698
903,low_variant,2035,23.4000560659302
903,medium_variant,2035,22.061159347733
903,momentum,2035,27.3919059031648
903,no_change,2035,19.6636567133781
903,zero_migration,2035,22.0802760126834
903,constant_fertility,2040,19.4602072827781
903,constant_mortality,2040,23.1333241284809
903,high_variant,2040,21.3961131727086
903,instant_replacement,2040,29.8635446818056
903,low_variant,2040,24.7265920308287
903,medium_variant,2040,22.9754050672312
903,momentum,2040,29.2489233583474
903,no_change,2040,19.6693501830321
903,zero_migration,2040,22.9939151903156
903,constant_fertility,2045,19.4149949336377
903,constant_mortality,2045,24.0428023254179
903,high_variant,2045,22.1170741654636
903,instant_replacement,2045,32.2423373329879
903,low_variant,2045,25.9994795541996
903,medium_variant,2045,23.8795482949694
903,momentum,2045,31.3472897410032
903,no_change,2045,19.6487427137928
903,zero_migration,2045,23.8997624123075
903,constant_fertility,2050,19.3312085737476
903,constant_mortality,2050,24.9437323519291
903,high_variant,2050,22.8556813869653
903,instant_replacement,2050,34.3010224603164
903,low_variant,2050,27.2634558529065
903,medium_variant,2050,24.7919436796943
903,momentum,2050,32.2188891275768
903,no_change,2050,19.5916700678252
903,zero_migration,2050,24.8155012446855
903,constant_fertility,2055,19.2143951504932
903,constant_mortality,2055,25.9209342466988
903,high_variant,2055,23.5937293714042
903,instant_replacement,2055,34.6061127871469
903,low_variant,2055,28.5305170202864
903,medium_variant,2055,25.7883788744396
903,momentum,2055,32.3055970969459
903,no_change,2055,19.5051502784472
903,zero_migration,2055,25.8153658535179
903,constant_fertility,2060,19.0893110497928
903,constant_mortality,2060,26.9139747055371
903,high_variant,2060,24.3222524380785
903,instant_replacement,2060,35.1834318874379
903,low_variant,2060,29.809646015922
903,medium_variant,2060,26.8286069174149
903,momentum,2060,32.6820428396293
903,no_change,2060,19.4075317164399
903,zero_migration,2060,26.8547517502164
903,constant_fertility,2065,18.9720390201519
903,constant_mortality,2065,27.9023406996004
903,high_variant,2065,25.067070451503
903,instant_replacement,2065,36.0001231978364
903,low_variant,2065,31.2145060725688
903,medium_variant,2065,27.8802170694387
903,momentum,2065,33.2036943060697
903,no_change,2065,19.3112413420767
903,zero_migration,2065,27.9045030450916
903,constant_fertility,2070,18.8642214115343
903,constant_mortality,2070,28.8764619761837
903,high_variant,2070,25.8918276320297
903,instant_replacement,2070,36.9193968536204
903,low_variant,2070,32.6383784094497
903,medium_variant,2070,28.935391342447
903,momentum,2070,33.7613634099598
903,no_change,2070,19.218577134891
903,zero_migration,2070,28.9572621386539
903,constant_fertility,2075,18.7627795246424
903,constant_mortality,2075,29.8277772530653
903,high_variant,2075,26.7211258188192
903,instant_replacement,2075,37.8197384328526
903,low_variant,2075,34.0652555228703
903,medium_variant,2075,29.9897594399419
903,momentum,2075,34.1932613655322
903,no_change,2075,19.1279886569825
903,zero_migration,2075,30.0093695416623
903,constant_fertility,2080,18.6655044445114
903,constant_mortality,2080,30.771301351459
903,high_variant,2080,27.5439842315371
903,instant_replacement,2080,38.5765309478699
903,low_variant,2080,35.4967678539336
903,medium_variant,2080,31.0812837967277
903,momentum,2080,34.3341561562876
903,no_change,2080,19.0389374938095
903,zero_migration,2080,31.0982180704439
903,constant_fertility,2085,18.5744009309249
903,constant_mortality,2085,31.6653500823134
903,high_variant,2085,28.3544887012533
903,instant_replacement,2085,39.0549958071572
903,low_variant,2085,36.9046537561833
903,medium_variant,2085,32.1496513192774
903,momentum,2085,34.2006541409761
903,no_change,2085,18.9524029270134
903,zero_migration,2085,32.1639307988089
903,constant_fertility,2090,18.4911083972943
903,constant_mortality,2090,32.5015330420636
903,high_variant,2090,29.1462462064794
903,instant_replacement,2090,39.2431735605155
903,low_variant,2090,38.2671653708266
903,medium_variant,2090,33.1922747624159
903,momentum,2090,33.9771273320164
903,no_change,2090,18.8693807625209
903,zero_migration,2090,33.2045112824956
903,constant_fertility,2095,18.4157843944056
903,constant_mortality,2095,33.2862900417035
903,high_variant,2095,29.9181359043446
903,instant_replacement,2095,39.3001825724434
903,low_variant,2095,39.5857315109692
903,medium_variant,2095,34.2100505428735
903,momentum,2095,33.8688542671911
903,no_change,2095,18.7901311455244
903,zero_migration,2095,34.2208431030183
903,constant_fertility,2100,18.3469317277982
903,constant_mortality,2100,34.0289644972512
903,high_variant,2100,30.7066383590821
903,instant_replacement,2100,39.4460585524771
903,low_variant,2100,40.8667995776261
903,medium_variant,2100,35.2138114179187
903,momentum,2100,33.9269521411166
903,no_change,2100,18.71423099191
903,zero_migration,2100,35.2237139551761
