continent,variant,year,medianageofpopulation
905,estimates,1950,29.9811073334037
905,estimates,1955,30.0811353852465
905,estimates,1960,29.4331587026164
905,estimates,1965,28.3488752086627
905,estimates,1970,28.171526914472
905,estimates,1975,28.8234760946152
905,estimates,1980,29.9151449756954
905,estimates,1985,31.3874302144814
905,estimates,1990,32.8341393682262
905,estimates,1995,34.1043691179671
905,estimates,2000,35.3561870826475
905,estimates,2005,36.362765484037
905,estimates,2010,37.1953483546416
905,constant_fertility,2015,37.9303692252717
905,constant_mortality,2015,37.9303692252717
905,estimates,2015,37.9303692252717
905,high_variant,2015,37.9303692252717
905,instant_replacement,2015,37.9303692252717
905,low_variant,2015,37.9303692252717
905,medium_variant,2015,37.9303692252717
905,momentum,2015,37.9303692252717
905,no_change,2015,37.9303692252717
905,zero_migration,2015,37.9303692252717
905,constant_fertility,2020,38.6053091686421
905,constant_mortality,2020,38.5264841215
905,high_variant,2020,38.2864760641463
905,instant_replacement,2020,38.3220758029921
905,low_variant,2020,38.9124894591605
905,medium_variant,2020,38.5994831755268
905,momentum,2020,38.6359272080513
905,no_change,2020,38.5323032925802
905,zero_migration,2020,38.9915845716541
905,constant_fertility,2025,39.3577733922219
905,constant_mortality,2025,39.1146836658011
905,high_variant,2025,38.5433653851056
905,instant_replacement,2025,38.8011177786185
905,low_variant,2025,40.0998038385468
905,medium_variant,2025,39.3186124607737
905,momentum,2025,39.3446569281466
905,no_change,2025,39.1537863919981
905,zero_migration,2025,40.0950727600509
905,constant_fertility,2030,40.2042057277076
905,constant_mortality,2030,39.7279947896514
905,high_variant,2030,38.8008040879057
905,instant_replacement,2030,39.3857035386488
905,low_variant,2030,41.4919162672103
905,medium_variant,2030,40.1170036798379
905,momentum,2030,40.0849029285982
905,no_change,2030,39.8109883896279
905,zero_migration,2030,41.2945621861114
905,constant_fertility,2035,41.1275062108751
905,constant_mortality,2035,40.3672249483647
905,high_variant,2035,39.0759706648883
905,instant_replacement,2035,40.0437230628348
905,low_variant,2035,42.8669118430136
905,medium_variant,2035,40.9914952720911
905,momentum,2035,40.785099847453
905,no_change,2035,40.5031687600836
905,zero_migration,2035,42.4661012740284
905,constant_fertility,2040,41.8057913425979
905,constant_mortality,2040,40.6696156708238
905,high_variant,2040,39.0310822134574
905,instant_replacement,2040,40.381162185981
905,low_variant,2040,44.1563410144551
905,medium_variant,2040,41.6066535631747
905,momentum,2040,41.0071093804967
905,no_change,2040,40.8688741388919
905,zero_migration,2040,43.4234667352239
905,constant_fertility,2045,42.2835182265386
905,constant_mortality,2045,40.7801481289055
905,high_variant,2045,38.7548454186993
905,instant_replacement,2045,40.5032119803396
905,low_variant,2045,45.2460773995369
905,medium_variant,2045,42.0240093241147
905,momentum,2045,40.8369594566077
905,no_change,2045,41.0401282949532
905,zero_migration,2045,44.0094144326096
905,constant_fertility,2050,42.6841455135404
905,constant_mortality,2050,40.8595915553392
905,high_variant,2050,38.2130578788368
905,instant_replacement,2050,40.512581878984
905,low_variant,2050,46.2914715351274
905,medium_variant,2050,42.3620017059061
905,momentum,2050,40.5434620648756
905,no_change,2050,41.1825905019062
905,zero_migration,2050,44.3946057597479
905,constant_fertility,2055,43.0227544651631
905,constant_mortality,2055,40.7714989241105
905,high_variant,2055,37.6291028023958
905,instant_replacement,2055,40.2540285977619
905,low_variant,2055,47.4358354097995
905,medium_variant,2055,42.5952021591823
905,momentum,2055,39.9796753416819
905,no_change,2055,41.2002833870962
905,zero_migration,2055,44.7984397752235
905,constant_fertility,2060,43.3359806983464
905,constant_mortality,2060,40.7873077179839
905,high_variant,2060,37.5401271033785
905,instant_replacement,2060,40.5453792199275
905,low_variant,2060,48.6319305732543
905,medium_variant,2060,42.8125985346753
905,momentum,2060,40.0981555445468
905,no_change,2060,41.3084653045899
905,zero_migration,2060,45.0383486070687
905,constant_fertility,2065,43.7935333528925
905,constant_mortality,2065,40.9368187880478
905,high_variant,2065,37.7190585892436
905,instant_replacement,2065,40.9815237658935
905,low_variant,2065,49.7947416783872
905,medium_variant,2065,43.1840834768988
905,momentum,2065,40.2857129727053
905,no_change,2065,41.5211472107296
905,zero_migration,2065,45.4202259772431
905,constant_fertility,2070,44.3185290098162
905,constant_mortality,2070,41.1111070655675
905,high_variant,2070,37.952432464874
905,instant_replacement,2070,41.4376607269503
905,low_variant,2070,50.6913820242801
905,medium_variant,2070,43.6459849558446
905,momentum,2070,40.381532705592
905,no_change,2070,41.7422482493073
905,zero_migration,2070,45.8753999610029
905,constant_fertility,2075,44.8155710547404
905,constant_mortality,2075,41.2279536838293
905,high_variant,2075,38.0649798606038
905,instant_replacement,2075,41.8095018838869
905,low_variant,2075,51.4157989346645
905,medium_variant,2075,44.0891594595657
905,momentum,2075,40.3002005530745
905,no_change,2075,41.8997378815303
905,zero_migration,2075,46.2570857084174
905,constant_fertility,2080,45.223441081102
905,constant_mortality,2080,41.2646523865258
905,high_variant,2080,38.0497628104512
905,instant_replacement,2080,42.0584211888598
905,low_variant,2080,51.9575101596983
905,medium_variant,2080,44.4453974328828
905,momentum,2080,40.0908819556609
905,no_change,2080,41.9814223308814
905,zero_migration,2080,46.500993958341
905,constant_fertility,2085,45.5516445220213
905,constant_mortality,2085,41.2539471060403
905,high_variant,2085,38.0222486818213
905,instant_replacement,2085,42.2370434681804
905,low_variant,2085,52.4261941898447
905,medium_variant,2085,44.7127642605295
905,momentum,2085,39.9140730289948
905,no_change,2085,42.0271673766412
905,zero_migration,2085,46.6402154252784
905,constant_fertility,2090,45.8583078238701
905,constant_mortality,2090,41.254925969998
905,high_variant,2090,38.1254057009031
905,instant_replacement,2090,42.4663442489467
905,low_variant,2090,52.9013804618758
905,medium_variant,2090,44.9435214567124
905,momentum,2090,39.9094277749721
905,no_change,2090,42.0873625688423
905,zero_migration,2090,46.764742529434
905,constant_fertility,2095,46.1987040581813
905,constant_mortality,2095,41.3121159245662
905,high_variant,2095,38.3914891223459
905,instant_replacement,2095,42.8208367884217
905,low_variant,2095,53.3845344761878
905,medium_variant,2095,45.2132768756281
905,momentum,2095,40.0450916647722
905,no_change,2095,42.1827741249941
