continent,variant,year,medianageofpopulation
909,estimates,1950,27.879439582434
909,estimates,1955,27.4212603754
909,estimates,1960,26.3867558031927
909,estimates,1965,25.2285021016098
909,estimates,1970,24.7511636923321
909,estimates,1975,25.4527867138212
909,estimates,1980,26.3789733577635
909,estimates,1985,27.4785169027848
909,estimates,1990,28.6319147849256
909,estimates,1995,29.7823622330066
909,estimates,2000,30.9010278016963
909,estimates,2005,31.892543473782
909,estimates,2010,32.2235358616845
909,constant_fertility,2015,32.7880853553937
909,constant_mortality,2015,32.7880853553937
909,estimates,2015,32.7880853553937
909,high_variant,2015,32.7880853553937
909,instant_replacement,2015,32.7880853553937
909,low_variant,2015,32.7880853553937
909,medium_variant,2015,32.7880853553937
909,momentum,2015,32.7880853553937
909,no_change,2015,32.7880853553937
909,zero_migration,2015,32.7880853553937
909,constant_fertility,2020,33.3760194842452
909,constant_mortality,2020,33.4551506182798
909,high_variant,2020,33.2059111147415
909,instant_replacement,2020,33.7177628558273
909,low_variant,2020,33.795140236106
909,medium_variant,2020,33.5005248519973
909,momentum,2020,34.0979354166447
909,no_change,2020,33.3310110976341
909,zero_migration,2020,33.9226450085072
909,constant_fertility,2025,33.9693714907409
909,constant_mortality,2025,34.1802969919348
909,high_variant,2025,33.5553129929447
909,instant_replacement,2025,34.673234719031
909,low_variant,2025,35.0747787419983
909,medium_variant,2025,34.3142354506814
909,momentum,2025,35.3060047356316
909,no_change,2025,33.8372745442648
909,zero_migration,2025,35.0613585631469
909,constant_fertility,2030,34.4359909049333
909,constant_mortality,2030,34.8405159397375
909,high_variant,2030,33.740192041911
909,instant_replacement,2030,35.5575665615073
909,low_variant,2030,36.4530393029853
909,medium_variant,2030,35.1019073713955
909,momentum,2030,36.3721491975217
909,no_change,2030,34.1788756724042
909,zero_migration,2030,36.1460854009874
909,constant_fertility,2035,34.650363314824
909,constant_mortality,2035,35.3078276547987
909,high_variant,2035,33.7771959242766
909,instant_replacement,2035,36.2487176194064
909,low_variant,2035,37.6954796761051
909,medium_variant,2035,35.7295233025768
909,momentum,2035,37.1752272506667
909,no_change,2035,34.2448667500245
909,zero_migration,2035,37.0328762480774
909,constant_fertility,2040,34.6800330890019
909,constant_mortality,2040,35.652960699873
909,high_variant,2040,33.7491193064055
909,instant_replacement,2040,36.8108571516189
909,low_variant,2040,38.8130693381269
909,medium_variant,2040,36.246510574931
909,momentum,2040,37.7407783469908
909,no_change,2040,34.1445032333092
909,zero_migration,2040,37.7171432178862
909,constant_fertility,2045,34.7459652759362
909,constant_mortality,2045,36.1046741252367
909,high_variant,2045,33.7545691817687
909,instant_replacement,2045,37.4096526957386
909,low_variant,2045,39.8789476978935
909,medium_variant,2045,36.8330847806541
909,momentum,2045,38.2415148190881
909,no_change,2045,34.068277483897
909,zero_migration,2045,38.3377454538861
909,constant_fertility,2050,34.6788932038349
909,constant_mortality,2050,36.5549690161497
909,high_variant,2050,33.7449421167901
909,instant_replacement,2050,38.0251149197723
909,low_variant,2050,41.1621700402719
909,medium_variant,2050,37.4370528239712
909,momentum,2050,38.7861826081359
909,no_change,2050,33.9042608879572
909,zero_migration,2050,39.0193345546211
909,constant_fertility,2055,34.7047726043923
909,constant_mortality,2055,37.0429446093421
909,high_variant,2055,34.0022442299157
909,instant_replacement,2055,38.540057508989
909,low_variant,2055,42.5292532417224
909,medium_variant,2055,38.0715290879505
909,momentum,2055,39.2166328610892
909,no_change,2055,33.8229102811528
909,zero_migration,2055,39.6795286265349
909,constant_fertility,2060,34.6997375774589
909,constant_mortality,2060,37.5372665444186
909,high_variant,2060,34.3471461119794
909,instant_replacement,2060,38.8965584493717
909,low_variant,2060,43.8842904130112
909,medium_variant,2060,38.7403239987563
909,momentum,2060,39.2927432725417
909,no_change,2060,33.713639701313
909,zero_migration,2060,40.3227949414707
909,constant_fertility,2065,34.6398538152748
909,constant_mortality,2065,38.0001761654967
909,high_variant,2065,34.7347563170174
909,instant_replacement,2065,39.2911815030286
909,low_variant,2065,45.0945554525598
909,medium_variant,2065,39.3955365549616
909,momentum,2065,39.3719275736669
909,no_change,2065,33.5558757004136
909,zero_migration,2065,40.9214379512972
909,constant_fertility,2070,34.5271477516562
909,constant_mortality,2070,38.4149714497558
909,high_variant,2070,35.0583782405984
909,instant_replacement,2070,39.6916207265605
909,low_variant,2070,46.0914176843238
909,medium_variant,2070,40.0221066402463
909,momentum,2070,39.3992618461972
909,no_change,2070,33.3554759200778
909,zero_migration,2070,41.4494632583728
909,constant_fertility,2075,34.3873795442383
909,constant_mortality,2075,38.7843061538392
909,high_variant,2075,35.3665837286587
909,instant_replacement,2075,40.075573914776
909,low_variant,2075,46.9355063836964
909,medium_variant,2075,40.6140938199525
909,momentum,2075,39.3668565039074
909,no_change,2075,33.1422551241702
909,zero_migration,2075,41.9013982822503
909,constant_fertility,2080,34.2403169503666
909,constant_mortality,2080,39.1455946006475
909,high_variant,2080,35.6983737428843
909,instant_replacement,2080,40.4339705014836
909,low_variant,2080,47.7200611303526
909,medium_variant,2080,41.1932547605325
909,momentum,2080,39.3017848081941
909,no_change,2080,32.9382518547389
909,zero_migration,2080,42.3124824448785
