continent,variant,year,medianageofpopulation
909,constant_fertility,2085,34.091362819355
909,constant_mortality,2085,39.5321445366811
909,high_variant,2085,36.0903063013764
909,instant_replacement,2085,40.7879634718344
909,low_variant,2085,48.522994190683
909,medium_variant,2085,41.7907803313926
909,momentum,2085,39.2600908658718
909,no_change,2085,32.7437002750584
909,zero_migration,2085,42.7462491396018
909,constant_fertility,2090,33.9357422647504
909,constant_mortality,2090,39.9453320508208
909,high_variant,2090,36.5580971613533
909,instant_replacement,2090,41.1863499755822
909,low_variant,2090,49.376038231999
909,medium_variant,2090,42.4277981743362
909,momentum,2090,39.2816183618144
909,no_change,2090,32.5414941927335
909,zero_migration,2090,43.2458122383933
909,constant_fertility,2095,33.7621798541506
909,constant_mortality,2095,40.347994521295
909,high_variant,2095,37.0773448105989
909,instant_replacement,2095,41.6397655572793
909,low_variant,2095,50.2689836875505
909,medium_variant,2095,43.0960498457965
909,momentum,2095,39.3393255008559
909,no_change,2095,32.3101580420014
909,zero_migration,2095,43.8024249134209
909,constant_fertility,2100,33.5620338240454
909,constant_mortality,2100,40.7037161249762
909,high_variant,2100,37.6048224022511
909,instant_replacement,2100,42.1264364248297
909,low_variant,2100,51.1218068236425
909,medium_variant,2100,43.7667148962376
909,momentum,2100,39.3786434822608
909,no_change,2100,32.0426205091296
909,zero_migration,2100,44.3712148203793
909,constant_fertility,"Region, subregion, country or area *",OCEANIA
909,constant_mortality,"Region, subregion, country or area *",OCEANIA
909,estimates,"Region, subregion, country or area *",OCEANIA
909,high_variant,"Region, subregion, country or area *",OCEANIA
909,instant_replacement,"Region, subregion, country or area *",OCEANIA
909,low_variant,"Region, subregion, country or area *",OCEANIA
909,medium_variant,"Region, subregion, country or area *",OCEANIA
909,momentum,"Region, subregion, country or area *",OCEANIA
909,no_change,"Region, subregion, country or area *",OCEANIA
909,zero_migration,"Region, subregion, country or area *",OCEANIA
