region,year,variant,freq,agebroad,totaldeaths
5501,1950,estimates,5yearly,0_4,32194.022
5501,1950,estimates,5yearly,5_9,2449.154
5501,1950,estimates,5yearly,10_14,1954.984
5501,1950,estimates,5yearly,15_19,2025.832
5501,1950,estimates,5yearly,20_24,2271.784
5501,1950,estimates,5yearly,25_29,2275.535
5501,1950,estimates,5yearly,30_34,2251.69
5501,1950,estimates,5yearly,35_39,2266.846
5501,1950,estimates,5yearly,40_44,2316.27
5501,1950,estimates,5yearly,45_49,2353.271
5501,1950,estimates,5yearly,50_54,2431.053
5501,1950,estimates,5yearly,55_59,2469.479
5501,1950,estimates,5yearly,60_64,2578.541
5501,1950,estimates,5yearly,65_69,2504.546
5501,1950,estimates,5yearly,70_74,2264.814
5501,1950,estimates,5yearly,75_79,1995.98
5501,1950,estimates,5yearly,80_84,1347.501
5501,1950,estimates,5yearly,85_89,652.383
5501,1950,estimates,5yearly,90_94,210.327
5501,1950,estimates,5yearly,95plus,49.293
5501,1950,estimates,5yearly,0_14,36598.16
5501,1950,estimates,5yearly,0_19,38623.992
5501,1950,estimates,5yearly,0_24,40895.776
5501,1950,estimates,5yearly,5_14,4404.138
5501,1950,estimates,5yearly,15plus,32265.145
5501,1950,estimates,5yearly,15_24,4297.616
5501,1950,estimates,5yearly,15_49,15761.228
5501,1950,estimates,5yearly,15_59,20661.76
5501,1950,estimates,5yearly,15_64,23240.301
5501,1950,estimates,5yearly,20plus,30239.313
5501,1950,estimates,5yearly,20_64,21214.469
5501,1950,estimates,5yearly,20_69,23719.015
5501,1950,estimates,5yearly,25plus,27967.529
5501,1950,estimates,5yearly,25_69,21447.231
5501,1950,estimates,5yearly,40plus,21173.458
5501,1950,estimates,5yearly,50plus,16503.917
5501,1950,estimates,5yearly,60plus,11603.385
5501,1950,estimates,5yearly,65plus,9024.844
5501,1950,estimates,5yearly,70plus,6520.298
5501,1950,estimates,5yearly,80plus,2259.504
5501,1950,estimates,5yearly,90plus,259.62
5501,1955,estimates,5yearly,0_4,31919.464
5501,1955,estimates,5yearly,5_9,2446.37
5501,1955,estimates,5yearly,10_14,1772.547
5501,1955,estimates,5yearly,15_19,1769.583
5501,1955,estimates,5yearly,20_24,2018.641
5501,1955,estimates,5yearly,25_29,2056.351
5501,1955,estimates,5yearly,30_34,2071.234
5501,1955,estimates,5yearly,35_39,2121.976
5501,1955,estimates,5yearly,40_44,2191.23
5501,1955,estimates,5yearly,45_49,2306.393
5501,1955,estimates,5yearly,50_54,2372.383
5501,1955,estimates,5yearly,55_59,2491.093
5501,1955,estimates,5yearly,60_64,2546.807
5501,1955,estimates,5yearly,65_69,2536.986
5501,1955,estimates,5yearly,70_74,2265.931
5501,1955,estimates,5yearly,75_79,1766.691
5501,1955,estimates,5yearly,80_84,1247.318
5501,1955,estimates,5yearly,85_89,617.121
5501,1955,estimates,5yearly,90_94,202.996
5501,1955,estimates,5yearly,95plus,46.992
5501,1955,estimates,5yearly,0_14,36138.381
