region,year,variant,freq,agebroad,totaldeaths
5500,1950,estimates,5yearly,"Region, subregion, country or area *",Central Asia
5500,1950,estimates,5yearly,0_4,539.807
5500,1950,estimates,5yearly,5_9,21.35
5500,1950,estimates,5yearly,10_14,17.563
5500,1950,estimates,5yearly,15_19,20.52
5500,1950,estimates,5yearly,20_24,27.523
5500,1950,estimates,5yearly,25_29,27.158
5500,1950,estimates,5yearly,30_34,19.928
5500,1950,estimates,5yearly,35_39,23.635
5500,1950,estimates,5yearly,40_44,34.759
5500,1950,estimates,5yearly,45_49,48.462
5500,1950,estimates,5yearly,50_54,63.068
5500,1950,estimates,5yearly,55_59,74.094
5500,1950,estimates,5yearly,60_64,94.106
5500,1950,estimates,5yearly,65_69,111.795
5500,1950,estimates,5yearly,70_74,110.253
5500,1950,estimates,5yearly,75_79,92.85
5500,1950,estimates,5yearly,80_84,59.296
5500,1950,estimates,5yearly,85_89,30.684
5500,1950,estimates,5yearly,90_94,13.056
5500,1950,estimates,5yearly,95plus,4.169
5500,1950,estimates,5yearly,0_14,578.72
5500,1950,estimates,5yearly,0_19,599.24
5500,1950,estimates,5yearly,0_24,626.763
5500,1950,estimates,5yearly,5_14,38.913
5500,1950,estimates,5yearly,15plus,855.356
5500,1950,estimates,5yearly,15_24,48.043
5500,1950,estimates,5yearly,15_49,201.985
5500,1950,estimates,5yearly,15_59,339.147
5500,1950,estimates,5yearly,15_64,433.253
5500,1950,estimates,5yearly,20plus,834.836
5500,1950,estimates,5yearly,20_64,412.733
5500,1950,estimates,5yearly,20_69,524.528
5500,1950,estimates,5yearly,25plus,807.313
5500,1950,estimates,5yearly,25_69,497.005
5500,1950,estimates,5yearly,40plus,736.592
5500,1950,estimates,5yearly,50plus,653.371
5500,1950,estimates,5yearly,60plus,516.209
5500,1950,estimates,5yearly,65plus,422.103
5500,1950,estimates,5yearly,70plus,310.308
5500,1950,estimates,5yearly,80plus,107.205
5500,1950,estimates,5yearly,90plus,17.225
5500,1955,estimates,5yearly,"Region, subregion, country or area *",Central Asia
5500,1955,estimates,5yearly,0_4,660.362
5500,1955,estimates,5yearly,5_9,26.955
5500,1955,estimates,5yearly,10_14,14.647
5500,1955,estimates,5yearly,15_19,19.022
5500,1955,estimates,5yearly,20_24,28.208
5500,1955,estimates,5yearly,25_29,30.778
5500,1955,estimates,5yearly,30_34,29.281
5500,1955,estimates,5yearly,35_39,23.094
5500,1955,estimates,5yearly,40_44,29.694
5500,1955,estimates,5yearly,45_49,44.799
5500,1955,estimates,5yearly,50_54,60.923
5500,1955,estimates,5yearly,55_59,78.216
5500,1955,estimates,5yearly,60_64,89.682
5500,1955,estimates,5yearly,65_69,107.871
5500,1955,estimates,5yearly,70_74,120.274
5500,1955,estimates,5yearly,75_79,103.074
5500,1955,estimates,5yearly,80_84,70.02
5500,1955,estimates,5yearly,85_89,36.274
5500,1955,estimates,5yearly,90_94,14.178
5500,1955,estimates,5yearly,95plus,5.019
5500,1955,estimates,5yearly,0_14,701.964
5500,1955,estimates,5yearly,0_19,720.986
5500,1955,estimates,5yearly,0_24,749.194
5500,1955,estimates,5yearly,5_14,41.602
5500,1955,estimates,5yearly,15plus,890.407
5500,1955,estimates,5yearly,15_24,47.23
5500,1955,estimates,5yearly,15_49,204.876
5500,1955,estimates,5yearly,15_59,344.015
5500,1955,estimates,5yearly,15_64,433.697
5500,1955,estimates,5yearly,20plus,871.385
5500,1955,estimates,5yearly,20_64,414.675
5500,1955,estimates,5yearly,20_69,522.546
5500,1955,estimates,5yearly,25plus,843.177
5500,1955,estimates,5yearly,25_69,494.338
5500,1955,estimates,5yearly,40plus,760.024
5500,1955,estimates,5yearly,50plus,685.531
5500,1955,estimates,5yearly,60plus,546.392
5500,1955,estimates,5yearly,65plus,456.71
5500,1955,estimates,5yearly,70plus,348.839
5500,1955,estimates,5yearly,80plus,125.491
5500,1955,estimates,5yearly,90plus,19.197
5500,1960,estimates,5yearly,"Region, subregion, country or area *",Central Asia
5500,1960,estimates,5yearly,0_4,720.395
5500,1960,estimates,5yearly,5_9,33.623
5500,1960,estimates,5yearly,10_14,18.348
5500,1960,estimates,5yearly,15_19,15.455
5500,1960,estimates,5yearly,20_24,25.885
5500,1960,estimates,5yearly,25_29,32.162
5500,1960,estimates,5yearly,30_34,33.565
5500,1960,estimates,5yearly,35_39,33.663
5500,1960,estimates,5yearly,40_44,29.117
5500,1960,estimates,5yearly,45_49,38.881
5500,1960,estimates,5yearly,50_54,57.544
5500,1960,estimates,5yearly,55_59,77.365
5500,1960,estimates,5yearly,60_64,96.774
5500,1960,estimates,5yearly,65_69,105.487
5500,1960,estimates,5yearly,70_74,119.006
5500,1960,estimates,5yearly,75_79,116.248
5500,1960,estimates,5yearly,80_84,80.892
5500,1960,estimates,5yearly,85_89,44.937
5500,1960,estimates,5yearly,90_94,17.937
5500,1960,estimates,5yearly,95plus,5.916
5500,1960,estimates,5yearly,0_14,772.366
5500,1960,estimates,5yearly,0_19,787.821
5500,1960,estimates,5yearly,0_24,813.706
5500,1960,estimates,5yearly,5_14,51.971
5500,1960,estimates,5yearly,15plus,930.834
5500,1960,estimates,5yearly,15_24,41.34
5500,1960,estimates,5yearly,15_49,208.728
5500,1960,estimates,5yearly,15_59,343.637
5500,1960,estimates,5yearly,15_64,440.411
5500,1960,estimates,5yearly,20plus,915.379
5500,1960,estimates,5yearly,20_64,424.956
5500,1960,estimates,5yearly,20_69,530.443
5500,1960,estimates,5yearly,25plus,889.494
5500,1960,estimates,5yearly,25_69,504.558
5500,1960,estimates,5yearly,40plus,790.104
5500,1960,estimates,5yearly,50plus,722.106
5500,1960,estimates,5yearly,60plus,587.197
5500,1960,estimates,5yearly,65plus,490.423
5500,1960,estimates,5yearly,70plus,384.936
5500,1960,estimates,5yearly,80plus,149.682
5500,1960,estimates,5yearly,90plus,23.853
5500,1965,estimates,5yearly,"Region, subregion, country or area *",Central Asia
5500,1965,estimates,5yearly,0_4,671.839
5500,1965,estimates,5yearly,5_9,36.601
5500,1965,estimates,5yearly,10_14,21.834
5500,1965,estimates,5yearly,15_19,18.555
5500,1965,estimates,5yearly,20_24,21.166
5500,1965,estimates,5yearly,25_29,28.901
5500,1965,estimates,5yearly,30_34,34.52
5500,1965,estimates,5yearly,35_39,37.77
5500,1965,estimates,5yearly,40_44,41.039
5500,1965,estimates,5yearly,45_49,37.356
5500,1965,estimates,5yearly,50_54,49.601
5500,1965,estimates,5yearly,55_59,74.17
