region,year,variant,freq,agebroad,totaldeaths
920,1950,estimates,5yearly,0_4,8692.764
920,1950,estimates,5yearly,5_9,558.365
920,1950,estimates,5yearly,10_14,362.034
920,1950,estimates,5yearly,15_19,343.584
920,1950,estimates,5yearly,20_24,384.227
920,1950,estimates,5yearly,25_29,380.059
920,1950,estimates,5yearly,30_34,377.144
920,1950,estimates,5yearly,35_39,400.873
920,1950,estimates,5yearly,40_44,422.893
920,1950,estimates,5yearly,45_49,444.944
920,1950,estimates,5yearly,50_54,464.993
920,1950,estimates,5yearly,55_59,519.053
920,1950,estimates,5yearly,60_64,632.871
920,1950,estimates,5yearly,65_69,732.835
920,1950,estimates,5yearly,70_74,756.736
920,1950,estimates,5yearly,75_79,652.994
920,1950,estimates,5yearly,80_84,399.789
920,1950,estimates,5yearly,85_89,169.453
920,1950,estimates,5yearly,90_94,56.203
920,1950,estimates,5yearly,95plus,14.592
920,1950,estimates,5yearly,0_14,9613.163
920,1950,estimates,5yearly,0_19,9956.747
920,1950,estimates,5yearly,0_24,10340.974
920,1950,estimates,5yearly,5_14,920.399
920,1950,estimates,5yearly,15plus,7153.243
920,1950,estimates,5yearly,15_24,727.811
920,1950,estimates,5yearly,15_49,2753.724
920,1950,estimates,5yearly,15_59,3737.77
920,1950,estimates,5yearly,15_64,4370.641
920,1950,estimates,5yearly,20plus,6809.659
920,1950,estimates,5yearly,20_64,4027.057
920,1950,estimates,5yearly,20_69,4759.892
920,1950,estimates,5yearly,25plus,6425.432
920,1950,estimates,5yearly,25_69,4375.665
920,1950,estimates,5yearly,40plus,5267.356
920,1950,estimates,5yearly,50plus,4399.519
920,1950,estimates,5yearly,60plus,3415.473
920,1950,estimates,5yearly,65plus,2782.602
920,1950,estimates,5yearly,70plus,2049.767
920,1950,estimates,5yearly,80plus,640.037
920,1950,estimates,5yearly,90plus,70.795
920,1955,estimates,5yearly,0_4,8581.931
920,1955,estimates,5yearly,5_9,562.574
920,1955,estimates,5yearly,10_14,348.98
920,1955,estimates,5yearly,15_19,328.516
920,1955,estimates,5yearly,20_24,375.427
920,1955,estimates,5yearly,25_29,378.815
920,1955,estimates,5yearly,30_34,374.319
920,1955,estimates,5yearly,35_39,386.502
920,1955,estimates,5yearly,40_44,410.066
920,1955,estimates,5yearly,45_49,448.922
920,1955,estimates,5yearly,50_54,490.153
920,1955,estimates,5yearly,55_59,548.288
920,1955,estimates,5yearly,60_64,646.342
920,1955,estimates,5yearly,65_69,751.831
920,1955,estimates,5yearly,70_74,792.397
920,1955,estimates,5yearly,75_79,696.676
920,1955,estimates,5yearly,80_84,463.817
920,1955,estimates,5yearly,85_89,200.946
920,1955,estimates,5yearly,90_94,56.835
920,1955,estimates,5yearly,95plus,14.747
920,1955,estimates,5yearly,0_14,9493.485
920,1955,estimates,5yearly,0_19,9822.001
920,1955,estimates,5yearly,0_24,10197.428
920,1955,estimates,5yearly,5_14,911.554
920,1955,estimates,5yearly,15plus,7364.599
920,1955,estimates,5yearly,15_24,703.943
920,1955,estimates,5yearly,15_49,2702.567
920,1955,estimates,5yearly,15_59,3741.008
920,1955,estimates,5yearly,15_64,4387.35
920,1955,estimates,5yearly,20plus,7036.083
920,1955,estimates,5yearly,20_64,4058.834
920,1955,estimates,5yearly,20_69,4810.665
920,1955,estimates,5yearly,25plus,6660.656
920,1955,estimates,5yearly,25_69,4435.238
920,1955,estimates,5yearly,40plus,5521.02
920,1955,estimates,5yearly,50plus,4662.032
920,1955,estimates,5yearly,60plus,3623.591
920,1955,estimates,5yearly,65plus,2977.249
920,1955,estimates,5yearly,70plus,2225.418
920,1955,estimates,5yearly,80plus,736.345
920,1955,estimates,5yearly,90plus,71.582
920,1960,estimates,5yearly,0_4,8195.789
920,1960,estimates,5yearly,5_9,590.682
920,1960,estimates,5yearly,10_14,377.933
920,1960,estimates,5yearly,15_19,327.508
920,1960,estimates,5yearly,20_24,364.251
920,1960,estimates,5yearly,25_29,376.364
920,1960,estimates,5yearly,30_34,382.554
920,1960,estimates,5yearly,35_39,395.095
920,1960,estimates,5yearly,40_44,409.281
920,1960,estimates,5yearly,45_49,449.425
920,1960,estimates,5yearly,50_54,513.848
920,1960,estimates,5yearly,55_59,596.987
920,1960,estimates,5yearly,60_64,698.781
920,1960,estimates,5yearly,65_69,788.849
920,1960,estimates,5yearly,70_74,828.618
920,1960,estimates,5yearly,75_79,747.157
920,1960,estimates,5yearly,80_84,515.816
920,1960,estimates,5yearly,85_89,242.973
920,1960,estimates,5yearly,90_94,71.478
920,1960,estimates,5yearly,95plus,14.958
920,1960,estimates,5yearly,0_14,9164.404
920,1960,estimates,5yearly,0_19,9491.912
920,1960,estimates,5yearly,0_24,9856.163
920,1960,estimates,5yearly,5_14,968.615
920,1960,estimates,5yearly,15plus,7723.943
920,1960,estimates,5yearly,15_24,691.759
920,1960,estimates,5yearly,15_49,2704.478
920,1960,estimates,5yearly,15_59,3815.313
920,1960,estimates,5yearly,15_64,4514.094
920,1960,estimates,5yearly,20plus,7396.435
920,1960,estimates,5yearly,20_64,4186.586
920,1960,estimates,5yearly,20_69,4975.435
920,1960,estimates,5yearly,25plus,7032.184
920,1960,estimates,5yearly,25_69,4611.184
920,1960,estimates,5yearly,40plus,5878.171
920,1960,estimates,5yearly,50plus,5019.465
920,1960,estimates,5yearly,60plus,3908.63
920,1960,estimates,5yearly,65plus,3209.849
920,1960,estimates,5yearly,70plus,2421
920,1960,estimates,5yearly,80plus,845.225
920,1960,estimates,5yearly,90plus,86.436
920,1965,estimates,5yearly,0_4,7504.088
920,1965,estimates,5yearly,5_9,581.819
920,1965,estimates,5yearly,10_14,421.192
920,1965,estimates,5yearly,15_19,362.656
920,1965,estimates,5yearly,20_24,363.822
920,1965,estimates,5yearly,25_29,365.901
920,1965,estimates,5yearly,30_34,382.517
920,1965,estimates,5yearly,35_39,408.201
920,1965,estimates,5yearly,40_44,426.737
920,1965,estimates,5yearly,45_49,458.668
920,1965,estimates,5yearly,50_54,526.376
920,1965,estimates,5yearly,55_59,640.611
920,1965,estimates,5yearly,60_64,778.46
920,1965,estimates,5yearly,65_69,875.222
920,1965,estimates,5yearly,70_74,894.959
920,1965,estimates,5yearly,75_79,807.619
920,1965,estimates,5yearly,80_84,571.529
920,1965,estimates,5yearly,85_89,277.567
920,1965,estimates,5yearly,90_94,88.227
920,1965,estimates,5yearly,95plus,18.488
920,1965,estimates,5yearly,0_14,8507.099
920,1965,estimates,5yearly,0_19,8869.755
920,1965,estimates,5yearly,0_24,9233.577
920,1965,estimates,5yearly,5_14,1003.011
920,1965,estimates,5yearly,15plus,8247.56
920,1965,estimates,5yearly,15_24,726.478
920,1965,estimates,5yearly,15_49,2768.502
920,1965,estimates,5yearly,15_59,3935.489
920,1965,estimates,5yearly,15_64,4713.949
