region,year,variant,freq,agebroad,totaldeaths
927,1950,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1950,estimates,5yearly,0_4,38.724
927,1950,estimates,5yearly,5_9,2.688
927,1950,estimates,5yearly,10_14,2.343
927,1950,estimates,5yearly,15_19,3.796
927,1950,estimates,5yearly,20_24,5.224
927,1950,estimates,5yearly,25_29,5.677
927,1950,estimates,5yearly,30_34,6.26
927,1950,estimates,5yearly,35_39,8.249
927,1950,estimates,5yearly,40_44,11.745
927,1950,estimates,5yearly,45_49,16.693
927,1950,estimates,5yearly,50_54,23.609
927,1950,estimates,5yearly,55_59,33.065
927,1950,estimates,5yearly,60_64,46.431
927,1950,estimates,5yearly,65_69,58.043
927,1950,estimates,5yearly,70_74,65.694
927,1950,estimates,5yearly,75_79,64.803
927,1950,estimates,5yearly,80_84,52.007
927,1950,estimates,5yearly,85_89,32.673
927,1950,estimates,5yearly,90_94,14.457
927,1950,estimates,5yearly,95plus,4.406
927,1950,estimates,5yearly,0_14,43.755
927,1950,estimates,5yearly,0_19,47.551
927,1950,estimates,5yearly,0_24,52.775
927,1950,estimates,5yearly,5_14,5.031
927,1950,estimates,5yearly,15plus,452.832
927,1950,estimates,5yearly,15_24,9.02
927,1950,estimates,5yearly,15_49,57.644
927,1950,estimates,5yearly,15_59,114.318
927,1950,estimates,5yearly,15_64,160.749
927,1950,estimates,5yearly,20plus,449.036
927,1950,estimates,5yearly,20_64,156.953
927,1950,estimates,5yearly,20_69,214.996
927,1950,estimates,5yearly,25plus,443.812
927,1950,estimates,5yearly,25_69,209.772
927,1950,estimates,5yearly,40plus,423.626
927,1950,estimates,5yearly,50plus,395.188
927,1950,estimates,5yearly,60plus,338.514
927,1950,estimates,5yearly,65plus,292.083
927,1950,estimates,5yearly,70plus,234.04
927,1950,estimates,5yearly,80plus,103.543
927,1950,estimates,5yearly,90plus,18.863
927,1955,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1955,estimates,5yearly,0_4,37.955
927,1955,estimates,5yearly,5_9,2.616
927,1955,estimates,5yearly,10_14,2.474
927,1955,estimates,5yearly,15_19,3.875
927,1955,estimates,5yearly,20_24,4.668
927,1955,estimates,5yearly,25_29,4.895
927,1955,estimates,5yearly,30_34,6.238
927,1955,estimates,5yearly,35_39,8.222
927,1955,estimates,5yearly,40_44,11.686
927,1955,estimates,5yearly,45_49,17.524
927,1955,estimates,5yearly,50_54,24.498
927,1955,estimates,5yearly,55_59,33.159
927,1955,estimates,5yearly,60_64,46.005
927,1955,estimates,5yearly,65_69,61.209
927,1955,estimates,5yearly,70_74,73.411
927,1955,estimates,5yearly,75_79,73.551
927,1955,estimates,5yearly,80_84,60.181
927,1955,estimates,5yearly,85_89,36.512
927,1955,estimates,5yearly,90_94,14.826
927,1955,estimates,5yearly,95plus,4.224
927,1955,estimates,5yearly,0_14,43.045
927,1955,estimates,5yearly,0_19,46.92
927,1955,estimates,5yearly,0_24,51.588
927,1955,estimates,5yearly,5_14,5.09
927,1955,estimates,5yearly,15plus,484.684
927,1955,estimates,5yearly,15_24,8.543
927,1955,estimates,5yearly,15_49,57.108
927,1955,estimates,5yearly,15_59,114.765
927,1955,estimates,5yearly,15_64,160.77
927,1955,estimates,5yearly,20plus,480.809
927,1955,estimates,5yearly,20_64,156.895
927,1955,estimates,5yearly,20_69,218.104
927,1955,estimates,5yearly,25plus,476.141
927,1955,estimates,5yearly,25_69,213.436
927,1955,estimates,5yearly,40plus,456.786
927,1955,estimates,5yearly,50plus,427.576
927,1955,estimates,5yearly,60plus,369.919
927,1955,estimates,5yearly,65plus,323.914
927,1955,estimates,5yearly,70plus,262.705
927,1955,estimates,5yearly,80plus,115.743
927,1955,estimates,5yearly,90plus,19.05
927,1960,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1960,estimates,5yearly,0_4,35.627
927,1960,estimates,5yearly,5_9,2.477
927,1960,estimates,5yearly,10_14,2.657
927,1960,estimates,5yearly,15_19,4.542
927,1960,estimates,5yearly,20_24,5.104
927,1960,estimates,5yearly,25_29,4.608
927,1960,estimates,5yearly,30_34,5.778
927,1960,estimates,5yearly,35_39,8.809
927,1960,estimates,5yearly,40_44,12.817
927,1960,estimates,5yearly,45_49,19.207
927,1960,estimates,5yearly,50_54,28.113
927,1960,estimates,5yearly,55_59,37.754
927,1960,estimates,5yearly,60_64,49.608
927,1960,estimates,5yearly,65_69,63.163
927,1960,estimates,5yearly,70_74,78.89
927,1960,estimates,5yearly,75_79,83.304
927,1960,estimates,5yearly,80_84,69.569
927,1960,estimates,5yearly,85_89,43.567
927,1960,estimates,5yearly,90_94,17.373
927,1960,estimates,5yearly,95plus,4.555
927,1960,estimates,5yearly,0_14,40.761
927,1960,estimates,5yearly,0_19,45.303
927,1960,estimates,5yearly,0_24,50.407
927,1960,estimates,5yearly,5_14,5.134
927,1960,estimates,5yearly,15plus,536.761
927,1960,estimates,5yearly,15_24,9.646
927,1960,estimates,5yearly,15_49,60.865
927,1960,estimates,5yearly,15_59,126.732
927,1960,estimates,5yearly,15_64,176.34
927,1960,estimates,5yearly,20plus,532.219
927,1960,estimates,5yearly,20_64,171.798
927,1960,estimates,5yearly,20_69,234.961
927,1960,estimates,5yearly,25plus,527.115
927,1960,estimates,5yearly,25_69,229.857
927,1960,estimates,5yearly,40plus,507.92
927,1960,estimates,5yearly,50plus,475.896
927,1960,estimates,5yearly,60plus,410.029
927,1960,estimates,5yearly,65plus,360.421
927,1960,estimates,5yearly,70plus,297.258
927,1960,estimates,5yearly,80plus,135.064
927,1960,estimates,5yearly,90plus,21.928
927,1965,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1965,estimates,5yearly,0_4,34.032
927,1965,estimates,5yearly,5_9,2.544
927,1965,estimates,5yearly,10_14,2.91
927,1965,estimates,5yearly,15_19,5.989
927,1965,estimates,5yearly,20_24,6.931
927,1965,estimates,5yearly,25_29,5.235
927,1965,estimates,5yearly,30_34,5.765
927,1965,estimates,5yearly,35_39,8.734
927,1965,estimates,5yearly,40_44,14.291
927,1965,estimates,5yearly,45_49,21.231
927,1965,estimates,5yearly,50_54,31.176
927,1965,estimates,5yearly,55_59,44.4
927,1965,estimates,5yearly,60_64,57.836
927,1965,estimates,5yearly,65_69,70.64
927,1965,estimates,5yearly,70_74,84.129
927,1965,estimates,5yearly,75_79,90.483
927,1965,estimates,5yearly,80_84,79.042
927,1965,estimates,5yearly,85_89,51.216
927,1965,estimates,5yearly,90_94,21.49
927,1965,estimates,5yearly,95plus,5.545
927,1965,estimates,5yearly,0_14,39.486
927,1965,estimates,5yearly,0_19,45.475
927,1965,estimates,5yearly,0_24,52.406
927,1965,estimates,5yearly,5_14,5.454
927,1965,estimates,5yearly,15plus,604.133
927,1965,estimates,5yearly,15_24,12.92
927,1965,estimates,5yearly,15_49,68.176
927,1965,estimates,5yearly,15_59,143.752
927,1965,estimates,5yearly,15_64,201.588
927,1965,estimates,5yearly,20plus,598.144
927,1965,estimates,5yearly,20_64,195.599
927,1965,estimates,5yearly,20_69,266.239
927,1965,estimates,5yearly,25plus,591.213
927,1965,estimates,5yearly,25_69,259.308
927,1965,estimates,5yearly,40plus,571.479
927,1965,estimates,5yearly,50plus,535.957
927,1965,estimates,5yearly,60plus,460.381
927,1965,estimates,5yearly,65plus,402.545
927,1965,estimates,5yearly,70plus,331.905
927,1965,estimates,5yearly,80plus,157.293
927,1965,estimates,5yearly,90plus,27.035
927,1970,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1970,estimates,5yearly,0_4,31.633
927,1970,estimates,5yearly,5_9,2.441
927,1970,estimates,5yearly,10_14,3.144
927,1970,estimates,5yearly,15_19,6.917
927,1970,estimates,5yearly,20_24,8.213
927,1970,estimates,5yearly,25_29,6.144
927,1970,estimates,5yearly,30_34,6.013
927,1970,estimates,5yearly,35_39,7.946
927,1970,estimates,5yearly,40_44,13.078
927,1970,estimates,5yearly,45_49,22.231
927,1970,estimates,5yearly,50_54,32.094
927,1970,estimates,5yearly,55_59,44.993
927,1970,estimates,5yearly,60_64,61.669
927,1970,estimates,5yearly,65_69,74.886
927,1970,estimates,5yearly,70_74,86.649
927,1970,estimates,5yearly,75_79,92.419
927,1970,estimates,5yearly,80_84,83.63
927,1970,estimates,5yearly,85_89,56.692
927,1970,estimates,5yearly,90_94,25.296
927,1970,estimates,5yearly,95plus,6.979
927,1970,estimates,5yearly,0_14,37.218
927,1970,estimates,5yearly,0_19,44.135
927,1970,estimates,5yearly,0_24,52.348
927,1970,estimates,5yearly,5_14,5.585
927,1970,estimates,5yearly,15plus,635.849
927,1970,estimates,5yearly,15_24,15.13
927,1970,estimates,5yearly,15_49,70.542
927,1970,estimates,5yearly,15_59,147.629
927,1970,estimates,5yearly,15_64,209.298
927,1970,estimates,5yearly,20plus,628.932
927,1970,estimates,5yearly,20_64,202.381
927,1970,estimates,5yearly,20_69,277.267
927,1970,estimates,5yearly,25plus,620.719
927,1970,estimates,5yearly,25_69,269.054
927,1970,estimates,5yearly,40plus,600.616
927,1970,estimates,5yearly,50plus,565.307
927,1970,estimates,5yearly,60plus,488.22
927,1970,estimates,5yearly,65plus,426.551
927,1970,estimates,5yearly,70plus,351.665
927,1970,estimates,5yearly,80plus,172.597
927,1970,estimates,5yearly,90plus,32.275
927,1975,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1975,estimates,5yearly,0_4,21.922
927,1975,estimates,5yearly,5_9,2.029
927,1975,estimates,5yearly,10_14,2.897
927,1975,estimates,5yearly,15_19,7.009
927,1975,estimates,5yearly,20_24,8.691
927,1975,estimates,5yearly,25_29,6.844
927,1975,estimates,5yearly,30_34,6.624
927,1975,estimates,5yearly,35_39,7.86
927,1975,estimates,5yearly,40_44,11.62
927,1975,estimates,5yearly,45_49,19.31
927,1975,estimates,5yearly,50_54,30.955
927,1975,estimates,5yearly,55_59,43.317
927,1975,estimates,5yearly,60_64,59.248
927,1975,estimates,5yearly,65_69,77.154
927,1975,estimates,5yearly,70_74,89.372
927,1975,estimates,5yearly,75_79,92.513
927,1975,estimates,5yearly,80_84,85.481
927,1975,estimates,5yearly,85_89,61.636
927,1975,estimates,5yearly,90_94,28.639
927,1975,estimates,5yearly,95plus,8.757
927,1975,estimates,5yearly,0_14,26.848
927,1975,estimates,5yearly,0_19,33.857
927,1975,estimates,5yearly,0_24,42.548
927,1975,estimates,5yearly,5_14,4.926
927,1975,estimates,5yearly,15plus,645.03
927,1975,estimates,5yearly,15_24,15.7
927,1975,estimates,5yearly,15_49,67.958
927,1975,estimates,5yearly,15_59,142.23
927,1975,estimates,5yearly,15_64,201.478
927,1975,estimates,5yearly,20plus,638.021
927,1975,estimates,5yearly,20_64,194.469
927,1975,estimates,5yearly,20_69,271.623
927,1975,estimates,5yearly,25plus,629.33
927,1975,estimates,5yearly,25_69,262.932
927,1975,estimates,5yearly,40plus,608.002
927,1975,estimates,5yearly,50plus,577.072
927,1975,estimates,5yearly,60plus,502.8
927,1975,estimates,5yearly,65plus,443.552
927,1975,estimates,5yearly,70plus,366.398
927,1975,estimates,5yearly,80plus,184.513
927,1975,estimates,5yearly,90plus,37.396
927,1980,estimates,5yearly,"Region, subregion, country or area *",Australia/New Zealand
927,1980,estimates,5yearly,0_4,18.296
927,1980,estimates,5yearly,5_9,1.668
927,1980,estimates,5yearly,10_14,2.443
927,1980,estimates,5yearly,15_19,6.087
927,1980,estimates,5yearly,20_24,8.389
927,1980,estimates,5yearly,25_29,7.124
927,1980,estimates,5yearly,30_34,6.849
927,1980,estimates,5yearly,35_39,7.876
927,1980,estimates,5yearly,40_44,10.556
927,1980,estimates,5yearly,45_49,15.783
927,1980,estimates,5yearly,50_54,25.898
927,1980,estimates,5yearly,55_59,41.512
927,1980,estimates,5yearly,60_64,57.136
927,1980,estimates,5yearly,65_69,75.826
927,1980,estimates,5yearly,70_74,94.746
927,1980,estimates,5yearly,75_79,100.079
927,1980,estimates,5yearly,80_84,91.192
927,1980,estimates,5yearly,85_89,68.162
927,1980,estimates,5yearly,90_94,35.236
927,1980,estimates,5yearly,95plus,11.577
927,1980,estimates,5yearly,0_14,22.407
927,1980,estimates,5yearly,0_19,28.494
927,1980,estimates,5yearly,0_24,36.883
927,1980,estimates,5yearly,5_14,4.111
927,1980,estimates,5yearly,15plus,664.028
927,1980,estimates,5yearly,15_24,14.476
927,1980,estimates,5yearly,15_49,62.664
927,1980,estimates,5yearly,15_59,130.074
927,1980,estimates,5yearly,15_64,187.21
927,1980,estimates,5yearly,20plus,657.941
