region,year,variant,freq,agebroad,totaldeaths
902,1950,estimates,5yearly,0_4,95208.165
902,1950,estimates,5yearly,5_9,7478.226
902,1950,estimates,5yearly,10_14,5344.992
902,1950,estimates,5yearly,15_19,5106.428
902,1950,estimates,5yearly,20_24,5715.547
902,1950,estimates,5yearly,25_29,5717.111
902,1950,estimates,5yearly,30_34,5656.414
902,1950,estimates,5yearly,35_39,5964.318
902,1950,estimates,5yearly,40_44,6564.819
902,1950,estimates,5yearly,45_49,7007.323
902,1950,estimates,5yearly,50_54,7305.858
902,1950,estimates,5yearly,55_59,8262.491
902,1950,estimates,5yearly,60_64,9742.36999999999
902,1950,estimates,5yearly,65_69,10194.056
902,1950,estimates,5yearly,70_74,9338.84599999999
902,1950,estimates,5yearly,75_79,7473.036
902,1950,estimates,5yearly,80_84,4468.462
902,1950,estimates,5yearly,85_89,1804.848
902,1950,estimates,5yearly,90_94,556.803
902,1950,estimates,5yearly,95plus,161.808
902,1950,estimates,5yearly,0_14,108031.383
902,1950,estimates,5yearly,0_19,113137.811
902,1950,estimates,5yearly,0_24,118853.358
902,1950,estimates,5yearly,5_14,12823.218
902,1950,estimates,5yearly,15plus,101040.538
902,1950,estimates,5yearly,15_24,10821.975
902,1950,estimates,5yearly,15_49,41731.96
902,1950,estimates,5yearly,15_59,57300.309
902,1950,estimates,5yearly,15_64,67042.679
902,1950,estimates,5yearly,20plus,95934.11
902,1950,estimates,5yearly,20_64,61936.251
902,1950,estimates,5yearly,20_69,72130.307
902,1950,estimates,5yearly,25plus,90218.563
902,1950,estimates,5yearly,25_69,66414.76
902,1950,estimates,5yearly,40plus,72880.72
902,1950,estimates,5yearly,50plus,59308.578
902,1950,estimates,5yearly,60plus,43740.229
902,1950,estimates,5yearly,65plus,33997.859
902,1950,estimates,5yearly,70plus,23803.803
902,1950,estimates,5yearly,80plus,6991.921
902,1950,estimates,5yearly,90plus,718.611
902,1955,estimates,5yearly,0_4,94999.204
902,1955,estimates,5yearly,5_9,7775.56400000001
902,1955,estimates,5yearly,10_14,5060.577
902,1955,estimates,5yearly,15_19,4675.726
902,1955,estimates,5yearly,20_24,5363.873
902,1955,estimates,5yearly,25_29,5498.083
902,1955,estimates,5yearly,30_34,5487.077
902,1955,estimates,5yearly,35_39,5749.255
902,1955,estimates,5yearly,40_44,6251.687
902,1955,estimates,5yearly,45_49,6800.96
902,1955,estimates,5yearly,50_54,7567.966
902,1955,estimates,5yearly,55_59,8760.744
902,1955,estimates,5yearly,60_64,9919.407
902,1955,estimates,5yearly,65_69,10444.229
902,1955,estimates,5yearly,70_74,9891.876
902,1955,estimates,5yearly,75_79,7756.697
902,1955,estimates,5yearly,80_84,4651.063
902,1955,estimates,5yearly,85_89,1880.897
902,1955,estimates,5yearly,90_94,535.182
902,1955,estimates,5yearly,95plus,124.033
902,1955,estimates,5yearly,0_14,107835.345
902,1955,estimates,5yearly,0_19,112511.071
902,1955,estimates,5yearly,0_24,117874.944
902,1955,estimates,5yearly,5_14,12836.141
902,1955,estimates,5yearly,15plus,101358.755
902,1955,estimates,5yearly,15_24,10039.599
902,1955,estimates,5yearly,15_49,39826.661
902,1955,estimates,5yearly,15_59,56155.371
902,1955,estimates,5yearly,15_64,66074.778
902,1955,estimates,5yearly,20plus,96683.029
902,1955,estimates,5yearly,20_64,61399.052
902,1955,estimates,5yearly,20_69,71843.281
902,1955,estimates,5yearly,25plus,91319.156
902,1955,estimates,5yearly,25_69,66479.408
902,1955,estimates,5yearly,40plus,74584.741
902,1955,estimates,5yearly,50plus,61532.094
902,1955,estimates,5yearly,60plus,45203.384
902,1955,estimates,5yearly,65plus,35283.977
902,1955,estimates,5yearly,70plus,24839.748
902,1955,estimates,5yearly,80plus,7191.175
902,1955,estimates,5yearly,90plus,659.215
902,1960,estimates,5yearly,0_4,98528.143
902,1960,estimates,5yearly,5_9,8292.057
902,1960,estimates,5yearly,10_14,5602.437
902,1960,estimates,5yearly,15_19,4528.205
902,1960,estimates,5yearly,20_24,4908.384
902,1960,estimates,5yearly,25_29,5160.331
902,1960,estimates,5yearly,30_34,5349.904
902,1960,estimates,5yearly,35_39,5624.279
902,1960,estimates,5yearly,40_44,6118.108
902,1960,estimates,5yearly,45_49,6850.613
902,1960,estimates,5yearly,50_54,7787.06600000001
902,1960,estimates,5yearly,55_59,9056.972
902,1960,estimates,5yearly,60_64,10219.626
902,1960,estimates,5yearly,65_69,10590.623
902,1960,estimates,5yearly,70_74,9869.29
902,1960,estimates,5yearly,75_79,7644.032
902,1960,estimates,5yearly,80_84,4465.271
902,1960,estimates,5yearly,85_89,1885.7
902,1960,estimates,5yearly,90_94,557.504
902,1960,estimates,5yearly,95plus,122.461
902,1960,estimates,5yearly,0_14,112422.637
902,1960,estimates,5yearly,0_19,116950.842
902,1960,estimates,5yearly,0_24,121859.226
902,1960,estimates,5yearly,5_14,13894.494
902,1960,estimates,5yearly,15plus,100738.369
902,1960,estimates,5yearly,15_24,9436.589
902,1960,estimates,5yearly,15_49,38539.824
902,1960,estimates,5yearly,15_59,55383.862
902,1960,estimates,5yearly,15_64,65603.488
902,1960,estimates,5yearly,20plus,96210.164
902,1960,estimates,5yearly,20_64,61075.283
902,1960,estimates,5yearly,20_69,71665.906
902,1960,estimates,5yearly,25plus,91301.78
902,1960,estimates,5yearly,25_69,66757.522
902,1960,estimates,5yearly,40plus,75167.266
902,1960,estimates,5yearly,50plus,62198.545
902,1960,estimates,5yearly,60plus,45354.507
902,1960,estimates,5yearly,65plus,35134.881
902,1960,estimates,5yearly,70plus,24544.258
902,1960,estimates,5yearly,80plus,7030.936
902,1960,estimates,5yearly,90plus,679.965
902,1965,estimates,5yearly,0_4,90031.682
902,1965,estimates,5yearly,5_9,6763.27399999999
902,1965,estimates,5yearly,10_14,4326.601
902,1965,estimates,5yearly,15_19,3872.178
902,1965,estimates,5yearly,20_24,4095.004
902,1965,estimates,5yearly,25_29,4210.897
902,1965,estimates,5yearly,30_34,4449.578
902,1965,estimates,5yearly,35_39,4751.406
902,1965,estimates,5yearly,40_44,5130.202
902,1965,estimates,5yearly,45_49,5745.968
902,1965,estimates,5yearly,50_54,6640.548
902,1965,estimates,5yearly,55_59,7837.738
902,1965,estimates,5yearly,60_64,9105.172
902,1965,estimates,5yearly,65_69,9640.721
902,1965,estimates,5yearly,70_74,9060.03799999999
902,1965,estimates,5yearly,75_79,7455.662
902,1965,estimates,5yearly,80_84,4768.638
902,1965,estimates,5yearly,85_89,2113.485
902,1965,estimates,5yearly,90_94,650.961
902,1965,estimates,5yearly,95plus,141.832
902,1965,estimates,5yearly,0_14,101121.557
902,1965,estimates,5yearly,0_19,104993.735
902,1965,estimates,5yearly,0_24,109088.739
902,1965,estimates,5yearly,5_14,11089.875
902,1965,estimates,5yearly,15plus,89670.028
902,1965,estimates,5yearly,15_24,7967.182
902,1965,estimates,5yearly,15_49,32255.233
902,1965,estimates,5yearly,15_59,46733.519
902,1965,estimates,5yearly,15_64,55838.691
902,1965,estimates,5yearly,20plus,85797.85
902,1965,estimates,5yearly,20_64,51966.513
902,1965,estimates,5yearly,20_69,61607.234
902,1965,estimates,5yearly,25plus,81702.846
902,1965,estimates,5yearly,25_69,57512.23
902,1965,estimates,5yearly,40plus,68290.965
902,1965,estimates,5yearly,50plus,57414.795
902,1965,estimates,5yearly,60plus,42936.509
902,1965,estimates,5yearly,65plus,33831.337
902,1965,estimates,5yearly,70plus,24190.616
902,1965,estimates,5yearly,80plus,7674.916
902,1965,estimates,5yearly,90plus,792.793
902,1970,estimates,5yearly,0_4,82283.5649999999
902,1970,estimates,5yearly,5_9,6509.416
902,1970,estimates,5yearly,10_14,4172.974
902,1970,estimates,5yearly,15_19,3607.29
902,1970,estimates,5yearly,20_24,3895.786
902,1970,estimates,5yearly,25_29,3677.11
902,1970,estimates,5yearly,30_34,3708.321
902,1970,estimates,5yearly,35_39,4038.515
902,1970,estimates,5yearly,40_44,4516.395
902,1970,estimates,5yearly,45_49,5226.762
902,1970,estimates,5yearly,50_54,6272.91800000001
902,1970,estimates,5yearly,55_59,7811.699
902,1970,estimates,5yearly,60_64,9422.086
902,1970,estimates,5yearly,65_69,10330.219
902,1970,estimates,5yearly,70_74,10190.304
902,1970,estimates,5yearly,75_79,8555.40400000001
902,1970,estimates,5yearly,80_84,5666.791
902,1970,estimates,5yearly,85_89,2654.693
902,1970,estimates,5yearly,90_94,810.919
902,1970,estimates,5yearly,95plus,176.121
902,1970,estimates,5yearly,0_14,92965.9549999999
902,1970,estimates,5yearly,0_19,96573.245
902,1970,estimates,5yearly,0_24,100469.031
902,1970,estimates,5yearly,5_14,10682.39
902,1970,estimates,5yearly,15plus,90561.333
902,1970,estimates,5yearly,15_24,7503.076
902,1970,estimates,5yearly,15_49,28670.179
902,1970,estimates,5yearly,15_59,42754.796
902,1970,estimates,5yearly,15_64,52176.882
902,1970,estimates,5yearly,20plus,86954.043
902,1970,estimates,5yearly,20_64,48569.592
902,1970,estimates,5yearly,20_69,58899.811
902,1970,estimates,5yearly,25plus,83058.257
902,1970,estimates,5yearly,25_69,55004.025
902,1970,estimates,5yearly,40plus,71634.311
902,1970,estimates,5yearly,50plus,61891.154
902,1970,estimates,5yearly,60plus,47806.537
902,1970,estimates,5yearly,65plus,38384.451
902,1970,estimates,5yearly,70plus,28054.232
902,1970,estimates,5yearly,80plus,9308.524
902,1970,estimates,5yearly,90plus,987.04
902,1975,estimates,5yearly,0_4,73594.816
902,1975,estimates,5yearly,5_9,5896.833
902,1975,estimates,5yearly,10_14,4013.659
902,1975,estimates,5yearly,15_19,3718.156
902,1975,estimates,5yearly,20_24,4141.745
902,1975,estimates,5yearly,25_29,3916.429
902,1975,estimates,5yearly,30_34,3606.165
902,1975,estimates,5yearly,35_39,3766.694
902,1975,estimates,5yearly,40_44,4264.20900000001
902,1975,estimates,5yearly,45_49,5053.447
902,1975,estimates,5yearly,50_54,6119.815
902,1975,estimates,5yearly,55_59,7580.283
902,1975,estimates,5yearly,60_64,9438.456
902,1975,estimates,5yearly,65_69,10914.649
902,1975,estimates,5yearly,70_74,11301.386
902,1975,estimates,5yearly,75_79,9940.11499999999
902,1975,estimates,5yearly,80_84,6729.336
902,1975,estimates,5yearly,85_89,3237.644
902,1975,estimates,5yearly,90_94,1040.824
902,1975,estimates,5yearly,95plus,222.091
902,1975,estimates,5yearly,0_14,83505.308
902,1975,estimates,5yearly,0_19,87223.464
902,1975,estimates,5yearly,0_24,91365.209
902,1975,estimates,5yearly,5_14,9910.492
902,1975,estimates,5yearly,15plus,94991.444
902,1975,estimates,5yearly,15_24,7859.901
