region,year,variant,freq,agebroad,totaldeaths
925,1950,estimates,5yearly,0_4,1127.015
925,1950,estimates,5yearly,5_9,52.614
925,1950,estimates,5yearly,10_14,39.035
925,1950,estimates,5yearly,15_19,60.101
925,1950,estimates,5yearly,20_24,84.134
925,1950,estimates,5yearly,25_29,91.674
925,1950,estimates,5yearly,30_34,86.099
925,1950,estimates,5yearly,35_39,98.946
925,1950,estimates,5yearly,40_44,143.672
925,1950,estimates,5yearly,45_49,195.662
925,1950,estimates,5yearly,50_54,253.08
925,1950,estimates,5yearly,55_59,314.964
925,1950,estimates,5yearly,60_64,409.638
925,1950,estimates,5yearly,65_69,540.88
925,1950,estimates,5yearly,70_74,675.906
925,1950,estimates,5yearly,75_79,719.635
925,1950,estimates,5yearly,80_84,579.91
925,1950,estimates,5yearly,85_89,328.789
925,1950,estimates,5yearly,90_94,123.122
925,1950,estimates,5yearly,95plus,31.791
925,1950,estimates,5yearly,0_14,1218.664
925,1950,estimates,5yearly,0_19,1278.765
925,1950,estimates,5yearly,0_24,1362.899
925,1950,estimates,5yearly,5_14,91.649
925,1950,estimates,5yearly,15plus,4738.003
925,1950,estimates,5yearly,15_24,144.235
925,1950,estimates,5yearly,15_49,760.288
925,1950,estimates,5yearly,15_59,1328.332
925,1950,estimates,5yearly,15_64,1737.97
925,1950,estimates,5yearly,20plus,4677.902
925,1950,estimates,5yearly,20_64,1677.869
925,1950,estimates,5yearly,20_69,2218.749
925,1950,estimates,5yearly,25plus,4593.768
925,1950,estimates,5yearly,25_69,2134.615
925,1950,estimates,5yearly,40plus,4317.049
925,1950,estimates,5yearly,50plus,3977.715
925,1950,estimates,5yearly,60plus,3409.671
925,1950,estimates,5yearly,65plus,3000.033
925,1950,estimates,5yearly,70plus,2459.153
925,1950,estimates,5yearly,80plus,1063.612
925,1950,estimates,5yearly,90plus,154.913
925,1955,estimates,5yearly,0_4,903.439
925,1955,estimates,5yearly,5_9,40.185
925,1955,estimates,5yearly,10_14,30.377
925,1955,estimates,5yearly,15_19,42.91
925,1955,estimates,5yearly,20_24,60.947
925,1955,estimates,5yearly,25_29,71.402
925,1955,estimates,5yearly,30_34,80.342
925,1955,estimates,5yearly,35_39,86.508
925,1955,estimates,5yearly,40_44,113.531
925,1955,estimates,5yearly,45_49,182.202
925,1955,estimates,5yearly,50_54,259.356
925,1955,estimates,5yearly,55_59,338.59
925,1955,estimates,5yearly,60_64,428.218
925,1955,estimates,5yearly,65_69,551.212
925,1955,estimates,5yearly,70_74,692.06
925,1955,estimates,5yearly,75_79,748.83
925,1955,estimates,5yearly,80_84,631.144
925,1955,estimates,5yearly,85_89,359.46
925,1955,estimates,5yearly,90_94,131.48
925,1955,estimates,5yearly,95plus,32.843
925,1955,estimates,5yearly,0_14,974.001
925,1955,estimates,5yearly,0_19,1016.911
925,1955,estimates,5yearly,0_24,1077.858
925,1955,estimates,5yearly,5_14,70.562
925,1955,estimates,5yearly,15plus,4811.035
925,1955,estimates,5yearly,15_24,103.857
925,1955,estimates,5yearly,15_49,637.842
925,1955,estimates,5yearly,15_59,1235.788
925,1955,estimates,5yearly,15_64,1664.006
925,1955,estimates,5yearly,20plus,4768.125
925,1955,estimates,5yearly,20_64,1621.096
