region,year,variant,freq,agebroad,totaldeaths
913,1950,estimates,5yearly,0_4,666.585
913,1950,estimates,5yearly,5_9,42.768
913,1950,estimates,5yearly,10_14,29.301
913,1950,estimates,5yearly,15_19,36.636
913,1950,estimates,5yearly,20_24,43.964
913,1950,estimates,5yearly,25_29,44.661
913,1950,estimates,5yearly,30_34,44.594
913,1950,estimates,5yearly,35_39,45.683
913,1950,estimates,5yearly,40_44,46.224
913,1950,estimates,5yearly,45_49,47.076
913,1950,estimates,5yearly,50_54,50.233
913,1950,estimates,5yearly,55_59,56.502
913,1950,estimates,5yearly,60_64,64.515
913,1950,estimates,5yearly,65_69,69.84
913,1950,estimates,5yearly,70_74,70.195
913,1950,estimates,5yearly,75_79,58.84
913,1950,estimates,5yearly,80_84,43.465
913,1950,estimates,5yearly,85_89,30.596
913,1950,estimates,5yearly,90_94,12.671
913,1950,estimates,5yearly,95plus,2.786
913,1950,estimates,5yearly,0_14,738.654
913,1950,estimates,5yearly,0_19,775.29
913,1950,estimates,5yearly,0_24,819.254
913,1950,estimates,5yearly,5_14,72.069
913,1950,estimates,5yearly,15plus,768.481
913,1950,estimates,5yearly,15_24,80.6
913,1950,estimates,5yearly,15_49,308.838
913,1950,estimates,5yearly,15_59,415.573
913,1950,estimates,5yearly,15_64,480.088
913,1950,estimates,5yearly,20plus,731.845
913,1950,estimates,5yearly,20_64,443.452
913,1950,estimates,5yearly,20_69,513.292
913,1950,estimates,5yearly,25plus,687.881
913,1950,estimates,5yearly,25_69,469.328
913,1950,estimates,5yearly,40plus,552.943
913,1950,estimates,5yearly,50plus,459.643
913,1950,estimates,5yearly,60plus,352.908
913,1950,estimates,5yearly,65plus,288.393
913,1950,estimates,5yearly,70plus,218.553
913,1950,estimates,5yearly,80plus,89.518
913,1950,estimates,5yearly,90plus,15.457
913,1955,estimates,5yearly,0_4,655.097
913,1955,estimates,5yearly,5_9,43.064
913,1955,estimates,5yearly,10_14,28.582
913,1955,estimates,5yearly,15_19,35.726
913,1955,estimates,5yearly,20_24,42.379
913,1955,estimates,5yearly,25_29,43.101
913,1955,estimates,5yearly,30_34,42.617
913,1955,estimates,5yearly,35_39,44.162
913,1955,estimates,5yearly,40_44,45.91
913,1955,estimates,5yearly,45_49,48.609
913,1955,estimates,5yearly,50_54,52.466
913,1955,estimates,5yearly,55_59,57.981
913,1955,estimates,5yearly,60_64,65.934
913,1955,estimates,5yearly,65_69,72.944
913,1955,estimates,5yearly,70_74,74.197
913,1955,estimates,5yearly,75_79,65.161
913,1955,estimates,5yearly,80_84,43.133
913,1955,estimates,5yearly,85_89,21.915
913,1955,estimates,5yearly,90_94,9.716
913,1955,estimates,5yearly,95plus,2.518
913,1955,estimates,5yearly,0_14,726.743
913,1955,estimates,5yearly,0_19,762.469
913,1955,estimates,5yearly,0_24,804.848
913,1955,estimates,5yearly,5_14,71.646
913,1955,estimates,5yearly,15plus,768.469
913,1955,estimates,5yearly,15_24,78.105
913,1955,estimates,5yearly,15_49,302.504
913,1955,estimates,5yearly,15_59,412.951
913,1955,estimates,5yearly,15_64,478.885
913,1955,estimates,5yearly,20plus,732.743
913,1955,estimates,5yearly,20_64,443.159
913,1955,estimates,5yearly,20_69,516.103
913,1955,estimates,5yearly,25plus,690.364
913,1955,estimates,5yearly,25_69,473.724
913,1955,estimates,5yearly,40plus,560.484
913,1955,estimates,5yearly,50plus,465.965
913,1955,estimates,5yearly,60plus,355.518
913,1955,estimates,5yearly,65plus,289.584
913,1955,estimates,5yearly,70plus,216.64
913,1955,estimates,5yearly,80plus,77.282
913,1955,estimates,5yearly,90plus,12.234
913,1960,estimates,5yearly,0_4,660.86
913,1960,estimates,5yearly,5_9,45.74
913,1960,estimates,5yearly,10_14,30.825
913,1960,estimates,5yearly,15_19,36.724
913,1960,estimates,5yearly,20_24,43.132
913,1960,estimates,5yearly,25_29,43.069
913,1960,estimates,5yearly,30_34,42.729
913,1960,estimates,5yearly,35_39,44.048
913,1960,estimates,5yearly,40_44,46.583
913,1960,estimates,5yearly,45_49,50.732
913,1960,estimates,5yearly,50_54,56.69
913,1960,estimates,5yearly,55_59,63.076
913,1960,estimates,5yearly,60_64,70.302
913,1960,estimates,5yearly,65_69,77.44
913,1960,estimates,5yearly,70_74,80.342
913,1960,estimates,5yearly,75_79,71.798
913,1960,estimates,5yearly,80_84,49.628
913,1960,estimates,5yearly,85_89,23.182
913,1960,estimates,5yearly,90_94,7.281
913,1960,estimates,5yearly,95plus,2.003
913,1960,estimates,5yearly,0_14,737.425
913,1960,estimates,5yearly,0_19,774.149
913,1960,estimates,5yearly,0_24,817.281
913,1960,estimates,5yearly,5_14,76.565
913,1960,estimates,5yearly,15plus,808.759
913,1960,estimates,5yearly,15_24,79.856
913,1960,estimates,5yearly,15_49,307.017
913,1960,estimates,5yearly,15_59,426.783
913,1960,estimates,5yearly,15_64,497.085
913,1960,estimates,5yearly,20plus,772.035
913,1960,estimates,5yearly,20_64,460.361
913,1960,estimates,5yearly,20_69,537.801
913,1960,estimates,5yearly,25plus,728.903
913,1960,estimates,5yearly,25_69,494.669
913,1960,estimates,5yearly,40plus,599.057
913,1960,estimates,5yearly,50plus,501.742
913,1960,estimates,5yearly,60plus,381.976
913,1960,estimates,5yearly,65plus,311.674
913,1960,estimates,5yearly,70plus,234.234
913,1960,estimates,5yearly,80plus,82.094
913,1960,estimates,5yearly,90plus,9.284
913,1965,estimates,5yearly,0_4,662.413
913,1965,estimates,5yearly,5_9,46.054
913,1965,estimates,5yearly,10_14,33.31
913,1965,estimates,5yearly,15_19,39.906
913,1965,estimates,5yearly,20_24,44.638
913,1965,estimates,5yearly,25_29,44.12
913,1965,estimates,5yearly,30_34,43.158
913,1965,estimates,5yearly,35_39,44.886
913,1965,estimates,5yearly,40_44,47.424
913,1965,estimates,5yearly,45_49,52.63
913,1965,estimates,5yearly,50_54,60.341
913,1965,estimates,5yearly,55_59,69.323
913,1965,estimates,5yearly,60_64,77.641
913,1965,estimates,5yearly,65_69,83.939
913,1965,estimates,5yearly,70_74,86.834
