region,year,variant,freq,agebroad,totaldeaths
928,1950,estimates,5yearly,0_4,105.852
928,1950,estimates,5yearly,5_9,9.258
928,1950,estimates,5yearly,10_14,6.782
928,1950,estimates,5yearly,15_19,8.244
928,1950,estimates,5yearly,20_24,10.059
928,1950,estimates,5yearly,25_29,10.243
928,1950,estimates,5yearly,30_34,9.914
928,1950,estimates,5yearly,35_39,10.016
928,1950,estimates,5yearly,40_44,10.24
928,1950,estimates,5yearly,45_49,10.468
928,1950,estimates,5yearly,50_54,10.804
928,1950,estimates,5yearly,55_59,10.275
928,1950,estimates,5yearly,60_64,10.142
928,1950,estimates,5yearly,65_69,11.952
928,1950,estimates,5yearly,70_74,12.503
928,1950,estimates,5yearly,75_79,10.363
928,1950,estimates,5yearly,80_84,6.189
928,1950,estimates,5yearly,85_89,2.291
928,1950,estimates,5yearly,90_94,0.604
928,1950,estimates,5yearly,95plus,0.111
928,1950,estimates,5yearly,0_14,121.892
928,1950,estimates,5yearly,0_19,130.136
928,1950,estimates,5yearly,0_24,140.195
928,1950,estimates,5yearly,5_14,16.04
928,1950,estimates,5yearly,15plus,144.418
928,1950,estimates,5yearly,15_24,18.303
928,1950,estimates,5yearly,15_49,69.184
928,1950,estimates,5yearly,15_59,90.263
928,1950,estimates,5yearly,15_64,100.405
928,1950,estimates,5yearly,20plus,136.174
928,1950,estimates,5yearly,20_64,92.161
928,1950,estimates,5yearly,20_69,104.113
928,1950,estimates,5yearly,25plus,126.115
928,1950,estimates,5yearly,25_69,94.054
928,1950,estimates,5yearly,40plus,95.942
928,1950,estimates,5yearly,50plus,75.234
928,1950,estimates,5yearly,60plus,54.155
928,1950,estimates,5yearly,65plus,44.013
928,1950,estimates,5yearly,70plus,32.061
928,1950,estimates,5yearly,80plus,9.195
928,1950,estimates,5yearly,90plus,0.715
928,1955,estimates,5yearly,0_4,105.774
928,1955,estimates,5yearly,5_9,9.22
928,1955,estimates,5yearly,10_14,6.541
928,1955,estimates,5yearly,15_19,7.953
928,1955,estimates,5yearly,20_24,9.8
928,1955,estimates,5yearly,25_29,10.01
928,1955,estimates,5yearly,30_34,9.634
928,1955,estimates,5yearly,35_39,9.764
928,1955,estimates,5yearly,40_44,9.937
928,1955,estimates,5yearly,45_49,10.158
