variant,continent,year,gender,dependencyratio2564
estimates,903,1950,male,173.649
estimates,903,1951,male,174.724
estimates,903,1952,male,175.355
estimates,903,1953,male,175.657
estimates,903,1954,male,175.717
estimates,903,1955,male,175.608
estimates,903,1956,male,176.874
estimates,903,1957,male,177.726
estimates,903,1958,male,178.302
estimates,903,1959,male,178.735
estimates,903,1960,male,179.111
estimates,903,1961,male,180.786
estimates,903,1962,male,182.221
estimates,903,1963,male,183.465
estimates,903,1964,male,184.529
estimates,903,1965,male,185.439
estimates,903,1966,male,187.529
estimates,903,1967,male,189.214
estimates,903,1968,male,190.568
estimates,903,1969,male,191.663
estimates,903,1970,male,192.551
estimates,903,1971,male,194.308
estimates,903,1972,male,195.732
estimates,903,1973,male,196.857
estimates,903,1974,male,197.689
estimates,903,1975,male,198.263
estimates,903,1976,male,199.42
estimates,903,1977,male,200.095
estimates,903,1978,male,200.408
estimates,903,1979,male,200.473
estimates,903,1980,male,200.377
estimates,903,1981,male,201.492
estimates,903,1982,male,202.251
estimates,903,1983,male,202.711
estimates,903,1984,male,202.909
estimates,903,1985,male,202.879
estimates,903,1986,male,203.523
estimates,903,1987,male,203.743
estimates,903,1988,male,203.616
estimates,903,1989,male,203.205
estimates,903,1990,male,202.564
estimates,903,1991,male,202.466
estimates,903,1992,male,201.994
estimates,903,1993,male,201.216
estimates,903,1994,male,200.203
estimates,903,1995,male,199.016
estimates,903,1996,male,198.792
estimates,903,1997,male,198.314
estimates,903,1998,male,197.585
estimates,903,1999,male,196.585
estimates,903,2000,male,195.336
estimates,903,2001,male,194.623
estimates,903,2002,male,193.597
estimates,903,2003,male,192.328
estimates,903,2004,male,190.883
estimates,903,2005,male,189.318
estimates,903,2006,male,188.103
estimates,903,2007,male,186.708
estimates,903,2008,male,185.219
estimates,903,2009,male,183.723
estimates,903,2010,male,182.278
estimates,903,2011,male,181.019
estimates,903,2012,male,179.749
estimates,903,2013,male,178.477
estimates,903,2014,male,177.178
estimates,903,2015,male,175.836
medium_variant,903,2015,male,175.836
medium_variant,903,2016,male,174.894
medium_variant,903,2017,male,173.731
medium_variant,903,2018,male,172.438
medium_variant,903,2019,male,171.115
medium_variant,903,2020,male,169.8
medium_variant,903,2021,male,168.575
medium_variant,903,2022,male,167.368
medium_variant,903,2023,male,166.123
medium_variant,903,2024,male,164.758
medium_variant,903,2025,male,163.252
medium_variant,903,2026,male,161.993
medium_variant,903,2027,male,160.562
medium_variant,903,2028,male,158.991
medium_variant,903,2029,male,157.324
medium_variant,903,2030,male,155.587
medium_variant,903,2031,male,154.039
medium_variant,903,2032,male,152.39
medium_variant,903,2033,male,150.654
medium_variant,903,2034,male,148.827
medium_variant,903,2035,male,146.917
medium_variant,903,2036,male,145.19
medium_variant,903,2037,male,143.357
medium_variant,903,2038,male,141.482
medium_variant,903,2039,male,139.633
medium_variant,903,2040,male,137.851
medium_variant,903,2041,male,136.346
medium_variant,903,2042,male,134.856
medium_variant,903,2043,male,133.39
medium_variant,903,2044,male,131.948
medium_variant,903,2045,male,130.529
medium_variant,903,2046,male,129.33
medium_variant,903,2047,male,128.12
medium_variant,903,2048,male,126.903
medium_variant,903,2049,male,125.682
medium_variant,903,2050,male,124.462
medium_variant,903,2051,male,123.429
medium_variant,903,2052,male,122.362
medium_variant,903,2053,male,121.267
medium_variant,903,2054,male,120.144
medium_variant,903,2055,male,118.997
medium_variant,903,2056,male,118.01
medium_variant,903,2057,male,116.971
medium_variant,903,2058,male,115.895
medium_variant,903,2059,male,114.795
medium_variant,903,2060,male,113.682
medium_variant,903,2061,male,112.725
medium_variant,903,2062,male,111.731
medium_variant,903,2063,male,110.715
medium_variant,903,2064,male,109.692
medium_variant,903,2065,male,108.672
medium_variant,903,2066,male,107.827
medium_variant,903,2067,male,106.955
medium_variant,903,2068,male,106.074
medium_variant,903,2069,male,105.199
medium_variant,903,2070,male,104.341
medium_variant,903,2071,male,103.658
medium_variant,903,2072,male,102.958
medium_variant,903,2073,male,102.258
medium_variant,903,2074,male,101.569
medium_variant,903,2075,male,100.902
medium_variant,903,2076,male,100.407
medium_variant,903,2077,male,99.9
medium_variant,903,2078,male,99.388
medium_variant,903,2079,male,98.874
medium_variant,903,2080,male,98.365
medium_variant,903,2081,male,98.007
medium_variant,903,2082,male,97.621
medium_variant,903,2083,male,97.215
medium_variant,903,2084,male,96.792
medium_variant,903,2085,male,96.357
medium_variant,903,2086,male,96.047
medium_variant,903,2087,male,95.696
medium_variant,903,2088,male,95.317
medium_variant,903,2089,male,94.922
