variant,country,year,childdependencyratio1564
estimates,28,1950,68.637
estimates,28,1951,69.038
estimates,28,1952,69.472
estimates,28,1953,69.397
estimates,28,1954,68.903
estimates,28,1955,68.278
estimates,28,1956,71.214
estimates,28,1957,73.735
estimates,28,1958,76.021
estimates,28,1959,78.253
estimates,28,1960,80.457
estimates,28,1961,79.815
estimates,28,1962,79.374
estimates,28,1963,79.02
estimates,28,1964,78.545
estimates,28,1965,77.853
estimates,28,1966,76.712
estimates,28,1967,75.627
estimates,28,1968,74.51
estimates,28,1969,73.302
estimates,28,1970,71.962
estimates,28,1971,70.966
estimates,28,1972,69.722
estimates,28,1973,68.327
estimates,28,1974,66.872
estimates,28,1975,65.33
estimates,28,1976,63.374
estimates,28,1977,61.244
estimates,28,1978,59.014
estimates,28,1979,56.819
estimates,28,1980,54.726
estimates,28,1981,52.211
estimates,28,1982,50.39
estimates,28,1983,48.994
estimates,28,1984,47.669
estimates,28,1985,46.361
estimates,28,1986,45.606
estimates,28,1987,44.88
estimates,28,1988,44.725
estimates,28,1989,45.654
estimates,28,1990,47.697
estimates,28,1991,47.223
estimates,28,1992,47.292
estimates,28,1993,47.537
estimates,28,1994,47.566
estimates,28,1995,47.305
estimates,28,1996,46.376
estimates,28,1997,45.8
estimates,28,1998,45.623
estimates,28,1999,45.732
estimates,28,2000,45.869
estimates,28,2001,45.474
estimates,28,2002,44.94
estimates,28,2003,44.465
estimates,28,2004,44.161
estimates,28,2005,43.984
estimates,28,2006,43.225
estimates,28,2007,42.358
estimates,28,2008,41.419
estimates,28,2009,40.43
estimates,28,2010,39.429
estimates,28,2011,38.512
estimates,28,2012,37.604
estimates,28,2013,36.735
estimates,28,2014,35.935
estimates,28,2015,35.216
medium_variant,28,2015,35.216
medium_variant,28,2016,34.648
medium_variant,28,2017,34.141
medium_variant,28,2018,33.702
medium_variant,28,2019,33.324
medium_variant,28,2020,33.006
medium_variant,28,2021,32.779
medium_variant,28,2022,32.591
medium_variant,28,2023,32.442
medium_variant,28,2024,32.31
medium_variant,28,2025,32.187
medium_variant,28,2026,32.097
medium_variant,28,2027,31.993
medium_variant,28,2028,31.893
medium_variant,28,2029,31.814
medium_variant,28,2030,31.762
medium_variant,28,2031,31.74
medium_variant,28,2032,31.742
medium_variant,28,2033,31.735
medium_variant,28,2034,31.686
medium_variant,28,2035,31.582
medium_variant,28,2036,31.442
medium_variant,28,2037,31.25
medium_variant,28,2038,31.009
medium_variant,28,2039,30.725
medium_variant,28,2040,30.411
medium_variant,28,2041,30.096
medium_variant,28,2042,29.747
medium_variant,28,2043,29.391
medium_variant,28,2044,29.061
medium_variant,28,2045,28.768
medium_variant,28,2046,28.544
medium_variant,28,2047,28.355
medium_variant,28,2048,28.196
medium_variant,28,2049,28.053
medium_variant,28,2050,27.918
medium_variant,28,2051,27.816
medium_variant,28,2052,27.726
medium_variant,28,2053,27.65
medium_variant,28,2054,27.581
medium_variant,28,2055,27.533
medium_variant,28,2056,27.52
medium_variant,28,2057,27.508
medium_variant,28,2058,27.503
medium_variant,28,2059,27.494
medium_variant,28,2060,27.483
medium_variant,28,2061,27.478
medium_variant,28,2062,27.47
medium_variant,28,2063,27.45
medium_variant,28,2064,27.419
medium_variant,28,2065,27.371
medium_variant,28,2066,27.332
medium_variant,28,2067,27.279
medium_variant,28,2068,27.211
medium_variant,28,2069,27.136
medium_variant,28,2070,27.051
medium_variant,28,2071,26.987
medium_variant,28,2072,26.915
