variant,country,year,populationgrowthrate
estimates,670,1950,1.571
estimates,670,1951,1.668
estimates,670,1952,1.828
estimates,670,1953,1.947
estimates,670,1954,2.033
estimates,670,1955,2.079
estimates,670,1956,2.073
estimates,670,1957,2.015
estimates,670,1958,1.909
estimates,670,1959,1.748
estimates,670,1960,1.56
estimates,670,1961,1.375
estimates,670,1962,1.218
estimates,670,1963,1.107
estimates,670,1964,1.06
estimates,670,1965,1.04
estimates,670,1966,1.017
estimates,670,1967,1.001
estimates,670,1968,1.004
estimates,670,1969,1.027
estimates,670,1970,1.063
estimates,670,1971,1.099
estimates,670,1972,1.123
estimates,670,1973,1.126
estimates,670,1974,1.107
estimates,670,1975,1.084
estimates,670,1976,1.055
estimates,670,1977,1.02
estimates,670,1978,0.984
estimates,670,1979,0.94
estimates,670,1980,0.89
estimates,670,1981,0.838
estimates,670,1982,0.785
estimates,670,1983,0.747
estimates,670,1984,0.72
estimates,670,1985,0.697
estimates,670,1986,0.675
estimates,670,1987,0.632
estimates,670,1988,0.558
estimates,670,1989,0.453
estimates,670,1990,0.34
estimates,670,1991,0.231
estimates,670,1992,0.129
estimates,670,1993,0.058
estimates,670,1994,0.014
estimates,670,1995,-0.025
estimates,670,1996,-0.055
estimates,670,1997,-0.071
estimates,670,1998,-0.057
estimates,670,1999,-0.011
estimates,670,2000,0.05
estimates,670,2001,0.115
estimates,670,2002,0.167
estimates,670,2003,0.191
estimates,670,2004,0.181
estimates,670,2005,0.16
estimates,670,2006,0.139
estimates,670,2007,0.118
estimates,670,2008,0.094
estimates,670,2009,0.069
estimates,670,2010,0.04
estimates,670,2011,0.006
estimates,670,2012,-0.01
estimates,670,2013,0.013
estimates,670,2014,0.062
estimates,670,2015,0.131
medium_variant,670,2015,0.131
medium_variant,670,2016,0.202
medium_variant,670,2017,0.253
medium_variant,670,2018,0.268
medium_variant,670,2019,0.252
medium_variant,670,2020,0.225
medium_variant,670,2021,0.192
medium_variant,670,2022,0.163
medium_variant,670,2023,0.145
medium_variant,670,2024,0.132
medium_variant,670,2025,0.12
medium_variant,670,2026,0.105
medium_variant,670,2027,0.09
medium_variant,670,2028,0.077
medium_variant,670,2029,0.059
medium_variant,670,2030,0.051
medium_variant,670,2031,0.036
medium_variant,670,2032,0.02
medium_variant,670,2033,0.013
medium_variant,670,2034,0.005
medium_variant,670,2035,-0.004
medium_variant,670,2036,-0.013
medium_variant,670,2037,-0.021
medium_variant,670,2038,-0.041
medium_variant,670,2039,-0.066
medium_variant,670,2040,-0.096
medium_variant,670,2041,-0.128
medium_variant,670,2042,-0.158
medium_variant,670,2043,-0.189
medium_variant,670,2044,-0.214
medium_variant,670,2045,-0.238
medium_variant,670,2046,-0.261
medium_variant,670,2047,-0.287
medium_variant,670,2048,-0.313
medium_variant,670,2049,-0.334
medium_variant,670,2050,-0.353
medium_variant,670,2051,-0.369
medium_variant,670,2052,-0.39
medium_variant,670,2053,-0.411
medium_variant,670,2054,-0.429
medium_variant,670,2055,-0.446
medium_variant,670,2056,-0.463
medium_variant,670,2057,-0.478
medium_variant,670,2058,-0.495
medium_variant,670,2059,-0.511
medium_variant,670,2060,-0.522
medium_variant,670,2061,-0.537
medium_variant,670,2062,-0.551
medium_variant,670,2063,-0.564
medium_variant,670,2064,-0.58
medium_variant,670,2065,-0.597
medium_variant,670,2066,-0.61
medium_variant,670,2067,-0.62
medium_variant,670,2068,-0.642
medium_variant,670,2069,-0.657
medium_variant,670,2070,-0.667
medium_variant,670,2071,-0.682
medium_variant,670,2072,-0.694
medium_variant,670,2073,-0.706
medium_variant,670,2074,-0.723
medium_variant,670,2075,-0.734
medium_variant,670,2076,-0.739
medium_variant,670,2077,-0.751
medium_variant,670,2078,-0.763
medium_variant,670,2079,-0.774
medium_variant,670,2080,-0.786
medium_variant,670,2081,-0.797
medium_variant,670,2082,-0.806
medium_variant,670,2083,-0.815
medium_variant,670,2084,-0.824
medium_variant,670,2085,-0.831
medium_variant,670,2086,-0.837
medium_variant,670,2087,-0.844
medium_variant,670,2088,-0.85
medium_variant,670,2089,-0.856
medium_variant,670,2090,-0.86
medium_variant,670,2091,-0.864
medium_variant,670,2092,-0.864
medium_variant,670,2093,-0.871
medium_variant,670,2094,-0.877
medium_variant,670,2095,-0.876
medium_variant,670,2096,-0.883
medium_variant,670,2097,-0.89
medium_variant,670,2098,-0.884
medium_variant,670,2099,-0.887
