variant,country,year,populationgrowthrate
estimates,414,1950,3.11
estimates,414,1951,3.041
estimates,414,1952,3.059
estimates,414,1953,3.385
estimates,414,1954,4.002
estimates,414,1955,4.889
estimates,414,1956,5.997
estimates,414,1957,7.246
estimates,414,1958,8.535
estimates,414,1959,9.736
estimates,414,1960,10.71
estimates,414,1961,11.346
estimates,414,1962,11.583
estimates,414,1963,11.436
estimates,414,1964,11.019
estimates,414,1965,10.524
estimates,414,1966,10.052
estimates,414,1967,9.517
estimates,414,1968,8.851
estimates,414,1969,8.115
estimates,414,1970,7.386
estimates,414,1971,6.744
estimates,414,1972,6.289
estimates,414,1973,6.066
estimates,414,1974,6.029
estimates,414,1975,6.063
estimates,414,1976,6.061
estimates,414,1977,5.981
estimates,414,1978,5.813
estimates,414,1979,5.572
estimates,414,1980,5.23
estimates,414,1981,4.824
estimates,414,1982,4.556
estimates,414,1983,4.566
estimates,414,1984,4.774
estimates,414,1985,5.167
estimates,414,1986,5.541
estimates,414,1987,5.238
estimates,414,1988,3.817
estimates,414,1989,1.468
estimates,414,1990,-1.483
estimates,414,1991,-4.553
estimates,414,1992,-6.791
estimates,414,1993,-7.076
estimates,414,1994,-4.918
estimates,414,1995,-0.977
estimates,414,1996,3.148
estimates,414,1997,5.907
estimates,414,1998,6.593
estimates,414,1999,5.521
estimates,414,2000,3.747
estimates,414,2001,2.22
estimates,414,2002,1.397
estimates,414,2003,1.473
estimates,414,2004,2.419
estimates,414,2005,3.694
estimates,414,2006,4.748
estimates,414,2007,5.475
estimates,414,2008,5.935
estimates,414,2009,6.127
estimates,414,2010,6.199
estimates,414,2011,6.225
estimates,414,2012,6.007
estimates,414,2013,5.395
estimates,414,2014,4.481
estimates,414,2015,3.449
medium_variant,414,2015,3.449
medium_variant,414,2016,2.487
medium_variant,414,2017,1.752
medium_variant,414,2018,1.341
medium_variant,414,2019,1.244
medium_variant,414,2020,1.307
medium_variant,414,2021,1.366
medium_variant,414,2022,1.384
medium_variant,414,2023,1.368
medium_variant,414,2024,1.31
medium_variant,414,2025,1.243
medium_variant,414,2026,1.197
medium_variant,414,2027,1.165
medium_variant,414,2028,1.128
medium_variant,414,2029,1.086
medium_variant,414,2030,1.043
medium_variant,414,2031,1.002
medium_variant,414,2032,0.965
medium_variant,414,2033,0.933
medium_variant,414,2034,0.905
medium_variant,414,2035,0.88
medium_variant,414,2036,0.855
medium_variant,414,2037,0.829
medium_variant,414,2038,0.802
medium_variant,414,2039,0.774
medium_variant,414,2040,0.744
medium_variant,414,2041,0.716
medium_variant,414,2042,0.686
medium_variant,414,2043,0.653
medium_variant,414,2044,0.618
medium_variant,414,2045,0.582
medium_variant,414,2046,0.546
medium_variant,414,2047,0.512
medium_variant,414,2048,0.481
medium_variant,414,2049,0.453
medium_variant,414,2050,0.427
medium_variant,414,2051,0.402
medium_variant,414,2052,0.378
medium_variant,414,2053,0.355
medium_variant,414,2054,0.334
medium_variant,414,2055,0.314
medium_variant,414,2056,0.295
medium_variant,414,2057,0.279
medium_variant,414,2058,0.266
medium_variant,414,2059,0.256
medium_variant,414,2060,0.248
medium_variant,414,2061,0.241
medium_variant,414,2062,0.236
medium_variant,414,2063,0.234
medium_variant,414,2064,0.233
medium_variant,414,2065,0.233
medium_variant,414,2066,0.234
medium_variant,414,2067,0.235
medium_variant,414,2068,0.236
medium_variant,414,2069,0.237
medium_variant,414,2070,0.237
medium_variant,414,2071,0.238
medium_variant,414,2072,0.237
medium_variant,414,2073,0.236
medium_variant,414,2074,0.233
medium_variant,414,2075,0.229
medium_variant,414,2076,0.225
medium_variant,414,2077,0.219
medium_variant,414,2078,0.213
medium_variant,414,2079,0.205
medium_variant,414,2080,0.195
medium_variant,414,2081,0.186
medium_variant,414,2082,0.176
medium_variant,414,2083,0.166
medium_variant,414,2084,0.156
medium_variant,414,2085,0.146
medium_variant,414,2086,0.136
medium_variant,414,2087,0.126
medium_variant,414,2088,0.117
medium_variant,414,2089,0.108
medium_variant,414,2090,0.099
medium_variant,414,2091,0.091
medium_variant,414,2092,0.083
medium_variant,414,2093,0.075
medium_variant,414,2094,0.067
medium_variant,414,2095,0.06
medium_variant,414,2096,0.053
medium_variant,414,2097,0.047
medium_variant,414,2098,0.041
medium_variant,414,2099,0.037
