variant,country,year,populationgrowthrate
estimates,270,1950,0.494
estimates,270,1951,0.984
estimates,270,1952,1.939
estimates,270,1953,2.8
estimates,270,1954,3.495
estimates,270,1955,3.971
estimates,270,1956,4.189
estimates,270,1957,4.14
estimates,270,1958,3.837
estimates,270,1959,3.324
estimates,270,1960,2.695
estimates,270,1961,2.076
estimates,270,1962,1.611
estimates,270,1963,1.418
estimates,270,1964,1.493
estimates,270,1965,1.698
estimates,270,1966,1.894
estimates,270,1967,2.079
estimates,270,1968,2.284
estimates,270,1969,2.495
estimates,270,1970,2.723
estimates,270,1971,2.957
estimates,270,1972,3.124
estimates,270,1973,3.161
estimates,270,1974,3.088
estimates,270,1975,2.966
estimates,270,1976,2.867
estimates,270,1977,2.846
estimates,270,1978,2.933
estimates,270,1979,3.118
estimates,270,1980,3.326
estimates,270,1981,3.501
estimates,270,1982,3.684
estimates,270,1983,3.922
estimates,270,1984,4.191
estimates,270,1985,4.465
estimates,270,1986,4.692
estimates,270,1987,4.754
estimates,270,1988,4.573
estimates,270,1989,4.194
estimates,270,1990,3.736
estimates,270,1991,3.318
estimates,270,1992,3.008
estimates,270,1993,2.833
estimates,270,1994,2.79
estimates,270,1995,2.807
estimates,270,1996,2.824
estimates,270,1997,2.846
estimates,270,1998,2.895
estimates,270,1999,2.964
estimates,270,2000,3.045
estimates,270,2001,3.127
estimates,270,2002,3.19
estimates,270,2003,3.22
estimates,270,2004,3.218
estimates,270,2005,3.2
estimates,270,2006,3.182
estimates,270,2007,3.169
estimates,270,2008,3.161
estimates,270,2009,3.158
estimates,270,2010,3.155
estimates,270,2011,3.148
estimates,270,2012,3.134
estimates,270,2013,3.112
estimates,270,2014,3.083
estimates,270,2015,3.05
medium_variant,270,2015,3.05
medium_variant,270,2016,3.016
medium_variant,270,2017,2.982
medium_variant,270,2018,2.947
medium_variant,270,2019,2.911
medium_variant,270,2020,2.875
medium_variant,270,2021,2.838
medium_variant,270,2022,2.8
medium_variant,270,2023,2.763
medium_variant,270,2024,2.726
medium_variant,270,2025,2.688
medium_variant,270,2026,2.65
medium_variant,270,2027,2.613
medium_variant,270,2028,2.574
medium_variant,270,2029,2.536
medium_variant,270,2030,2.498
medium_variant,270,2031,2.46
medium_variant,270,2032,2.421
medium_variant,270,2033,2.382
medium_variant,270,2034,2.342
medium_variant,270,2035,2.303
medium_variant,270,2036,2.263
medium_variant,270,2037,2.222
medium_variant,270,2038,2.181
medium_variant,270,2039,2.139
medium_variant,270,2040,2.097
medium_variant,270,2041,2.055
medium_variant,270,2042,2.013
medium_variant,270,2043,1.971
medium_variant,270,2044,1.928
medium_variant,270,2045,1.887
medium_variant,270,2046,1.845
medium_variant,270,2047,1.804
medium_variant,270,2048,1.764
medium_variant,270,2049,1.725
medium_variant,270,2050,1.687
medium_variant,270,2051,1.649
medium_variant,270,2052,1.612
medium_variant,270,2053,1.576
medium_variant,270,2054,1.54
medium_variant,270,2055,1.505
medium_variant,270,2056,1.47
medium_variant,270,2057,1.436
medium_variant,270,2058,1.403
medium_variant,270,2059,1.37
medium_variant,270,2060,1.337
medium_variant,270,2061,1.305
medium_variant,270,2062,1.273
medium_variant,270,2063,1.242
medium_variant,270,2064,1.211
medium_variant,270,2065,1.181
medium_variant,270,2066,1.151
medium_variant,270,2067,1.12
medium_variant,270,2068,1.09
medium_variant,270,2069,1.06
medium_variant,270,2070,1.03
medium_variant,270,2071,1
medium_variant,270,2072,0.97
medium_variant,270,2073,0.94
medium_variant,270,2074,0.91
medium_variant,270,2075,0.88
medium_variant,270,2076,0.85
medium_variant,270,2077,0.821
medium_variant,270,2078,0.792
medium_variant,270,2079,0.763
medium_variant,270,2080,0.734
medium_variant,270,2081,0.706
medium_variant,270,2082,0.678
medium_variant,270,2083,0.651
medium_variant,270,2084,0.625
medium_variant,270,2085,0.599
medium_variant,270,2086,0.574
medium_variant,270,2087,0.549
medium_variant,270,2088,0.524
medium_variant,270,2089,0.499
medium_variant,270,2090,0.475
medium_variant,270,2091,0.451
medium_variant,270,2092,0.427
medium_variant,270,2093,0.405
medium_variant,270,2094,0.383
medium_variant,270,2095,0.362
medium_variant,270,2096,0.341
medium_variant,270,2097,0.321
medium_variant,270,2098,0.302
medium_variant,270,2099,0.283
