variant,country,year,populationgrowthrate
estimates,533,1950,0.521
estimates,533,1951,1.163
estimates,533,1952,2.399
estimates,533,1953,3.465
estimates,533,1954,4.266
estimates,533,1955,4.762
estimates,533,1956,4.916
estimates,533,1957,4.737
estimates,533,1958,4.26
estimates,533,1959,3.548
estimates,533,1960,2.693
estimates,533,1961,1.824
estimates,533,1962,1.121
estimates,533,1963,0.713
estimates,533,1964,0.583
estimates,533,1965,0.595
estimates,533,1966,0.602
estimates,533,1967,0.578
estimates,533,1968,0.575
estimates,533,1969,0.576
estimates,533,1970,0.604
estimates,533,1971,0.653
estimates,533,1972,0.671
estimates,533,1973,0.572
estimates,533,1974,0.342
estimates,533,1975,0.048
estimates,533,1976,-0.24
estimates,533,1977,-0.4
estimates,533,1978,-0.321
estimates,533,1979,-0.006
estimates,533,1980,0.487
estimates,533,1981,1.029
estimates,533,1982,1.331
estimates,533,1983,1.201
estimates,533,1984,0.659
estimates,533,1985,-0.153
estimates,533,1986,-0.956
estimates,533,1987,-1.265
estimates,533,1988,-0.652
estimates,533,1989,0.868
estimates,533,1990,2.858
estimates,533,1991,4.671
estimates,533,1992,5.754
estimates,533,1993,5.847
estimates,533,1994,5.121
estimates,533,1995,4.067
estimates,533,1996,3.094
estimates,533,1997,2.392
estimates,533,1998,2.037
estimates,533,1999,2.008
estimates,533,2000,2.14
estimates,533,2001,2.227
estimates,533,2002,2.169
estimates,533,2003,1.933
estimates,533,2004,1.53
estimates,533,2005,1.05
estimates,533,2006,0.591
estimates,533,2007,0.258
estimates,533,2008,0.115
estimates,533,2009,0.156
estimates,533,2010,0.295
estimates,533,2011,0.445
estimates,533,2012,0.553
estimates,533,2013,0.59
estimates,533,2014,0.556
estimates,533,2015,0.492
medium_variant,533,2015,0.492
medium_variant,533,2016,0.44
medium_variant,533,2017,0.403
medium_variant,533,2018,0.373
medium_variant,533,2019,0.362
medium_variant,533,2020,0.35
medium_variant,533,2021,0.332
medium_variant,533,2022,0.321
medium_variant,533,2023,0.306
medium_variant,533,2024,0.293
medium_variant,533,2025,0.281
medium_variant,533,2026,0.261
medium_variant,533,2027,0.242
medium_variant,533,2028,0.225
medium_variant,533,2029,0.202
medium_variant,533,2030,0.171
medium_variant,533,2031,0.142
medium_variant,533,2032,0.111
medium_variant,533,2033,0.077
medium_variant,533,2034,0.044
medium_variant,533,2035,0.005
medium_variant,533,2036,-0.029
medium_variant,533,2037,-0.062
medium_variant,533,2038,-0.098
medium_variant,533,2039,-0.131
medium_variant,533,2040,-0.164
medium_variant,533,2041,-0.196
medium_variant,533,2042,-0.223
medium_variant,533,2043,-0.241
medium_variant,533,2044,-0.262
medium_variant,533,2045,-0.28
medium_variant,533,2046,-0.294
medium_variant,533,2047,-0.302
medium_variant,533,2048,-0.3
medium_variant,533,2049,-0.298
medium_variant,533,2050,-0.292
medium_variant,533,2051,-0.283
medium_variant,533,2052,-0.275
medium_variant,533,2053,-0.26
medium_variant,533,2054,-0.243
medium_variant,533,2055,-0.23
medium_variant,533,2056,-0.211
medium_variant,533,2057,-0.193
medium_variant,533,2058,-0.182
medium_variant,533,2059,-0.168
medium_variant,533,2060,-0.151
medium_variant,533,2061,-0.141
medium_variant,533,2062,-0.134
medium_variant,533,2063,-0.121
medium_variant,533,2064,-0.118
medium_variant,533,2065,-0.113
medium_variant,533,2066,-0.11
medium_variant,533,2067,-0.113
medium_variant,533,2068,-0.115
medium_variant,533,2069,-0.117
medium_variant,533,2070,-0.122
medium_variant,533,2071,-0.13
medium_variant,533,2072,-0.139
medium_variant,533,2073,-0.145
medium_variant,533,2074,-0.154
medium_variant,533,2075,-0.167
medium_variant,533,2076,-0.175
medium_variant,533,2077,-0.183
medium_variant,533,2078,-0.195
medium_variant,533,2079,-0.205
medium_variant,533,2080,-0.213
medium_variant,533,2081,-0.225
medium_variant,533,2082,-0.235
medium_variant,533,2083,-0.244
medium_variant,533,2084,-0.252
medium_variant,533,2085,-0.252
medium_variant,533,2086,-0.256
medium_variant,533,2087,-0.267
medium_variant,533,2088,-0.268
medium_variant,533,2089,-0.264
medium_variant,533,2090,-0.268
medium_variant,533,2091,-0.27
medium_variant,533,2092,-0.27
medium_variant,533,2093,-0.266
medium_variant,533,2094,-0.262
medium_variant,533,2095,-0.261
medium_variant,533,2096,-0.263
medium_variant,533,2097,-0.263
medium_variant,533,2098,-0.254
medium_variant,533,2099,-0.25
