variant,country,year,populationgrowthrate
estimates,586,1950,1.147
estimates,586,1951,1.238
estimates,586,1952,1.413
estimates,586,1953,1.57
estimates,586,1954,1.712
estimates,586,1955,1.839
estimates,586,1956,1.955
estimates,586,1957,2.061
estimates,586,1958,2.159
estimates,586,1959,2.248
estimates,586,1960,2.33
estimates,586,1961,2.403
estimates,586,1962,2.466
estimates,586,1963,2.517
estimates,586,1964,2.558
estimates,586,1965,2.595
estimates,586,1966,2.63
estimates,586,1967,2.66
estimates,586,1968,2.681
estimates,586,1969,2.695
estimates,586,1970,2.706
estimates,586,1971,2.72
estimates,586,1972,2.748
estimates,586,1973,2.8
estimates,586,1974,2.872
estimates,586,1975,2.95
estimates,586,1976,3.02
estimates,586,1977,3.087
estimates,586,1978,3.155
estimates,586,1979,3.223
estimates,586,1980,3.284
estimates,586,1981,3.331
estimates,586,1982,3.355
estimates,586,1983,3.35
estimates,586,1984,3.318
estimates,586,1985,3.273
estimates,586,1986,3.222
estimates,586,1987,3.158
estimates,586,1988,3.071
estimates,586,1989,2.967
estimates,586,1990,2.853
estimates,586,1991,2.741
estimates,586,1992,2.647
estimates,586,1993,2.58
estimates,586,1994,2.538
estimates,586,1995,2.511
estimates,586,1996,2.485
estimates,586,1997,2.446
estimates,586,1998,2.389
estimates,586,1999,2.316
estimates,586,2000,2.237
estimates,586,2001,2.165
estimates,586,2002,2.109
estimates,586,2003,2.074
estimates,586,2004,2.058
estimates,586,2005,2.051
estimates,586,2006,2.044
estimates,586,2007,2.043
estimates,586,2008,2.052
estimates,586,2009,2.07
estimates,586,2010,2.091
estimates,586,2011,2.11
estimates,586,2012,2.116
estimates,586,2013,2.101
estimates,586,2014,2.067
estimates,586,2015,2.022
medium_variant,586,2015,2.022
medium_variant,586,2016,1.976
medium_variant,586,2017,1.932
medium_variant,586,2018,1.888
medium_variant,586,2019,1.845
medium_variant,586,2020,1.803
medium_variant,586,2021,1.759
medium_variant,586,2022,1.715
medium_variant,586,2023,1.671
medium_variant,586,2024,1.627
medium_variant,586,2025,1.583
medium_variant,586,2026,1.54
medium_variant,586,2027,1.5
medium_variant,586,2028,1.464
medium_variant,586,2029,1.432
medium_variant,586,2030,1.402
medium_variant,586,2031,1.372
medium_variant,586,2032,1.345
medium_variant,586,2033,1.32
medium_variant,586,2034,1.297
medium_variant,586,2035,1.275
medium_variant,586,2036,1.253
medium_variant,586,2037,1.231
medium_variant,586,2038,1.208
medium_variant,586,2039,1.183
medium_variant,586,2040,1.157
medium_variant,586,2041,1.131
medium_variant,586,2042,1.104
medium_variant,586,2043,1.074
medium_variant,586,2044,1.043
medium_variant,586,2045,1.011
medium_variant,586,2046,0.979
medium_variant,586,2047,0.946
medium_variant,586,2048,0.913
medium_variant,586,2049,0.879
medium_variant,586,2050,0.845
medium_variant,586,2051,0.812
medium_variant,586,2052,0.779
medium_variant,586,2053,0.747
medium_variant,586,2054,0.716
medium_variant,586,2055,0.686
medium_variant,586,2056,0.657
medium_variant,586,2057,0.629
medium_variant,586,2058,0.601
medium_variant,586,2059,0.575
medium_variant,586,2060,0.549
medium_variant,586,2061,0.524
medium_variant,586,2062,0.5
medium_variant,586,2063,0.477
medium_variant,586,2064,0.455
medium_variant,586,2065,0.434
medium_variant,586,2066,0.413
medium_variant,586,2067,0.392
medium_variant,586,2068,0.372
medium_variant,586,2069,0.353
medium_variant,586,2070,0.333
medium_variant,586,2071,0.315
medium_variant,586,2072,0.296
medium_variant,586,2073,0.277
medium_variant,586,2074,0.258
medium_variant,586,2075,0.239
medium_variant,586,2076,0.22
medium_variant,586,2077,0.202
medium_variant,586,2078,0.184
medium_variant,586,2079,0.166
medium_variant,586,2080,0.149
medium_variant,586,2081,0.132
medium_variant,586,2082,0.116
medium_variant,586,2083,0.099
medium_variant,586,2084,0.084
medium_variant,586,2085,0.068
medium_variant,586,2086,0.053
medium_variant,586,2087,0.038
medium_variant,586,2088,0.023
medium_variant,586,2089,0.009
medium_variant,586,2090,-0.006
medium_variant,586,2091,-0.02
medium_variant,586,2092,-0.033
medium_variant,586,2093,-0.046
medium_variant,586,2094,-0.058
medium_variant,586,2095,-0.069
medium_variant,586,2096,-0.08
medium_variant,586,2097,-0.09
medium_variant,586,2098,-0.1
medium_variant,586,2099,-0.109
