variant,country,year,populationgrowthrate
Estimates,170,1950,2.868
Estimates,170,1951,2.85
Estimates,170,1952,2.827
Estimates,170,1953,2.827
Estimates,170,1954,2.844
Estimates,170,1955,2.871
Estimates,170,1956,2.902
Estimates,170,1957,2.933
Estimates,170,1958,2.961
Estimates,170,1959,2.981
Estimates,170,1960,2.995
Estimates,170,1961,3.002
Estimates,170,1962,3.003
Estimates,170,1963,2.999
Estimates,170,1964,2.988
Estimates,170,1965,2.976
Estimates,170,1966,2.959
Estimates,170,1967,2.914
Estimates,170,1968,2.823
Estimates,170,1969,2.691
Estimates,170,1970,2.542
Estimates,170,1971,2.402
Estimates,170,1972,2.296
Estimates,170,1973,2.241
Estimates,170,1974,2.235
Estimates,170,1975,2.252
Estimates,170,1976,2.267
Estimates,170,1977,2.275
Estimates,170,1978,2.28
Estimates,170,1979,2.279
Estimates,170,1980,2.276
Estimates,170,1981,2.272
Estimates,170,1982,2.258
Estimates,170,1983,2.228
Estimates,170,1984,2.183
Estimates,170,1985,2.128
Estimates,170,1986,2.073
Estimates,170,1987,2.02
Estimates,170,1988,1.972
Estimates,170,1989,1.928
Estimates,170,1990,1.886
Estimates,170,1991,1.843
Estimates,170,1992,1.798
Estimates,170,1993,1.748
Estimates,170,1994,1.693
Estimates,170,1995,1.637
Estimates,170,1996,1.582
Estimates,170,1997,1.533
Estimates,170,1998,1.496
Estimates,170,1999,1.469
Estimates,170,2000,1.448
Estimates,170,2001,1.426
Estimates,170,2002,1.399
Estimates,170,2003,1.366
Estimates,170,2004,1.327
Estimates,170,2005,1.284
Estimates,170,2006,1.242
Estimates,170,2007,1.201
Estimates,170,2008,1.16
Estimates,170,2009,1.119
Estimates,170,2010,1.078
Estimates,170,2011,1.038
Estimates,170,2012,0.998
Estimates,170,2013,0.962
Estimates,170,2014,0.927
Estimates,170,2015,0.895
Medium_variant,170,2015,0.895
Medium_variant,170,2016,0.863
Medium_variant,170,2017,0.83
Medium_variant,170,2018,0.797
Medium_variant,170,2019,0.762
Medium_variant,170,2020,0.728
Medium_variant,170,2021,0.694
Medium_variant,170,2022,0.661
Medium_variant,170,2023,0.629
Medium_variant,170,2024,0.598
Medium_variant,170,2025,0.568
Medium_variant,170,2026,0.538
Medium_variant,170,2027,0.508
Medium_variant,170,2028,0.479
Medium_variant,170,2029,0.451
Medium_variant,170,2030,0.423
Medium_variant,170,2031,0.395
Medium_variant,170,2032,0.368
Medium_variant,170,2033,0.34
Medium_variant,170,2034,0.313
Medium_variant,170,2035,0.286
Medium_variant,170,2036,0.259
Medium_variant,170,2037,0.232
Medium_variant,170,2038,0.206
Medium_variant,170,2039,0.181
Medium_variant,170,2040,0.156
Medium_variant,170,2041,0.131
Medium_variant,170,2042,0.107
Medium_variant,170,2043,0.083
Medium_variant,170,2044,0.059
Medium_variant,170,2045,0.035
Medium_variant,170,2046,0.011
Medium_variant,170,2047,-0.011
Medium_variant,170,2048,-0.032
Medium_variant,170,2049,-0.051
Medium_variant,170,2050,-0.07
Medium_variant,170,2051,-0.087
Medium_variant,170,2052,-0.105
Medium_variant,170,2053,-0.123
Medium_variant,170,2054,-0.141
Medium_variant,170,2055,-0.159
Medium_variant,170,2056,-0.176
Medium_variant,170,2057,-0.192
Medium_variant,170,2058,-0.208
Medium_variant,170,2059,-0.222
Medium_variant,170,2060,-0.236
Medium_variant,170,2061,-0.25
Medium_variant,170,2062,-0.263
Medium_variant,170,2063,-0.277
Medium_variant,170,2064,-0.291
Medium_variant,170,2065,-0.305
Medium_variant,170,2066,-0.319
Medium_variant,170,2067,-0.332
Medium_variant,170,2068,-0.345
Medium_variant,170,2069,-0.358
Medium_variant,170,2070,-0.371
Medium_variant,170,2071,-0.383
Medium_variant,170,2072,-0.395
Medium_variant,170,2073,-0.407
Medium_variant,170,2074,-0.42
Medium_variant,170,2075,-0.432
Medium_variant,170,2076,-0.443
Medium_variant,170,2077,-0.454
Medium_variant,170,2078,-0.464
Medium_variant,170,2079,-0.472
Medium_variant,170,2080,-0.48
Medium_variant,170,2081,-0.487
Medium_variant,170,2082,-0.493
Medium_variant,170,2083,-0.499
Medium_variant,170,2084,-0.504
Medium_variant,170,2085,-0.508
Medium_variant,170,2086,-0.512
Medium_variant,170,2087,-0.515
Medium_variant,170,2088,-0.518
Medium_variant,170,2089,-0.521
Medium_variant,170,2090,-0.524
Medium_variant,170,2091,-0.526
Medium_variant,170,2092,-0.528
Medium_variant,170,2093,-0.529
Medium_variant,170,2094,-0.529
Medium_variant,170,2095,-0.528
Medium_variant,170,2096,-0.526
Medium_variant,170,2097,-0.524
Medium_variant,170,2098,-0.522
Medium_variant,170,2099,-0.52
