variant,country,year,populationgrowthrate
estimates,608,1950,3.522
estimates,608,1951,3.545
estimates,608,1952,3.569
estimates,608,1953,3.557
estimates,608,1954,3.522
estimates,608,1955,3.477
estimates,608,1956,3.431
estimates,608,1957,3.393
estimates,608,1958,3.366
estimates,608,1959,3.35
estimates,608,1960,3.341
estimates,608,1961,3.328
estimates,608,1962,3.298
estimates,608,1963,3.243
estimates,608,1964,3.167
estimates,608,1965,3.081
estimates,608,1966,3.002
estimates,608,1967,2.939
estimates,608,1968,2.901
estimates,608,1969,2.885
estimates,608,1970,2.881
estimates,608,1971,2.877
estimates,608,1972,2.867
estimates,608,1973,2.85
estimates,608,1974,2.826
estimates,608,1975,2.798
estimates,608,1976,2.773
estimates,608,1977,2.755
estimates,608,1978,2.745
estimates,608,1979,2.744
estimates,608,1980,2.744
estimates,608,1981,2.742
estimates,608,1982,2.735
estimates,608,1983,2.726
estimates,608,1984,2.713
estimates,608,1985,2.697
estimates,608,1986,2.679
estimates,608,1987,2.653
estimates,608,1988,2.616
estimates,608,1989,2.569
estimates,608,1990,2.516
estimates,608,1991,2.463
estimates,608,1992,2.414
estimates,608,1993,2.371
estimates,608,1994,2.334
estimates,608,1995,2.298
estimates,608,1996,2.26
estimates,608,1997,2.223
estimates,608,1998,2.19
estimates,608,1999,2.16
estimates,608,2000,2.135
estimates,608,2001,2.109
estimates,608,2002,2.07
estimates,608,2003,2.004
estimates,608,2004,1.915
estimates,608,2005,1.815
estimates,608,2006,1.72
estimates,608,2007,1.648
estimates,608,2008,1.613
estimates,608,2009,1.613
estimates,608,2010,1.631
estimates,608,2011,1.648
estimates,608,2012,1.653
estimates,608,2013,1.643
estimates,608,2014,1.616
estimates,608,2015,1.582
medium_variant,608,2015,1.582
medium_variant,608,2016,1.55
medium_variant,608,2017,1.521
medium_variant,608,2018,1.497
medium_variant,608,2019,1.476
medium_variant,608,2020,1.457
medium_variant,608,2021,1.437
medium_variant,608,2022,1.415
medium_variant,608,2023,1.391
medium_variant,608,2024,1.365
medium_variant,608,2025,1.337
medium_variant,608,2026,1.31
medium_variant,608,2027,1.283
medium_variant,608,2028,1.255
medium_variant,608,2029,1.228
medium_variant,608,2030,1.2
medium_variant,608,2031,1.172
medium_variant,608,2032,1.145
medium_variant,608,2033,1.117
medium_variant,608,2034,1.09
medium_variant,608,2035,1.063
medium_variant,608,2036,1.036
medium_variant,608,2037,1.009
medium_variant,608,2038,0.983
medium_variant,608,2039,0.958
medium_variant,608,2040,0.933
medium_variant,608,2041,0.908
medium_variant,608,2042,0.884
medium_variant,608,2043,0.86
medium_variant,608,2044,0.837
medium_variant,608,2045,0.813
medium_variant,608,2046,0.79
medium_variant,608,2047,0.768
medium_variant,608,2048,0.747
medium_variant,608,2049,0.727
medium_variant,608,2050,0.707
medium_variant,608,2051,0.687
medium_variant,608,2052,0.667
medium_variant,608,2053,0.647
medium_variant,608,2054,0.626
medium_variant,608,2055,0.604
medium_variant,608,2056,0.583
medium_variant,608,2057,0.562
medium_variant,608,2058,0.542
medium_variant,608,2059,0.523
medium_variant,608,2060,0.503
medium_variant,608,2061,0.484
medium_variant,608,2062,0.465
medium_variant,608,2063,0.446
medium_variant,608,2064,0.427
medium_variant,608,2065,0.409
medium_variant,608,2066,0.39
medium_variant,608,2067,0.372
medium_variant,608,2068,0.354
medium_variant,608,2069,0.337
medium_variant,608,2070,0.32
medium_variant,608,2071,0.303
medium_variant,608,2072,0.286
medium_variant,608,2073,0.269
medium_variant,608,2074,0.253
medium_variant,608,2075,0.237
medium_variant,608,2076,0.221
medium_variant,608,2077,0.206
medium_variant,608,2078,0.19
medium_variant,608,2079,0.176
medium_variant,608,2080,0.162
medium_variant,608,2081,0.148
medium_variant,608,2082,0.134
medium_variant,608,2083,0.122
medium_variant,608,2084,0.109
medium_variant,608,2085,0.098
medium_variant,608,2086,0.086
medium_variant,608,2087,0.075
medium_variant,608,2088,0.064
medium_variant,608,2089,0.054
medium_variant,608,2090,0.043
medium_variant,608,2091,0.032
medium_variant,608,2092,0.022
medium_variant,608,2093,0.012
medium_variant,608,2094,0.002
medium_variant,608,2095,-0.008
medium_variant,608,2096,-0.017
medium_variant,608,2097,-0.027
medium_variant,608,2098,-0.037
medium_variant,608,2099,-0.047
