variant,country,year,populationgrowthrate
estimates,792,1950,2.504
estimates,792,1951,2.506
estimates,792,1952,2.511
estimates,792,1953,2.512
estimates,792,1954,2.512
estimates,792,1955,2.507
estimates,792,1956,2.5
estimates,792,1957,2.488
estimates,792,1958,2.473
estimates,792,1959,2.455
estimates,792,1960,2.436
estimates,792,1961,2.417
estimates,792,1962,2.401
estimates,792,1963,2.39
estimates,792,1964,2.383
estimates,792,1965,2.378
estimates,792,1966,2.372
estimates,792,1967,2.369
estimates,792,1968,2.371
estimates,792,1969,2.378
estimates,792,1970,2.387
estimates,792,1971,2.395
estimates,792,1972,2.394
estimates,792,1973,2.379
estimates,792,1974,2.352
estimates,792,1975,2.316
estimates,792,1976,2.278
estimates,792,1977,2.251
estimates,792,1978,2.243
estimates,792,1979,2.251
estimates,792,1980,2.267
estimates,792,1981,2.278
estimates,792,1982,2.265
estimates,792,1983,2.219
estimates,792,1984,2.142
estimates,792,1985,2.051
estimates,792,1986,1.963
estimates,792,1987,1.884
estimates,792,1988,1.817
estimates,792,1989,1.763
estimates,792,1990,1.714
estimates,792,1991,1.666
estimates,792,1992,1.626
estimates,792,1993,1.602
estimates,792,1994,1.592
estimates,792,1995,1.589
estimates,792,1996,1.587
estimates,792,1997,1.579
estimates,792,1998,1.561
estimates,792,1999,1.534
estimates,792,2000,1.506
estimates,792,2001,1.482
estimates,792,2002,1.454
estimates,792,2003,1.411
estimates,792,2004,1.357
estimates,792,2005,1.293
estimates,792,2006,1.232
estimates,792,2007,1.205
estimates,792,2008,1.236
estimates,792,2009,1.322
estimates,792,2010,1.43
estimates,792,2011,1.527
estimates,792,2012,1.594
estimates,792,2013,1.623
estimates,792,2014,1.613
estimates,792,2015,1.586
medium_variant,792,2015,1.586
medium_variant,792,2016,1.556
medium_variant,792,2017,1.49
medium_variant,792,2018,1.354
medium_variant,792,2019,1.158
medium_variant,792,2020,0.927
medium_variant,792,2021,0.701
medium_variant,792,2022,0.523
medium_variant,792,2023,0.43
medium_variant,792,2024,0.42
medium_variant,792,2025,0.456
medium_variant,792,2026,0.494
medium_variant,792,2027,0.523
medium_variant,792,2028,0.543
medium_variant,792,2029,0.551
medium_variant,792,2030,0.555
medium_variant,792,2031,0.565
medium_variant,792,2032,0.571
medium_variant,792,2033,0.564
medium_variant,792,2034,0.543
medium_variant,792,2035,0.516
medium_variant,792,2036,0.487
medium_variant,792,2037,0.46
medium_variant,792,2038,0.435
medium_variant,792,2039,0.413
medium_variant,792,2040,0.393
medium_variant,792,2041,0.371
medium_variant,792,2042,0.349
medium_variant,792,2043,0.326
medium_variant,792,2044,0.303
medium_variant,792,2045,0.28
medium_variant,792,2046,0.257
medium_variant,792,2047,0.235
medium_variant,792,2048,0.213
medium_variant,792,2049,0.191
medium_variant,792,2050,0.17
medium_variant,792,2051,0.148
medium_variant,792,2052,0.127
medium_variant,792,2053,0.105
medium_variant,792,2054,0.083
medium_variant,792,2055,0.061
medium_variant,792,2056,0.039
medium_variant,792,2057,0.018
medium_variant,792,2058,-0.003
medium_variant,792,2059,-0.023
medium_variant,792,2060,-0.043
medium_variant,792,2061,-0.062
medium_variant,792,2062,-0.08
medium_variant,792,2063,-0.099
medium_variant,792,2064,-0.116
medium_variant,792,2065,-0.133
medium_variant,792,2066,-0.15
medium_variant,792,2067,-0.166
medium_variant,792,2068,-0.181
medium_variant,792,2069,-0.195
medium_variant,792,2070,-0.208
medium_variant,792,2071,-0.22
medium_variant,792,2072,-0.232
medium_variant,792,2073,-0.244
medium_variant,792,2074,-0.255
medium_variant,792,2075,-0.265
medium_variant,792,2076,-0.276
medium_variant,792,2077,-0.285
medium_variant,792,2078,-0.294
medium_variant,792,2079,-0.303
medium_variant,792,2080,-0.311
medium_variant,792,2081,-0.318
medium_variant,792,2082,-0.326
medium_variant,792,2083,-0.333
medium_variant,792,2084,-0.342
medium_variant,792,2085,-0.35
medium_variant,792,2086,-0.357
medium_variant,792,2087,-0.365
medium_variant,792,2088,-0.372
medium_variant,792,2089,-0.378
medium_variant,792,2090,-0.384
medium_variant,792,2091,-0.389
medium_variant,792,2092,-0.394
medium_variant,792,2093,-0.399
medium_variant,792,2094,-0.404
medium_variant,792,2095,-0.408
medium_variant,792,2096,-0.412
medium_variant,792,2097,-0.415
medium_variant,792,2098,-0.417
medium_variant,792,2099,-0.418
