variant,country,year,populationgrowthrate
estimates,678,1950,-1.342
estimates,678,1951,-1.248
estimates,678,1952,-0.884
estimates,678,1953,-0.248
estimates,678,1954,0.528
estimates,678,1955,1.282
estimates,678,1956,1.844
estimates,678,1957,2.108
estimates,678,1958,1.998
estimates,678,1959,1.528
estimates,678,1960,0.838
estimates,678,1961,0.139
estimates,678,1962,-0.291
estimates,678,1963,-0.171
estimates,678,1964,0.48
estimates,678,1965,1.421
estimates,678,1966,2.32
estimates,678,1967,2.927
estimates,678,1968,3.118
estimates,678,1969,2.916
estimates,678,1970,2.528
estimates,678,1971,2.164
estimates,678,1972,1.958
estimates,678,1973,1.981
estimates,678,1974,2.218
estimates,678,1975,2.547
estimates,678,1976,2.839
estimates,678,1977,2.975
estimates,678,1978,2.897
estimates,678,1979,2.627
estimates,678,1980,2.269
estimates,678,1981,1.94
estimates,678,1982,1.707
estimates,678,1983,1.6
estimates,678,1984,1.626
estimates,678,1985,1.716
estimates,678,1986,1.792
estimates,678,1987,1.859
estimates,678,1988,1.923
estimates,678,1989,1.98
estimates,678,1990,2.048
estimates,678,1991,2.116
estimates,678,1992,2.151
estimates,678,1993,2.124
estimates,678,1994,2.037
estimates,678,1995,1.918
estimates,678,1996,1.807
estimates,678,1997,1.753
estimates,678,1998,1.79
estimates,678,1999,1.907
estimates,678,2000,2.067
estimates,678,2001,2.217
estimates,678,2002,2.328
estimates,678,2003,2.385
estimates,678,2004,2.388
estimates,678,2005,2.364
estimates,678,2006,2.344
estimates,678,2007,2.325
estimates,678,2008,2.31
estimates,678,2009,2.302
estimates,678,2010,2.285
estimates,678,2011,2.269
estimates,678,2012,2.254
estimates,678,2013,2.239
estimates,678,2014,2.224
estimates,678,2015,2.21
medium_variant,678,2015,2.21
medium_variant,678,2016,2.195
medium_variant,678,2017,2.18
medium_variant,678,2018,2.167
medium_variant,678,2019,2.154
medium_variant,678,2020,2.142
medium_variant,678,2021,2.128
medium_variant,678,2022,2.115
medium_variant,678,2023,2.104
medium_variant,678,2024,2.095
medium_variant,678,2025,2.086
medium_variant,678,2026,2.076
medium_variant,678,2027,2.064
medium_variant,678,2028,2.047
medium_variant,678,2029,2.028
medium_variant,678,2030,2.005
medium_variant,678,2031,1.98
medium_variant,678,2032,1.957
medium_variant,678,2033,1.932
medium_variant,678,2034,1.905
medium_variant,678,2035,1.877
medium_variant,678,2036,1.847
medium_variant,678,2037,1.82
medium_variant,678,2038,1.792
medium_variant,678,2039,1.763
medium_variant,678,2040,1.734
medium_variant,678,2041,1.706
medium_variant,678,2042,1.679
medium_variant,678,2043,1.65
medium_variant,678,2044,1.62
medium_variant,678,2045,1.592
medium_variant,678,2046,1.564
medium_variant,678,2047,1.536
medium_variant,678,2048,1.509
medium_variant,678,2049,1.483
medium_variant,678,2050,1.461
medium_variant,678,2051,1.439
medium_variant,678,2052,1.415
medium_variant,678,2053,1.39
medium_variant,678,2054,1.366
medium_variant,678,2055,1.342
medium_variant,678,2056,1.318
medium_variant,678,2057,1.295
medium_variant,678,2058,1.274
medium_variant,678,2059,1.251
medium_variant,678,2060,1.229
medium_variant,678,2061,1.209
medium_variant,678,2062,1.189
medium_variant,678,2063,1.169
medium_variant,678,2064,1.15
medium_variant,678,2065,1.13
medium_variant,678,2066,1.11
medium_variant,678,2067,1.092
medium_variant,678,2068,1.073
medium_variant,678,2069,1.053
medium_variant,678,2070,1.034
medium_variant,678,2071,1.016
medium_variant,678,2072,0.996
medium_variant,678,2073,0.976
medium_variant,678,2074,0.956
medium_variant,678,2075,0.934
medium_variant,678,2076,0.915
medium_variant,678,2077,0.894
medium_variant,678,2078,0.873
medium_variant,678,2079,0.854
medium_variant,678,2080,0.834
medium_variant,678,2081,0.814
medium_variant,678,2082,0.794
medium_variant,678,2083,0.774
medium_variant,678,2084,0.754
medium_variant,678,2085,0.734
medium_variant,678,2086,0.713
medium_variant,678,2087,0.693
medium_variant,678,2088,0.673
medium_variant,678,2089,0.655
medium_variant,678,2090,0.637
medium_variant,678,2091,0.619
medium_variant,678,2092,0.602
medium_variant,678,2093,0.584
medium_variant,678,2094,0.568
medium_variant,678,2095,0.551
medium_variant,678,2096,0.535
medium_variant,678,2097,0.52
medium_variant,678,2098,0.505
medium_variant,678,2099,0.492
