variant,country,year,populationgrowthrate
estimates,426,1950,1.404
estimates,426,1951,1.404
estimates,426,1952,1.408
estimates,426,1953,1.417
estimates,426,1954,1.431
estimates,426,1955,1.453
estimates,426,1956,1.484
estimates,426,1957,1.525
estimates,426,1958,1.575
estimates,426,1959,1.635
estimates,426,1960,1.699
estimates,426,1961,1.764
estimates,426,1962,1.824
estimates,426,1963,1.872
estimates,426,1964,1.911
estimates,426,1965,1.948
estimates,426,1966,1.987
estimates,426,1967,2.021
estimates,426,1968,2.042
estimates,426,1969,2.053
estimates,426,1970,2.054
estimates,426,1971,2.053
estimates,426,1972,2.08
estimates,426,1973,2.16
estimates,426,1974,2.285
estimates,426,1975,2.426
estimates,426,1976,2.548
estimates,426,1977,2.627
estimates,426,1978,2.648
estimates,426,1979,2.615
estimates,426,1980,2.558
estimates,426,1981,2.502
estimates,426,1982,2.424
estimates,426,1983,2.301
estimates,426,1984,2.143
estimates,426,1985,1.96
estimates,426,1986,1.777
estimates,426,1987,1.653
estimates,426,1988,1.63
estimates,426,1989,1.702
estimates,426,1990,1.822
estimates,426,1991,1.932
estimates,426,1992,1.975
estimates,426,1993,1.916
estimates,426,1994,1.762
estimates,426,1995,1.563
estimates,426,1996,1.375
estimates,426,1997,1.217
estimates,426,1998,1.095
estimates,426,1999,1.011
estimates,426,2000,0.948
estimates,426,2001,0.891
estimates,426,2002,0.845
estimates,426,2003,0.819
estimates,426,2004,0.813
estimates,426,2005,0.819
estimates,426,2006,0.833
estimates,426,2007,0.864
estimates,426,2008,0.923
estimates,426,2009,1.005
estimates,426,2010,1.101
estimates,426,2011,1.195
estimates,426,2012,1.272
estimates,426,2013,1.319
estimates,426,2014,1.335
estimates,426,2015,1.334
medium_variant,426,2015,1.334
medium_variant,426,2016,1.332
medium_variant,426,2017,1.325
medium_variant,426,2018,1.311
medium_variant,426,2019,1.291
medium_variant,426,2020,1.267
medium_variant,426,2021,1.239
medium_variant,426,2022,1.213
medium_variant,426,2023,1.19
medium_variant,426,2024,1.171
medium_variant,426,2025,1.153
medium_variant,426,2026,1.136
medium_variant,426,2027,1.12
medium_variant,426,2028,1.108
medium_variant,426,2029,1.099
medium_variant,426,2030,1.093
medium_variant,426,2031,1.086
medium_variant,426,2032,1.081
medium_variant,426,2033,1.076
medium_variant,426,2034,1.073
medium_variant,426,2035,1.069
medium_variant,426,2036,1.066
medium_variant,426,2037,1.062
medium_variant,426,2038,1.057
medium_variant,426,2039,1.051
medium_variant,426,2040,1.045
medium_variant,426,2041,1.038
medium_variant,426,2042,1.03
medium_variant,426,2043,1.019
medium_variant,426,2044,1.007
medium_variant,426,2045,0.992
medium_variant,426,2046,0.977
medium_variant,426,2047,0.961
medium_variant,426,2048,0.945
medium_variant,426,2049,0.927
medium_variant,426,2050,0.909
medium_variant,426,2051,0.89
medium_variant,426,2052,0.87
medium_variant,426,2053,0.848
medium_variant,426,2054,0.825
medium_variant,426,2055,0.801
medium_variant,426,2056,0.777
medium_variant,426,2057,0.752
medium_variant,426,2058,0.727
medium_variant,426,2059,0.703
medium_variant,426,2060,0.678
medium_variant,426,2061,0.653
medium_variant,426,2062,0.629
medium_variant,426,2063,0.606
medium_variant,426,2064,0.583
medium_variant,426,2065,0.561
medium_variant,426,2066,0.539
medium_variant,426,2067,0.518
medium_variant,426,2068,0.497
medium_variant,426,2069,0.476
medium_variant,426,2070,0.456
medium_variant,426,2071,0.437
medium_variant,426,2072,0.417
medium_variant,426,2073,0.398
medium_variant,426,2074,0.38
medium_variant,426,2075,0.361
medium_variant,426,2076,0.343
medium_variant,426,2077,0.326
medium_variant,426,2078,0.309
medium_variant,426,2079,0.292
medium_variant,426,2080,0.275
medium_variant,426,2081,0.259
medium_variant,426,2082,0.243
medium_variant,426,2083,0.228
medium_variant,426,2084,0.212
medium_variant,426,2085,0.197
medium_variant,426,2086,0.182
medium_variant,426,2087,0.168
medium_variant,426,2088,0.153
medium_variant,426,2089,0.139
medium_variant,426,2090,0.125
medium_variant,426,2091,0.111
medium_variant,426,2092,0.097
medium_variant,426,2093,0.084
medium_variant,426,2094,0.071
medium_variant,426,2095,0.057
medium_variant,426,2096,0.044
medium_variant,426,2097,0.031
medium_variant,426,2098,0.018
medium_variant,426,2099,0.005
