variant,country,year,populationgrowthrate
estimates,686,1950,2.326
estimates,686,1951,2.352
estimates,686,1952,2.405
estimates,686,1953,2.46
estimates,686,1954,2.513
estimates,686,1955,2.563
estimates,686,1956,2.607
estimates,686,1957,2.645
estimates,686,1958,2.674
estimates,686,1959,2.697
estimates,686,1960,2.716
estimates,686,1961,2.732
estimates,686,1962,2.752
estimates,686,1963,2.777
estimates,686,1964,2.808
estimates,686,1965,2.835
estimates,686,1966,2.854
estimates,686,1967,2.876
estimates,686,1968,2.909
estimates,686,1969,2.95
estimates,686,1970,3.001
estimates,686,1971,3.048
estimates,686,1972,3.05
estimates,686,1973,2.973
estimates,686,1974,2.831
estimates,686,1975,2.659
estimates,686,1976,2.502
estimates,686,1977,2.415
estimates,686,1978,2.431
estimates,686,1979,2.543
estimates,686,1980,2.699
estimates,686,1981,2.845
estimates,686,1982,2.956
estimates,686,1983,3.025
estimates,686,1984,3.054
estimates,686,1985,3.059
estimates,686,1986,3.059
estimates,686,1987,3.059
estimates,686,1988,3.057
estimates,686,1989,3.054
estimates,686,1990,3.051
estimates,686,1991,3.043
estimates,686,1992,3.005
estimates,686,1993,2.917
estimates,686,1994,2.788
estimates,686,1995,2.642
estimates,686,1996,2.508
estimates,686,1997,2.416
estimates,686,1998,2.386
estimates,686,1999,2.413
estimates,686,2000,2.47
estimates,686,2001,2.529
estimates,686,2002,2.579
estimates,686,2003,2.619
estimates,686,2004,2.648
estimates,686,2005,2.669
estimates,686,2006,2.692
estimates,686,2007,2.724
estimates,686,2008,2.774
estimates,686,2009,2.836
estimates,686,2010,2.902
estimates,686,2011,2.958
estimates,686,2012,2.989
estimates,686,2013,2.984
estimates,686,2014,2.945
estimates,686,2015,2.89
medium_variant,686,2015,2.89
medium_variant,686,2016,2.834
medium_variant,686,2017,2.785
medium_variant,686,2018,2.741
medium_variant,686,2019,2.705
medium_variant,686,2020,2.672
medium_variant,686,2021,2.638
medium_variant,686,2022,2.603
medium_variant,686,2023,2.571
medium_variant,686,2024,2.54
medium_variant,686,2025,2.511
medium_variant,686,2026,2.483
medium_variant,686,2027,2.457
medium_variant,686,2028,2.432
medium_variant,686,2029,2.409
medium_variant,686,2030,2.387
medium_variant,686,2031,2.366
medium_variant,686,2032,2.344
medium_variant,686,2033,2.323
medium_variant,686,2034,2.302
medium_variant,686,2035,2.28
medium_variant,686,2036,2.258
medium_variant,686,2037,2.236
medium_variant,686,2038,2.213
medium_variant,686,2039,2.189
medium_variant,686,2040,2.164
medium_variant,686,2041,2.139
medium_variant,686,2042,2.113
medium_variant,686,2043,2.086
medium_variant,686,2044,2.058
medium_variant,686,2045,2.029
medium_variant,686,2046,2
medium_variant,686,2047,1.971
medium_variant,686,2048,1.942
medium_variant,686,2049,1.913
medium_variant,686,2050,1.883
medium_variant,686,2051,1.854
medium_variant,686,2052,1.825
medium_variant,686,2053,1.796
medium_variant,686,2054,1.768
medium_variant,686,2055,1.74
medium_variant,686,2056,1.713
medium_variant,686,2057,1.686
medium_variant,686,2058,1.66
medium_variant,686,2059,1.635
medium_variant,686,2060,1.61
medium_variant,686,2061,1.586
medium_variant,686,2062,1.563
medium_variant,686,2063,1.54
medium_variant,686,2064,1.517
medium_variant,686,2065,1.495
medium_variant,686,2066,1.474
medium_variant,686,2067,1.452
medium_variant,686,2068,1.43
medium_variant,686,2069,1.409
medium_variant,686,2070,1.387
medium_variant,686,2071,1.366
medium_variant,686,2072,1.344
medium_variant,686,2073,1.323
medium_variant,686,2074,1.302
medium_variant,686,2075,1.28
medium_variant,686,2076,1.259
medium_variant,686,2077,1.238
medium_variant,686,2078,1.217
medium_variant,686,2079,1.195
medium_variant,686,2080,1.174
medium_variant,686,2081,1.153
medium_variant,686,2082,1.131
medium_variant,686,2083,1.11
medium_variant,686,2084,1.087
medium_variant,686,2085,1.065
medium_variant,686,2086,1.043
medium_variant,686,2087,1.021
medium_variant,686,2088,0.999
medium_variant,686,2089,0.978
medium_variant,686,2090,0.958
medium_variant,686,2091,0.937
medium_variant,686,2092,0.917
medium_variant,686,2093,0.896
medium_variant,686,2094,0.876
medium_variant,686,2095,0.856
medium_variant,686,2096,0.836
medium_variant,686,2097,0.817
medium_variant,686,2098,0.798
medium_variant,686,2099,0.78
