variant,country,year,populationgrowthrate
estimates,96,1950,5.984
estimates,96,1951,5.82
estimates,96,1952,5.571
estimates,96,1953,5.436
estimates,96,1954,5.364
estimates,96,1955,5.314
estimates,96,1956,5.261
estimates,96,1957,5.173
estimates,96,1958,5.033
estimates,96,1959,4.876
estimates,96,1960,4.698
estimates,96,1961,4.541
estimates,96,1962,4.457
estimates,96,1963,4.45
estimates,96,1964,4.518
estimates,96,1965,4.618
estimates,96,1966,4.688
estimates,96,1967,4.724
estimates,96,1968,4.729
estimates,96,1969,4.703
estimates,96,1970,4.658
estimates,96,1971,4.601
estimates,96,1972,4.518
estimates,96,1973,4.389
estimates,96,1974,4.229
estimates,96,1975,4.058
estimates,96,1976,3.896
estimates,96,1977,3.731
estimates,96,1978,3.556
estimates,96,1979,3.384
estimates,96,1980,3.207
estimates,96,1981,3.045
estimates,96,1982,2.924
estimates,96,1983,2.852
estimates,96,1984,2.835
estimates,96,1985,2.838
estimates,96,1986,2.838
estimates,96,1987,2.837
estimates,96,1988,2.841
estimates,96,1989,2.848
estimates,96,1990,2.851
estimates,96,1991,2.85
estimates,96,1992,2.825
estimates,96,1993,2.762
estimates,96,1994,2.668
estimates,96,1995,2.554
estimates,96,1996,2.437
estimates,96,1997,2.328
estimates,96,1998,2.233
estimates,96,1999,2.149
estimates,96,2000,2.075
estimates,96,2001,2.004
estimates,96,2002,1.914
estimates,96,2003,1.792
estimates,96,2004,1.638
estimates,96,2005,1.47
estimates,96,2006,1.312
estimates,96,2007,1.201
estimates,96,2008,1.174
estimates,96,2009,1.225
estimates,96,2010,1.317
estimates,96,2011,1.406
estimates,96,2012,1.463
estimates,96,2013,1.474
estimates,96,2014,1.437
estimates,96,2015,1.377
medium_variant,96,2015,1.377
medium_variant,96,2016,1.318
medium_variant,96,2017,1.269
medium_variant,96,2018,1.226
medium_variant,96,2019,1.189
medium_variant,96,2020,1.156
medium_variant,96,2021,1.12
medium_variant,96,2022,1.082
medium_variant,96,2023,1.043
medium_variant,96,2024,1.004
medium_variant,96,2025,0.966
medium_variant,96,2026,0.928
medium_variant,96,2027,0.891
medium_variant,96,2028,0.853
medium_variant,96,2029,0.816
medium_variant,96,2030,0.78
medium_variant,96,2031,0.742
medium_variant,96,2032,0.707
medium_variant,96,2033,0.672
medium_variant,96,2034,0.636
medium_variant,96,2035,0.601
medium_variant,96,2036,0.568
medium_variant,96,2037,0.536
medium_variant,96,2038,0.504
medium_variant,96,2039,0.473
medium_variant,96,2040,0.445
medium_variant,96,2041,0.417
medium_variant,96,2042,0.388
medium_variant,96,2043,0.363
medium_variant,96,2044,0.337
medium_variant,96,2045,0.311
medium_variant,96,2046,0.286
medium_variant,96,2047,0.262
medium_variant,96,2048,0.237
medium_variant,96,2049,0.209
medium_variant,96,2050,0.182
medium_variant,96,2051,0.156
medium_variant,96,2052,0.13
medium_variant,96,2053,0.103
medium_variant,96,2054,0.077
medium_variant,96,2055,0.051
medium_variant,96,2056,0.026
medium_variant,96,2057,0.001
medium_variant,96,2058,-0.023
medium_variant,96,2059,-0.046
medium_variant,96,2060,-0.069
medium_variant,96,2061,-0.091
medium_variant,96,2062,-0.112
medium_variant,96,2063,-0.131
medium_variant,96,2064,-0.15
medium_variant,96,2065,-0.168
medium_variant,96,2066,-0.184
medium_variant,96,2067,-0.199
medium_variant,96,2068,-0.213
medium_variant,96,2069,-0.225
medium_variant,96,2070,-0.237
medium_variant,96,2071,-0.247
medium_variant,96,2072,-0.256
medium_variant,96,2073,-0.263
medium_variant,96,2074,-0.269
medium_variant,96,2075,-0.274
medium_variant,96,2076,-0.278
medium_variant,96,2077,-0.282
medium_variant,96,2078,-0.284
medium_variant,96,2079,-0.287
medium_variant,96,2080,-0.289
medium_variant,96,2081,-0.29
medium_variant,96,2082,-0.291
medium_variant,96,2083,-0.293
medium_variant,96,2084,-0.294
medium_variant,96,2085,-0.294
medium_variant,96,2086,-0.295
medium_variant,96,2087,-0.297
medium_variant,96,2088,-0.297
medium_variant,96,2089,-0.297
medium_variant,96,2090,-0.299
medium_variant,96,2091,-0.3
medium_variant,96,2092,-0.301
medium_variant,96,2093,-0.303
medium_variant,96,2094,-0.304
medium_variant,96,2095,-0.305
medium_variant,96,2096,-0.306
medium_variant,96,2097,-0.308
medium_variant,96,2098,-0.31
medium_variant,96,2099,-0.311
