variant,continent,year,oldagedependencyratio2064
estimates,935,1950,8.195
estimates,935,1951,8.253
estimates,935,1952,8.265
estimates,935,1953,8.224
estimates,935,1954,8.127
estimates,935,1955,7.977
estimates,935,1956,7.995
estimates,935,1957,7.958
estimates,935,1958,7.877
estimates,935,1959,7.763
estimates,935,1960,7.625
estimates,935,1961,7.705
estimates,935,1962,7.752
estimates,935,1963,7.768
estimates,935,1964,7.752
estimates,935,1965,7.705
estimates,935,1966,7.875
estimates,935,1967,8.02
estimates,935,1968,8.139
estimates,935,1969,8.227
estimates,935,1970,8.284
estimates,935,1971,8.406
estimates,935,1972,8.491
estimates,935,1973,8.547
estimates,935,1974,8.589
estimates,935,1975,8.625
estimates,935,1976,8.739
estimates,935,1977,8.839
estimates,935,1978,8.924
estimates,935,1979,8.989
estimates,935,1980,9.033
estimates,935,1981,9.123
estimates,935,1982,9.188
estimates,935,1983,9.23
estimates,935,1984,9.25
estimates,935,1985,9.254
estimates,935,1986,9.297
estimates,935,1987,9.317
estimates,935,1988,9.326
estimates,935,1989,9.337
estimates,935,1990,9.359
estimates,935,1991,9.446
estimates,935,1992,9.53
estimates,935,1993,9.618
estimates,935,1994,9.712
estimates,935,1995,9.817
estimates,935,1996,9.975
estimates,935,1997,10.132
estimates,935,1998,10.286
estimates,935,1999,10.433
estimates,935,2000,10.568
estimates,935,2001,10.739
estimates,935,2002,10.894
estimates,935,2003,11.029
estimates,935,2004,11.135
estimates,935,2005,11.211
estimates,935,2006,11.294
estimates,935,2007,11.352
estimates,935,2008,11.4
estimates,935,2009,11.46
estimates,935,2010,11.546
estimates,935,2011,11.68
estimates,935,2012,11.826
estimates,935,2013,12.002
estimates,935,2014,12.231
estimates,935,2015,12.524
medium_variant,935,2015,12.524
medium_variant,935,2016,12.907
medium_variant,935,2017,13.347
medium_variant,935,2018,13.818
medium_variant,935,2019,14.284
medium_variant,935,2020,14.726
medium_variant,935,2021,15.167
medium_variant,935,2022,15.581
medium_variant,935,2023,15.988
medium_variant,935,2024,16.416
medium_variant,935,2025,16.881
medium_variant,935,2026,17.386
medium_variant,935,2027,17.911
medium_variant,935,2028,18.464
medium_variant,935,2029,19.052
medium_variant,935,2030,19.679
medium_variant,935,2031,20.335
medium_variant,935,2032,21.018
medium_variant,935,2033,21.72
medium_variant,935,2034,22.424
medium_variant,935,2035,23.123
medium_variant,935,2036,23.802
medium_variant,935,2037,24.47
medium_variant,935,2038,25.118
medium_variant,935,2039,25.729
medium_variant,935,2040,26.296
medium_variant,935,2041,26.8
medium_variant,935,2042,27.252
medium_variant,935,2043,27.683
medium_variant,935,2044,28.128
medium_variant,935,2045,28.608
medium_variant,935,2046,29.099
medium_variant,935,2047,29.613
medium_variant,935,2048,30.165
medium_variant,935,2049,30.778
medium_variant,935,2050,31.47
medium_variant,935,2051,32.219
medium_variant,935,2052,33.039
medium_variant,935,2053,33.9
medium_variant,935,2054,34.75
medium_variant,935,2055,35.551
medium_variant,935,2056,36.266
medium_variant,935,2057,36.926
medium_variant,935,2058,37.535
medium_variant,935,2059,38.094
medium_variant,935,2060,38.605
medium_variant,935,2061,39.022
medium_variant,935,2062,39.388
medium_variant,935,2063,39.719
medium_variant,935,2064,40.034
medium_variant,935,2065,40.349
medium_variant,935,2066,40.625
medium_variant,935,2067,40.913
medium_variant,935,2068,41.213
medium_variant,935,2069,41.526
