variant,continent,year,oldagedependencyratio2064
estimates,904,1950,7.694
estimates,904,1951,7.732
estimates,904,1952,7.768
estimates,904,1953,7.798
estimates,904,1954,7.818
estimates,904,1955,7.826
estimates,904,1956,7.929
estimates,904,1957,8.013
estimates,904,1958,8.087
estimates,904,1959,8.158
estimates,904,1960,8.234
estimates,904,1961,8.373
estimates,904,1962,8.507
estimates,904,1963,8.629
estimates,904,1964,8.738
estimates,904,1965,8.831
estimates,904,1966,8.958
estimates,904,1967,9.063
estimates,904,1968,9.15
estimates,904,1969,9.222
estimates,904,1970,9.279
estimates,904,1971,9.357
estimates,904,1972,9.411
estimates,904,1973,9.447
estimates,904,1974,9.475
estimates,904,1975,9.497
estimates,904,1976,9.563
estimates,904,1977,9.621
estimates,904,1978,9.666
estimates,904,1979,9.689
estimates,904,1980,9.686
estimates,904,1981,9.692
estimates,904,1982,9.671
estimates,904,1983,9.64
estimates,904,1984,9.614
estimates,904,1985,9.602
estimates,904,1986,9.631
estimates,904,1987,9.661
estimates,904,1988,9.695
estimates,904,1989,9.736
estimates,904,1990,9.782
estimates,904,1991,9.869
estimates,904,1992,9.955
estimates,904,1993,10.037
estimates,904,1994,10.108
estimates,904,1995,10.167
estimates,904,1996,10.274
estimates,904,1997,10.37
estimates,904,1998,10.458
estimates,904,1999,10.547
estimates,904,2000,10.641
estimates,904,2001,10.761
estimates,904,2002,10.882
estimates,904,2003,11.006
estimates,904,2004,11.132
estimates,904,2005,11.261
estimates,904,2006,11.389
estimates,904,2007,11.521
estimates,904,2008,11.661
estimates,904,2009,11.815
estimates,904,2010,11.987
estimates,904,2011,12.175
estimates,904,2012,12.376
estimates,904,2013,12.6
estimates,904,2014,12.854
estimates,904,2015,13.144
medium_variant,904,2015,13.144
medium_variant,904,2016,13.461
medium_variant,904,2017,13.81
medium_variant,904,2018,14.186
medium_variant,904,2019,14.581
medium_variant,904,2020,14.988
medium_variant,904,2021,15.394
medium_variant,904,2022,15.811
medium_variant,904,2023,16.25
medium_variant,904,2024,16.723
medium_variant,904,2025,17.238
medium_variant,904,2026,17.765
medium_variant,904,2027,18.331
