variant,continent,year,oldagedependencyratio2064
estimates,908,1950,13.929
estimates,908,1951,14.111
estimates,908,1952,14.285
estimates,908,1953,14.446
estimates,908,1954,14.577
estimates,908,1955,14.667
estimates,908,1956,14.816
estimates,908,1957,14.92
estimates,908,1958,15.01
estimates,908,1959,15.123
estimates,908,1960,15.286
estimates,908,1961,15.572
estimates,908,1962,15.886
estimates,908,1963,16.222
estimates,908,1964,16.564
estimates,908,1965,16.903
estimates,908,1966,17.298
estimates,908,1967,17.67
estimates,908,1968,18.023
estimates,908,1969,18.368
estimates,908,1970,18.714
estimates,908,1971,19.108
estimates,908,1972,19.463
estimates,908,1973,19.789
estimates,908,1974,20.103
estimates,908,1975,20.407
estimates,908,1976,20.807
estimates,908,1977,21.198
estimates,908,1978,21.515
estimates,908,1979,21.659
estimates,908,1980,21.584
estimates,908,1981,21.394
estimates,908,1982,21.009
estimates,908,1983,20.551
estimates,908,1984,20.185
estimates,908,1985,19.998
estimates,908,1986,20.079
estimates,908,1987,20.289
estimates,908,1988,20.594
estimates,908,1989,20.94
estimates,908,1990,21.293
estimates,908,1991,21.744
estimates,908,1992,22.2
estimates,908,1993,22.629
estimates,908,1994,22.986
estimates,908,1995,23.249
estimates,908,1996,23.532
estimates,908,1997,23.709
estimates,908,1998,23.835
estimates,908,1999,23.987
estimates,908,2000,24.206
estimates,908,2001,24.582
estimates,908,2002,25.017
estimates,908,2003,25.444
estimates,908,2004,25.757
estimates,908,2005,25.897
estimates,908,2006,26.043
estimates,908,2007,26.069
estimates,908,2008,26.049
estimates,908,2009,26.087
estimates,908,2010,26.244
estimates,908,2011,26.564
estimates,908,2012,26.958
estimates,908,2013,27.424
estimates,908,2014,27.953
estimates,908,2015,28.534
medium_variant,908,2015,28.534
medium_variant,908,2016,29.202
medium_variant,908,2017,29.937
medium_variant,908,2018,30.718
medium_variant,908,2019,31.511
medium_variant,908,2020,32.303
medium_variant,908,2021,33.149
medium_variant,908,2022,33.998
medium_variant,908,2023,34.851
medium_variant,908,2024,35.716
medium_variant,908,2025,36.598
medium_variant,908,2026,37.517
medium_variant,908,2027,38.446
medium_variant,908,2028,39.37
medium_variant,908,2029,40.255
medium_variant,908,2030,41.073
medium_variant,908,2031,41.814
medium_variant,908,2032,42.509
medium_variant,908,2033,43.16
medium_variant,908,2034,43.784
medium_variant,908,2035,44.403
medium_variant,908,2036,44.989
medium_variant,908,2037,45.564
medium_variant,908,2038,46.138
medium_variant,908,2039,46.712
medium_variant,908,2040,47.276
medium_variant,908,2041,47.774
medium_variant,908,2042,48.281
medium_variant,908,2043,48.793
medium_variant,908,2044,49.314
medium_variant,908,2045,49.853
medium_variant,908,2046,50.373
medium_variant,908,2047,50.916
medium_variant,908,2048,51.487
medium_variant,908,2049,52.086
medium_variant,908,2050,52.705
medium_variant,908,2051,53.275
medium_variant,908,2052,53.878
medium_variant,908,2053,54.475
medium_variant,908,2054,55.004
medium_variant,908,2055,55.419
medium_variant,908,2056,55.643
medium_variant,908,2057,55.795
medium_variant,908,2058,55.867
medium_variant,908,2059,55.852
medium_variant,908,2060,55.754
medium_variant,908,2061,55.484
medium_variant,908,2062,55.169
medium_variant,908,2063,54.83
medium_variant,908,2064,54.496
medium_variant,908,2065,54.19
medium_variant,908,2066,53.807
medium_variant,908,2067,53.477
medium_variant,908,2068,53.214
medium_variant,908,2069,53.033
medium_variant,908,2070,52.943
medium_variant,908,2071,52.825
medium_variant,908,2072,52.819
medium_variant,908,2073,52.912
medium_variant,908,2074,53.076
medium_variant,908,2075,53.289
medium_variant,908,2076,53.426
medium_variant,908,2077,53.635
medium_variant,908,2078,53.905
medium_variant,908,2079,54.215
medium_variant,908,2080,54.552
medium_variant,908,2081,54.78
medium_variant,908,2082,55.063
medium_variant,908,2083,55.385
medium_variant,908,2084,55.729
medium_variant,908,2085,56.086
medium_variant,908,2086,56.283
medium_variant,908,2087,56.515
medium_variant,908,2088,56.77
medium_variant,908,2089,57.043
medium_variant,908,2090,57.329
medium_variant,908,2091,57.402
medium_variant,908,2092,57.501
medium_variant,908,2093,57.628
medium_variant,908,2094,57.789
medium_variant,908,2095,57.984
medium_variant,908,2096,57.95
medium_variant,908,2097,57.965
medium_variant,908,2098,58.038
medium_variant,908,2099,58.17
medium_variant,908,2100,58.359
high_variant,908,2015,28.5339759603858
low_variant,908,2015,28.5339759603858
constant_fertility,908,2015,28.5339759603858
instant_replacement,908,2015,28.5339759603858
zero_migration,908,2015,28.5339759603858
constant_mortality,908,2015,28.5339759603858
no_change,908,2015,28.5339759603858
high_variant,908,2020,32.3025275371835
low_variant,908,2020,32.3025275371835
constant_fertility,908,2020,32.3025275371835
instant_replacement,908,2020,32.3025273105929
zero_migration,908,2020,32.533407792077
constant_mortality,908,2020,31.9606439618514
no_change,908,2020,31.9606439618514
high_variant,908,2025,36.5977108552847
low_variant,908,2025,36.5977108552847
constant_fertility,908,2025,36.5977108552847
instant_replacement,908,2025,36.5977104716403
zero_migration,908,2025,37.1528093564838
constant_mortality,908,2025,35.6210587450739
no_change,908,2025,35.6210587450739
high_variant,908,2030,41.0725197433936
low_variant,908,2030,41.0725197433936
constant_fertility,908,2030,41.0725197433936
instant_replacement,908,2030,41.0725193579241
zero_migration,908,2030,42.0550441592344
constant_mortality,908,2030,39.1918944184434
no_change,908,2030,39.1918944184434
high_variant,908,2035,44.4034375990046
low_variant,908,2035,44.4034375990046
constant_fertility,908,2035,44.4034375990046
instant_replacement,908,2035,44.4034372393413
zero_migration,908,2035,45.8769691063702
constant_mortality,908,2035,41.397179598047
no_change,908,2035,41.397179598047
high_variant,908,2040,46.5733030443516
low_variant,908,2040,48.0000904617751
constant_fertility,908,2040,47.4650311478505
instant_replacement,908,2040,46.0108278101049
zero_migration,908,2040,49.3212118951806
constant_mortality,908,2040,42.9510871562917
no_change,908,2040,43.1243167017547
high_variant,908,2045,47.9989568002494
low_variant,908,2045,51.8565350970598
constant_fertility,908,2045,50.3888207502515
instant_replacement,908,2045,47.3694352484382
zero_migration,908,2045,52.5318242164251
constant_mortality,908,2045,44.0634292927296
no_change,908,2045,44.5414026208023
high_variant,908,2050,49.3631633344235
low_variant,908,2050,56.5319255646583
constant_fertility,908,2050,53.6527776422061
instant_replacement,908,2050,49.0055967421243
zero_migration,908,2050,56.0910854092944
constant_mortality,908,2050,45.3187403507463
no_change,908,2050,46.1420562560508
high_variant,908,2055,50.4844143592449
low_variant,908,2055,61.4161440781928
constant_fertility,908,2055,56.7986839028968
instant_replacement,908,2055,50.4774900381707
zero_migration,908,2055,59.4365953127713
constant_mortality,908,2055,46.3559586043068
no_change,908,2055,47.520490759759
high_variant,908,2060,49.3886886587735
low_variant,908,2060,63.9456115863304
constant_fertility,908,2060,57.6004529947675
instant_replacement,908,2060,49.7763726852014
zero_migration,908,2060,59.8915076425968
constant_mortality,908,2060,45.2874592102095
no_change,908,2060,46.7994084183242
high_variant,908,2065,46.592408511587
low_variant,908,2065,64.4956709818912
