country,year,variant,agebroad,feminityratio_femaleper100male
196,1950,estimates,total,102.766387975653
196,1950,estimates,0_1,92.3546209761163
196,1950,estimates,0_4,94.1176470588235
196,1950,estimates,0_14,95.679990810935
196,1950,estimates,0_17,96.0786640168481
196,1950,estimates,0_19,96.6130074346398
196,1950,estimates,0_24,98.6654440942819
196,1950,estimates,3_4,96.1181780878129
196,1950,estimates,3_5,96.4482100774324
196,1950,estimates,3_6,96.6776980272489
196,1950,estimates,4_5,96.8563263185243
196,1950,estimates,4_6,97.0397834274953
196,1950,estimates,5_10,97.1118457987649
196,1950,estimates,5_11,96.9323509711989
196,1950,estimates,5_14,96.6976479514416
196,1950,estimates,6_9,97.2611134681563
196,1950,estimates,6_10,97.1012298959319
196,1950,estimates,6_11,96.8915677859126
196,1950,estimates,6_12,96.7087990905892
196,1950,estimates,7_10,97.0162059103909
196,1950,estimates,7_12,96.5843438511841
196,1950,estimates,11_16,96.6736242255574
196,1950,estimates,11_17,97.0636497106831
196,1950,estimates,11_18,97.5771656156654
196,1950,estimates,12_14,96.1286131860994
196,1950,estimates,12_16,96.8499197431782
196,1950,estimates,12_17,97.2823505462441
196,1950,estimates,12_18,97.8469887335575
196,1950,estimates,13_17,97.6460871360727
196,1950,estimates,13_18,98.2581073061752
196,1950,estimates,13_19,99.0111323444657
196,1950,estimates,15plus,106.706518754111
196,1950,estimates,15_17,98.5439306768947
196,1950,estimates,15_24,104.749420659629
196,1950,estimates,15_49,107.346182806401
196,1950,estimates,15_59,106.893864037888
196,1950,estimates,15_64,106.728084672457
196,1950,estimates,16plus,106.99528814788
196,1950,estimates,17plus,107.269438437581
196,1950,estimates,18plus,107.51298245614
196,1950,estimates,18_23,107.222959122151
196,1950,estimates,20plus,107.82217304184
196,1950,estimates,20_64,107.982306222982
196,1950,estimates,20_69,107.685370661517
196,1950,estimates,21plus,107.865992512254
196,1950,estimates,25plus,107.440847371287
196,1950,estimates,25_49,108.869572381972
196,1950,estimates,25_64,107.577859541187
196,1950,estimates,25_69,107.247682923359
196,1950,estimates,50plus,104.905448874159
196,1950,estimates,60plus,105.552252458267
196,1950,estimates,65plus,106.493325917686
196,1950,estimates,70plus,109.851983422143
196,1950,estimates,75plus,111.274385609324
196,1950,estimates,80plus,113.178294573643
196,1950,estimates,85plus,109.846827133479
196,1950,estimates,90plus,97.7528089887641
196,1955,estimates,total,104.192738032858
196,1955,estimates,0_1,96.14543687748
196,1955,estimates,0_4,94.8925699195775
196,1955,estimates,0_14,95.3583316277617
196,1955,estimates,0_17,95.7261696505006
196,1955,estimates,0_19,96.1158803804362
196,1955,estimates,0_24,97.8829855032122
196,1955,estimates,3_4,93.9451745089727
196,1955,estimates,3_5,93.8871620985212
196,1955,estimates,3_6,93.8857345635202
196,1955,estimates,4_5,93.7944636190744
196,1955,estimates,4_6,93.8230147093601
196,1955,estimates,5_10,94.5217369106272
196,1955,estimates,5_11,94.8216650580234
196,1955,estimates,5_14,95.6191500445311
196,1955,estimates,6_9,94.4214168916606
196,1955,estimates,6_10,94.687314990808
196,1955,estimates,6_11,95.0201489151611
196,1955,estimates,6_12,95.3642539787019
196,1955,estimates,7_10,94.9099296138705
196,1955,estimates,7_12,95.6536397606271
196,1955,estimates,11_16,97.7906050955414
196,1955,estimates,11_17,97.8696634354179
196,1955,estimates,11_18,98.0854123048205
196,1955,estimates,12_14,97.9943842759727
196,1955,estimates,12_16,97.9609141565049
196,1955,estimates,12_17,98.0265603352144
196,1955,estimates,12_18,98.2547789289363
196,1955,estimates,13_17,98.0509683995923
196,1955,estimates,13_18,98.3148953659623
196,1955,estimates,13_19,98.7700534759359
196,1955,estimates,15plus,109.112176161141
196,1955,estimates,15_17,98.0594465322856
196,1955,estimates,15_24,103.248626373626
196,1955,estimates,15_49,110.042085574
196,1955,estimates,15_59,109.613480093942
196,1955,estimates,15_64,109.292121228337
196,1955,estimates,16plus,109.451967589016
196,1955,estimates,17plus,109.812431884668
196,1955,estimates,18plus,110.175833136064
196,1955,estimates,18_23,104.773014868712
196,1955,estimates,20plus,110.781371335026
196,1955,estimates,20_64,111.223783732194
196,1955,estimates,20_69,110.942109353191
196,1955,estimates,21plus,110.996365314718
196,1955,estimates,25plus,111.193926733913
196,1955,estimates,25_49,113.942636311057
196,1955,estimates,25_64,111.786662634777
196,1955,estimates,25_69,111.421164312413
196,1955,estimates,50plus,106.740496219785
196,1955,estimates,60plus,106.316329348641
196,1955,estimates,65plus,107.548814504881
196,1955,estimates,70plus,108.732448547798
196,1955,estimates,75plus,109.653514920889
196,1955,estimates,80plus,111.293743372216
196,1955,estimates,85plus,110.460251046025
196,1955,estimates,90plus,97
196,1960,estimates,total,103.408292090632
196,1960,estimates,0_1,96.485913359588
196,1960,estimates,0_4,96.2077407928322
196,1960,estimates,0_14,95.7537115465165
196,1960,estimates,0_17,96.4795308225349
196,1960,estimates,0_19,97.1024572935376
196,1960,estimates,0_24,98.7013410136447
196,1960,estimates,3_4,95.8708237427635
196,1960,estimates,3_5,95.7396893914512
196,1960,estimates,3_6,95.6217038898524
196,1960,estimates,4_5,95.602049530316
196,1960,estimates,4_6,95.4887576219512
196,1960,estimates,5_10,95.1260223668837
196,1960,estimates,5_11,95.115053610303
196,1960,estimates,5_14,95.50122391043
196,1960,estimates,6_9,95.0683261002116
196,1960,estimates,6_10,95.0573496181459
196,1960,estimates,6_11,95.0563129816242
196,1960,estimates,6_12,95.1080012169151
196,1960,estimates,7_10,95.0073159416152
196,1960,estimates,7_12,95.0832054762186
196,1960,estimates,11_16,97.3591266655964
196,1960,estimates,11_17,98.0888516345348
196,1960,estimates,11_18,98.7906552607582
196,1960,estimates,12_14,96.4555052790347
196,1960,estimates,12_16,97.9111405835544
196,1960,estimates,12_17,98.7232564199068
196,1960,estimates,12_18,99.4851199670477
196,1960,estimates,13_17,99.5841085695524
196,1960,estimates,13_18,100.400454058145
196,1960,estimates,13_19,101.086836283186
196,1960,estimates,15plus,108.128289454804
196,1960,estimates,15_17,101.801924783291
196,1960,estimates,15_24,105.581021485521
196,1960,estimates,15_49,108.326668372897
196,1960,estimates,15_59,107.786495402446
196,1960,estimates,15_64,108.619486320491
196,1960,estimates,16plus,108.403545569815
196,1960,estimates,17plus,108.591677289111
196,1960,estimates,18plus,108.709111417471
196,1960,estimates,18_23,106.895410414828
196,1960,estimates,20plus,108.878148391246
196,1960,estimates,20_64,109.547865999046
196,1960,estimates,20_69,108.675763241654
196,1960,estimates,21plus,108.952009844135
196,1960,estimates,25plus,109.042901716069
196,1960,estimates,25_49,109.926456627131
196,1960,estimates,25_64,109.873002500515
196,1960,estimates,25_69,108.81654538491
