country,year,variant,agebroad,feminityratio_femaleper100male
504,1950,estimates,total,101.052742978078
504,1950,estimates,0_1,93.1644649892578
504,1950,estimates,0_4,95.7972005782181
504,1950,estimates,0_14,98.8200173061894
504,1950,estimates,0_17,98.955297640763
504,1950,estimates,0_19,99.0375926809175
504,1950,estimates,0_24,99.298611482772
504,1950,estimates,3_4,98.8702888769977
504,1950,estimates,3_5,99.4863898787629
504,1950,estimates,3_6,99.9756600634097
504,1950,estimates,4_5,100.227523587599
504,1950,estimates,4_6,100.662070553692
504,1950,estimates,5_10,101.503950667231
504,1950,estimates,5_11,101.322942141189
504,1950,estimates,5_14,100.802748474611
504,1950,estimates,6_9,101.788616755124
504,1950,estimates,6_10,101.649485687273
504,1950,estimates,6_11,101.411910003925
504,1950,estimates,6_12,101.152861086486
504,1950,estimates,7_10,101.665404108513
504,1950,estimates,7_12,101.077553616555
504,1950,estimates,11_16,99.7266551243931
504,1950,estimates,11_17,99.7331241883709
504,1950,estimates,11_18,99.7460718826499
504,1950,estimates,12_14,99.5726602135143
504,1950,estimates,12_16,99.6267376493521
504,1950,estimates,12_17,99.6505659757953
504,1950,estimates,12_18,99.6768819790368
504,1950,estimates,13_17,99.6598975888489
504,1950,estimates,13_18,99.6892125550485
504,1950,estimates,13_19,99.7231386212029
504,1950,estimates,15plus,102.544454712252
504,1950,estimates,15_17,99.7307128265227
504,1950,estimates,15_24,100.160573395926
504,1950,estimates,15_49,101.184795106784
504,1950,estimates,15_59,101.550354502528
504,1950,estimates,15_64,101.723368370575
504,1950,estimates,16plus,102.660636739489
504,1950,estimates,17plus,102.784484419809
504,1950,estimates,18plus,102.915696753343
504,1950,estimates,18_23,100.182427652191
504,1950,estimates,20plus,103.201232267319
504,1950,estimates,20_64,102.210935092756
504,1950,estimates,20_69,102.234634489522
504,1950,estimates,21plus,103.355171748453
504,1950,estimates,25plus,103.950296009655
504,1950,estimates,25_49,102.025608983545
504,1950,estimates,25_64,102.714727088108
504,1950,estimates,25_69,102.724935795614
504,1950,estimates,50plus,108.859610129964
504,1950,estimates,60plus,115.109448177561
504,1950,estimates,65plus,120.279696685982
504,1950,estimates,70plus,142.174128973105
504,1950,estimates,75plus,129.508196721311
504,1950,estimates,80plus,125.097710776103
504,1950,estimates,85plus,140.335679480238
504,1950,estimates,90plus,170.877192982456
504,1955,estimates,total,100.906067472817
504,1955,estimates,0_1,99.3183817526302
504,1955,estimates,0_4,97.847555695505
504,1955,estimates,0_14,98.317717331966
504,1955,estimates,0_17,98.5500819021323
504,1955,estimates,0_19,98.6295328156258
504,1955,estimates,0_24,98.868054800192
504,1955,estimates,3_4,96.0870289171338
504,1955,estimates,3_5,95.8922311893699
504,1955,estimates,3_6,95.8178983811631
504,1955,estimates,4_5,95.5973386585887
504,1955,estimates,4_6,95.5832058169796
504,1955,estimates,5_10,96.8183527641971
504,1955,estimates,5_11,97.4027533262143
504,1955,estimates,5_14,98.7213483962367
504,1955,estimates,6_9,96.6078583145171
504,1955,estimates,6_10,97.1532082604544
504,1955,estimates,6_11,97.8078142499735
504,1955,estimates,6_12,98.4368179569507
504,1955,estimates,7_10,97.6164086857568
504,1955,estimates,7_12,99.010092377813
504,1955,estimates,11_16,101.574388728376
504,1955,estimates,11_17,101.279562693723
504,1955,estimates,11_18,101.052624126697
504,1955,estimates,12_14,102.318579500003
504,1955,estimates,12_16,101.592149837812
504,1955,estimates,12_17,101.243940796873
504,1955,estimates,12_18,100.988782166201
504,1955,estimates,13_17,100.956377717025
504,1955,estimates,13_18,100.705912870454
504,1955,estimates,13_19,100.567509439243
504,1955,estimates,15plus,102.786839601157
504,1955,estimates,15_17,100.165596923184
504,1955,estimates,15_24,100.047033115988
504,1955,estimates,15_49,101.206148176504
504,1955,estimates,15_59,101.853974972594
504,1955,estimates,15_64,102.04376260624
504,1955,estimates,16plus,102.853923734558
504,1955,estimates,17plus,102.958016960764
504,1955,estimates,18plus,103.0927682954
504,1955,estimates,18_23,99.9286150669581
504,1955,estimates,20plus,103.385528022642
504,1955,estimates,20_64,102.511831519167
504,1955,estimates,20_69,102.752182177559
504,1955,estimates,21plus,103.534861470068
504,1955,estimates,25plus,104.193134181993
504,1955,estimates,25_49,102.033290343382
504,1955,estimates,25_64,103.143242438947
504,1955,estimates,25_69,103.425526187069
504,1955,estimates,50plus,109.727452561932
504,1955,estimates,60plus,113.536957142207
504,1955,estimates,65plus,118.618220395173
504,1955,estimates,70plus,124.508538795234
504,1955,estimates,75plus,155.265232127374
504,1955,estimates,80plus,141.234221598878
504,1955,estimates,85plus,138.136112814224
504,1955,estimates,90plus,163.445378151261
504,1960,estimates,total,100.694423530634
504,1960,estimates,0_1,96.6998991646755
504,1960,estimates,0_4,97.6325503769536
504,1960,estimates,0_14,97.568077554248
504,1960,estimates,0_17,97.9351869648813
504,1960,estimates,0_19,98.199458550409
504,1960,estimates,0_24,98.4743407217774
504,1960,estimates,3_4,98.5157204899487
504,1960,estimates,3_5,98.5842417633864
504,1960,estimates,3_6,98.5971699050355
504,1960,estimates,4_5,98.6913630875083
504,1960,estimates,4_6,98.6754345790667
504,1960,estimates,5_10,98.1096300283814
504,1960,estimates,5_11,97.8529054016924
504,1960,estimates,5_14,97.5182349067853
504,1960,estimates,6_9,98.183499196367
504,1960,estimates,6_10,97.9570288605108
504,1960,estimates,6_11,97.6661817596061
504,1960,estimates,6_12,97.4067233230209
504,1960,estimates,7_10,97.7522811266782
504,1960,estimates,7_12,97.1398570897793
504,1960,estimates,11_16,97.4969371086305
504,1960,estimates,11_17,98.1559919459674
504,1960,estimates,11_18,98.6584550174658
504,1960,estimates,12_14,96.365992991215
504,1960,estimates,12_16,97.9010394952125
504,1960,estimates,12_17,98.6284663895085
