country,year,variant,agebroad,feminityratio_femaleper100male
120,1950,estimates,"Region, subregion, country or area *",Cameroon
120,1950,estimates,total,104.043709737478
120,1950,estimates,0_1,100.610290692896
120,1950,estimates,0_4,100.858567897988
120,1950,estimates,0_14,101.20692812416
120,1950,estimates,0_17,101.228173071976
120,1950,estimates,0_19,101.252507196627
120,1950,estimates,0_24,101.387228956804
120,1950,estimates,3_4,101.133121315925
120,1950,estimates,3_5,101.192540350682
120,1950,estimates,3_6,101.242583344005
120,1950,estimates,4_5,101.261656609984
120,1950,estimates,4_6,101.307867604632
120,1950,estimates,5_10,101.444247318277
120,1950,estimates,5_11,101.446916754421
120,1950,estimates,5_14,101.437145379391
120,1950,estimates,6_9,101.466243571507
120,1950,estimates,6_10,101.471550788138
120,1950,estimates,6_11,101.470392828554
120,1950,estimates,6_12,101.465255907996
120,1950,estimates,7_10,101.489105121057
120,1950,estimates,7_12,101.476028214579
120,1950,estimates,11_16,101.405089851609
120,1950,estimates,11_17,101.400534874504
120,1950,estimates,11_18,101.407925485192
120,1950,estimates,12_14,101.411763034118
120,1950,estimates,12_16,101.392479128096
120,1950,estimates,12_17,101.389083197726
120,1950,estimates,12_18,101.399146207905
120,1950,estimates,13_17,101.379806961204
120,1950,estimates,13_18,101.393147404348
120,1950,estimates,13_19,101.422972999496
120,1950,estimates,15plus,105.922403800116
120,1950,estimates,15_17,101.364692218351
120,1950,estimates,15_24,101.765633656596
120,1950,estimates,15_49,103.358906437912
120,1950,estimates,15_59,104.255016193518
120,1950,estimates,15_64,104.741920692199
120,1950,estimates,16plus,106.088180801658
120,1950,estimates,17plus,106.263107382789
120,1950,estimates,18plus,106.44609581873
120,1950,estimates,18_23,101.866318332778
120,1950,estimates,20plus,106.827248057468
120,1950,estimates,20_64,105.453317831147
120,1950,estimates,20_69,105.970743367281
120,1950,estimates,21plus,107.023610592329
120,1950,estimates,25plus,107.838808030835
120,1950,estimates,25_49,104.379793147119
120,1950,estimates,25_64,106.226917856832
120,1950,estimates,25_69,106.831378458966
120,1950,estimates,50plus,116.712336634151
120,1950,estimates,60plus,123.320037097399
120,1950,estimates,65plus,127.44094488189
120,1950,estimates,70plus,132.285822262275
120,1950,estimates,75plus,140.215684936182
120,1950,estimates,80plus,146.606722329266
120,1950,estimates,85plus,171.822222222222
120,1950,estimates,90plus,223.456790123457
120,1955,estimates,"Region, subregion, country or area *",Cameroon
120,1955,estimates,total,103.761169178978
120,1955,estimates,0_1,99.3656550115696
120,1955,estimates,0_4,99.9092689747928
120,1955,estimates,0_14,100.729713794241
120,1955,estimates,0_17,100.810373379394
120,1955,estimates,0_19,100.862952637083
120,1955,estimates,0_24,101.035012824632
120,1955,estimates,3_4,100.514637520955
120,1955,estimates,3_5,100.649259703882
120,1955,estimates,3_6,100.764949719813
120,1955,estimates,4_5,100.805140572151
120,1955,estimates,4_6,100.913812752415
120,1955,estimates,5_10,101.26220535565
120,1955,estimates,5_11,101.27628436608
120,1955,estimates,5_14,101.289117013979
120,1955,estimates,6_9,101.312632567196
120,1955,estimates,6_10,101.334250586513
120,1955,estimates,6_11,101.339767074733
120,1955,estimates,6_12,101.337306058319
120,1955,estimates,7_10,101.385329952656
120,1955,estimates,7_12,101.372750894739
120,1955,estimates,11_16,101.333342269195
120,1955,estimates,11_17,101.335115420076
120,1955,estimates,11_18,101.345825711343
120,1955,estimates,12_14,101.323130878368
120,1955,estimates,12_16,101.325625233599
120,1955,estimates,12_17,101.32894111858
120,1955,estimates,12_18,101.342136947075
120,1955,estimates,13_17,101.330588201179
120,1955,estimates,13_18,101.345880941838
120,1955,estimates,13_19,101.373389002012
120,1955,estimates,15plus,105.785264258915
120,1955,estimates,15_17,101.33509751068
120,1955,estimates,15_24,101.682349324904
120,1955,estimates,15_49,103.214616075498
120,1955,estimates,15_59,104.106742494668
120,1955,estimates,15_64,104.575232185865
120,1955,estimates,16plus,105.945769967669
120,1955,estimates,17plus,106.115772762472
120,1955,estimates,18plus,106.294258517639
120,1955,estimates,18_23,101.7632695933
120,1955,estimates,20plus,106.667846540108
120,1955,estimates,20_64,105.257897359797
120,1955,estimates,20_69,105.757016490019
120,1955,estimates,21plus,106.861323472821
120,1955,estimates,25plus,107.671147081896
120,1955,estimates,25_49,104.195768244945
120,1955,estimates,25_64,106.016022008555
120,1955,estimates,25_69,106.597964871346
120,1955,estimates,50plus,116.512280518199
120,1955,estimates,60plus,123.066441469007
120,1955,estimates,65plus,127.481949458484
120,1955,estimates,70plus,133.303597197807
120,1955,estimates,75plus,141.407059684204
120,1955,estimates,80plus,155.69596378725
120,1955,estimates,85plus,171.822222222222
120,1955,estimates,90plus,222.83950617284
120,1960,estimates,"Region, subregion, country or area *",Cameroon
120,1960,estimates,total,103.439867849461
120,1960,estimates,0_1,99.5916244272781
120,1960,estimates,0_4,99.6404004370665
120,1960,estimates,0_14,100.243055252947
120,1960,estimates,0_17,100.374082826359
120,1960,estimates,0_19,100.452829423066
120,1960,estimates,0_24,100.674611589785
120,1960,estimates,3_4,99.7142301710731
120,1960,estimates,3_5,99.7696962731464
120,1960,estimates,3_6,99.8336140319963
120,1960,estimates,4_5,99.8240297858463
120,1960,estimates,4_6,99.8940099417749
120,1960,estimates,5_10,100.317937438282
120,1960,estimates,5_11,100.41724926698
120,1960,estimates,5_14,100.653273528588
120,1960,estimates,6_9,100.316497023238
120,1960,estimates,6_10,100.41437758986
120,1960,estimates,6_11,100.517796098934
120,1960,estimates,6_12,100.615220254377
120,1960,estimates,7_10,100.516079705643
120,1960,estimates,7_12,100.722960141418
120,1960,estimates,11_16,101.250261175227
120,1960,estimates,11_17,101.250683051006
120,1960,estimates,11_18,101.261757446186
120,1960,estimates,12_14,101.298354121986
120,1960,estimates,12_16,101.285224035708
120,1960,estimates,12_17,101.280244636749
120,1960,estimates,12_18,101.289144506648
120,1960,estimates,13_17,101.282793468718
120,1960,estimates,13_18,101.292914016855
120,1960,estimates,13_19,101.320595122061
120,1960,estimates,15plus,105.6237282395
120,1960,estimates,15_17,101.260713443242
120,1960,estimates,15_24,101.619640956263
120,1960,estimates,15_49,103.083449270521
120,1960,estimates,15_59,103.939858352469
120,1960,estimates,15_64,104.406507659568
