country,variant,freq,year,noofbirth
740,estimates,5yearly,1950,55.796
740,estimates,5yearly,1955,61.947
740,estimates,5yearly,1960,69.298
740,estimates,5yearly,1965,69.191
740,estimates,5yearly,1970,63.406
740,estimates,5yearly,1975,53.874
740,estimates,5yearly,1980,53.89
740,estimates,5yearly,1985,55.053
740,estimates,5yearly,1990,56.797
740,estimates,5yearly,1995,55.645
740,estimates,5yearly,2000,53.901
740,estimates,5yearly,2005,52.01
740,estimates,5yearly,2010,51.387
740,constant_fertility,5yearly,2015,53.288
740,constant_mortality,5yearly,2015,50.519
740,high_variant,5yearly,2015,55.942
740,instant_replacement,5yearly,2015,46.324
740,low_variant,5yearly,2015,45.127
740,medium_variant,5yearly,2015,50.535
740,momentum,5yearly,2015,46.923
740,no_change,5yearly,2015,53.272
740,zero_migration,5yearly,2015,50.982
740,constant_fertility,5yearly,2020,54.517
740,constant_mortality,5yearly,2020,49.146
740,high_variant,5yearly,2020,58.038
740,instant_replacement,5yearly,2020,46.994
740,low_variant,5yearly,2020,40.349
740,medium_variant,5yearly,2020,49.194
740,momentum,5yearly,2020,48.499
740,no_change,5yearly,2020,54.465
740,zero_migration,5yearly,2020,50.445
740,constant_fertility,5yearly,2025,55.086
740,constant_mortality,5yearly,2025,47.508
740,high_variant,5yearly,2025,58.77
740,instant_replacement,5yearly,2025,47.152
740,low_variant,5yearly,2025,36.419
740,medium_variant,5yearly,2025,47.595
740,momentum,5yearly,2025,49.438
740,no_change,5yearly,2025,54.988
740,zero_migration,5yearly,2025,49.489
740,constant_fertility,5yearly,2030,55.358
740,constant_mortality,5yearly,2030,45.693
740,high_variant,5yearly,2030,57.302
740,instant_replacement,5yearly,2030,46.947
740,low_variant,5yearly,2030,34.463
740,medium_variant,5yearly,2030,45.826
740,momentum,5yearly,2030,49.863
740,no_change,5yearly,2030,55.2
740,zero_migration,5yearly,2030,48.184
740,constant_fertility,5yearly,2035,55.885
740,constant_mortality,5yearly,2035,43.884
740,high_variant,5yearly,2035,56.57
740,instant_replacement,5yearly,2035,46.154
740,low_variant,5yearly,2035,32.135
740,medium_variant,5yearly,2035,44.083
740,momentum,5yearly,2035,49.599
740,no_change,5yearly,2035,55.633
740,zero_migration,5yearly,2035,46.802
740,constant_fertility,5yearly,2040,56.896
740,constant_mortality,5yearly,2040,42.255
740,high_variant,5yearly,2040,56.942
740,instant_replacement,5yearly,2040,45.117
740,low_variant,5yearly,2040,29.518
740,medium_variant,5yearly,2040,42.543
740,momentum,5yearly,2040,49.087
740,no_change,5yearly,2040,56.503
740,zero_migration,5yearly,2040,45.622
740,constant_fertility,5yearly,2045,58.216
740,constant_mortality,5yearly,2045,40.693
740,high_variant,5yearly,2045,58.064
740,instant_replacement,5yearly,2045,44.124
740,low_variant,5yearly,2045,26.654
740,medium_variant,5yearly,2045,41.088
740,momentum,5yearly,2045,48.698
740,no_change,5yearly,2045,57.647
740,zero_migration,5yearly,2045,44.601
740,constant_fertility,5yearly,2050,59.534
740,constant_mortality,5yearly,2050,39.156
740,high_variant,5yearly,2050,59.266
740,instant_replacement,5yearly,2050,43.437
740,low_variant,5yearly,2050,23.871
740,medium_variant,5yearly,2050,39.672
740,momentum,5yearly,2050,48.678
740,no_change,5yearly,2050,58.756
740,zero_migration,5yearly,2050,43.662
740,constant_fertility,5yearly,2055,60.721
740,constant_mortality,5yearly,2055,37.569
740,high_variant,5yearly,2055,59.825
740,instant_replacement,5yearly,2055,43.168
740,low_variant,5yearly,2055,21.46
740,medium_variant,5yearly,2055,38.202
740,momentum,5yearly,2055,49.029
740,no_change,5yearly,2055,59.712
740,zero_migration,5yearly,2055,42.622
740,constant_fertility,5yearly,2060,61.854
740,constant_mortality,5yearly,2060,36.016
740,high_variant,5yearly,2060,59.766
740,instant_replacement,5yearly,2060,42.969
740,low_variant,5yearly,2060,19.555
740,medium_variant,5yearly,2060,36.761
740,momentum,5yearly,2060,49.35
740,no_change,5yearly,2060,60.598
740,zero_migration,5yearly,2060,41.517
740,constant_fertility,5yearly,2065,63.106
740,constant_mortality,5yearly,2065,34.551
740,high_variant,5yearly,2065,59.646
740,instant_replacement,5yearly,2065,42.561
740,low_variant,5yearly,2065,17.966
740,medium_variant,5yearly,2065,35.409
740,momentum,5yearly,2065,49.372
740,no_change,5yearly,2065,61.576
740,zero_migration,5yearly,2065,40.424
740,constant_fertility,5yearly,2070,64.559
740,constant_mortality,5yearly,2070,33.156
740,high_variant,5yearly,2070,59.941
740,instant_replacement,5yearly,2070,41.953
740,low_variant,5yearly,2070,16.414
740,medium_variant,5yearly,2070,34.127
740,momentum,5yearly,2070,49.159
740,no_change,5yearly,2070,62.722
740,zero_migration,5yearly,2070,39.364
740,constant_fertility,5yearly,2075,66.171
740,constant_mortality,5yearly,2075,31.916
740,high_variant,5yearly,2075,60.841
740,instant_replacement,5yearly,2075,41.338
740,low_variant,5yearly,2075,14.896
740,medium_variant,5yearly,2075,33.007
740,momentum,5yearly,2075,48.947
740,no_change,5yearly,2075,63.997
740,zero_migration,5yearly,2075,38.473
740,constant_fertility,5yearly,2080,67.857
740,constant_mortality,5yearly,2080,30.718
740,high_variant,5yearly,2080,61.894
740,instant_replacement,5yearly,2080,40.874
740,low_variant,5yearly,2080,13.412
740,medium_variant,5yearly,2080,31.924
740,momentum,5yearly,2080,48.9
740,no_change,5yearly,2080,65.318
740,zero_migration,5yearly,2080,37.62
740,constant_fertility,5yearly,2085,69.565
740,constant_mortality,5yearly,2085,29.576
740,high_variant,5yearly,2085,62.791
740,instant_replacement,5yearly,2085,40.594
740,low_variant,5yearly,2085,12.092
740,medium_variant,5yearly,2085,30.896
740,momentum,5yearly,2085,49.018
740,no_change,5yearly,2085,66.642
740,zero_migration,5yearly,2085,36.802
740,constant_fertility,5yearly,2090,71.328
740,constant_mortality,5yearly,2090,28.463
740,high_variant,5yearly,2090,63.373
740,instant_replacement,5yearly,2090,40.407
740,low_variant,5yearly,2090,10.961
740,medium_variant,5yearly,2090,29.884
740,momentum,5yearly,2090,49.173
740,no_change,5yearly,2090,67.993
740,zero_migration,5yearly,2090,35.955
740,constant_fertility,5yearly,2095,73.195
740,constant_mortality,5yearly,2095,27.417
740,high_variant,5yearly,2095,63.881
740,instant_replacement,5yearly,2095,40.18
740,low_variant,5yearly,2095,10.004
740,medium_variant,5yearly,2095,28.935
740,momentum,5yearly,2095,49.231
740,no_change,5yearly,2095,69.418
740,zero_migration,5yearly,2095,35.121
