country,variant,freq,year,noofbirth
768,estimates,5yearly,1950,340.461
768,estimates,5yearly,1955,361.254
768,estimates,5yearly,1960,392.468
768,estimates,5yearly,1965,459.768
768,estimates,5yearly,1970,545.971
768,estimates,5yearly,1975,611.94
768,estimates,5yearly,1980,689.004
768,estimates,5yearly,1985,774.263
768,estimates,5yearly,1990,821.69
768,estimates,5yearly,1995,908.71
768,estimates,5yearly,2000,1053.985
768,estimates,5yearly,2005,1168.344
768,estimates,5yearly,2010,1247.365
768,constant_fertility,5yearly,2015,1408.158
768,constant_mortality,5yearly,2015,1314.006
768,high_variant,5yearly,2015,1391.128
768,instant_replacement,5yearly,2015,709.99
768,low_variant,5yearly,2015,1239.967
768,medium_variant,5yearly,2015,1315.548
768,momentum,5yearly,2015,724.18
768,no_change,5yearly,2015,1406.503
768,zero_migration,5yearly,2015,1317.105
768,constant_fertility,5yearly,2020,1596.662
768,constant_mortality,5yearly,2020,1389.722
768,high_variant,5yearly,2020,1533.576
768,instant_replacement,5yearly,2020,796.27
768,low_variant,5yearly,2020,1257.829
768,medium_variant,5yearly,2020,1395.701
768,momentum,5yearly,2020,823.678
768,no_change,5yearly,2020,1589.783
768,zero_migration,5yearly,2020,1399.849
768,constant_fertility,5yearly,2025,1817.065
768,constant_mortality,5yearly,2025,1478.873
768,high_variant,5yearly,2025,1689.363
768,instant_replacement,5yearly,2025,898.801
768,low_variant,5yearly,2025,1295.112
768,medium_variant,5yearly,2025,1492.237
768,momentum,5yearly,2025,937.772
768,no_change,5yearly,2025,1800.682
768,zero_migration,5yearly,2025,1498.127
768,constant_fertility,5yearly,2030,2061.905
768,constant_mortality,5yearly,2030,1561.631
768,high_variant,5yearly,2030,1817.359
768,instant_replacement,5yearly,2030,973.056
768,low_variant,5yearly,2030,1357.052
768,medium_variant,5yearly,2030,1586.259
768,momentum,5yearly,2030,1021.11
768,no_change,5yearly,2030,2029.695
768,zero_migration,5yearly,2030,1593.257
768,constant_fertility,5yearly,2035,2336.659
768,constant_mortality,5yearly,2035,1626.49
768,high_variant,5yearly,2035,1952.857
768,instant_replacement,5yearly,2035,970.998
768,low_variant,5yearly,2035,1391.836
768,medium_variant,5yearly,2035,1667.636
768,momentum,5yearly,2035,1024.334
768,no_change,5yearly,2035,2278.671
