country,variant,freq,year,noofbirth
50,estimates,5yearly,1950,9249.629
50,estimates,5yearly,1955,10953.954
50,estimates,5yearly,1960,12766.442
50,estimates,5yearly,1965,14670.707
50,estimates,5yearly,1970,15973.106
50,estimates,5yearly,1975,17064.857
50,estimates,5yearly,1980,18421.704
50,estimates,5yearly,1985,18863.246
50,estimates,5yearly,1990,18554.837
50,estimates,5yearly,1995,18344.465
50,estimates,5yearly,2000,17875.234
50,estimates,5yearly,2005,16634.396
50,estimates,5yearly,2010,15828.452
50,constant_fertility,5yearly,2015,16394.505
50,constant_mortality,5yearly,2015,15277.81
50,high_variant,5yearly,2015,17134.531
50,instant_replacement,5yearly,2015,15864.944
50,low_variant,5yearly,2015,13437.443
50,medium_variant,5yearly,2015,15285.983
50,momentum,5yearly,2015,16176.925
50,no_change,5yearly,2015,16385.714
50,zero_migration,5yearly,2015,15397.712
50,constant_fertility,5yearly,2020,16690.503
50,constant_mortality,5yearly,2020,14552.149
50,high_variant,5yearly,2020,17586.389
50,instant_replacement,5yearly,2020,16016.59
50,low_variant,5yearly,2020,11568.802
50,medium_variant,5yearly,2020,14577.596
50,momentum,5yearly,2020,16622.503
50,no_change,5yearly,2020,16661.311
50,zero_migration,5yearly,2020,14849.745
50,constant_fertility,5yearly,2025,16652.179
50,constant_mortality,5yearly,2025,13733.136
50,high_variant,5yearly,2025,17530.287
50,instant_replacement,5yearly,2025,15884.091
50,low_variant,5yearly,2025,10028.132
50,medium_variant,5yearly,2025,13779.208
50,momentum,5yearly,2025,16665.029
50,no_change,5yearly,2025,16596.441
50,zero_migration,5yearly,2025,14129.021
50,constant_fertility,5yearly,2030,16454.451
50,constant_mortality,5yearly,2030,12876.705
50,high_variant,5yearly,2030,16810.327
50,instant_replacement,5yearly,2030,15580.726
50,low_variant,5yearly,2030,9175.073
50,medium_variant,5yearly,2030,12954.598
50,momentum,5yearly,2030,16469.205
50,no_change,5yearly,2030,16352.965
50,zero_migration,5yearly,2030,13342.22
50,constant_fertility,5yearly,2035,16422.839
50,constant_mortality,5yearly,2035,12086.422
50,high_variant,5yearly,2035,16508.423
50,instant_replacement,5yearly,2035,15327.109
50,low_variant,5yearly,2035,8241.014
50,medium_variant,5yearly,2035,12214.484
50,momentum,5yearly,2035,16317.152
50,no_change,5yearly,2035,16239.33
50,zero_migration,5yearly,2035,12637.514
50,constant_fertility,5yearly,2040,16587.905
50,constant_mortality,5yearly,2040,11440.615
50,high_variant,5yearly,2040,16633.993
50,instant_replacement,5yearly,2040,15209.145
50,low_variant,5yearly,2040,7333.266
50,medium_variant,5yearly,2040,11632.71
50,momentum,5yearly,2040,16319.327
50,no_change,5yearly,2040,16291.867
50,zero_migration,5yearly,2040,12110.797
50,constant_fertility,5yearly,2045,16774.056
50,constant_mortality,5yearly,2045,10851.555
50,high_variant,5yearly,2045,16862.536
50,instant_replacement,5yearly,2045,15165.763
50,low_variant,5yearly,2045,6475.354
50,medium_variant,5yearly,2045,11111.075
50,momentum,5yearly,2045,16414.272
50,no_change,5yearly,2045,16354.591
50,zero_migration,5yearly,2045,11657.664
50,constant_fertility,5yearly,2050,16881.351
50,constant_mortality,5yearly,2050,10296.177
50,high_variant,5yearly,2050,16986.896
50,instant_replacement,5yearly,2050,15113.321
50,low_variant,5yearly,2050,5737.142
50,medium_variant,5yearly,2050,10619.542
50,momentum,5yearly,2050,16488.519
50,no_change,5yearly,2050,16337.173
50,zero_migration,5yearly,2050,11231.663
50,constant_fertility,5yearly,2055,16949.549
50,constant_mortality,5yearly,2055,9782.233
50,high_variant,5yearly,2055,16980.234
50,instant_replacement,5yearly,2055,15009.754
50,low_variant,5yearly,2055,5151.156
50,medium_variant,5yearly,2055,10163.977
50,momentum,5yearly,2055,16484.602
50,no_change,5yearly,2055,16275.914
50,zero_migration,5yearly,2055,10828.174
50,constant_fertility,5yearly,2060,17056.178
50,constant_mortality,5yearly,2060,9303.693
50,high_variant,5yearly,2060,16941.247
50,instant_replacement,5yearly,2060,14877.574
50,low_variant,5yearly,2060,4670.437
50,medium_variant,5yearly,2060,9740.48
50,momentum,5yearly,2060,16432.123
50,no_change,5yearly,2060,16242.059
50,zero_migration,5yearly,2060,10444.241
