country,variant,freq,year,noofbirth
862,estimates,5yearly,1950,1410.346
862,estimates,5yearly,1955,1709.081
862,estimates,5yearly,1960,2076.416
862,estimates,5yearly,1965,2172.17
862,estimates,5yearly,1970,2172.009
862,estimates,5yearly,1975,2400.587
862,estimates,5yearly,1980,2610.467
862,estimates,5yearly,1985,2851.914
862,estimates,5yearly,1990,2876.901
862,estimates,5yearly,1995,2889.409
862,estimates,5yearly,2000,2943.588
862,estimates,5yearly,2005,2999.97
862,estimates,5yearly,2010,3019.141
862,constant_fertility,5yearly,2015,3145.4
862,constant_mortality,5yearly,2015,2989.484
862,high_variant,5yearly,2015,3317.163
862,instant_replacement,5yearly,2015,2739.998
862,low_variant,5yearly,2015,2662.373
862,medium_variant,5yearly,2015,2989.769
862,momentum,5yearly,2015,2750.75
862,no_change,5yearly,2015,3145.097
862,zero_migration,5yearly,2015,2994.826
862,constant_fertility,5yearly,2020,3239.17
862,constant_mortality,5yearly,2020,2930.685
862,high_variant,5yearly,2020,3471.161
862,instant_replacement,5yearly,2020,2815.625
862,low_variant,5yearly,2020,2392.32
862,medium_variant,5yearly,2020,2931.741
862,momentum,5yearly,2020,2839.525
862,no_change,5yearly,2020,3237.999
862,zero_migration,5yearly,2020,2944.727
862,constant_fertility,5yearly,2025,3314.314
862,constant_mortality,5yearly,2025,2867.744
862,high_variant,5yearly,2025,3559.44
862,instant_replacement,5yearly,2025,2874.841
862,low_variant,5yearly,2025,2180.508
862,medium_variant,5yearly,2025,2869.976
862,momentum,5yearly,2025,2906.338
862,no_change,5yearly,2025,3311.731
862,zero_migration,5yearly,2025,2886.568
862,constant_fertility,5yearly,2030,3386.141
862,constant_mortality,5yearly,2030,2796.112
862,high_variant,5yearly,2030,3534.681
862,instant_replacement,5yearly,2030,2895.519
862,low_variant,5yearly,2030,2079.385
862,medium_variant,5yearly,2030,2800.235
862,momentum,5yearly,2030,2931.197
862,no_change,5yearly,2030,3381.113
862,zero_migration,5yearly,2030,2817.74
862,constant_fertility,5yearly,2035,3472.206
862,constant_mortality,5yearly,2035,2723.308
862,high_variant,5yearly,2035,3572.103
862,instant_replacement,5yearly,2035,2873.53
862,low_variant,5yearly,2035,1944.331
862,medium_variant,5yearly,2035,2730.376
862,momentum,5yearly,2035,2913.145
862,no_change,5yearly,2035,3462.983
862,zero_migration,5yearly,2035,2749.005
862,constant_fertility,5yearly,2040,3571.689
862,constant_mortality,5yearly,2040,2650.041
862,high_variant,5yearly,2040,3655.606
862,instant_replacement,5yearly,2040,2844.856
862,low_variant,5yearly,2040,1787.191
862,medium_variant,5yearly,2040,2660.884
862,momentum,5yearly,2040,2889.229
862,no_change,5yearly,2040,3556.6
862,zero_migration,5yearly,2040,2681.534
862,constant_fertility,5yearly,2045,3673.951
862,constant_mortality,5yearly,2045,2568.614
862,high_variant,5yearly,2045,3742.81
862,instant_replacement,5yearly,2045,2826.843
862,low_variant,5yearly,2045,1620.777
862,medium_variant,5yearly,2045,2583.651
862,momentum,5yearly,2045,2876.642
862,no_change,5yearly,2045,3651.899
862,zero_migration,5yearly,2045,2606.86
862,constant_fertility,5yearly,2050,3775.049
862,constant_mortality,5yearly,2050,2490.057
862,high_variant,5yearly,2050,3819.282
862,instant_replacement,5yearly,2050,2823.247
862,low_variant,5yearly,2050,1470.881
862,medium_variant,5yearly,2050,2509.487
862,momentum,5yearly,2050,2878.657
862,no_change,5yearly,2050,3745.18
862,zero_migration,5yearly,2050,2535.294
862,constant_fertility,5yearly,2055,3877.226
862,constant_mortality,5yearly,2055,2413.271
862,high_variant,5yearly,2055,3871.486
862,instant_replacement,5yearly,2055,2832.646
862,low_variant,5yearly,2055,1344.777
862,medium_variant,5yearly,2055,2437.087
862,momentum,5yearly,2055,2892.911
862,no_change,5yearly,2055,3838.567
862,zero_migration,5yearly,2055,2464.964
862,constant_fertility,5yearly,2060,3983.799
862,constant_mortality,5yearly,2060,2342.322
862,high_variant,5yearly,2060,3913.151
862,instant_replacement,5yearly,2060,2839.363
862,low_variant,5yearly,2060,1242.381
862,medium_variant,5yearly,2060,2370.547
862,momentum,5yearly,2060,2903.456
862,no_change,5yearly,2060,3935.195
862,zero_migration,5yearly,2060,2399.837
862,constant_fertility,5yearly,2065,4096.132
862,constant_mortality,5yearly,2065,2275.417
862,high_variant,5yearly,2065,3962.539
862,instant_replacement,5yearly,2065,2834.179
862,low_variant,5yearly,2065,1151.568
862,medium_variant,5yearly,2065,2308.182
862,momentum,5yearly,2065,2901.396
862,no_change,5yearly,2065,4036.33
862,zero_migration,5yearly,2065,2338.541
862,constant_fertility,5yearly,2070,4213.373
862,constant_mortality,5yearly,2070,2210.799
862,high_variant,5yearly,2070,4029.435
862,instant_replacement,5yearly,2070,2822.289
862,low_variant,5yearly,2070,1062.944
862,medium_variant,5yearly,2070,2248.254
862,momentum,5yearly,2070,2892.647
862,no_change,5yearly,2070,4141.15
862,zero_migration,5yearly,2070,2279.726
862,constant_fertility,5yearly,2075,4334.311
862,constant_mortality,5yearly,2075,2147.915
862,high_variant,5yearly,2075,4107.143
862,instant_replacement,5yearly,2075,2812.819
862,low_variant,5yearly,2075,976.216
862,medium_variant,5yearly,2075,2190.117
862,momentum,5yearly,2075,2886.517
862,no_change,5yearly,2075,4248.507
862,zero_migration,5yearly,2075,2222.834
862,constant_fertility,5yearly,2080,4458.635
862,constant_mortality,5yearly,2080,2087.964
862,high_variant,5yearly,2080,4184.667
862,instant_replacement,5yearly,2080,2809.935
862,low_variant,5yearly,2080,896.223
862,medium_variant,5yearly,2080,2134.894
862,momentum,5yearly,2080,2886.999
862,no_change,5yearly,2080,4358.1
862,zero_migration,5yearly,2080,2168.844
862,constant_fertility,5yearly,2085,4586.914
862,constant_mortality,5yearly,2085,2028.742
862,high_variant,5yearly,2085,4251.543
862,instant_replacement,5yearly,2085,2811.861
862,low_variant,5yearly,2085,824.442
862,medium_variant,5yearly,2085,2080.256
862,momentum,5yearly,2085,2892.007
862,no_change,5yearly,2085,4470.453
862,zero_migration,5yearly,2085,2115.18
862,constant_fertility,5yearly,2090,4719.808
862,constant_mortality,5yearly,2090,1974.521
862,high_variant,5yearly,2090,4317.308
862,instant_replacement,5yearly,2090,2813.784
862,low_variant,5yearly,2090,763.037
862,medium_variant,5yearly,2090,2030.585
862,momentum,5yearly,2090,2896.521
862,no_change,5yearly,2090,4586.146
862,zero_migration,5yearly,2090,2066.206
862,constant_fertility,5yearly,2095,4857.548
862,constant_mortality,5yearly,2095,1923.944
862,high_variant,5yearly,2095,4388.311
862,instant_replacement,5yearly,2095,2812.025
862,low_variant,5yearly,2095,708.658
862,medium_variant,5yearly,2095,1984.533
862,momentum,5yearly,2095,2896.864
862,no_change,5yearly,2095,4705.35
862,zero_migration,5yearly,2095,2020.638
