country,variant,freq,year,noofbirth
320,estimates,5yearly,1950,884.221
320,estimates,5yearly,1955,978.468
320,estimates,5yearly,1960,1067.784
320,estimates,5yearly,1965,1198.45
320,estimates,5yearly,1970,1358.646
320,estimates,5yearly,1975,1527.124
320,estimates,5yearly,1980,1657.657
320,estimates,5yearly,1985,1725.71
320,estimates,5yearly,1990,1902.85
320,estimates,5yearly,1995,2014.952
320,estimates,5yearly,2000,2089.449
320,estimates,5yearly,2005,2021.789
320,estimates,5yearly,2010,2055.174
320,constant_fertility,5yearly,2015,2330.098
320,constant_mortality,5yearly,2015,2114.815
320,high_variant,5yearly,2015,2297.815
320,instant_replacement,5yearly,2015,1561.184
320,low_variant,5yearly,2015,1932.955
320,medium_variant,5yearly,2015,2115.385
320,momentum,5yearly,2015,1576.473
320,no_change,5yearly,2015,2329.472
320,zero_migration,5yearly,2015,2120.885
320,constant_fertility,5yearly,2020,2570.414
320,constant_mortality,5yearly,2020,2144.838
320,high_variant,5yearly,2020,2468.865
320,instant_replacement,5yearly,2020,1710.586
320,low_variant,5yearly,2020,1825.133
320,medium_variant,5yearly,2020,2146.998
320,momentum,5yearly,2020,1744.346
320,no_change,5yearly,2020,2567.83
320,zero_migration,5yearly,2020,2161.483
320,constant_fertility,5yearly,2025,2752.843
320,constant_mortality,5yearly,2025,2141.473
320,high_variant,5yearly,2025,2577.103
320,instant_replacement,5yearly,2025,1823.015
320,low_variant,5yearly,2025,1715.225
320,medium_variant,5yearly,2025,2146.166
320,momentum,5yearly,2025,1871.642
320,no_change,5yearly,2025,2746.844
320,zero_migration,5yearly,2025,2166.84
320,constant_fertility,5yearly,2030,2905.78
320,constant_mortality,5yearly,2030,2114.133
320,high_variant,5yearly,2030,2588.474
320,instant_replacement,5yearly,2030,1873.33
320,low_variant,5yearly,2030,1661.985
320,medium_variant,5yearly,2030,2122.8
320,momentum,5yearly,2030,1931.53
320,no_change,5yearly,2030,2893.777
320,zero_migration,5yearly,2030,2147.289
320,constant_fertility,5yearly,2035,3087.743
320,constant_mortality,5yearly,2035,2076.382
320,high_variant,5yearly,2035,2621.275
320,instant_replacement,5yearly,2035,1847.842
320,low_variant,5yearly,2035,1583.93
320,medium_variant,5yearly,2035,2091.177
320,momentum,5yearly,2035,1912.121
320,no_change,5yearly,2035,3065.096
320,zero_migration,5yearly,2035,2118.32
320,constant_fertility,5yearly,2040,3321.365
320,constant_mortality,5yearly,2040,2031.612
320,high_variant,5yearly,2040,2682.404
320,instant_replacement,5yearly,2040,1791.765
320,low_variant,5yearly,2040,1482.802
320,medium_variant,5yearly,2040,2054.556
320,momentum,5yearly,2040,1860.949
320,no_change,5yearly,2040,3282.491
320,zero_migration,5yearly,2040,2084.346
320,constant_fertility,5yearly,2045,3594.368
320,constant_mortality,5yearly,2045,1984.292
320,high_variant,5yearly,2045,2762.153
320,instant_replacement,5yearly,2045,1749.033
320,low_variant,5yearly,2045,1371.502
320,medium_variant,5yearly,2045,2016.721
320,momentum,5yearly,2045,1823.94
320,no_change,5yearly,2045,3534.204
320,zero_migration,5yearly,2045,2049.542
320,constant_fertility,5yearly,2050,3888.584
320,constant_mortality,5yearly,2050,1933.747
320,high_variant,5yearly,2050,2839.273
320,instant_replacement,5yearly,2050,1736.685
320,low_variant,5yearly,2050,1261.58
320,medium_variant,5yearly,2050,1976.127
320,momentum,5yearly,2050,1818.4
320,no_change,5yearly,2050,3802.857
320,zero_migration,5yearly,2050,2012.206
320,constant_fertility,5yearly,2055,4193.341
320,constant_mortality,5yearly,2055,1881.903
320,high_variant,5yearly,2055,2899.371
320,instant_replacement,5yearly,2055,1755.723
320,low_variant,5yearly,2055,1164.697
320,medium_variant,5yearly,2055,1934.021
320,momentum,5yearly,2055,1844.538
320,no_change,5yearly,2055,4077.864
320,zero_migration,5yearly,2055,1973.134
320,constant_fertility,5yearly,2060,4511.35
320,constant_mortality,5yearly,2060,1822.695
320,high_variant,5yearly,2060,2933.347
320,instant_replacement,5yearly,2060,1779.028
320,low_variant,5yearly,2060,1077.342
320,medium_variant,5yearly,2060,1883.918
320,momentum,5yearly,2060,1873.684
320,no_change,5yearly,2060,4361.187
320,zero_migration,5yearly,2060,1925.233
320,constant_fertility,5yearly,2065,4855.003
320,constant_mortality,5yearly,2065,1764.346
320,high_variant,5yearly,2065,2963.777
320,instant_replacement,5yearly,2065,1780.791
320,low_variant,5yearly,2065,1000.047
320,medium_variant,5yearly,2065,1834.464
