country,variant,freq,year,noofbirth
470,estimates,5yearly,1950,45.215
470,estimates,5yearly,1955,40.718
470,estimates,5yearly,1960,34.919
470,estimates,5yearly,1965,25.473
470,estimates,5yearly,1970,26.68
470,estimates,5yearly,1975,29.446
470,estimates,5yearly,1980,27.2
470,estimates,5yearly,1985,27.909
470,estimates,5yearly,1990,26.194
470,estimates,5yearly,1995,24.818
470,estimates,5yearly,2000,20.126
470,estimates,5yearly,2005,19.385
470,estimates,5yearly,2010,20.419
470,constant_fertility,5yearly,2015,20.454
470,constant_mortality,5yearly,2015,21.462
470,high_variant,5yearly,2015,25.101
470,instant_replacement,5yearly,2015,30.214
470,low_variant,5yearly,2015,17.824
470,medium_variant,5yearly,2015,21.462
470,momentum,5yearly,2015,29.904
470,no_change,5yearly,2015,20.454
470,zero_migration,5yearly,2015,21.222
470,constant_fertility,5yearly,2020,19.44
470,constant_mortality,5yearly,2020,21.443
470,high_variant,5yearly,2020,27.075
470,instant_replacement,5yearly,2020,29.203
470,low_variant,5yearly,2020,15.818
470,medium_variant,5yearly,2020,21.445
470,momentum,5yearly,2020,28.24
470,no_change,5yearly,2020,19.436
470,zero_migration,5yearly,2020,20.71
470,constant_fertility,5yearly,2025,17.823
470,constant_mortality,5yearly,2025,20.519
470,high_variant,5yearly,2025,27.068
470,instant_replacement,5yearly,2025,27.146
470,low_variant,5yearly,2025,13.977
470,medium_variant,5yearly,2025,20.523
470,momentum,5yearly,2025,25.62
470,no_change,5yearly,2025,17.82
470,zero_migration,5yearly,2025,19.33
470,constant_fertility,5yearly,2030,16.272
470,constant_mortality,5yearly,2030,19.102
470,high_variant,5yearly,2030,25.134
470,instant_replacement,5yearly,2030,24.843
470,low_variant,5yearly,2030,13.119
470,medium_variant,5yearly,2030,19.108
470,momentum,5yearly,2030,23.013
470,no_change,5yearly,2030,16.267
470,zero_migration,5yearly,2030,17.65
470,constant_fertility,5yearly,2035,15.367
470,constant_mortality,5yearly,2035,18.128
470,high_variant,5yearly,2035,24.003
470,instant_replacement,5yearly,2035,23.607
470,low_variant,5yearly,2035,12.426
470,medium_variant,5yearly,2035,18.136
470,momentum,5yearly,2035,21.75
470,no_change,5yearly,2035,15.36
470,zero_migration,5yearly,2035,16.635
470,constant_fertility,5yearly,2040,15.013
470,constant_mortality,5yearly,2040,18.058
470,high_variant,5yearly,2040,24.514
470,instant_replacement,5yearly,2040,24.343
470,low_variant,5yearly,2040,12.095
470,medium_variant,5yearly,2040,18.068
470,momentum,5yearly,2040,22.533
470,no_change,5yearly,2040,15.001
470,zero_migration,5yearly,2040,16.593
470,constant_fertility,5yearly,2045,14.659
470,constant_mortality,5yearly,2045,18.431
470,high_variant,5yearly,2045,26.462
470,instant_replacement,5yearly,2045,26.935
470,low_variant,5yearly,2045,11.607
470,medium_variant,5yearly,2045,18.455
470,momentum,5yearly,2045,24.993
470,no_change,5yearly,2045,14.639
470,zero_migration,5yearly,2045,16.891
470,constant_fertility,5yearly,2050,13.989
470,constant_mortality,5yearly,2050,18.619
470,high_variant,5yearly,2050,28.659
470,instant_replacement,5yearly,2050,29.147
470,low_variant,5yearly,2050,10.71
470,medium_variant,5yearly,2050,18.653
470,momentum,5yearly,2050,26.85
470,no_change,5yearly,2050,13.961
470,zero_migration,5yearly,2050,16.852
470,constant_fertility,5yearly,2055,13.095
470,constant_mortality,5yearly,2055,18.327
470,high_variant,5yearly,2055,29.715
470,instant_replacement,5yearly,2055,29.009
470,low_variant,5yearly,2055,9.746
470,medium_variant,5yearly,2055,18.37
470,momentum,5yearly,2055,26.312
470,no_change,5yearly,2055,13.063
470,zero_migration,5yearly,2055,16.303
470,constant_fertility,5yearly,2060,12.215
470,constant_mortality,5yearly,2060,17.683
470,high_variant,5yearly,2060,29.448
470,instant_replacement,5yearly,2060,27.498
470,low_variant,5yearly,2060,9.026
470,medium_variant,5yearly,2060,17.737
470,momentum,5yearly,2060,24.517
470,no_change,5yearly,2060,12.176
470,zero_migration,5yearly,2060,15.476
470,constant_fertility,5yearly,2065,11.529
470,constant_mortality,5yearly,2065,17
470,high_variant,5yearly,2065,28.755
470,instant_replacement,5yearly,2065,26.297
470,low_variant,5yearly,2065,8.535
470,medium_variant,5yearly,2065,17.061
470,momentum,5yearly,2065,23.197
470,no_change,5yearly,2065,11.487
470,zero_migration,5yearly,2065,14.71
470,constant_fertility,5yearly,2070,11.044
470,constant_mortality,5yearly,2070,16.63
470,high_variant,5yearly,2070,28.766
470,instant_replacement,5yearly,2070,26.204
470,low_variant,5yearly,2070,8.19
470,medium_variant,5yearly,2070,16.695
470,momentum,5yearly,2070,23.077
470,no_change,5yearly,2070,10.998
470,zero_migration,5yearly,2070,14.322
470,constant_fertility,5yearly,2075,10.625
470,constant_mortality,5yearly,2075,16.598
470,high_variant,5yearly,2075,29.849
470,instant_replacement,5yearly,2075,27.239
470,low_variant,5yearly,2075,7.866
470,medium_variant,5yearly,2075,16.677
470,momentum,5yearly,2075,24.065
470,no_change,5yearly,2075,10.571
470,zero_migration,5yearly,2075,14.278
470,constant_fertility,5yearly,2080,10.144
470,constant_mortality,5yearly,2080,16.66
470,high_variant,5yearly,2080,31.498
470,instant_replacement,5yearly,2080,28.624
470,low_variant,5yearly,2080,7.455
470,medium_variant,5yearly,2080,16.752
470,momentum,5yearly,2080,25.296
470,no_change,5yearly,2080,10.085
470,zero_migration,5yearly,2080,14.274
470,constant_fertility,5yearly,2085,9.587
470,constant_mortality,5yearly,2085,16.548
470,high_variant,5yearly,2085,32.852
470,instant_replacement,5yearly,2085,29.294
470,low_variant,5yearly,2085,6.955
470,medium_variant,5yearly,2085,16.654
470,momentum,5yearly,2085,25.735
470,no_change,5yearly,2085,9.523
470,zero_migration,5yearly,2085,14.056
470,constant_fertility,5yearly,2090,9.022
470,constant_mortality,5yearly,2090,16.22
470,high_variant,5yearly,2090,33.44
470,instant_replacement,5yearly,2090,28.91
470,low_variant,5yearly,2090,6.477
470,medium_variant,5yearly,2090,16.339
470,momentum,5yearly,2090,25.135
470,no_change,5yearly,2090,8.955
470,zero_migration,5yearly,2090,13.625
470,constant_fertility,5yearly,2095,8.517
470,constant_mortality,5yearly,2095,15.775
470,high_variant,5yearly,2095,33.43
470,instant_replacement,5yearly,2095,28.085
470,low_variant,5yearly,2095,6.082
470,medium_variant,5yearly,2095,15.902
470,momentum,5yearly,2095,24.185
470,no_change,5yearly,2095,8.449
470,zero_migration,5yearly,2095,13.124
