country,variant,freq,year,noofbirth
144,estimates,5yearly,1950,1573.588
144,estimates,5yearly,1955,1793.805
144,estimates,5yearly,1960,1845.022
144,estimates,5yearly,1965,1923.161
144,estimates,5yearly,1970,1891.354
144,estimates,5yearly,1975,1999.086
144,estimates,5yearly,1980,2015.091
144,estimates,5yearly,1985,1832.329
144,estimates,5yearly,1990,1759.548
144,estimates,5yearly,1995,1712.689
144,estimates,5yearly,2000,1780.793
144,estimates,5yearly,2005,1828.038
144,estimates,5yearly,2010,1678.755
144,constant_fertility,5yearly,2015,1620.525
144,constant_mortality,5yearly,2015,1555.89
144,high_variant,5yearly,2015,1747.85
144,instant_replacement,5yearly,2015,1597.631
144,low_variant,5yearly,2015,1364.346
144,medium_variant,5yearly,2015,1556.097
144,momentum,5yearly,2015,1638.484
144,no_change,5yearly,2015,1620.307
144,zero_migration,5yearly,2015,1591.711
144,constant_fertility,5yearly,2020,1565.304
144,constant_mortality,5yearly,2020,1445.879
144,high_variant,5yearly,2020,1741.709
144,instant_replacement,5yearly,2020,1532.675
144,low_variant,5yearly,2020,1151.624
144,medium_variant,5yearly,2020,1446.668
144,momentum,5yearly,2020,1642.913
144,no_change,5yearly,2020,1564.447
144,zero_migration,5yearly,2020,1543.64
144,constant_fertility,5yearly,2025,1549.93
144,constant_mortality,5yearly,2025,1383.466
144,high_variant,5yearly,2025,1748.639
144,instant_replacement,5yearly,2025,1507.497
144,low_variant,5yearly,2025,1021.735
144,medium_variant,5yearly,2025,1385.186
144,momentum,5yearly,2025,1670.061
144,no_change,5yearly,2025,1548.01
144,zero_migration,5yearly,2025,1525.842
144,constant_fertility,5yearly,2030,1553.37
144,constant_mortality,5yearly,2030,1358.237
144,high_variant,5yearly,2030,1729.042
144,instant_replacement,5yearly,2030,1514.428
144,low_variant,5yearly,2030,994.431
144,medium_variant,5yearly,2030,1361.234
144,momentum,5yearly,2030,1712.497
144,no_change,5yearly,2030,1549.955
144,zero_migration,5yearly,2030,1529.541
144,constant_fertility,5yearly,2035,1532.589
144,constant_mortality,5yearly,2035,1320.643
144,high_variant,5yearly,2035,1702.241
144,instant_replacement,5yearly,2035,1499.914
144,low_variant,5yearly,2035,954.663
144,medium_variant,5yearly,2035,1325.172
144,momentum,5yearly,2035,1725.424
144,no_change,5yearly,2035,1527.259
144,zero_migration,5yearly,2035,1514.456
144,constant_fertility,5yearly,2040,1479.251
144,constant_mortality,5yearly,2040,1240.479
144,high_variant,5yearly,2040,1660.02
144,instant_replacement,5yearly,2040,1438.924
144,low_variant,5yearly,2040,863.315
144,medium_variant,5yearly,2040,1246.81
144,momentum,5yearly,2040,1696.447
144,no_change,5yearly,2040,1471.524
144,zero_migration,5yearly,2040,1461.224
144,constant_fertility,5yearly,2045,1420.979
144,constant_mortality,5yearly,2045,1141.438
144,high_variant,5yearly,2045,1641.507
144,instant_replacement,5yearly,2045,1363.137
144,low_variant,5yearly,2045,732.894
144,medium_variant,5yearly,2045,1149.857
144,momentum,5yearly,2045,1664.558
144,no_change,5yearly,2045,1410.397
144,zero_migration,5yearly,2045,1398.7
144,constant_fertility,5yearly,2050,1380.221
144,constant_mortality,5yearly,2050,1054.998
144,high_variant,5yearly,2050,1644.567
144,instant_replacement,5yearly,2050,1305.695
144,low_variant,5yearly,2050,609.429
144,medium_variant,5yearly,2050,1065.548
144,momentum,5yearly,2050,1657.266
144,no_change,5yearly,2050,1366.573
144,zero_migration,5yearly,2050,1352.766
144,constant_fertility,5yearly,2055,1360.458
144,constant_mortality,5yearly,2055,996.369
144,high_variant,5yearly,2055,1649.436
144,instant_replacement,5yearly,2055,1276.816
144,low_variant,5yearly,2055,525.611
144,medium_variant,5yearly,2055,1008.982
144,momentum,5yearly,2055,1672.785
144,no_change,5yearly,2055,1343.668
144,zero_migration,5yearly,2055,1328.867
144,constant_fertility,5yearly,2060,1348.809
144,constant_mortality,5yearly,2060,957.794
144,high_variant,5yearly,2060,1643.675
144,instant_replacement,5yearly,2060,1266.465
144,low_variant,5yearly,2060,478.166
144,medium_variant,5yearly,2060,972.439
144,momentum,5yearly,2060,1695.294
144,no_change,5yearly,2060,1328.817
144,zero_migration,5yearly,2060,1314.653
144,constant_fertility,5yearly,2065,1330.026
144,constant_mortality,5yearly,2065,923.779
144,high_variant,5yearly,2065,1631.752
144,instant_replacement,5yearly,2065,1251.727
144,low_variant,5yearly,2065,444.929
144,medium_variant,5yearly,2065,940.444
144,momentum,5yearly,2065,1705.29
144,no_change,5yearly,2065,1306.8
144,zero_migration,5yearly,2065,1299.267
144,constant_fertility,5yearly,2070,1300.208
144,constant_mortality,5yearly,2070,875.184
144,high_variant,5yearly,2070,1615.674
144,instant_replacement,5yearly,2070,1217.967
144,low_variant,5yearly,2070,400.41
144,medium_variant,5yearly,2070,893.669
144,momentum,5yearly,2070,1695.683
144,no_change,5yearly,2070,1273.72
144,zero_migration,5yearly,2070,1267.812
144,constant_fertility,5yearly,2075,1267.832
144,constant_mortality,5yearly,2075,816.09
144,high_variant,5yearly,2075,1609.823
144,instant_replacement,5yearly,2075,1172.245
144,low_variant,5yearly,2075,342.616
144,medium_variant,5yearly,2075,836.218
144,momentum,5yearly,2075,1678.444
144,no_change,5yearly,2075,1237.995
144,zero_migration,5yearly,2075,1228.35
144,constant_fertility,5yearly,2080,1243.158
