region,variant,year,population
912,estimates,1950,49048.943
912,estimates,1951,50237.869
912,estimates,1952,51487.602
912,estimates,1953,52800.141
912,estimates,1954,54176.146
912,estimates,1955,55615.1
912,estimates,1956,57115.142
912,estimates,1957,58673.204
912,estimates,1958,60285.152
912,estimates,1959,61946.185
912,estimates,1960,63651.888
912,estimates,1961,65399.332
912,estimates,1962,67188.061
912,estimates,1963,69020.546
912,estimates,1964,70900.958
912,estimates,1965,72831.672
912,estimates,1966,74817.549
912,estimates,1967,76856.307
912,estimates,1968,78934.99
912,estimates,1969,81035.906
912,estimates,1970,83148.812
912,estimates,1971,85269.37
912,estimates,1972,87408.878
912,estimates,1973,89592.1
912,estimates,1974,91852.921
912,estimates,1975,94217.203
912,estimates,1976,96690.543
912,estimates,1977,99270.092
912,estimates,1978,101962.454
912,estimates,1979,104772.867
912,estimates,1980,107702.682
912,estimates,1981,110752.908
912,estimates,1982,113916.806
912,estimates,1983,117177.055
912,estimates,1984,120510.397
912,estimates,1985,123896.531
912,estimates,1986,127323.034
912,estimates,1987,130781.874
912,estimates,1988,134261.53
912,estimates,1989,137750.971
912,estimates,1990,141238.024
912,estimates,1991,144723.566
912,estimates,1992,148195.556
912,estimates,1993,151614.72
912,estimates,1994,154931.787
912,estimates,1995,158115.309
912,estimates,1996,161147.693
912,estimates,1997,164048.569
912,estimates,1998,166870.573
912,estimates,1999,169688.534
912,estimates,2000,172558.87
912,estimates,2001,175508.848
912,estimates,2002,178532.165
912,estimates,2003,181612.134
912,estimates,2004,184717.778
912,estimates,2005,187832.255
912,estimates,2006,190943.294
912,estimates,2007,194076.392
912,estimates,2008,197295.994
912,estimates,2009,200688.229
912,estimates,2010,204310.19
912,estimates,2011,208185.873
912,estimates,2012,212283.783
912,estimates,2013,216536.065
912,estimates,2014,220844.881
912,constant_fertility,2015,225135.657
912,constant_mortality,2015,225135.657
912,estimates,2015,225135.657
912,high_variant,2015,225135.657
912,instant_replacement,2015,225135.657
912,low_variant,2015,225135.657
912,medium_variant,2015,225135.657
912,momentum,2015,225135.657
912,no_change,2015,225135.657
912,zero_migration,2015,225135.657
912,constant_fertility,2016,229679.085
912,constant_mortality,2016,229354.787
