region,variant,year,population
924,estimates,1950,78007.473
924,estimates,1951,78227.435
924,estimates,1952,78501.977
924,estimates,1953,78817.113
924,estimates,1954,79162.832
924,estimates,1955,79533.208
924,estimates,1956,79926.672
924,estimates,1957,80345.691
924,estimates,1958,80796.038
924,estimates,1959,81285.54
924,estimates,1960,81820.394
924,estimates,1961,82401.031
924,estimates,1962,83018.711
924,estimates,1963,83654.042
924,estimates,1964,84281.083
924,estimates,1965,84880.104
924,estimates,1966,85442.952
924,estimates,1967,85970.44
924,estimates,1968,86462.728
924,estimates,1969,86923.287
924,estimates,1970,87354.446
924,estimates,1971,87755.88
924,estimates,1972,88124.863
924,estimates,1973,88459.533
924,estimates,1974,88757.618
924,estimates,1975,89018.643
924,estimates,1976,89243.512
924,estimates,1977,89436.288
924,estimates,1978,89604.57
924,estimates,1979,89758.004
924,estimates,1980,89905.149
924,estimates,1981,90046.91
924,estimates,1982,90186.092
924,estimates,1983,90334.957
924,estimates,1984,90508.504
924,estimates,1985,90716.513
924,estimates,1986,90966.254
924,estimates,1987,91253.1
924,estimates,1988,91559.896
924,estimates,1989,91862.088
924,estimates,1990,92142.039
924,estimates,1991,92395.028
924,estimates,1992,92627.269
924,estimates,1993,92845.36
924,estimates,1994,93060.289
924,estimates,1995,93280.874
924,estimates,1996,93512.607
924,estimates,1997,93756.133
924,estimates,1998,94010.43
924,estimates,1999,94272.734
924,estimates,2000,94543.861
924,estimates,2001,94815.556
924,estimates,2002,95095.975
924,estimates,2003,95420.955
924,estimates,2004,95837.972
924,estimates,2005,96376.906
924,estimates,2006,97056.005
924,estimates,2007,97854.164
924,estimates,2008,98713.51
924,estimates,2009,99552.864
924,estimates,2010,100313.727
924,estimates,2011,100974.168
924,estimates,2012,101550.511
924,estimates,2013,102069.505
924,estimates,2014,102574.541
924,constant_fertility,2015,103097.292
924,constant_mortality,2015,103097.292
924,estimates,2015,103097.292
924,high_variant,2015,103097.292
924,instant_replacement,2015,103097.292
924,low_variant,2015,103097.292
924,medium_variant,2015,103097.292
924,momentum,2015,103097.292
924,no_change,2015,103097.292
924,zero_migration,2015,103097.292
924,constant_fertility,2016,103660.037
924,constant_mortality,2016,103619.204
924,high_variant,2016,103766.357
924,instant_replacement,2016,103738.642
924,low_variant,2016,103550.518
924,medium_variant,2016,103642.971
924,momentum,2016,103520.687
924,no_change,2016,103620.511
924,zero_migration,2016,103382.945
924,constant_fertility,2017,104216.604
924,constant_mortality,2017,104128.582
924,high_variant,2017,104469.057
924,instant_replacement,2017,104430.712
924,low_variant,2017,103966.335
