region,variant,year,population
923,estimates,1950,220170.532
923,estimates,1951,223325.586
923,estimates,1952,226669.385
923,estimates,1953,230125.058
923,estimates,1954,233627.99
923,estimates,1955,237125.91
923,estimates,1956,240579.278
923,estimates,1957,243960.901
923,estimates,1958,247254.627
923,estimates,1959,250453.385
923,estimates,1960,253552.98
923,estimates,1961,256545.465
923,estimates,1962,259413.557
923,estimates,1963,262127.919
923,estimates,1964,264654.402
923,estimates,1965,266974.449
923,estimates,1966,269072.718
923,estimates,1967,270971.0
923,estimates,1968,272734.803
923,estimates,1969,274454.36
923,estimates,1970,276197.291
923,estimates,1971,277986.445
923,estimates,1972,279812.268
923,estimates,1973,281670.029
923,estimates,1974,283543.555
923,estimates,1975,285419.766
923,estimates,1976,287300.664
923,estimates,1977,289190.396
923,estimates,1978,291078.71
923,estimates,1979,292952.001
923,estimates,1980,294797.87
923,estimates,1981,296598.845
923,estimates,1982,298346.612
923,estimates,1983,300047.597
923,estimates,1984,301713.9
923,estimates,1985,303345.655
923,estimates,1986,304947.176
923,estimates,1987,306487.792
923,estimates,1988,307889.888
923,estimates,1989,309052.289
923,estimates,1990,309901.947
923,estimates,1991,310416.444
923,estimates,1992,310613.56
923,estimates,1993,310512.301
923,estimates,1994,310148.65
923,estimates,1995,309556.593
923,estimates,1996,308748.143
923,estimates,1997,307737.757
923,estimates,1998,306568.509
923,estimates,1999,305292.681
923,estimates,2000,303957.552
923,estimates,2001,302580.116
923,estimates,2002,301183.921
923,estimates,2003,299829.699
923,estimates,2004,298588.342
923,estimates,2005,297510.641
923,estimates,2006,296621.738
923,estimates,2007,295913.454
923,estimates,2008,295359.343
923,estimates,2009,294914.429
923,estimates,2010,294540.681
923,estimates,2011,294233.056
923,estimates,2012,293987.914
923,estimates,2013,293768.982
923,estimates,2014,293532.237
923,constant_fertility,2015,293243.708
923,constant_mortality,2015,293243.708
923,estimates,2015,293243.708
923,high_variant,2015,293243.708
923,instant_replacement,2015,293243.708
923,low_variant,2015,293243.708
923,medium_variant,2015,293243.708
923,momentum,2015,293243.708
923,no_change,2015,293243.708
923,zero_migration,2015,293243.708
923,constant_fertility,2016,292821.827
923,constant_mortality,2016,292732.491
923,high_variant,2016,293211.338
923,instant_replacement,2016,293533.236
923,low_variant,2016,292514.187
923,medium_variant,2016,292885.221
923,momentum,2016,293343.71
923,no_change,2016,292690.535
923,zero_migration,2016,292724.34
923,constant_fertility,2017,292269.711
