region,variant,year,population
1500,estimates,1950,128096.648
1500,estimates,1951,129969.107
1500,estimates,1952,131991.799
1500,estimates,1953,134194.006
1500,estimates,1954,136593.546
1500,estimates,1955,139196.08
1500,estimates,1956,141995.133
1500,estimates,1957,144972.227
1500,estimates,1958,148099.273
1500,estimates,1959,151341.932
1500,estimates,1960,154670.163
1500,estimates,1961,158069.258
1500,estimates,1962,161549.718
1500,estimates,1963,165151.369
1500,estimates,1964,168931.464
1500,estimates,1965,172929.952
1500,estimates,1966,177159.065
1500,estimates,1967,181601.57
1500,estimates,1968,186231.925
1500,estimates,1969,191011.431
1500,estimates,1970,195910.639
1500,estimates,1971,200923.157
1500,estimates,1972,206053.605
1500,estimates,1973,211296.083
1500,estimates,1974,216646.371
1500,estimates,1975,222101.799
1500,estimates,1976,227669.815
1500,estimates,1977,233352.815
1500,estimates,1978,239138.889
1500,estimates,1979,245012.264
1500,estimates,1980,250969.22
1500,estimates,1981,257008.637
1500,estimates,1982,263158.391
1500,estimates,1983,269480.791
1500,estimates,1984,276057.603
1500,estimates,1985,282952.714
1500,estimates,1986,290181.431
1500,estimates,1987,297743.62
1500,estimates,1988,305666.48
1500,estimates,1989,313976.444
1500,estimates,1990,322686.243
1500,estimates,1991,331828.071
1500,estimates,1992,341387.303
1500,estimates,1993,351272.293
1500,estimates,1994,361356.181
1500,estimates,1995,371552.946
1500,estimates,1996,381823.685
1500,estimates,1997,392209.889
1500,estimates,1998,402805.256
1500,estimates,1999,413745.647
1500,estimates,2000,425129.552
1500,estimates,2001,436993.814
1500,estimates,2002,449310.184
1500,estimates,2003,462034.389
1500,estimates,2004,475094.388
1500,estimates,2005,488440.913
1500,estimates,2006,502059.411
1500,estimates,2007,515977.457
1500,estimates,2008,530237.548
1500,estimates,2009,544900.284
1500,estimates,2010,560007.444
1500,estimates,2011,575572.515
1500,estimates,2012,591576.162
1500,estimates,2013,607987.351
1500,estimates,2014,624759.914
1500,constant_fertility,2015,641858.608
1500,constant_mortality,2015,641858.608
1500,estimates,2015,641858.608
1500,high_variant,2015,641858.608
1500,instant_replacement,2015,641858.608
1500,low_variant,2015,641858.608
1500,medium_variant,2015,641858.608
1500,momentum,2015,641858.608
1500,no_change,2015,641858.608
1500,zero_migration,2015,641858.608
1500,constant_fertility,2016,660280.438
1500,constant_mortality,2016,658805.788
1500,high_variant,2016,659972.55
1500,instant_replacement,2016,651889.767
1500,low_variant,2016,658573.51
1500,medium_variant,2016,659272.676
1500,momentum,2016,652002.587
1500,no_change,2016,659816.132
1500,zero_migration,2016,659733.379
1500,constant_fertility,2017,679510.265
1500,constant_mortality,2017,675931.317
1500,high_variant,2017,678709.309
1500,instant_replacement,2017,659166.34
1500,low_variant,2017,675306.944
1500,medium_variant,2017,677006.927
1500,momentum,2017,659434.201
1500,no_change,2017,678425.794
1500,zero_migration,2017,677942.784
1500,constant_fertility,2018,699538.44
1500,constant_mortality,2018,693233.869
1500,high_variant,2018,698023.409
1500,instant_replacement,2018,664686.065
1500,low_variant,2018,692104.058
1500,medium_variant,2018,695060.1
1500,momentum,2018,665126.592
1500,no_change,2018,697676.549
1500,zero_migration,2018,696486.908
1500,constant_fertility,2019,720360.696
1500,constant_mortality,2019,710711.134
1500,high_variant,2019,717879.903
1500,instant_replacement,2019,669918.822
1500,low_variant,2019,708998.197
1500,medium_variant,2019,713435.037
1500,momentum,2019,670514.822
1500,no_change,2019,717561.478
1500,zero_migration,2019,715365.289
1500,constant_fertility,2020,741978.139
1500,constant_mortality,2020,728359.645
1500,high_variant,2020,738254.694
1500,instant_replacement,2020,675954.342
1500,low_variant,2020,726010.926
1500,medium_variant,2020,732132.8
1500,momentum,2020,676662.306
1500,no_change,2020,738077.898
1500,zero_migration,2020,734576.789
1500,constant_fertility,2021,764397.525
1500,constant_mortality,2021,746174.833
1500,high_variant,2021,759134.653
1500,instant_replacement,2021,683103.354
1500,low_variant,2021,743151.356
1500,medium_variant,2021,751147.588
1500,momentum,2021,683869.367
1500,no_change,2021,759227.06
1500,zero_migration,2021,754119.931
1500,constant_fertility,2022,787631.096
1500,constant_mortality,2022,764151.235
1500,high_variant,2022,780517.412
1500,instant_replacement,2022,691114.518
1500,low_variant,2022,760416.761
1500,medium_variant,2022,770472.075
1500,momentum,2022,691887.097
1500,no_change,2022,781014.594
1500,zero_migration,2022,773992.596
1500,constant_fertility,2023,811695.76
1500,constant_mortality,2023,782282.096
1500,high_variant,2023,802409.437
1500,instant_replacement,2023,699840.536
1500,low_variant,2023,777794.477
1500,medium_variant,2023,790104.642
1500,momentum,2023,700570.188
1500,no_change,2023,803449.668
1500,zero_migration,2023,794192.123
1500,constant_fertility,2024,836612.59
1500,constant_mortality,2024,800559.973
1500,high_variant,2024,824823.382
1500,instant_replacement,2024,708951.436
1500,low_variant,2024,795264.536
1500,medium_variant,2024,810044.297
1500,momentum,2024,709595.443
1500,no_change,2024,826544.365
1500,zero_migration,2024,814715.166
1500,constant_fertility,2025,862403.947
1500,constant_mortality,2025,818976.721
1500,high_variant,2025,847769.185
1500,instant_replacement,2025,718205.948
1500,low_variant,2025,812808.858
1500,medium_variant,2025,830289.022
1500,momentum,2025,718725.539
1500,no_change,2025,850311.535
1500,zero_migration,2025,835557.799
1500,constant_fertility,2026,889090.624
1500,constant_mortality,2026,837523.882
1500,high_variant,2026,871245.261
1500,instant_replacement,2026,727621.039
1500,low_variant,2026,830420.495
1500,medium_variant,2026,850833.773
1500,momentum,2026,727974.458
1500,no_change,2026,874762.281
1500,zero_migration,2026,856715.32
1500,constant_fertility,2027,916689.348
1500,constant_mortality,2027,856192.971
1500,high_variant,2027,895230.265
1500,instant_replacement,2027,737326.914
1500,low_variant,2027,848111.864
1500,medium_variant,2027,871672.469
1500,momentum,2027,737465.544
1500,no_change,2027,899904.206
1500,zero_migration,2027,878182.018
1500,constant_fertility,2028,945211.904
1500,constant_mortality,2028,874975.602
1500,high_variant,2028,919679.716
1500,instant_replacement,2028,747311.286
1500,low_variant,2028,865918.543
1500,medium_variant,2028,892800.582
1500,momentum,2028,747181.826
1500,no_change,2028,925740.342
