region,variant,year,population
906,estimates,1950,677556.256
906,estimates,1951,694585.005
906,estimates,1952,708899.633
906,estimates,1953,721429.146
906,estimates,1954,732938.323
906,estimates,1955,744027.825
906,estimates,1956,755127.475
906,estimates,1957,766502.92
906,estimates,1958,778274.584
906,estimates,1959,790449.206
906,estimates,1960,803015.053
906,estimates,1961,816043.099
906,estimates,1962,829775.792
906,estimates,1963,844665.06
906,estimates,1964,861264.571
906,estimates,1965,879913.075
906,estimates,1966,900779.694
906,estimates,1967,923600.377
906,estimates,1968,947724.716
906,estimates,1969,972238.934
906,estimates,1970,996425.101
906,estimates,1971,1020121.685
906,estimates,1972,1043348.061
906,estimates,1973,1065794.321
906,estimates,1974,1087148.394
906,estimates,1975,1107219.338
906,estimates,1976,1125857.27
906,estimates,1977,1143166.967
906,estimates,1978,1159554.339
906,estimates,1979,1175604.605
906,estimates,1980,1191787.808
906,estimates,1981,1208088.212
906,estimates,1982,1224493.141
906,estimates,1983,1241464.59
906,estimates,1984,1259564.344
906,estimates,1985,1279116.411
906,estimates,1986,1300377.749
906,estimates,1987,1323039.738
906,estimates,1988,1346150.89
906,estimates,1989,1368393.157
906,estimates,1990,1388798.183
906,estimates,1991,1407055.358
906,estimates,1992,1423378.163
906,estimates,1993,1437972.833
906,estimates,1994,1451246.568
906,estimates,1995,1463528.718
906,estimates,1996,1474822.445
906,estimates,1997,1485085.081
906,estimates,1998,1494568.181
906,estimates,1999,1503584.325
906,estimates,2000,1512377.595
906,estimates,2001,1521071.205
906,estimates,2002,1529686.044
906,estimates,2003,1538233.613
906,estimates,2004,1546681.947
906,estimates,2005,1555011.573
906,estimates,2006,1563236.216
906,estimates,2007,1571398.378
906,estimates,2008,1579531.194
906,estimates,2009,1587670.908
906,estimates,2010,1595828.675
906,estimates,2011,1604014.4
906,estimates,2012,1612178.334
906,estimates,2013,1620194.727
906,estimates,2014,1627896.076
906,constant_fertility,2015,1635150.365
906,constant_mortality,2015,1635150.365
906,estimates,2015,1635150.365
906,high_variant,2015,1635150.365
906,instant_replacement,2015,1635150.365
906,low_variant,2015,1635150.365
906,medium_variant,2015,1635150.365
906,momentum,2015,1635150.365
906,no_change,2015,1635150.365
906,zero_migration,2015,1635150.365
906,constant_fertility,2016,1642012.714
906,constant_mortality,2016,1641584.142
906,high_variant,2016,1644101.685
906,instant_replacement,2016,1646238.27
906,low_variant,2016,1640028.284
906,medium_variant,2016,1641908.531
906,momentum,2016,1645972.08
906,no_change,2016,1641522.892
906,zero_migration,2016,1642240.382
906,constant_fertility,2017,1647948.89
906,constant_mortality,2017,1647254.529
906,high_variant,2017,1652918.206
906,instant_replacement,2017,1658605.865
906,low_variant,2017,1643798.297
906,medium_variant,2017,1648164.577
906,momentum,2017,1657946.652
906,no_change,2017,1646834.964
906,zero_migration,2017,1648714.217
906,constant_fertility,2018,1653027.584
906,constant_mortality,2018,1652168.941
906,high_variant,2018,1661520.161
906,instant_replacement,2018,1671561.427
906,low_variant,2018,1646561.977
906,medium_variant,2018,1653883.533
906,momentum,2018,1670379.095
906,no_change,2018,1651148.616
906,zero_migration,2018,1654585.504
906,constant_fertility,2019,1657308.668
906,constant_mortality,2019,1656335.573
