region,variant,year,population
926,estimates,1950,142459.69
926,estimates,1951,143206.51
926,estimates,1952,144063.898
926,estimates,1953,144987.076
926,estimates,1954,145946.15
926,estimates,1955,146926.162
926,estimates,1956,147928.047
926,estimates,1957,148967.636
926,estimates,1958,150072.878
926,estimates,1959,151279.376
926,estimates,1960,152616.424
926,estimates,1961,154092.373
926,estimates,1962,155681.653
926,estimates,1963,157319.384
926,estimates,1964,158916.852
926,estimates,1965,160407.67
926,estimates,1966,161764.696
926,estimates,1967,162996.538
926,estimates,1968,164116.274
926,estimates,1969,165151.424
926,estimates,1970,166120.95
926,estimates,1971,167030.981
926,estimates,1972,167868.806
926,estimates,1973,168614.14
926,estimates,1974,169239.233
926,estimates,1975,169728.591
926,estimates,1976,170080.166
926,estimates,1977,170314.601
926,estimates,1978,170468.054
926,estimates,1979,170589.316
926,estimates,1980,170718.888
926,estimates,1981,170867.067
926,estimates,1982,171040.543
926,estimates,1983,171271.539
926,estimates,1984,171596.272
926,estimates,1985,172039.508
926,estimates,1986,172611.001
926,estimates,1987,173302.825
926,estimates,1988,174097.843
926,estimates,1989,174968.797
926,estimates,1990,175889.969
926,estimates,1991,176864.974
926,estimates,1992,177884.157
926,estimates,1993,178892.141
926,estimates,1994,179818.438
926,estimates,1995,180614.87
926,estimates,1996,181252.883
926,estimates,1997,181750.229
926,estimates,1998,182162.987
926,estimates,1999,182573.883
926,estimates,2000,183042.176
926,estimates,2001,183590.895
926,estimates,2002,184200.883
926,estimates,2003,184838.896
926,estimates,2004,185453.346
926,estimates,2005,186009.623
926,estimates,2006,186494.225
926,estimates,2007,186927.594
926,estimates,2008,187349.483
926,estimates,2009,187816.127
926,estimates,2010,188366.087
926,estimates,2011,189011.629
926,estimates,2012,189734.679
926,estimates,2013,190506.249
926,estimates,2014,191283.239
926,constant_fertility,2015,192032.306
926,constant_mortality,2015,192032.306
926,estimates,2015,192032.306
926,high_variant,2015,192032.306
926,instant_replacement,2015,192032.306
926,low_variant,2015,192032.306
926,medium_variant,2015,192032.306
926,momentum,2015,192032.306
926,no_change,2015,192032.306
926,zero_migration,2015,192032.306
926,constant_fertility,2016,192799.672
926,constant_mortality,2016,192737.601
926,high_variant,2016,193003.471
926,instant_replacement,2016,193043.57
926,low_variant,2016,192626.003
926,medium_variant,2016,192746.859
926,momentum,2016,192543.38
926,no_change,2016,192722.08
926,zero_migration,2016,192086.728
926,constant_fertility,2017,193476.678
926,constant_mortality,2017,193337.161
926,high_variant,2017,193955.216
926,instant_replacement,2017,194146.942
926,low_variant,2017,193077.427
926,medium_variant,2017,193430.576
926,momentum,2017,192937.182
926,no_change,2017,193297.058
926,zero_migration,2017,192119.648
926,constant_fertility,2018,194070.151
926,constant_mortality,2018,193838.173
926,high_variant,2018,194882.925
926,instant_replacement,2018,195290.545
926,low_variant,2018,193402.551
926,medium_variant,2018,194072.933
926,momentum,2018,193234.086
926,no_change,2018,193765.268
926,zero_migration,2018,192130.904
926,constant_fertility,2019,194587.637
926,constant_mortality,2019,194248.512
926,high_variant,2019,195784.73
926,instant_replacement,2019,196403.92
926,low_variant,2019,193616.527
926,medium_variant,2019,194663.999
926,momentum,2019,193469.092
926,no_change,2019,194135.485
926,zero_migration,2019,192120.353
926,constant_fertility,2020,195037.406
926,constant_mortality,2020,194576.975
926,high_variant,2020,196661.51
926,instant_replacement,2020,197435.826
926,low_variant,2020,193733.42
926,medium_variant,2020,195197.466
926,momentum,2020,193667.966
926,no_change,2020,194417.14
926,zero_migration,2020,192087.654
926,constant_fertility,2021,195428.576
926,constant_mortality,2021,194833.204
926,high_variant,2021,197517.132
926,instant_replacement,2021,198365.301
926,low_variant,2021,193766.436
926,medium_variant,2021,195665.819
926,momentum,2021,193833.959
926,no_change,2021,194620.451
926,zero_migration,2021,192032.534
926,constant_fertility,2022,195770.942
926,constant_mortality,2022,195027.67
926,high_variant,2022,198358.061
926,instant_replacement,2022,199203.737
926,low_variant,2022,193727.7
926,medium_variant,2022,196070.881
926,momentum,2022,193957.327
926,no_change,2022,194756.349
926,zero_migration,2022,191954.576
926,constant_fertility,2023,196074.8
926,constant_mortality,2023,195171.425
926,high_variant,2023,199193.124
926,instant_replacement,2023,199972.38
926,low_variant,2023,193628.433
926,medium_variant,2023,196428.397
926,momentum,2023,194036.468
926,no_change,2023,194836.189
926,zero_migration,2023,191853.356
926,constant_fertility,2024,196350.417
926,constant_mortality,2024,195275.515
926,high_variant,2024,200032.299
926,instant_replacement,2024,200707.088
926,low_variant,2024,193478.746
926,medium_variant,2024,196761.122
926,momentum,2024,194067.216
926,no_change,2024,194871.211
926,zero_migration,2024,191728.42
926,constant_fertility,2025,196606.792
926,constant_mortality,2025,195349.635
926,high_variant,2025,200884.142
926,instant_replacement,2025,201434.068
926,low_variant,2025,193287.7
926,medium_variant,2025,197085.926
926,momentum,2025,194046.959
926,no_change,2025,194871.461
926,zero_migration,2025,191579.37
926,constant_fertility,2026,196850.057
926,constant_mortality,2026,195400.59
926,high_variant,2026,201752.579
926,instant_replacement,2026,202156.851
926,low_variant,2026,193062.979
926,medium_variant,2026,197407.794
926,momentum,2026,193976.956
926,no_change,2026,194844.019
926,zero_migration,2026,191405.916
926,constant_fertility,2027,197082.357
926,constant_mortality,2027,195430.953
926,high_variant,2027,202634.601
926,instant_replacement,2027,202865.405
926,low_variant,2027,192810.911
926,medium_variant,2027,197722.764
926,momentum,2027,193860.372
926,no_change,2027,194791.958
926,zero_migration,2027,191207.989
926,constant_fertility,2028,197301.295
926,constant_mortality,2028,195438.447
926,high_variant,2028,203518.894
926,instant_replacement,2028,203556.666
926,low_variant,2028,192536.468
926,medium_variant,2028,198027.625
926,momentum,2028,193698.578
926,no_change,2028,194713.828
926,zero_migration,2028,190985.797
926,constant_fertility,2029,197501.414
926,constant_mortality,2029,195417.742
926,high_variant,2029,204389.128
926,instant_replacement,2029,204224.491
926,low_variant,2029,192243.277
926,medium_variant,2029,198316.155
926,momentum,2029,193493.108
926,no_change,2029,194604.979
926,zero_migration,2029,190739.597
926,constant_fertility,2030,197678.662
926,constant_mortality,2030,195364.949
926,high_variant,2030,205233.197
926,instant_replacement,2030,204864.516
926,low_variant,2030,191934.034
926,medium_variant,2030,198583.621
926,momentum,2030,193245.548
926,no_change,2030,194462.299
926,zero_migration,2030,190469.639
926,constant_fertility,2031,197833.453
926,constant_mortality,2031,195281.132
926,high_variant,2031,206047.922
926,instant_replacement,2031,205477.578
926,low_variant,2031,191612.385
926,medium_variant,2031,198830.12
926,momentum,2031,192957.692
926,no_change,2031,194287.118
926,zero_migration,2031,190175.844
926,constant_fertility,2032,197967.996
926,constant_mortality,2032,195169.072
926,high_variant,2032,206836.157
926,instant_replacement,2032,206066.532
926,low_variant,2032,191279.849
926,medium_variant,2032,199057.714
926,momentum,2032,192631.11
926,no_change,2032,194082.399
926,zero_migration,2032,189858.045
926,constant_fertility,2033,198081.644
926,constant_mortality,2033,195028.55
926,high_variant,2033,207598.897
926,instant_replacement,2033,206630.975
926,low_variant,2033,190933.881
926,medium_variant,2033,199265.572
926,momentum,2033,192266.979
926,no_change,2033,193848.026
926,zero_migration,2033,189516.223
926,constant_fertility,2034,198173.502
926,constant_mortality,2034,194859.063
926,high_variant,2034,208339.108
926,instant_replacement,2034,207170.514
926,low_variant,2034,190569.772
926,medium_variant,2034,199452.811
926,momentum,2034,191866.411
926,no_change,2034,193583.581
926,zero_migration,2034,189150.347
926,constant_fertility,2035,198242.887
926,constant_mortality,2035,194660.406
926,high_variant,2035,209059.251
926,instant_replacement,2035,207685.298
926,low_variant,2035,190183.78
926,medium_variant,2035,199618.672
926,momentum,2035,191430.946
926,no_change,2035,193288.85
926,zero_migration,2035,188760.307
926,constant_fertility,2036,198289.607
926,constant_mortality,2036,194433.315
926,high_variant,2036,209760.02
926,instant_replacement,2036,208176.326
926,low_variant,2036,189775.312
926,medium_variant,2036,199762.976
926,momentum,2036,190962.993
926,no_change,2036,192964.636
926,zero_migration,2036,188346.29
926,constant_fertility,2037,198313.433
926,constant_mortality,2037,194178.557
926,high_variant,2037,210441.497
926,instant_replacement,2037,208645.353
926,low_variant,2037,189344.583
926,medium_variant,2037,199885.513
926,momentum,2037,190465.415
926,no_change,2037,192611.622
926,zero_migration,2037,187908.209
926,constant_fertility,2038,198313.536
926,constant_mortality,2038,193896.103
