region,variant,year,population
916,estimates,1950,38057.205
916,estimates,1951,39144.068
916,estimates,1952,40298.42
916,estimates,1953,41515.203
916,estimates,1954,42790.122
916,estimates,1955,44119.706
916,estimates,1956,45501.255
916,estimates,1957,46932.873
916,estimates,1958,48413.357
916,estimates,1959,49942.193
916,estimates,1960,51519.119
916,estimates,1961,53143.971
916,estimates,1962,54816.25
916,estimates,1963,56535.071
916,estimates,1964,58299.548
916,estimates,1965,60109.628
916,estimates,1966,61959.986
916,estimates,1967,63851.619
916,estimates,1968,65798.472
916,estimates,1969,67819.407
916,estimates,1970,69925.35
916,estimates,1971,72121.419
916,estimates,1972,74395.568
916,estimates,1973,76720.232
916,estimates,1974,79057.715
916,estimates,1975,81379.531
916,estimates,1976,83676.062
916,estimates,1977,85950.609
916,estimates,1978,88203.765
916,estimates,1979,90440.568
916,estimates,1980,92665.273
916,estimates,1981,94877.414
916,estimates,1982,97075.766
916,estimates,1983,99263.902
916,estimates,1984,101446.711
916,estimates,1985,103629.337
916,estimates,1986,105807.875
916,estimates,1987,107985.484
916,estimates,1988,110182.547
916,estimates,1989,112425.616
916,estimates,1990,114731.12
916,estimates,1991,117108.147
916,estimates,1992,119544.099
916,estimates,1993,122006.794
916,estimates,1994,124451.286
916,estimates,1995,126844.081
916,estimates,1996,129181.431
916,estimates,1997,131470.922
916,estimates,1998,133705.3
916,estimates,1999,135878.796
916,estimates,2000,137992.226
916,estimates,2001,140033.253
916,estimates,2002,142014.325
916,estimates,2003,143991.441
916,estimates,2004,146039.807
916,estimates,2005,148211.558
916,estimates,2006,150528.927
916,estimates,2007,152971.868
916,estimates,2008,155497.581
916,estimates,2009,158041.891
916,estimates,2010,160556.595
916,estimates,2011,163028.364
916,estimates,2012,165467.124
916,estimates,2013,167875.536
916,estimates,2014,170262.816
916,constant_fertility,2015,172635.109
916,constant_mortality,2015,172635.109
916,estimates,2015,172635.109
916,high_variant,2015,172635.109
916,instant_replacement,2015,172635.109
916,low_variant,2015,172635.109
916,medium_variant,2015,172635.109
916,momentum,2015,172635.109
916,no_change,2015,172635.109
916,zero_migration,2015,172635.109
916,constant_fertility,2016,175124.31
916,constant_mortality,2016,174950.121
916,high_variant,2016,175210.179
916,instant_replacement,2016,174858.971
916,low_variant,2016,174756.537
916,medium_variant,2016,174988.756
916,momentum,2016,174921.799
916,no_change,2016,175089.928
