region,variant,year,population
927,estimates,1950,10085.342
927,estimates,1951,10360.535
927,estimates,1952,10613.768
927,estimates,1953,10857.134
927,estimates,1954,11099.673
927,estimates,1955,11347.299
927,estimates,1956,11602.73
927,estimates,1957,11865.654
927,estimates,1958,12133.082
927,estimates,1959,12400.154
927,estimates,1960,12662.301
927,estimates,1961,12917.621
927,estimates,1962,13168.888
927,estimates,1963,13424.443
927,estimates,1964,13695.741
927,estimates,1965,13989.958
927,estimates,1966,14310.533
927,estimates,1967,14652.033
927,estimates,1968,15001.914
927,estimates,1969,15342.667
927,estimates,1970,15661.294
927,estimates,1971,15954.979
927,estimates,1972,16226.558
927,estimates,1973,16475.847
927,estimates,1974,16704.225
927,estimates,1975,16913.839
927,estimates,1976,17103.193
927,estimates,1977,17274.471
927,estimates,1978,17438.254
927,estimates,1979,17608.539
927,estimates,1980,17795.733
927,estimates,1981,18003.322
927,estimates,1982,18229.604
927,estimates,1983,18473.087
927,estimates,1984,18730.25
927,estimates,1985,18997.879
927,estimates,1986,19276.468
927,estimates,1987,19565.678
927,estimates,1988,19860.222
927,estimates,1989,20153.251
927,estimates,1990,20439.603
927,estimates,1991,20718.044
927,estimates,1992,20989.129
927,estimates,1993,21251.943
927,estimates,1994,21506.016
927,estimates,1995,21751.679
927,estimates,1996,21989.034
927,estimates,1997,22219.95
927,estimates,1998,22449.019
927,estimates,1999,22682.243
927,estimates,2000,22924.836
927,estimates,2001,23176.466
927,estimates,2002,23438.397
927,estimates,2003,23719.041
927,estimates,2004,24028.867
927,estimates,2005,24374.258
927,estimates,2006,24759.523
927,estimates,2007,25179.815
927,estimates,2008,25620.818
927,estimates,2009,26062.522
927,estimates,2010,26490.126
927,estimates,2011,26898.164
927,estimates,2012,27289.592
927,estimates,2013,27668.256
927,estimates,2014,28041.368
927,constant_fertility,2015,28414.088
927,constant_mortality,2015,28414.088
927,estimates,2015,28414.088
927,high_variant,2015,28414.088
927,instant_replacement,2015,28414.088
927,low_variant,2015,28414.088
927,medium_variant,2015,28414.088
927,momentum,2015,28414.088
927,no_change,2015,28414.088
927,zero_migration,2015,28414.088
927,constant_fertility,2016,28801.209
927,constant_mortality,2016,28785.93
927,high_variant,2016,28824.513
927,instant_replacement,2016,28814.933
927,low_variant,2016,28761.147
927,medium_variant,2016,28786.681
927,momentum,2016,28679.138
927,no_change,2016,28794.215
927,zero_migration,2016,28590.536
927,constant_fertility,2017,29181.991
927,constant_mortality,2017,29147.481
927,high_variant,2017,29238.554
927,instant_replacement,2017,29224.821
927,low_variant,2017,29089.582
927,medium_variant,2017,29156.379
927,momentum,2017,28896.168
927,no_change,2017,29165.286
927,zero_migration,2017,28763.737
927,constant_fertility,2018,29556.403
927,constant_mortality,2018,29498.659
927,high_variant,2018,29654.265
927,instant_replacement,2018,29639.091
927,low_variant,2018,29401.103
927,medium_variant,2018,29521.845
927,momentum,2018,29078.509
927,no_change,2018,29527.29
927,zero_migration,2018,28932.918
927,constant_fertility,2019,29924.562
927,constant_mortality,2019,29839.586
927,high_variant,2019,30070.261
927,instant_replacement,2019,30050.813
927,low_variant,2019,29697.289
927,medium_variant,2019,29881.045
927,momentum,2019,29245.735
927,no_change,2019,29880.313
927,zero_migration,2019,29097.357
927,constant_fertility,2020,30286.721
927,constant_mortality,2020,30170.57
927,high_variant,2020,30485.652
927,instant_replacement,2020,30454.946
927,low_variant,2020,29979.54
927,medium_variant,2020,30232.597
927,momentum,2020,29412.259
927,no_change,2020,30224.659
927,zero_migration,2020,29256.411
927,constant_fertility,2021,30643.302
927,constant_mortality,2021,30492.158
927,high_variant,2021,30900.128
927,instant_replacement,2021,30850.047
927,low_variant,2021,30249.094
927,medium_variant,2021,30576.052
927,momentum,2021,29582.439
