region,variant,year,population
901,estimates,1950,814865.069
901,estimates,1951,824212.665
901,estimates,1952,834074.389
901,estimates,1953,844263.515
901,estimates,1954,854631.777
901,estimates,1955,865069.444
901,estimates,1956,875507.091
901,estimates,1957,885913.898
901,estimates,1958,896292.115
901,estimates,1959,906668.496
901,estimates,1960,917067.92
901,estimates,1961,927484.926
901,estimates,1962,937859.296
901,estimates,1963,948065.41
901,estimates,1964,957942.071
901,estimates,1965,967380.886
901,estimates,1966,976313.317
901,estimates,1967,984784.25
901,estimates,1968,992938.769
901,estimates,1969,1000988.133
901,estimates,1970,1009081.779
901,estimates,1971,1017274.359
901,estimates,1972,1025510.872
901,estimates,1973,1033699.711
901,estimates,1974,1041700.473
901,estimates,1975,1049413.674
901,estimates,1976,1056820.69
901,estimates,1977,1063964.029
901,estimates,1978,1070879.481
901,estimates,1979,1077624.051
901,estimates,1980,1084244.071
901,estimates,1981,1090731.49
901,estimates,1982,1097083.508
901,estimates,1983,1103357.689
901,estimates,1984,1109626.831
901,estimates,1985,1115935.023
901,estimates,1986,1122313.424
901,estimates,1987,1128726.998
901,estimates,1988,1135070.353
901,estimates,1989,1141196.657
901,estimates,1990,1146999.191
901,estimates,1991,1152454.604
901,estimates,1992,1157593.163
901,estimates,1993,1162429.26
901,estimates,1994,1166995.37
901,estimates,1995,1171325.471
901,estimates,1996,1175426.24
901,estimates,1997,1179318.726
901,estimates,1998,1183072.825
901,estimates,1999,1186777.089
901,estimates,2000,1190504.735
901,estimates,2001,1194258.743
901,estimates,2002,1198050.412
901,estimates,2003,1201966.731
901,estimates,2004,1206111.93
901,estimates,2005,1210545.53
901,estimates,2006,1215324.559
901,estimates,2007,1220392.009
901,estimates,2008,1225552.166
901,estimates,2009,1230533.857
901,estimates,2010,1235142.506
901,estimates,2011,1239297.769
901,estimates,2012,1243054.571
901,estimates,2013,1246519.987
901,estimates,2014,1249863.519
901,constant_fertility,2015,1253206.546
901,constant_mortality,2015,1253206.546
901,estimates,2015,1253206.546
901,high_variant,2015,1253206.546
901,instant_replacement,2015,1253206.546
901,low_variant,2015,1253206.546
901,medium_variant,2015,1253206.546
901,momentum,2015,1253206.546
901,no_change,2015,1253206.546
901,zero_migration,2015,1253206.546
901,constant_fertility,2016,1256646.137
901,constant_mortality,2016,1256268.284
901,high_variant,2016,1258081.417
901,instant_replacement,2016,1258661.304
901,low_variant,2016,1255406.488
901,medium_variant,2016,1256576.162
901,momentum,2016,1256571.903
901,no_change,2016,1256166.82
901,zero_migration,2016,1254166.235
901,constant_fertility,2017,1259807.489
901,constant_mortality,2017,1259041.01
901,high_variant,2017,1263203.871
901,instant_replacement,2017,1264953.946
901,low_variant,2017,1257051.746
901,medium_variant,2017,1259922.493
901,momentum,2017,1259886.147
901,no_change,2017,1258716.513
901,zero_migration,2017,1254983.416
901,constant_fertility,2018,1262701.347
901,constant_mortality,2018,1261518.056
901,high_variant,2018,1268494.813
901,instant_replacement,2018,1271736.166
901,low_variant,2018,1258201.075
901,medium_variant,2018,1263199.677
901,momentum,2018,1263041.426
901,no_change,2018,1260868.686
901,zero_migration,2018,1255645.906
901,constant_fertility,2019,1265340.342
901,constant_mortality,2019,1263697.204
901,high_variant,2019,1273891.321
901,instant_replacement,2019,1278495.049
901,low_variant,2019,1258905.354
901,medium_variant,2019,1266335.192
901,momentum,2019,1265885.078
901,no_change,2019,1262638.759
901,zero_migration,2019,1256142.152
901,constant_fertility,2020,1267738.869
901,constant_mortality,2020,1265580.611
901,high_variant,2020,1279346.659
901,instant_replacement,2020,1284851.386
901,low_variant,2020,1259207.013
901,medium_variant,2020,1269276.846
901,momentum,2020,1268303.619
901,no_change,2020,1264044.654
901,zero_migration,2020,1256461.422
901,constant_fertility,2021,1269913.516
901,constant_mortality,2021,1267175.284
901,high_variant,2021,1284831.225
901,instant_replacement,2021,1290695.265
901,low_variant,2021,1259140.506
901,medium_variant,2021,1272012.817
901,momentum,2021,1270262.964
901,no_change,2021,1265107.126
901,zero_migration,2021,1256593.863
901,constant_fertility,2022,1271882.569
901,constant_mortality,2022,1268492.595
901,high_variant,2022,1290331.284
901,instant_replacement,2022,1296117.38
901,low_variant,2022,1258731.949
901,medium_variant,2022,1274562.777
901,momentum,2022,1271784.903
901,no_change,2022,1265849.515
901,zero_migration,2022,1256530.246
901,constant_fertility,2023,1273665.53
901,constant_mortality,2023,1269547.894
901,high_variant,2023,1295847.299
901,instant_replacement,2023,1301180.478
901,low_variant,2023,1258000.568
901,medium_variant,2023,1276943.177
901,momentum,2023,1272881.082
901,no_change,2023,1266296.842
901,zero_migration,2023,1256262.461
901,constant_fertility,2024,1275282.549
901,constant_mortality,2024,1270358.807
901,high_variant,2024,1301389.607
901,instant_replacement,2024,1306014.839
901,low_variant,2024,1256960.256
901,medium_variant,2024,1279181
901,momentum,2024,1273582.03
901,no_change,2024,1266475.069
901,zero_migration,2024,1255783.41
901,constant_fertility,2025,1276751.538
901,constant_mortality,2025,1270941.945
901,high_variant,2025,1306967.021
901,instant_replacement,2025,1310714.74
901,low_variant,2025,1255624.649
901,medium_variant,2025,1281295.84
901,momentum,2025,1273912.677
901,no_change,2025,1266407.957
901,zero_migration,2025,1255088.175
901,constant_fertility,2026,1278085.333
901,constant_mortality,2026,1271309.062
901,high_variant,2026,1312574.237
901,instant_replacement,2026,1315279.073
901,low_variant,2026,1254012.635
901,medium_variant,2026,1283293.654
901,momentum,2026,1273875.962
901,no_change,2026,1266113.456
901,zero_migration,2026,1254174.434
901,constant_fertility,2027,1279289.349
901,constant_mortality,2027,1271463.413
901,high_variant,2027,1318181.118
901,instant_replacement,2027,1319658.345
901,low_variant,2027,1252153.052
901,medium_variant,2027,1285167.279
901,momentum,2027,1273467.711
901,no_change,2027,1265600.958
901,zero_migration,2027,1253043.427
901,constant_fertility,2028,1280360.492
901,constant_mortality,2028,1271398.439
901,high_variant,2028,1323728.11
901,instant_replacement,2028,1323847.823
901,low_variant,2028,1250086.811
901,medium_variant,2028,1286907.411
901,momentum,2028,1272700.634
901,no_change,2028,1264869.983
901,zero_migration,2028,1251700.3
901,constant_fertility,2029,1281290.115
901,constant_mortality,2029,1271101.996
901,high_variant,2029,1329139.338
901,instant_replacement,2029,1327838.675
901,low_variant,2029,1247860.951
901,medium_variant,2029,1288500.032
901,momentum,2029,1271590.358
901,no_change,2029,1263913.7
901,zero_migration,2029,1250152.949
901,constant_fertility,2030,1282072.942
901,constant_mortality,2030,1270568.224
901,high_variant,2030,1334361.176
901,instant_replacement,2030,1331628.22
901,low_variant,2030,1245511.941
901,medium_variant,2030,1289936.553
901,momentum,2030,1270154.775
901,no_change,2030,1262729.579
901,zero_migration,2030,1248409.806
