region,variant,year,population
902,estimates,1950,1721409.652
902,estimates,1951,1759604.121
902,estimates,1952,1796509.995
902,estimates,1953,1832966.843
902,estimates,1954,1869670.691
902,estimates,1955,1907173.091
902,estimates,1956,1945876.353
902,estimates,1957,1986038.38
902,estimates,1958,2027789.128
902,estimates,1959,2071156.19
902,estimates,1960,2116144.607
902,estimates,1961,2162820.353
902,estimates,1962,2211384.949
902,estimates,1963,2262205.942
902,estimates,1964,2315728.701
902,estimates,1965,2372211.802
902,estimates,1966,2431808.088
902,estimates,1967,2494269.571
902,estimates,1968,2558941.931
902,estimates,1969,2624917.381
902,estimates,1970,2691495.871
902,estimates,1971,2758516.541
902,estimates,1972,2826034.309
902,estimates,1973,2893838.984
902,estimates,1974,2961747.678
902,estimates,1975,3029673.524
902,estimates,1976,3097466.904
902,estimates,1977,3165237.228
902,estimates,1978,3233497.631
902,estimates,1979,3302961.704
902,estimates,1980,3374167.463
902,estimates,1981,3447114.287
902,estimates,1982,3521692.66
902,estimates,1983,3598173.154
902,estimates,1984,3676857.031
902,estimates,1985,3757846.773
902,estimates,1986,3841319.804
902,estimates,1987,3926909.134
902,estimates,1988,4013486.603
902,estimates,1989,4099538.46
902,estimates,1990,4183944.269
902,estimates,1991,4266304.199
902,estimates,1992,4346807.986
902,estimates,1993,4425665.577
902,estimates,1994,4503324.333
902,estimates,1995,4580148.945
902,estimates,1996,4656138.78
902,estimates,1997,4731247.569
902,estimates,1998,4805773.278
902,estimates,1999,4880090.302
902,estimates,2000,4954502.254
902,estimates,2001,5029153.415
902,estimates,2002,5104099.227
902,estimates,2003,5179442.256
902,estimates,2004,5255258.935
902,estimates,2005,5331613.853
902,estimates,2006,5408523.354
902,estimates,2007,5486026.584
902,estimates,2008,5564219.087
902,estimates,2009,5643207.197
902,estimates,2010,5723026.653
902,estimates,2011,5803710.817
902,estimates,2012,5885122.364
902,estimates,2013,5966906.465
902,estimates,2014,6048589.514
902,constant_fertility,2015,6129802.274
902,constant_mortality,2015,6129802.274
902,estimates,2015,6129802.274
902,high_variant,2015,6129802.274
902,instant_replacement,2015,6129802.274
902,low_variant,2015,6129802.274
902,medium_variant,2015,6129802.274
902,momentum,2015,6129802.274
902,no_change,2015,6129802.274
902,zero_migration,2015,6129802.274
902,constant_fertility,2016,6214448.746
902,constant_mortality,2016,6208171.161
902,high_variant,2016,6217972.214
902,instant_replacement,2016,6199114.622
902,low_variant,2016,6202768.494
902,medium_variant,2016,6210388.118
902,momentum,2016,6199577.837
902,no_change,2016,6212202.469
902,zero_migration,2016,6213023.945
902,constant_fertility,2017,6299764.268
902,constant_mortality,2017,6285208.082
902,high_variant,2017,6308055.285
902,instant_replacement,2017,6263129.832
902,low_variant,2017,6272567.931
902,medium_variant,2017,6290339.608
902,momentum,2017,6264203.92800001
902,no_change,2017,6294567.929
902,zero_migration,2017,6295597.174
902,constant_fertility,2018,6385733.032
902,constant_mortality,2018,6360895.831
902,high_variant,2018,6399598.525
902,instant_replacement,2018,6323434.924
902,low_variant,2018,6339614.484
902,medium_variant,2018,6369619.648
902,momentum,2018,6325087.8
902,no_change,2018,6376871.325
902,zero_migration,2018,6377516.708
902,constant_fertility,2019,6472341.152
902,constant_mortality,2019,6435212.539
902,high_variant,2019,6492232.711
902,instant_replacement,2019,6382411.238
902,low_variant,2019,6404231.6
902,medium_variant,2019,6448241.731
902,momentum,2019,6384366.609
902,no_change,2019,6459086.695
902,zero_migration,2019,6458773.54
902,constant_fertility,2020,6559576.197
902,constant_mortality,2020,6508132.13
902,high_variant,2020,6585672
902,instant_replacement,2020,6441814.716
902,low_variant,2020,6466653.295
902,medium_variant,2020,6526205.463
902,momentum,2020,6443613.445
902,no_change,2020,6541190.131
902,zero_migration,2020,6539354.756
902,constant_fertility,2021,6647427.514
902,constant_mortality,2021,6579622.756
902,high_variant,2021,6679717.279
902,instant_replacement,2021,6502108.538
902,low_variant,2021,6527018.661
902,medium_variant,2021,6603451.817
902,momentum,2021,6503213.657
902,no_change,2021,6623158.597
902,zero_migration,2021,6619243.958
902,constant_fertility,2022,6735886.591
902,constant_mortality,2022,6649648.911
902,high_variant,2022,6774253.365
902,instant_replacement,2022,6562829.03
902,low_variant,2022,6585377.374
902,medium_variant,2022,6679906.205
902,momentum,2022,6562725.629
902,no_change,2022,6704971.254
902,zero_migration,2022,6698420.624
902,constant_fertility,2023,6824947.056
902,constant_mortality,2023,6718170.598
902,high_variant,2023,6869236.712
902,instant_replacement,2023,6623697.002
902,low_variant,2023,6641702.62
902,medium_variant,2023,6755544.298
902,momentum,2023,6621910.187
902,no_change,2023,6786609.224
902,zero_migration,2023,6776861.689
902,constant_fertility,2024,6914607.314
902,constant_mortality,2024,6785146.993
902,high_variant,2024,6964677.252
902,instant_replacement,2024,6684138.513
902,low_variant,2024,6695914.05
902,medium_variant,2024,6830351.823
902,momentum,2024,6680275.224
902,no_change,2024,6868057.623
902,zero_migration,2024,6854542.121
902,constant_fertility,2025,7004875.404
902,constant_mortality,2025,6850541.302
902,high_variant,2025,7060580.911
902,instant_replacement,2025,6743732.265
902,low_variant,2025,6747946.277
902,medium_variant,2025,6904317.917
902,momentum,2025,6737455.144
902,no_change,2025,6949309.789
902,zero_migration,2025,6931439.748
902,constant_fertility,2026,7095773.28600001
902,constant_mortality,2026,6914326.96
902,high_variant,2026,7156889.423
902,instant_replacement,2026,6802479.864
902,low_variant,2026,6797821.842
902,medium_variant,2026,6977416.47
902,momentum,2026,6793447.483
902,no_change,2026,7030371.012
902,zero_migration,2026,7007538.682
902,constant_fertility,2027,7187342.581
902,constant_mortality,2027,6976493.214
902,high_variant,2027,7253427.208
902,instant_replacement,2027,6860584.869
902,low_variant,2027,6845714.781
902,medium_variant,2027,7049634.364
902,momentum,2027,6848411.612
902,no_change,2027,7111263.155
902,zero_migration,2027,7082833.462
902,constant_fertility,2028,7279645.926
902,constant_mortality,2028,7037047.613
902,high_variant,2028,7349878.644
902,instant_replacement,2028,6918041.077
902,low_variant,2028,6891978.19
902,medium_variant,2028,7120992.941
902,momentum,2028,6902309.62700001
902,no_change,2028,7192025.949
902,zero_migration,2028,7157330.927
902,constant_fertility,2029,7372761.256
902,constant_mortality,2029,7096008.909
902,high_variant,2029,7445852.68500001
902,instant_replacement,2029,6974853.47
902,low_variant,2029,6937066.89
902,medium_variant,2029,7191527.324
902,momentum,2029,6955105.213
902,no_change,2029,7272712.151
902,zero_migration,2029,7231044.917
902,constant_fertility,2030,7466766.086
902,constant_mortality,2030,7153388.527
902,high_variant,2030,7541071.727
902,instant_replacement,2030,7031006.506
902,low_variant,2030,6981308.859
902,medium_variant,2030,7261262.091
902,momentum,2030,7006751.829
902,no_change,2030,7353373.936
902,zero_migration,2030,7303983.66800001
902,constant_fertility,2031,7561727.268
902,constant_mortality,2031,7209179.967
902,high_variant,2031,7635418.283
902,instant_replacement,2031,7086475.546
902,low_variant,2031,7024839.056
902,medium_variant,2031,7330198.877
902,momentum,2031,7057214.24900001
902,no_change,2031,7434053.418
902,zero_migration,2031,7376143.84800001
902,constant_fertility,2032,7657709.037
902,constant_mortality,2032,7263365.63000001
902,high_variant,2032,7728961.741
902,instant_replacement,2032,7141188.44499999
902,low_variant,2032,7067586.376
902,medium_variant,2032,7398323.192
902,momentum,2032,7106424.578
902,no_change,2032,7514791.332
902,zero_migration,2032,7447513.238
902,constant_fertility,2033,7754787.627
902,constant_mortality,2033,7315932.971
902,high_variant,2033,7821854.762
902,instant_replacement,2033,7195024.094
902,low_variant,2033,7109410.79
902,medium_variant,2033,7465624.771
902,momentum,2033,7154263.268
902,no_change,2033,7595642.339
