region,variant,year,population
5500,estimates,1950,17449.546
5500,estimates,1951,17889.859
5500,estimates,1952,18412.254
5500,estimates,1953,19003.769
5500,estimates,1954,19653.482
5500,estimates,1955,20352.402
5500,estimates,1956,21093.667
5500,estimates,1957,21872.356
5500,estimates,1958,22685.293
5500,estimates,1959,23530.501
5500,estimates,1960,24405.882
5500,estimates,1961,25307.615
5500,estimates,1962,26228.976
5500,estimates,1963,27159.66
5500,estimates,1964,28087.403
5500,estimates,1965,29002.753
5500,estimates,1966,29901.586
5500,estimates,1967,30783.226
5500,estimates,1968,31646.044
5500,estimates,1969,32489.83
5500,estimates,1970,33315.14
5500,estimates,1971,34120.85
5500,estimates,1972,34908.186
5500,estimates,1973,35683.434
5500,estimates,1974,36455.078
5500,estimates,1975,37230.082
5500,estimates,1976,38010.462
5500,estimates,1977,38797.068
5500,estimates,1978,39594.368
5500,estimates,1979,40407.183
5500,estimates,1980,41238.835
5500,estimates,1981,42087.146
5500,estimates,1982,42950.622
5500,estimates,1983,43833.364
5500,estimates,1984,44740.499
5500,estimates,1985,45672.65
5500,estimates,1986,46633.391
5500,estimates,1987,47612.855
5500,estimates,1988,48581.73
5500,estimates,1989,49501.228
5500,estimates,1990,50343.305
5500,estimates,1991,51100.938
5500,estimates,1992,51781.574
5500,estimates,1993,52390.433
5500,estimates,1994,52938.381
5500,estimates,1995,53436.859
5500,estimates,1996,53885.824
5500,estimates,1997,54292.276
5500,estimates,1998,54684.25
5500,estimates,1999,55097.49
5500,estimates,2000,55559.337
5500,estimates,2001,56082.293
5500,estimates,2002,56665.898
5500,estimates,2003,57307.871
5500,estimates,2004,58000.41
5500,estimates,2005,58737.838
5500,estimates,2006,59518.516
5500,estimates,2007,60345.972
5500,estimates,2008,61224.785
5500,estimates,2009,62161.019
5500,estimates,2010,63156.447
5500,estimates,2011,64212.215
5500,estimates,2012,65319.007
5500,estimates,2013,66454.885
5500,estimates,2014,67590.949
5500,constant_fertility,2015,68705.005
5500,constant_mortality,2015,68705.005
5500,estimates,2015,68705.005
5500,high_variant,2015,68705.005
5500,instant_replacement,2015,68705.005
5500,low_variant,2015,68705.005
5500,medium_variant,2015,68705.005
5500,momentum,2015,68705.005
5500,no_change,2015,68705.005
5500,zero_migration,2015,68705.005
5500,constant_fertility,2016,69856.713
5500,constant_mortality,2016,69777.706
5500,high_variant,2016,69888.501
5500,instant_replacement,2016,69622.639
5500,low_variant,2016,69692.546
5500,medium_variant,2016,69787.76
5500,momentum,2016,69652.093
5500,no_change,2016,69843.321
5500,zero_migration,2016,69846.087
5500,constant_fertility,2017,70987.05
5500,constant_mortality,2017,70812.649
5500,high_variant,2017,71068.58
5500,instant_replacement,2017,70442.156
5500,low_variant,2017,70617.275
5500,medium_variant,2017,70839.675
5500,momentum,2017,70513.045
5500,no_change,2017,70955.912
5500,zero_migration,2017,70955.788
5500,constant_fertility,2018,72099.304
5500,constant_mortality,2018,71812.156
5500,high_variant,2018,72242.4
5500,instant_replacement,2018,71190.251
5500,low_variant,2018,71486.513
5500,medium_variant,2018,71860.465
5500,momentum,2018,71310.052
5500,no_change,2018,72045.937
5500,zero_migration,2018,72036.396
5500,constant_fertility,2019,73195.88
5500,constant_mortality,2019,72777.97
5500,high_variant,2019,73407.576
5500,instant_replacement,2019,71909.056
5500,low_variant,2019,72306.077
5500,medium_variant,2019,72853.515
5500,momentum,2019,72078.765
5500,no_change,2019,73115.698
5500,zero_migration,2019,73089.564
5500,constant_fertility,2020,74278.319
5500,constant_mortality,2020,73711.243
5500,high_variant,2020,74561.917
5500,instant_replacement,2020,72629.65
5500,low_variant,2020,73080.33
5500,medium_variant,2020,73821.123
5500,momentum,2020,72845.331
5500,no_change,2020,74166.676
5500,zero_migration,2020,74116.432
5500,constant_fertility,2021,75347.257
5500,constant_mortality,2021,74612.522
