region,variant,year,population
1501,estimates,1950,778277.186
1501,estimates,1951,792199
1501,estimates,1952,807013.013
1501,estimates,1953,822676.599
1501,estimates,1954,839156.194
1501,estimates,1955,856426.928
1501,estimates,1956,874473.327
1501,estimates,1957,893288.801
1501,estimates,1958,912874.324
1501,estimates,1959,933235.965
1501,estimates,1960,954378.255
1501,estimates,1961,976296.694
1501,estimates,1962,998971.407
1501,estimates,1963,1022364.244
1501,estimates,1964,1046426.891
1501,estimates,1965,1071123.459
1501,estimates,1966,1096449.912
1501,estimates,1967,1122412.976
1501,estimates,1968,1149003.438
1501,estimates,1969,1176213.823
1501,estimates,1970,1204047.097
1501,estimates,1971,1232504.905
1501,estimates,1972,1261613.302
1501,estimates,1973,1291433.045
1501,estimates,1974,1322043.02
1501,estimates,1975,1353508.558
1501,estimates,1976,1385817.283
1501,estimates,1977,1418974.159
1501,estimates,1978,1453077.778
1501,estimates,1979,1488251.482
1501,estimates,1980,1524562.327
1501,estimates,1981,1562032.469
1501,estimates,1982,1600573.019
1501,estimates,1983,1639997.221
1501,estimates,1984,1680050.478
1501,estimates,1985,1720525.775
1501,estimates,1986,1761340.894
1501,estimates,1987,1802467.648
1501,estimates,1988,1843817.357
1501,estimates,1989,1885307.434
1501,estimates,1990,1926867.853
1501,estimates,1991,1968443.941
1501,estimates,1992,2009995.599
1501,estimates,1993,2051492.882
1501,estimates,1994,2092918.069
1501,estimates,1995,2134261.009
1501,estimates,1996,2175500.227
1501,estimates,1997,2216635.473
1501,estimates,1998,2257709.39
1501,estimates,1999,2298784.495
1501,estimates,2000,2339911.631
1501,estimates,2001,2381099.246
1501,estimates,2002,2422348.987
1501,estimates,2003,2463697.214
1501,estimates,2004,2505185.425
1501,estimates,2005,2546842.104
1501,estimates,2006,2588682.695
1501,estimates,2007,2630698.567
1501,estimates,2008,2672862.081
1501,estimates,2009,2715130.776
1501,estimates,2010,2757470.386
1501,estimates,2011,2799869.362
1501,estimates,2012,2842325.829
1501,estimates,2013,2884825.737
1501,estimates,2014,2927355.189
1501,constant_fertility,2015,2969900.999
1501,constant_mortality,2015,2969900.999
1501,estimates,2015,2969900.999
1501,high_variant,2015,2969900.999
1501,instant_replacement,2015,2969900.999
1501,low_variant,2015,2969900.999
1501,medium_variant,2015,2969900.999
1501,momentum,2015,2969900.999
1501,no_change,2015,2969900.999
1501,zero_migration,2015,2969900.999
1501,constant_fertility,2016,3014414.506
1501,constant_mortality,2016,3011022.585
1501,high_variant,2016,3015654.699
1501,instant_replacement,2016,3004582.843
1501,low_variant,2016,3008338.266
1501,medium_variant,2016,3012429.531
1501,momentum,2016,3005908.785
1501,no_change,2016,3013405.156
1501,zero_migration,2016,3015304.197
1501,constant_fertility,2017,3060081.404
1501,constant_mortality,2017,3052071.72
1501,high_variant,2017,3063032.126
1501,instant_replacement,2017,3036002.356
1501,low_variant,2017,3045710.63
1501,medium_variant,2017,3054924.177
1501,momentum,2017,3039179.706
1501,no_change,2017,3057715.651
1501,zero_migration,2017,3060579.32
1501,constant_fertility,2018,3106799.514
1501,constant_mortality,2018,3092981.914
1501,high_variant,2018,3111729.83
1501,instant_replacement,2018,3065362.567
1501,low_variant,2018,3082173.666
1501,medium_variant,2018,3097406.897
1501,momentum,2018,3070611.352
1501,no_change,2018,3102729.007
1501,zero_migration,2018,3105703.619
1501,constant_fertility,2019,3154468.963
1501,constant_mortality,2019,3133680.986
1501,high_variant,2019,3161487.451
1501,instant_replacement,2019,3094413.628
1501,low_variant,2019,3117830.998
1501,medium_variant,2019,3139913.433
1501,momentum,2019,3101524.767
1501,no_change,2019,3148343.506
1501,zero_migration,2019,3150653.66
1501,constant_fertility,2020,3202992.24
1501,constant_mortality,2020,3174091
1501,high_variant,2020,3212087.496
1501,instant_replacement,2020,3124436.804
1501,low_variant,2020,3152735.018
1501,medium_variant,2020,3182454.145
1501,momentum,2020,3132891.673
