region,variant,year,population
913,estimates,1950,15533.181
913,estimates,1951,15897.01
913,estimates,1952,16273.349
913,estimates,1953,16662.276
913,estimates,1954,17064.043
913,estimates,1955,17479.115
913,estimates,1956,17908.23
913,estimates,1957,18352.226
913,estimates,1958,18812.2
913,estimates,1959,19289.329
913,estimates,1960,19784.716
913,estimates,1961,20299.114
913,estimates,1962,20832.908
913,estimates,1963,21385.833
913,estimates,1964,21957.347
913,estimates,1965,22547.245
913,estimates,1966,23154.782
913,estimates,1967,23780.488
913,estimates,1968,24426.95
913,estimates,1969,25097.517
913,estimates,1970,25794.211
913,estimates,1971,26518.667
913,estimates,1972,27268.983
913,estimates,1973,28039.381
913,estimates,1974,28821.851
913,estimates,1975,29610.743
913,estimates,1976,30402.644
913,estimates,1977,31199.333
913,estimates,1978,32006.904
913,estimates,1979,32834.448
913,estimates,1980,33687.791
913,estimates,1981,34570.581
913,estimates,1982,35479.097
913,estimates,1983,36403.087
913,estimates,1984,37328.196
913,estimates,1985,38244.841
913,estimates,1986,39144.925
913,estimates,1987,40032.72
913,estimates,1988,40925.814
913,estimates,1989,41849.144
913,estimates,1990,42818.44
913,estimates,1991,43840.466
913,estimates,1992,44902.934
913,estimates,1993,45979.224
913,estimates,1994,47032.272
913,estimates,1995,48034.769
913,estimates,1996,48978.106
913,estimates,1997,49868.101
913,estimates,1998,50709.61
913,estimates,1999,51512.835
913,estimates,2000,52286.079
913,estimates,2001,53032.419
913,estimates,2002,53751.515
913,estimates,2003,54445.09
913,estimates,2004,55114.734
913,estimates,2005,55764.05
913,estimates,2006,56390.73
913,estimates,2007,57002.231
913,estimates,2008,57623.682
913,estimates,2009,58287.624
913,estimates,2010,59016.093
913,estimates,2011,59819.9
913,estimates,2012,60689.548
913,estimates,2013,61601.24
913,estimates,2014,62520.018
913,constant_fertility,2015,63419.639
913,constant_mortality,2015,63419.639
913,estimates,2015,63419.639
913,high_variant,2015,63419.639
913,instant_replacement,2015,63419.639
913,low_variant,2015,63419.639
913,medium_variant,2015,63419.639
913,momentum,2015,63419.639
913,no_change,2015,63419.639
