variant,region,year,lifeexpectancyatbirth
estimates,1500,1950,33.5
estimates,1500,1951,33.83
estimates,1500,1952,34.472
estimates,1500,1953,35.082
estimates,1500,1954,35.66
estimates,1500,1955,36.205
estimates,1500,1956,36.72
estimates,1500,1957,37.204
estimates,1500,1958,37.662
estimates,1500,1959,38.099
estimates,1500,1960,38.52
estimates,1500,1961,38.932
estimates,1500,1962,39.343
estimates,1500,1963,39.759
estimates,1500,1964,40.184
estimates,1500,1965,40.619
estimates,1500,1966,41.064
estimates,1500,1967,41.514
estimates,1500,1968,41.964
estimates,1500,1969,42.41
estimates,1500,1970,42.852
estimates,1500,1971,43.285
estimates,1500,1972,43.71
estimates,1500,1973,44.125
estimates,1500,1974,44.527
estimates,1500,1975,44.915
estimates,1500,1976,45.286
estimates,1500,1977,45.641
estimates,1500,1978,45.981
estimates,1500,1979,46.308
estimates,1500,1980,46.629
estimates,1500,1981,46.953
estimates,1500,1982,47.284
estimates,1500,1983,47.62
estimates,1500,1984,47.954
estimates,1500,1985,48.269
estimates,1500,1986,48.542
estimates,1500,1987,48.76
estimates,1500,1988,48.921
estimates,1500,1989,49.031
estimates,1500,1990,49.111
estimates,1500,1991,49.183
estimates,1500,1992,49.277
estimates,1500,1993,49.417
estimates,1500,1994,49.618
estimates,1500,1995,49.883
estimates,1500,1996,50.209
estimates,1500,1997,50.581
estimates,1500,1998,50.988
estimates,1500,1999,51.432
estimates,1500,2000,51.92
estimates,1500,2001,52.465
estimates,1500,2002,53.07
estimates,1500,2003,53.736
estimates,1500,2004,54.452
estimates,1500,2005,55.207
estimates,1500,2006,55.988
estimates,1500,2007,56.775
estimates,1500,2008,57.549
estimates,1500,2009,58.296
estimates,1500,2010,59.001
estimates,1500,2011,59.656
estimates,1500,2012,60.264
estimates,1500,2013,60.828
estimates,1500,2014,61.346
estimates,1500,2015,61.822
medium_variant,1500,2015,61.822
medium_variant,1500,2016,62.256
medium_variant,1500,2017,62.657
medium_variant,1500,2018,63.033
medium_variant,1500,2019,63.39
medium_variant,1500,2020,63.733
medium_variant,1500,2021,64.068
medium_variant,1500,2022,64.396
medium_variant,1500,2023,64.718
medium_variant,1500,2024,65.036
medium_variant,1500,2025,65.353
medium_variant,1500,2026,65.669
medium_variant,1500,2027,65.98
medium_variant,1500,2028,66.285
medium_variant,1500,2029,66.584
medium_variant,1500,2030,66.877
medium_variant,1500,2031,67.164
medium_variant,1500,2032,67.444
medium_variant,1500,2033,67.718
medium_variant,1500,2034,67.986
medium_variant,1500,2035,68.248
medium_variant,1500,2036,68.504
medium_variant,1500,2037,68.755
medium_variant,1500,2038,69.001
medium_variant,1500,2039,69.242
medium_variant,1500,2040,69.478
medium_variant,1500,2041,69.71
medium_variant,1500,2042,69.938
medium_variant,1500,2043,70.163
medium_variant,1500,2044,70.384
medium_variant,1500,2045,70.601
medium_variant,1500,2046,70.816
medium_variant,1500,2047,71.027
medium_variant,1500,2048,71.235
medium_variant,1500,2049,71.441
medium_variant,1500,2050,71.643
medium_variant,1500,2051,71.842
medium_variant,1500,2052,72.038
medium_variant,1500,2053,72.229
medium_variant,1500,2054,72.418
medium_variant,1500,2055,72.602
medium_variant,1500,2056,72.783
medium_variant,1500,2057,72.961
medium_variant,1500,2058,73.136
medium_variant,1500,2059,73.307
medium_variant,1500,2060,73.476
medium_variant,1500,2061,73.643
medium_variant,1500,2062,73.808
medium_variant,1500,2063,73.97
medium_variant,1500,2064,74.131
medium_variant,1500,2065,74.29
medium_variant,1500,2066,74.447
medium_variant,1500,2067,74.602
medium_variant,1500,2068,74.755
medium_variant,1500,2069,74.906
medium_variant,1500,2070,75.056
medium_variant,1500,2071,75.203
medium_variant,1500,2072,75.349
medium_variant,1500,2073,75.493
medium_variant,1500,2074,75.636
medium_variant,1500,2075,75.777
medium_variant,1500,2076,75.917
medium_variant,1500,2077,76.056
medium_variant,1500,2078,76.194
medium_variant,1500,2079,76.33
medium_variant,1500,2080,76.466
medium_variant,1500,2081,76.601
medium_variant,1500,2082,76.735
medium_variant,1500,2083,76.868
medium_variant,1500,2084,77
medium_variant,1500,2085,77.132
medium_variant,1500,2086,77.263
medium_variant,1500,2087,77.393
medium_variant,1500,2088,77.522
medium_variant,1500,2089,77.652
medium_variant,1500,2090,77.781
medium_variant,1500,2091,77.909
medium_variant,1500,2092,78.038
medium_variant,1500,2093,78.166
medium_variant,1500,2094,78.294
medium_variant,1500,2095,78.422
medium_variant,1500,2096,78.55
medium_variant,1500,2097,78.678
medium_variant,1500,2098,78.806
medium_variant,1500,2099,78.933
