variant,region,year,lifeexpectancyatbirth
estimates,5501,1950,35.687
estimates,5501,1951,36.022
estimates,5501,1952,36.689
estimates,5501,1953,37.35
estimates,5501,1954,38.005
estimates,5501,1955,38.654
estimates,5501,1956,39.298
estimates,5501,1957,39.938
estimates,5501,1958,40.573
estimates,5501,1959,41.208
estimates,5501,1960,41.844
estimates,5501,1961,42.483
estimates,5501,1962,43.127
estimates,5501,1963,43.775
estimates,5501,1964,44.425
estimates,5501,1965,45.068
estimates,5501,1966,45.694
estimates,5501,1967,46.299
estimates,5501,1968,46.881
estimates,5501,1969,47.443
estimates,5501,1970,48
estimates,5501,1971,48.57
estimates,5501,1972,49.166
estimates,5501,1973,49.793
estimates,5501,1974,50.444
estimates,5501,1975,51.105
estimates,5501,1976,51.752
estimates,5501,1977,52.362
estimates,5501,1978,52.922
estimates,5501,1979,53.428
estimates,5501,1980,53.882
estimates,5501,1981,54.295
estimates,5501,1982,54.688
estimates,5501,1983,55.079
estimates,5501,1984,55.48
estimates,5501,1985,55.9
estimates,5501,1986,56.347
estimates,5501,1987,56.817
estimates,5501,1988,57.306
estimates,5501,1989,57.812
estimates,5501,1990,58.329
estimates,5501,1991,58.851
estimates,5501,1992,59.369
estimates,5501,1993,59.877
estimates,5501,1994,60.371
estimates,5501,1995,60.846
estimates,5501,1996,61.303
estimates,5501,1997,61.746
estimates,5501,1998,62.177
estimates,5501,1999,62.598
estimates,5501,2000,63.01
estimates,5501,2001,63.413
estimates,5501,2002,63.81
estimates,5501,2003,64.202
estimates,5501,2004,64.589
estimates,5501,2005,64.977
estimates,5501,2006,65.369
estimates,5501,2007,65.766
estimates,5501,2008,66.165
estimates,5501,2009,66.563
estimates,5501,2010,66.953
estimates,5501,2011,67.329
estimates,5501,2012,67.682
estimates,5501,2013,68.01
estimates,5501,2014,68.311
estimates,5501,2015,68.586
medium_variant,5501,2015,68.586
medium_variant,5501,2016,68.84
medium_variant,5501,2017,69.079
medium_variant,5501,2018,69.31
medium_variant,5501,2019,69.536
medium_variant,5501,2020,69.758
medium_variant,5501,2021,69.977
medium_variant,5501,2022,70.19
medium_variant,5501,2023,70.398
medium_variant,5501,2024,70.601
medium_variant,5501,2025,70.799
medium_variant,5501,2026,70.993
medium_variant,5501,2027,71.183
medium_variant,5501,2028,71.37
medium_variant,5501,2029,71.555
medium_variant,5501,2030,71.736
medium_variant,5501,2031,71.914
medium_variant,5501,2032,72.089
medium_variant,5501,2033,72.26
medium_variant,5501,2034,72.428
medium_variant,5501,2035,72.594
medium_variant,5501,2036,72.757
medium_variant,5501,2037,72.919
medium_variant,5501,2038,73.081
medium_variant,5501,2039,73.241
medium_variant,5501,2040,73.402
medium_variant,5501,2041,73.562
medium_variant,5501,2042,73.721
medium_variant,5501,2043,73.88
medium_variant,5501,2044,74.037
medium_variant,5501,2045,74.193
medium_variant,5501,2046,74.349
medium_variant,5501,2047,74.504
medium_variant,5501,2048,74.658
medium_variant,5501,2049,74.811
medium_variant,5501,2050,74.963
medium_variant,5501,2051,75.114
medium_variant,5501,2052,75.263
medium_variant,5501,2053,75.411
medium_variant,5501,2054,75.558
medium_variant,5501,2055,75.704
medium_variant,5501,2056,75.848
medium_variant,5501,2057,75.992
medium_variant,5501,2058,76.136
medium_variant,5501,2059,76.278
medium_variant,5501,2060,76.42
medium_variant,5501,2061,76.562
medium_variant,5501,2062,76.702
medium_variant,5501,2063,76.84
medium_variant,5501,2064,76.978
medium_variant,5501,2065,77.115
medium_variant,5501,2066,77.251
medium_variant,5501,2067,77.387
medium_variant,5501,2068,77.523
medium_variant,5501,2069,77.66
medium_variant,5501,2070,77.796
medium_variant,5501,2071,77.933
medium_variant,5501,2072,78.07
medium_variant,5501,2073,78.206
medium_variant,5501,2074,78.342
medium_variant,5501,2075,78.478
medium_variant,5501,2076,78.614
medium_variant,5501,2077,78.749
medium_variant,5501,2078,78.884
medium_variant,5501,2079,79.019
medium_variant,5501,2080,79.155
medium_variant,5501,2081,79.291
medium_variant,5501,2082,79.428
medium_variant,5501,2083,79.566
medium_variant,5501,2084,79.704
medium_variant,5501,2085,79.843
medium_variant,5501,2086,79.981
medium_variant,5501,2087,80.118
medium_variant,5501,2088,80.255
medium_variant,5501,2089,80.39
medium_variant,5501,2090,80.525
medium_variant,5501,2091,80.66
medium_variant,5501,2092,80.796
medium_variant,5501,2093,80.933
medium_variant,5501,2094,81.071
medium_variant,5501,2095,81.21
medium_variant,5501,2096,81.352
medium_variant,5501,2097,81.495
medium_variant,5501,2098,81.64
medium_variant,5501,2099,81.786
