variant,region,year,lifeexpectancyatbirth
estimates,925,1950,62.624
estimates,925,1951,62.917
estimates,925,1952,63.493
estimates,925,1953,64.047
estimates,925,1954,64.58
estimates,925,1955,65.091
estimates,925,1956,65.582
estimates,925,1957,66.05
estimates,925,1958,66.498
estimates,925,1959,66.923
estimates,925,1960,67.326
estimates,925,1961,67.708
estimates,925,1962,68.069
estimates,925,1963,68.411
estimates,925,1964,68.737
estimates,925,1965,69.052
estimates,925,1966,69.359
estimates,925,1967,69.662
estimates,925,1968,69.962
estimates,925,1969,70.261
estimates,925,1970,70.562
estimates,925,1971,70.863
estimates,925,1972,71.162
estimates,925,1973,71.458
estimates,925,1974,71.75
estimates,925,1975,72.038
estimates,925,1976,72.322
estimates,925,1977,72.602
estimates,925,1978,72.879
estimates,925,1979,73.152
estimates,925,1980,73.423
estimates,925,1981,73.691
estimates,925,1982,73.957
estimates,925,1983,74.22
estimates,925,1984,74.478
estimates,925,1985,74.727
estimates,925,1986,74.962
estimates,925,1987,75.181
estimates,925,1988,75.385
estimates,925,1989,75.577
estimates,925,1990,75.763
estimates,925,1991,75.95
estimates,925,1992,76.145
estimates,925,1993,76.354
estimates,925,1994,76.579
estimates,925,1995,76.819
estimates,925,1996,77.072
estimates,925,1997,77.332
estimates,925,1998,77.594
estimates,925,1999,77.856
estimates,925,2000,78.116
estimates,925,2001,78.374
estimates,925,2002,78.633
estimates,925,2003,78.891
estimates,925,2004,79.148
estimates,925,2005,79.402
estimates,925,2006,79.652
estimates,925,2007,79.896
estimates,925,2008,80.132
estimates,925,2009,80.361
estimates,925,2010,80.581
estimates,925,2011,80.791
estimates,925,2012,80.993
estimates,925,2013,81.188
estimates,925,2014,81.375
estimates,925,2015,81.557
medium_variant,925,2015,81.557
medium_variant,925,2016,81.732
medium_variant,925,2017,81.903
medium_variant,925,2018,82.069
medium_variant,925,2019,82.231
medium_variant,925,2020,82.391
medium_variant,925,2021,82.548
medium_variant,925,2022,82.702
medium_variant,925,2023,82.854
medium_variant,925,2024,83.004
medium_variant,925,2025,83.152
medium_variant,925,2026,83.299
medium_variant,925,2027,83.445
medium_variant,925,2028,83.589
medium_variant,925,2029,83.731
medium_variant,925,2030,83.873
medium_variant,925,2031,84.014
medium_variant,925,2032,84.154
medium_variant,925,2033,84.293
medium_variant,925,2034,84.432
medium_variant,925,2035,84.57
medium_variant,925,2036,84.707
medium_variant,925,2037,84.844
medium_variant,925,2038,84.98
medium_variant,925,2039,85.117
medium_variant,925,2040,85.252
medium_variant,925,2041,85.387
medium_variant,925,2042,85.522
medium_variant,925,2043,85.656
medium_variant,925,2044,85.788
medium_variant,925,2045,85.92
medium_variant,925,2046,86.05
medium_variant,925,2047,86.179
medium_variant,925,2048,86.307
medium_variant,925,2049,86.433
medium_variant,925,2050,86.557
medium_variant,925,2051,86.681
medium_variant,925,2052,86.803
medium_variant,925,2053,86.924
medium_variant,925,2054,87.044
medium_variant,925,2055,87.163
medium_variant,925,2056,87.282
medium_variant,925,2057,87.4
medium_variant,925,2058,87.517
medium_variant,925,2059,87.634
medium_variant,925,2060,87.751
medium_variant,925,2061,87.868
medium_variant,925,2062,87.985
medium_variant,925,2063,88.102
medium_variant,925,2064,88.219
medium_variant,925,2065,88.337
medium_variant,925,2066,88.455
medium_variant,925,2067,88.573
medium_variant,925,2068,88.691
medium_variant,925,2069,88.81
medium_variant,925,2070,88.929
medium_variant,925,2071,89.049
medium_variant,925,2072,89.169
medium_variant,925,2073,89.29
medium_variant,925,2074,89.411
medium_variant,925,2075,89.532
medium_variant,925,2076,89.654
medium_variant,925,2077,89.777
medium_variant,925,2078,89.899
medium_variant,925,2079,90.022
medium_variant,925,2080,90.144
medium_variant,925,2081,90.267
medium_variant,925,2082,90.39
medium_variant,925,2083,90.513
medium_variant,925,2084,90.635
medium_variant,925,2085,90.758
medium_variant,925,2086,90.88
medium_variant,925,2087,91.001
medium_variant,925,2088,91.122
medium_variant,925,2089,91.242
medium_variant,925,2090,91.362
medium_variant,925,2091,91.48
medium_variant,925,2092,91.598
medium_variant,925,2093,91.716
medium_variant,925,2094,91.832
medium_variant,925,2095,91.948
medium_variant,925,2096,92.064
medium_variant,925,2097,92.179
medium_variant,925,2098,92.294
medium_variant,925,2099,92.408
