variant,region,year,lifeexpectancyatbirth
estimates,1502,1950,45.707
estimates,1502,1951,46.037
estimates,1502,1952,46.643
estimates,1502,1953,47.142
estimates,1502,1954,47.532
estimates,1502,1955,47.819
estimates,1502,1956,48.017
estimates,1502,1957,48.145
estimates,1502,1958,48.241
estimates,1502,1959,48.37
estimates,1502,1960,48.606
estimates,1502,1961,49.022
estimates,1502,1962,49.685
estimates,1502,1963,50.626
estimates,1502,1964,51.827
estimates,1502,1965,53.228
estimates,1502,1966,54.734
estimates,1502,1967,56.227
estimates,1502,1968,57.608
estimates,1502,1969,58.826
estimates,1502,1970,59.857
estimates,1502,1971,60.712
estimates,1502,1972,61.448
estimates,1502,1973,62.115
estimates,1502,1974,62.725
estimates,1502,1975,63.287
estimates,1502,1976,63.802
estimates,1502,1977,64.267
estimates,1502,1978,64.684
estimates,1502,1979,65.065
estimates,1502,1980,65.422
estimates,1502,1981,65.77
estimates,1502,1982,66.116
estimates,1502,1983,66.463
estimates,1502,1984,66.811
estimates,1502,1985,67.153
estimates,1502,1986,67.474
estimates,1502,1987,67.761
estimates,1502,1988,68.008
estimates,1502,1989,68.215
estimates,1502,1990,68.388
estimates,1502,1991,68.538
estimates,1502,1992,68.68
estimates,1502,1993,68.828
estimates,1502,1994,68.991
estimates,1502,1995,69.177
estimates,1502,1996,69.393
estimates,1502,1997,69.633
estimates,1502,1998,69.895
estimates,1502,1999,70.177
estimates,1502,2000,70.476
estimates,1502,2001,70.788
estimates,1502,2002,71.105
estimates,1502,2003,71.425
estimates,1502,2004,71.742
estimates,1502,2005,72.057
estimates,1502,2006,72.371
estimates,1502,2007,72.685
estimates,1502,2008,72.999
estimates,1502,2009,73.311
estimates,1502,2010,73.614
estimates,1502,2011,73.904
estimates,1502,2012,74.175
estimates,1502,2013,74.427
estimates,1502,2014,74.658
estimates,1502,2015,74.87
medium_variant,1502,2015,74.87
medium_variant,1502,2016,75.065
medium_variant,1502,2017,75.249
medium_variant,1502,2018,75.427
medium_variant,1502,2019,75.602
medium_variant,1502,2020,75.776
medium_variant,1502,2021,75.951
medium_variant,1502,2022,76.124
medium_variant,1502,2023,76.295
medium_variant,1502,2024,76.467
medium_variant,1502,2025,76.637
medium_variant,1502,2026,76.808
medium_variant,1502,2027,76.978
medium_variant,1502,2028,77.147
medium_variant,1502,2029,77.316
medium_variant,1502,2030,77.483
medium_variant,1502,2031,77.65
medium_variant,1502,2032,77.816
medium_variant,1502,2033,77.98
medium_variant,1502,2034,78.144
medium_variant,1502,2035,78.306
medium_variant,1502,2036,78.469
medium_variant,1502,2037,78.631
medium_variant,1502,2038,78.793
medium_variant,1502,2039,78.956
medium_variant,1502,2040,79.118
medium_variant,1502,2041,79.28
medium_variant,1502,2042,79.442
medium_variant,1502,2043,79.604
medium_variant,1502,2044,79.765
medium_variant,1502,2045,79.925
medium_variant,1502,2046,80.085
medium_variant,1502,2047,80.245
medium_variant,1502,2048,80.404
medium_variant,1502,2049,80.562
medium_variant,1502,2050,80.72
medium_variant,1502,2051,80.878
medium_variant,1502,2052,81.035
medium_variant,1502,2053,81.191
medium_variant,1502,2054,81.346
medium_variant,1502,2055,81.5
medium_variant,1502,2056,81.653
medium_variant,1502,2057,81.804
medium_variant,1502,2058,81.955
medium_variant,1502,2059,82.104
medium_variant,1502,2060,82.251
medium_variant,1502,2061,82.398
medium_variant,1502,2062,82.543
medium_variant,1502,2063,82.686
medium_variant,1502,2064,82.829
medium_variant,1502,2065,82.969
medium_variant,1502,2066,83.108
medium_variant,1502,2067,83.245
medium_variant,1502,2068,83.38
medium_variant,1502,2069,83.513
medium_variant,1502,2070,83.644
medium_variant,1502,2071,83.774
medium_variant,1502,2072,83.902
medium_variant,1502,2073,84.028
medium_variant,1502,2074,84.153
medium_variant,1502,2075,84.277
medium_variant,1502,2076,84.4
medium_variant,1502,2077,84.522
medium_variant,1502,2078,84.642
medium_variant,1502,2079,84.762
medium_variant,1502,2080,84.88
medium_variant,1502,2081,84.997
medium_variant,1502,2082,85.112
medium_variant,1502,2083,85.227
medium_variant,1502,2084,85.34
medium_variant,1502,2085,85.452
medium_variant,1502,2086,85.563
medium_variant,1502,2087,85.673
medium_variant,1502,2088,85.782
medium_variant,1502,2089,85.891
medium_variant,1502,2090,86
medium_variant,1502,2091,86.108
medium_variant,1502,2092,86.217
medium_variant,1502,2093,86.325
medium_variant,1502,2094,86.432
medium_variant,1502,2095,86.54
medium_variant,1502,2096,86.647
medium_variant,1502,2097,86.754
medium_variant,1502,2098,86.861
medium_variant,1502,2099,86.968
