variant,region,year,lifeexpectancyatbirth
estimates,913,1950,46.455
estimates,913,1951,46.815
estimates,913,1952,47.511
estimates,913,1953,48.164
estimates,913,1954,48.773
estimates,913,1955,49.339
estimates,913,1956,49.861
estimates,913,1957,50.343
estimates,913,1958,50.787
estimates,913,1959,51.197
estimates,913,1960,51.579
estimates,913,1961,51.941
estimates,913,1962,52.29
estimates,913,1963,52.634
estimates,913,1964,52.979
estimates,913,1965,53.333
estimates,913,1966,53.701
estimates,913,1967,54.081
estimates,913,1968,54.467
estimates,913,1969,54.853
estimates,913,1970,55.228
estimates,913,1971,55.577
estimates,913,1972,55.89
estimates,913,1973,56.164
estimates,913,1974,56.399
estimates,913,1975,56.599
estimates,913,1976,56.769
estimates,913,1977,56.926
estimates,913,1978,57.087
estimates,913,1979,57.267
estimates,913,1980,57.488
estimates,913,1981,57.772
estimates,913,1982,58.125
estimates,913,1983,58.539
estimates,913,1984,59.004
estimates,913,1985,59.512
estimates,913,1986,60.052
estimates,913,1987,60.592
estimates,913,1988,61.094
estimates,913,1989,61.521
estimates,913,1990,61.826
estimates,913,1991,61.968
estimates,913,1992,61.932
estimates,913,1993,61.711
estimates,913,1994,61.301
estimates,913,1995,60.693
estimates,913,1996,59.88
estimates,913,1997,58.903
estimates,913,1998,57.821
estimates,913,1999,56.695
estimates,913,2000,55.587
estimates,913,2001,54.554
estimates,913,2002,53.645
estimates,913,2003,52.915
estimates,913,2004,52.415
estimates,913,2005,52.212
estimates,913,2006,52.358
estimates,913,2007,52.835
estimates,913,2008,53.601
estimates,913,2009,54.61
estimates,913,2010,55.798
estimates,913,2011,57.09
estimates,913,2012,58.401
estimates,913,2013,59.652
estimates,913,2014,60.784
estimates,913,2015,61.75
medium_variant,913,2015,61.75
medium_variant,913,2016,62.528
medium_variant,913,2017,63.151
medium_variant,913,2018,63.651
medium_variant,913,2019,64.042
medium_variant,913,2020,64.343
medium_variant,913,2021,64.581
medium_variant,913,2022,64.784
medium_variant,913,2023,64.977
medium_variant,913,2024,65.178
medium_variant,913,2025,65.399
medium_variant,913,2026,65.639
medium_variant,913,2027,65.888
medium_variant,913,2028,66.137
medium_variant,913,2029,66.385
medium_variant,913,2030,66.634
medium_variant,913,2031,66.884
medium_variant,913,2032,67.134
medium_variant,913,2033,67.385
medium_variant,913,2034,67.635
medium_variant,913,2035,67.885
medium_variant,913,2036,68.134
medium_variant,913,2037,68.381
medium_variant,913,2038,68.626
medium_variant,913,2039,68.868
medium_variant,913,2040,69.108
medium_variant,913,2041,69.345
medium_variant,913,2042,69.58
medium_variant,913,2043,69.813
medium_variant,913,2044,70.045
medium_variant,913,2045,70.276
medium_variant,913,2046,70.509
medium_variant,913,2047,70.742
medium_variant,913,2048,70.977
medium_variant,913,2049,71.213
medium_variant,913,2050,71.45
medium_variant,913,2051,71.688
medium_variant,913,2052,71.925
medium_variant,913,2053,72.162
medium_variant,913,2054,72.396
medium_variant,913,2055,72.629
medium_variant,913,2056,72.86
medium_variant,913,2057,73.089
medium_variant,913,2058,73.315
medium_variant,913,2059,73.54
medium_variant,913,2060,73.761
medium_variant,913,2061,73.979
medium_variant,913,2062,74.194
medium_variant,913,2063,74.405
medium_variant,913,2064,74.611
medium_variant,913,2065,74.813
medium_variant,913,2066,75.01
medium_variant,913,2067,75.202
medium_variant,913,2068,75.389
medium_variant,913,2069,75.572
medium_variant,913,2070,75.751
medium_variant,913,2071,75.926
medium_variant,913,2072,76.098
medium_variant,913,2073,76.267
medium_variant,913,2074,76.434
medium_variant,913,2075,76.599
medium_variant,913,2076,76.762
medium_variant,913,2077,76.923
medium_variant,913,2078,77.083
medium_variant,913,2079,77.242
medium_variant,913,2080,77.4
medium_variant,913,2081,77.556
medium_variant,913,2082,77.711
medium_variant,913,2083,77.866
medium_variant,913,2084,78.019
medium_variant,913,2085,78.171
medium_variant,913,2086,78.323
medium_variant,913,2087,78.474
medium_variant,913,2088,78.623
medium_variant,913,2089,78.773
medium_variant,913,2090,78.921
medium_variant,913,2091,79.069
medium_variant,913,2092,79.215
medium_variant,913,2093,79.361
medium_variant,913,2094,79.507
medium_variant,913,2095,79.651
medium_variant,913,2096,79.795
medium_variant,913,2097,79.937
medium_variant,913,2098,80.079
medium_variant,913,2099,80.22
