variant,region,year,lifeexpectancyatbirth
estimates,934,1950,41.37
estimates,934,1951,41.689
estimates,934,1952,42.296
estimates,934,1953,42.846
estimates,934,1954,43.337
estimates,934,1955,43.772
estimates,934,1956,44.16
estimates,934,1957,44.511
estimates,934,1958,44.848
estimates,934,1959,45.208
estimates,934,1960,45.634
estimates,934,1961,46.169
estimates,934,1962,46.849
estimates,934,1963,47.691
estimates,934,1964,48.684
estimates,934,1965,49.788
estimates,934,1966,50.946
estimates,934,1967,52.087
estimates,934,1968,53.154
estimates,934,1969,54.117
estimates,934,1970,54.964
estimates,934,1971,55.704
estimates,934,1972,56.373
estimates,934,1973,57.002
estimates,934,1974,57.598
estimates,934,1975,58.166
estimates,934,1976,58.702
estimates,934,1977,59.203
estimates,934,1978,59.669
estimates,934,1979,60.102
estimates,934,1980,60.511
estimates,934,1981,60.901
estimates,934,1982,61.278
estimates,934,1983,61.646
estimates,934,1984,62.008
estimates,934,1985,62.363
estimates,934,1986,62.71
estimates,934,1987,63.042
estimates,934,1988,63.357
estimates,934,1989,63.654
estimates,934,1990,63.934
estimates,934,1991,64.196
estimates,934,1992,64.442
estimates,934,1993,64.679
estimates,934,1994,64.91
estimates,934,1995,65.143
estimates,934,1996,65.384
estimates,934,1997,65.636
estimates,934,1998,65.903
estimates,934,1999,66.185
estimates,934,2000,66.484
estimates,934,2001,66.798
estimates,934,2002,67.12
estimates,934,2003,67.447
estimates,934,2004,67.775
estimates,934,2005,68.104
estimates,934,2006,68.433
estimates,934,2007,68.762
estimates,934,2008,69.09
estimates,934,2009,69.413
estimates,934,2010,69.728
estimates,934,2011,70.03
estimates,934,2012,70.317
estimates,934,2013,70.589
estimates,934,2014,70.843
estimates,934,2015,71.081
medium_variant,934,2015,71.081
medium_variant,934,2016,71.305
medium_variant,934,2017,71.519
medium_variant,934,2018,71.725
medium_variant,934,2019,71.925
medium_variant,934,2020,72.123
medium_variant,934,2021,72.317
medium_variant,934,2022,72.509
medium_variant,934,2023,72.697
medium_variant,934,2024,72.883
medium_variant,934,2025,73.067
medium_variant,934,2026,73.25
medium_variant,934,2027,73.431
medium_variant,934,2028,73.611
medium_variant,934,2029,73.788
medium_variant,934,2030,73.964
medium_variant,934,2031,74.138
medium_variant,934,2032,74.31
medium_variant,934,2033,74.48
medium_variant,934,2034,74.648
medium_variant,934,2035,74.813
medium_variant,934,2036,74.977
medium_variant,934,2037,75.139
medium_variant,934,2038,75.3
medium_variant,934,2039,75.459
medium_variant,934,2040,75.618
medium_variant,934,2041,75.775
medium_variant,934,2042,75.931
medium_variant,934,2043,76.085
medium_variant,934,2044,76.237
medium_variant,934,2045,76.388
medium_variant,934,2046,76.538
medium_variant,934,2047,76.687
medium_variant,934,2048,76.835
medium_variant,934,2049,76.982
medium_variant,934,2050,77.127
medium_variant,934,2051,77.271
medium_variant,934,2052,77.413
medium_variant,934,2053,77.553
medium_variant,934,2054,77.691
medium_variant,934,2055,77.827
medium_variant,934,2056,77.961
medium_variant,934,2057,78.094
medium_variant,934,2058,78.225
medium_variant,934,2059,78.354
medium_variant,934,2060,78.483
medium_variant,934,2061,78.61
medium_variant,934,2062,78.736
medium_variant,934,2063,78.861
medium_variant,934,2064,78.985
medium_variant,934,2065,79.107
medium_variant,934,2066,79.229
medium_variant,934,2067,79.349
medium_variant,934,2068,79.468
medium_variant,934,2069,79.587
medium_variant,934,2070,79.704
medium_variant,934,2071,79.82
medium_variant,934,2072,79.936
medium_variant,934,2073,80.05
medium_variant,934,2074,80.164
medium_variant,934,2075,80.277
medium_variant,934,2076,80.389
medium_variant,934,2077,80.501
medium_variant,934,2078,80.612
medium_variant,934,2079,80.722
medium_variant,934,2080,80.832
medium_variant,934,2081,80.942
medium_variant,934,2082,81.052
medium_variant,934,2083,81.161
medium_variant,934,2084,81.271
medium_variant,934,2085,81.381
medium_variant,934,2086,81.491
medium_variant,934,2087,81.601
medium_variant,934,2088,81.71
medium_variant,934,2089,81.819
medium_variant,934,2090,81.928
medium_variant,934,2091,82.037
medium_variant,934,2092,82.147
medium_variant,934,2093,82.256
medium_variant,934,2094,82.366
medium_variant,934,2095,82.477
medium_variant,934,2096,82.588
medium_variant,934,2097,82.7
medium_variant,934,2098,82.813
medium_variant,934,2099,82.926
