variant,region,year,lifeexpectancyatbirth
estimates,927,1950,68.926
estimates,927,1951,69.068
estimates,927,1952,69.342
estimates,927,1953,69.597
estimates,927,1954,69.831
estimates,927,1955,70.046
estimates,927,1956,70.239
estimates,927,1957,70.411
estimates,927,1958,70.56
estimates,927,1959,70.683
estimates,927,1960,70.778
estimates,927,1961,70.844
estimates,927,1962,70.882
estimates,927,1963,70.896
estimates,927,1964,70.896
estimates,927,1965,70.892
estimates,927,1966,70.897
estimates,927,1967,70.922
estimates,927,1968,70.978
estimates,927,1969,71.072
estimates,927,1970,71.213
estimates,927,1971,71.405
estimates,927,1972,71.641
estimates,927,1973,71.913
estimates,927,1974,72.215
estimates,927,1975,72.537
estimates,927,1976,72.873
estimates,927,1977,73.214
estimates,927,1978,73.549
estimates,927,1979,73.872
estimates,927,1980,74.174
estimates,927,1981,74.448
estimates,927,1982,74.698
estimates,927,1983,74.928
estimates,927,1984,75.144
estimates,927,1985,75.355
estimates,927,1986,75.575
estimates,927,1987,75.813
estimates,927,1988,76.074
estimates,927,1989,76.358
estimates,927,1990,76.658
estimates,927,1991,76.963
estimates,927,1992,77.259
estimates,927,1993,77.538
estimates,927,1994,77.8
estimates,927,1995,78.048
estimates,927,1996,78.292
estimates,927,1997,78.543
estimates,927,1998,78.807
estimates,927,1999,79.086
estimates,927,2000,79.375
estimates,927,2001,79.67
estimates,927,2002,79.961
estimates,927,2003,80.24
estimates,927,2004,80.503
estimates,927,2005,80.748
estimates,927,2006,80.973
estimates,927,2007,81.18
estimates,927,2008,81.375
estimates,927,2009,81.558
estimates,927,2010,81.733
estimates,927,2011,81.901
estimates,927,2012,82.067
estimates,927,2013,82.231
estimates,927,2014,82.395
estimates,927,2015,82.562
medium_variant,927,2015,82.562
medium_variant,927,2016,82.73
medium_variant,927,2017,82.899
medium_variant,927,2018,83.067
medium_variant,927,2019,83.234
medium_variant,927,2020,83.399
medium_variant,927,2021,83.56
medium_variant,927,2022,83.716
medium_variant,927,2023,83.868
medium_variant,927,2024,84.016
medium_variant,927,2025,84.159
medium_variant,927,2026,84.298
medium_variant,927,2027,84.435
medium_variant,927,2028,84.57
medium_variant,927,2029,84.704
medium_variant,927,2030,84.837
medium_variant,927,2031,84.969
medium_variant,927,2032,85.099
medium_variant,927,2033,85.227
medium_variant,927,2034,85.354
medium_variant,927,2035,85.479
medium_variant,927,2036,85.604
medium_variant,927,2037,85.728
medium_variant,927,2038,85.852
medium_variant,927,2039,85.977
medium_variant,927,2040,86.101
medium_variant,927,2041,86.225
medium_variant,927,2042,86.348
medium_variant,927,2043,86.47
medium_variant,927,2044,86.592
medium_variant,927,2045,86.712
medium_variant,927,2046,86.832
medium_variant,927,2047,86.952
medium_variant,927,2048,87.071
medium_variant,927,2049,87.19
medium_variant,927,2050,87.31
medium_variant,927,2051,87.43
medium_variant,927,2052,87.55
medium_variant,927,2053,87.671
medium_variant,927,2054,87.792
medium_variant,927,2055,87.913
medium_variant,927,2056,88.033
medium_variant,927,2057,88.152
medium_variant,927,2058,88.271
medium_variant,927,2059,88.389
medium_variant,927,2060,88.506
medium_variant,927,2061,88.623
medium_variant,927,2062,88.74
medium_variant,927,2063,88.857
medium_variant,927,2064,88.975
medium_variant,927,2065,89.094
medium_variant,927,2066,89.212
medium_variant,927,2067,89.332
medium_variant,927,2068,89.451
medium_variant,927,2069,89.57
medium_variant,927,2070,89.689
medium_variant,927,2071,89.808
medium_variant,927,2072,89.926
medium_variant,927,2073,90.044
medium_variant,927,2074,90.162
medium_variant,927,2075,90.279
medium_variant,927,2076,90.397
medium_variant,927,2077,90.516
medium_variant,927,2078,90.635
medium_variant,927,2079,90.754
medium_variant,927,2080,90.874
medium_variant,927,2081,90.994
medium_variant,927,2082,91.113
medium_variant,927,2083,91.232
medium_variant,927,2084,91.35
medium_variant,927,2085,91.467
medium_variant,927,2086,91.583
medium_variant,927,2087,91.698
medium_variant,927,2088,91.812
medium_variant,927,2089,91.926
medium_variant,927,2090,92.04
medium_variant,927,2091,92.154
medium_variant,927,2092,92.27
medium_variant,927,2093,92.387
medium_variant,927,2094,92.505
medium_variant,927,2095,92.625
medium_variant,927,2096,92.747
medium_variant,927,2097,92.871
medium_variant,927,2098,92.997
medium_variant,927,2099,93.124
