variant,region,year,lifeexpectancyatbirth
estimates,954,1950,52.818
estimates,954,1951,52.979
estimates,954,1952,53.309
estimates,954,1953,53.657
estimates,954,1954,54.023
estimates,954,1955,54.407
estimates,954,1956,54.807
estimates,954,1957,55.224
estimates,954,1958,55.654
estimates,954,1959,56.095
estimates,954,1960,56.542
estimates,954,1961,56.992
estimates,954,1962,57.44
estimates,954,1963,57.882
estimates,954,1964,58.317
estimates,954,1965,58.746
estimates,954,1966,59.173
estimates,954,1967,59.602
estimates,954,1968,60.035
estimates,954,1969,60.468
estimates,954,1970,60.897
estimates,954,1971,61.316
estimates,954,1972,61.72
estimates,954,1973,62.103
estimates,954,1974,62.462
estimates,954,1975,62.792
estimates,954,1976,63.091
estimates,954,1977,63.362
estimates,954,1978,63.61
estimates,954,1979,63.841
estimates,954,1980,64.063
estimates,954,1981,64.282
estimates,954,1982,64.506
estimates,954,1983,64.74
estimates,954,1984,64.989
estimates,954,1985,65.253
estimates,954,1986,65.533
estimates,954,1987,65.822
estimates,954,1988,66.118
estimates,954,1989,66.421
estimates,954,1990,66.732
estimates,954,1991,67.056
estimates,954,1992,67.394
estimates,954,1993,67.745
estimates,954,1994,68.106
estimates,954,1995,68.473
estimates,954,1996,68.842
estimates,954,1997,69.206
estimates,954,1998,69.561
estimates,954,1999,69.9
estimates,954,2000,70.219
estimates,954,2001,70.515
estimates,954,2002,70.788
estimates,954,2003,71.039
estimates,954,2004,71.271
estimates,954,2005,71.484
estimates,954,2006,71.681
estimates,954,2007,71.865
estimates,954,2008,72.042
estimates,954,2009,72.215
estimates,954,2010,72.386
estimates,954,2011,72.559
estimates,954,2012,72.734
estimates,954,2013,72.911
estimates,954,2014,73.09
estimates,954,2015,73.273
medium_variant,954,2015,73.273
medium_variant,954,2016,73.459
medium_variant,954,2017,73.645
medium_variant,954,2018,73.832
medium_variant,954,2019,74.017
medium_variant,954,2020,74.201
medium_variant,954,2021,74.384
medium_variant,954,2022,74.565
medium_variant,954,2023,74.745
medium_variant,954,2024,74.922
medium_variant,954,2025,75.098
medium_variant,954,2026,75.271
medium_variant,954,2027,75.442
medium_variant,954,2028,75.611
medium_variant,954,2029,75.777
medium_variant,954,2030,75.939
medium_variant,954,2031,76.099
medium_variant,954,2032,76.255
medium_variant,954,2033,76.408
medium_variant,954,2034,76.558
medium_variant,954,2035,76.703
medium_variant,954,2036,76.845
medium_variant,954,2037,76.982
medium_variant,954,2038,77.115
medium_variant,954,2039,77.244
medium_variant,954,2040,77.369
medium_variant,954,2041,77.489
medium_variant,954,2042,77.606
medium_variant,954,2043,77.718
medium_variant,954,2044,77.827
medium_variant,954,2045,77.934
medium_variant,954,2046,78.038
medium_variant,954,2047,78.139
medium_variant,954,2048,78.239
medium_variant,954,2049,78.337
medium_variant,954,2050,78.433
medium_variant,954,2051,78.529
medium_variant,954,2052,78.624
medium_variant,954,2053,78.718
medium_variant,954,2054,78.812
medium_variant,954,2055,78.905
medium_variant,954,2056,78.998
medium_variant,954,2057,79.092
medium_variant,954,2058,79.185
medium_variant,954,2059,79.28
medium_variant,954,2060,79.376
medium_variant,954,2061,79.473
medium_variant,954,2062,79.573
medium_variant,954,2063,79.675
medium_variant,954,2064,79.779
medium_variant,954,2065,79.886
medium_variant,954,2066,79.995
medium_variant,954,2067,80.106
medium_variant,954,2068,80.218
medium_variant,954,2069,80.331
medium_variant,954,2070,80.445
medium_variant,954,2071,80.56
medium_variant,954,2072,80.676
medium_variant,954,2073,80.792
medium_variant,954,2074,80.907
medium_variant,954,2075,81.023
medium_variant,954,2076,81.138
medium_variant,954,2077,81.252
medium_variant,954,2078,81.366
medium_variant,954,2079,81.478
medium_variant,954,2080,81.588
medium_variant,954,2081,81.697
medium_variant,954,2082,81.803
medium_variant,954,2083,81.908
medium_variant,954,2084,82.011
medium_variant,954,2085,82.112
medium_variant,954,2086,82.212
medium_variant,954,2087,82.312
medium_variant,954,2088,82.411
medium_variant,954,2089,82.511
medium_variant,954,2090,82.611
medium_variant,954,2091,82.711
medium_variant,954,2092,82.812
medium_variant,954,2093,82.914
medium_variant,954,2094,83.017
medium_variant,954,2095,83.12
medium_variant,954,2096,83.224
medium_variant,954,2097,83.328
medium_variant,954,2098,83.433
medium_variant,954,2099,83.539
